Location_ID,Sensor_Description,Sensor_Name,Installation_Date,Note,Location_Type,Status,Direction_1,Direction_2,Latitude,Longitude,Location,node_id,osmid,x,y,Node Density,Street Length,Degree,Clustering,Clustering (Weighted),Closeness Centrality,Betweenness Centrality,Eigenvector Centrality,Katz Centrality,PageRank,Footprint Proportion,Footprint Mean,Footprint Stdev,Perimeter Total,Perimeter Mean,Perimeter Stdev,Complexity Mean,Complexity Stdev,Building Count,PopSum,Men,Women,Elderly,Youth,Children,Civic,Commercial,Entertainment,Food,Healthcare,Institutional,Recreational,Social,Green View Mean,Green View Stdev,Sky View Mean,Sky View Stdev,Building View Mean,Building View Stdev,Road View Mean,Road View Stdev,Visual Complexity Mean,Visual Complexity Stdev,n,distance,feature_x,feature_y,nearest_x,nearest_y
"64",Royal Pde - Grattan St,Grat292_T,2020/01/16,,Outdoor,A,North,South,-37.79949545,144.95792282,"-37.79949545, 144.95792282","79023","10285692532",144.9578242,-37.7990233,"6",1056.969,"3",0.333,0.005,0.005,0,false,0.001,false,0.338,1920.131,1121.829,2749.764,229.147,97.107,34.698,10.74,"12","98","45","53","9","58","2","0","0","0","1","0","0","3",false,0.205032850241546,0.126213340936908,0.183072463768116,0.120001416679328,0.139512077294686,0.10004359107469,0.232519806763285,0.154496105951945,1.82632909329764,0.190920284511256,true,0.000482339638530743,144.95792282,-37.79949545,144.9578242,-37.7990233
"72",Flinders St- ACMI,ACMI_T,2020/11/30,,Outdoor,A,East,West,-37.81726338,144.96872809,"-37.81726338, 144.96872809","7004","2774214269",144.9682058,-37.8171622,"13",2376.26,"3",0,0,0.014,0.002,false,0.005,false,0.391,802.606,897.471,2131.441,118.413,72.755,22.701,7.952,"18","133","71","61","4","51","1","0","3","5","3","0","1","1",false,0.0663157894736842,0.0366364309148072,0.260210526315789,0.0770170103486297,0.342421052631579,0.102471305354488,0.114631578947368,0.155613199428125,1.69525579937585,0.0882203600600613,true,0.000532000222294871,144.96872809,-37.81726338,144.9682058,-37.8171622
"73",Bourke St - Spencer St (South),Bou655_T,,,Outdoor,A,East,West,-37.81695684,144.95415373,"-37.81695684, 144.95415373","59097","2469456589",144.9540169,-37.8174002,"8",1367.997,"1",0,0,0.009,0,false,0.003,false,0.542,5086.519,10144.587,4628.073,231.404,238.109,28.998,14.677,"20","319","171","147","0","108","5","0","3","0","16","0","0","0",false,0.0741071428571429,0.0668992273031357,0.111821428571429,0.0623859276460162,0.410928571428571,0.167726392846036,0.140464285714286,0.0626320720959035,1.76837341769873,0.370257348776115,true,0.000463994114724839,144.95415373,-37.81695684,144.9540169,-37.8174002
"76",Macaulay Rd- Bellair St,KenMac_T,2021/02/20,,Outdoor,A,East,West,-37.79453803,144.93036194,"-37.79453803, 144.93036194","47067","67754307",144.9304357,-37.7944508,"29",2429.555,"3",0,0,0.011,0,false,0.004,false,0.293,127.723,158.762,4674.216,50.807,23.89,15.398,4.37,"92","120","59","60","15","11","8","1","12","0","16","4","0","4",false,0.15,0.143243382627843,0.1875,0.136387927129445,0.1225,0.070694177035076,0.113,0.0120554275466834,2.07228137815152,0.302555720748384,true,0.000114234891773779,144.93036194,-37.79453803,144.9304357,-37.7944508
"79",Flinders St (South),FliSS_T,2021/09/10,,Outdoor,A,East,West,-37.81794046,144.96616678,"-37.81794046, 144.96616678","65497","591372303",144.9662578,-37.8174039,"5",1015.145,"1",0,0,0.009,0,false,0.002,false,0.522,1234.487,1384.745,4850.918,173.247,130.559,29.777,16.994,"28","869","478","390","11","379","9","1","23","2","31","0","1","2",false,0.0501,0.0767759366236873,0.1621,0.085452325889937,0.2614,0.112157825307812,0.2814,0.166560766355372,1.75798710148798,0.198096900062526,true,0.000544225388968374,144.96616678,-37.81794046,144.9662578,-37.8174039
"82",510 Elizabeth Street - Main Entry,Eli510_T,2021/11/05,,Indoor,A,In,Out,-37.80680012,144.96001735,"-37.80680012, 144.96001735","29250","2190483578",144.9599614,-37.8070873,"12",1883.233,"4",0,0,0.012,0,false,0.004,false,0.438,921.058,943.595,3074.011,118.231,60.484,21.92,6.366,"26","188","93","94","7","109","2","0","5","0","21","1","1","8",false,0.08475,0.0736640149379206,0.22196875,0.123542988306409,0.29040625,0.13413254383078,0.13596875,0.0628359278649179,1.82690427187382,0.187096880298219,true,0.000292579484754656,144.96001735,-37.80680012,144.9599614,-37.8070873
"86",Queensberry St - Errol St (South),574Qub_T,2021/12/21,,Outdoor,A,East,West,-37.80309992,144.94908064,"-37.80309992, 144.94908064","19114","781093347",144.9491709,-37.8030584,"24",2504.393,"3",0,0,0.013,0,false,0.004,false,0.436,160.735,272.742,5663.913,55.529,39.407,15.8,5.155,"102","245","126","119","21","42","8","2","12","1","11","5","0","8",false,0.170117647058824,0.113120445959683,0.240117647058824,0.149695892709579,0.162823529411765,0.0696556129236166,0.138647058823529,0.0693532093493792,1.8764322978852,0.123440206523712,true,9.93517891214425e-05,144.94908064,-37.80309992,144.9491709,-37.8030584
"87",Errol St (West),Errol23_T,2022/05/20,,Outdoor,A,North,South,-37.80454949,144.94921863,"-37.80454949, 144.94921863","65850","52599856",144.9492808,-37.8046076,"3",439.838,"3",0,0,0.009,0,false,0.002,false,0.495,257.285,370.527,5609.71,70.121,48.534,17.986,6.116,"80","153","78","75","17","24","3","0","13","2","22","1","0","15",false,0.1435,0.0106066017177982,0.273,0.0311126983722081,0.092,0.0197989898732233,0.2435,0.0459619407771256,2.08529792968112,0.219003040143894,true,8.50992420681154e-05,144.94921863,-37.80454949,144.9492808,-37.8046076
"89",City Library,CityLi_T,2013/12/11,,Indoor,A,In,Out,-37.81685964,144.96586575,"-37.81685964, 144.96586575","42411","594192913",144.965937,-37.8167802,"8",2048.424,"3",0,0,0.011,0,false,0.004,false,0.714,992.482,1031.87,4096.492,132.145,49.821,24.106,4.24,"31","807","443","363","18","312","6","3","30","4","36","0","1","3",false,0.194,0.124898316267595,0.059,0.121625678803497,0.171,0.144292701411209,0.01,0.122097140885638,2.01615619546529,0.213449764606488,true,0.00010671118075781,144.96586575,-37.81685964,144.965937,-37.8167802
"94",Fitzroy Garden- The Conservatory,FitConVis_T,2015/03/02,,Indoor,A,In,Out,-37.81303095,144.98124662,"-37.81303095, 144.98124662","37094","241807184",144.9829198,-37.8137676,"6",1462.577,"3",0,0,0.011,0,false,0.004,false,0.082,370.926,241.043,899.651,81.786,35.16,18.785,4.975,"11","93","43","50","21","6","2","0","0","0","0","0","0","0",false,0.459,0.162634559672906,0.256,0.114551298552221,0.0385,0.0487903679018718,0.056,0.0240416305603426,1.55918779293423,0.221441556971841,true,0.00182816425269837,144.98124662,-37.81303095,144.9829198,-37.8137676
"96",Fitzroy Garden Visitor Centre Internal,FitGarVisIInt_T,2015/03/02,,Indoor,A,In,Out,-37.81499687,144.97925064,"-37.81499687, 144.97925064","49162","1449295066",144.9791875,-37.8156386,"27",2174.904,"3",0,0,0.011,0,false,0.004,false,0.064,188.863,142.422,641.444,58.313,23.623,15.97,3.453,"11","43","20","22","9","3","1","0","0","0","1","0","0","0",false,0.354756097560976,0.113950379658824,0.171,0.105511373794487,0.0373170731707317,0.0342625444358634,0.179658536585366,0.0729851388147264,1.81536190657321,0.190858426703855,true,0.000644828700120197,144.97925064,-37.81499687,144.9791875,-37.8156386
"99",Town Hall Visitor Centre,TownVis_T,2020/02/02,,Indoor,A,In,Out,-37.81462143,144.96623279,"-37.81462143, 144.96623279","126","2187874242",144.9660978,-37.8145129,"13",1584.643,"4",0,0,0.017,0.071,false,0.006,false,0.662,714.26,874.454,4292.299,104.69,62.939,21.101,6.352,"41","183","93","90","13","45","1","0","26","2","27","0","0","1",false,0.231571428571429,0.0340874226211426,0.0351428571428571,0.0234480174814316,0.190285714285714,0.0198805959477601,0.303857142857143,0.0837743567993384,1.90767616247865,0.106672927796366,true,0.000173208143570518,144.96623279,-37.81462143,144.9660978,-37.8145129
"104",Kathleen Syme Library Main,KatLib1_T,2018/02/02,,Indoor,A,In,Out,-37.79863553,144.96548206,"-37.79863553, 144.96548206","11753","324235285",144.9656742,-37.798565,"3",774.635,"3",0,0,0.014,0.001,false,0.004,false,0.38,384.679,809.575,4130.412,73.757,64.988,17.478,7.175,"56","460","186","274","8","350","5","0","2","0","3","0","0","3",false,0.388,0.0609179776420721,0.127,0.0175214154679352,0.133333333333333,0.0463177431804846,0.128666666666667,0.021594752448994,1.95528688854812,0.181730102364113,true,0.000204675989059974,144.96548206,-37.79863553,144.9656742,-37.798565
"111",Harbour Esplanade,HarbBlix_T,2021/03/25,,Outdoor Blix,A,,,-37.81442577,144.94436558,"-37.81442577, 144.94436558","2651","6207106576",144.944511,-37.8137936,"3",1050.449,"3",0,0,0.015,0.007,false,0.005,false,0.244,1894.945,1158.831,1084.812,180.802,54.18,27.625,4.389,"6","152","78","73","11","31","4","0","0","1","2","0","0","1",false,0.125789420142421,0.122157019792945,0.305325534079349,0.190267209008608,0.150821973550356,0.143093071578534,0.185407934893184,0.0958048626577349,1.72552022923133,0.260566999639051,true,0.000648680110148599,144.94436558,-37.81442577,144.944511,-37.8137936
"115",Shrine of rememberance-North-East,ShrinNE_T,2022/10/14,,Outdoor Blix,A,,,-37.82999797,144.97376842,"-37.82999797, 144.97376842","16490","247129001",144.9745798,-37.8302108,"1",599.575,"3",0,0,0.013,0,false,0.004,false,0.027,299.513,385.107,490.869,70.124,56.939,17.097,8.418,"7","0","0","0","0","0","0","0","0","1","0","0","0","1",false,0.4496,0.109424860063881,0.2626,0.101438651410594,0.0084,0.00378153408023781,0.099,0.0163859696081739,1.52019384446631,0.0739022274445476,true,0.000838829013137292,144.97376842,-37.82999797,144.9745798,-37.8302108
"119",Pop Up Library - Crossbar - Federation Square,PopLibFed_T,2022/01/25,,Indoor,A,In,Out,-37.81788176,144.96944609,"-37.81788176, 144.96944609","52769","247417082",144.9703981,-37.8176636,"19",2604.479,"3",0,0,0.01,0,false,0.004,false,0.364,2108.321,1912.335,1628.091,203.511,111.344,30.476,9.182,"8","9","4","4","1","0","0","0","1","2","2","0","0","2",false,0.183981969486824,0.124898316267595,0.153417475728155,0.121625678803497,0.239201109570042,0.144292701411209,0.178064724919094,0.122097140885638,1.78789675148199,0.213449764606488,true,0.000976686656884706,144.96944609,-37.81788176,144.9703981,-37.8176636
"121",Royal Park BBQ near the playground and public toilet facility - Gatehouse Street,RoyBlix_T,2023/01/18,"Royal Park BBQ near the playground and public toilet facility, cnr Flemington Road and Gatehouse Street",Outdoor Blix,A,,,-37.79505209,144.95104583,"-37.79505209, 144.95104583","39039","445393655",144.951871,-37.7960511,"13",1575.561,"3",0,0,0.011,0,false,0.004,false,0.078,119.696,66.512,1044.917,49.758,16.886,15.105,3.373,"21","88","41","46","12","26","3","0","0","0","1","0","0","2",false,0.2830625,0.182385477766186,0.3570625,0.174250573887147,0.039125,0.0504775527668818,0.09075,0.0406160887662348,1.66789433762453,0.234151404788761,true,0.00129573396537389,144.95104583,-37.79505209,144.951871,-37.7960511
"122",Birrarung Marr,FedCycle_T,2022/08/23,,Outdoor,A,East,West,-37.81862929,144.97169395,"-37.81862929, 144.97169395","74318","41675719",144.9718373,-37.8196406,"15",1718.162,"1",0,0,0.007,0,false,0.001,false,0.07,569.658,33.494,392.798,98.2,4.495,20.099,0.656,"4","0","0","0","0","0","0","0","0","0","0","0","0","0",false,0.183981969486824,0.124898316267595,0.153417475728155,0.121625678803497,0.239201109570042,0.144292701411209,0.178064724919094,0.122097140885638,1.78789675148199,0.213449764606488,true,0.00102141917869497,144.97169395,-37.81862929,144.9718373,-37.8196406
"5",Princes Bridge,PriNW_T,2009/03/26,,Outdoor,A,North,South,-37.81874249,144.96787656,"-37.81874249, 144.96787656","78845","10219154153",144.9681685,-37.8197216,"7",907.149,"1",0,0,0.005,0,false,0.001,false,0.101,1428.099,1535.993,374.718,124.906,79.15,21.413,6.426,"3","53","27","26","16","10","0","0","2","2","3","0","0","1",false,0.183981969486824,0.124898316267595,0.153417475728155,0.121625678803497,0.239201109570042,0.144292701411209,0.178064724919094,0.122097140885638,1.78789675148199,0.213449764606488,true,0.00102170707920401,144.96787656,-37.81874249,144.9681685,-37.8197216
"19",Chinatown-Swanston St (North),LtB210_T,2013/09/02,,Outdoor,A,East,West,-37.81237202,144.96550671,"-37.81237202, 144.96550671","11756","245531231",144.9656085,-37.8124213,"4",1065.82,"3",0,0,0.014,0.001,false,0.004,false,0.667,819.528,1912.981,4666.261,99.282,81.342,20.231,6.785,"47","132","64","67","6","49","2","0","23","3","42","0","0","1",false,0.183981969486824,0.124898316267595,0.153417475728155,0.121625678803497,0.239201109570042,0.144292701411209,0.178064724919094,0.122097140885638,1.78789675148199,0.213449764606488,true,0.000113091655308182,144.96550671,-37.81237202,144.9656085,-37.8124213
"24",Spencer St-Collins St (North),Col620_T,2013/09/02,,Outdoor,A,East,West,-37.81887963,144.95449198,"-37.81887963, 144.95449198","56892","2174950794",144.9542254,-37.8189774,"31",2831.224,"4",0,0,0.01,0,false,0.003,false,0.578,2856.749,7995.488,3959.215,172.14,177.94,26.117,15.022,"23","108","58","50","2","34","1","0","10","0","18","0","1","2",false,0.139567567567568,0.089704310728991,0.107783783783784,0.0747838125440166,0.382027027027027,0.136477406857628,0.114081081081081,0.0713669618468045,1.82657057722017,0.262985615006575,true,0.000283943426220813,144.95449198,-37.81887963,144.9542254,-37.8189774
"25",Melbourne Convention Exhibition Centre,MCEC_T,2013/08/28,,Outdoor,A,East,West,-37.82401776,144.95604426,"-37.82401776, 144.95604426","40415","591274706",144.9562884,-37.8239191,"21",2289.043,"3",0.333,0.005,0.011,0,false,0.004,false,0.472,18563.377,20793.155,4817.885,688.269,515.768,60.821,34.183,"7","8","3","4","0","1","0","0","0","0","3","0","0","2",false,0.0514791666666667,0.0640149548961382,0.270958333333333,0.120256279233292,0.249145833333333,0.104926517262428,0.180520833333333,0.119942714976302,1.82977920913242,0.158043408610138,true,0.000263321353488538,144.95604426,-37.82401776,144.9562884,-37.8239191
"26",QV Market-Elizabeth St (West),Eli483_T,2013/09/28,,Outdoor,A,North,South,-37.80869543,144.96049403,"-37.80869543, 144.96049403","31520","316414093",144.9602316,-37.8089108,"4",1407.07,"1",0,0,0.012,0,false,0.004,false,0.52,546.524,553.276,4089.334,90.874,47.327,19.414,5.176,"45","130","63","67","4","63","1","0","6","0","9","1","1","0",false,0.163875,0.101848171313971,0.0559375,0.0554418238636982,0.237875,0.0884758912548121,0.32,0.108479798426558,1.71011362881272,0.137727998276118,true,0.000339490414902381,144.96049403,-37.80869543,144.9602316,-37.8089108
"30",Lonsdale St (South),Lon189_T,2013/10/14,,Outdoor,A,East,West,-37.8112185,144.96656806,"-37.8112185, 144.96656806","11768","595594354",144.9664363,-37.8111151,"6",1882.889,"3",0,0,0.014,0.001,false,0.004,false,0.469,403.059,603.312,4442.574,77.94,54.609,18.135,6.073,"57","276","134","141","8","118","6","0","8","1","37","0","0","1",false,0.147285714285714,0.0851815987282744,0.0424285714285714,0.0419120394113559,0.212571428571429,0.077508832062024,0.278428571428571,0.169830167268026,1.68438136083552,0.176794499439962,true,0.000167488081954829,144.96656806,-37.8112185,144.9664363,-37.8111151
"41",Flinders La-Swanston St (West),Swa31,2017/06/29,,Outdoor,A,North,South,-37.81668634,144.96689733,"-37.81668634, 144.96689733","151","1838361782",144.966998,-37.8164706,"8",2297.76,"4",0,0,0.017,0.067,false,0.006,false,0.466,900.225,743.884,3304.646,127.102,66.423,23.335,7.43,"26","327","179","147","8","128","2","1","17","3","18","0","1","2",false,0.167,0.0291890390386529,0.0936,0.043638285942507,0.1914,0.0302125801612507,0.2156,0.189070886177645,1.94534019577964,0.0677887064696795,true,0.000238071830539793,144.96689733,-37.81668634,144.966998,-37.8164706
"44",Tin Alley-Swanston St (West),UM3_T,2015/04/15,,Outdoor,A,North,South,-37.79690473,144.96440378,"-37.79690473, 144.96440378","48113","10208744379",144.9645209,-37.7968046,"16",1137.722,"4",0,0,0.011,0,false,0.004,false,0.404,561.653,1104.109,3556.19,93.584,104.724,19.789,11.313,"38","322","138","183","7","242","3","0","0","0","6","0","0","5",false,0.20385,0.171198338346584,0.19675,0.093501407250879,0.16845,0.0795086721519635,0.17255,0.0391508217296299,1.99736855734467,0.121831226654559,true,0.000154087998558227,144.96440378,-37.79690473,144.9645209,-37.7968046
"46",Pelham St (South),Pel147_T,2017/07/10,,Outdoor,A,East,West,-37.80240719,144.9615673,"-37.80240719, 144.9615673","29219","312718310",144.9613528,-37.8025993,"22",2036.996,"1",0,0,0.012,0,false,0.004,false,0.396,759.959,809.774,3137.738,112.062,68.385,21.49,7.175,"28","103","53","50","1","64","0","0","0","0","3","0","0","7",false,0.205032850241546,0.126213340936908,0.183072463768116,0.120001416679328,0.139512077294686,0.10004359107469,0.232519806763285,0.154496105951945,1.82632909329764,0.190920284511256,true,0.000287952256653229,144.9615673,-37.80240719,144.9613528,-37.8025993
"50",Faraday St-Lygon St (West),Lyg309_T,2017/11/30,,Outdoor,A,North,South,-37.79808192,144.96721013,"-37.79808192, 144.96721013","29077","1287222218",144.9673499,-37.7979868,"4",1544.123,"4",0,0,0.012,0,false,0.004,false,0.482,205.878,607.827,4928.648,54.763,37.748,15.42,4.135,"90","256","129","127","24","59","10","0","9","1","20","1","0","1",false,0.0824444444444444,0.126006062464382,0.223555555555556,0.112999016711553,0.174,0.100442769774633,0.277777777777778,0.169269591021082,1.73600584037623,0.195941562793362,true,0.000169066458217073,144.96721013,-37.79808192,144.9673499,-37.7979868
"51",QVM-Franklin St (North),Fra118_T,2017/11/30,,Outdoor,A,East,West,-37.80841815,144.95906316,"-37.80841815, 144.95906316","32336","2325395493",144.9589648,-37.8085186,"6",1137.196,"3",0,0,0.012,0,false,0.004,false,0.547,584.425,629.932,3683.437,96.933,52.08,20.33,5.603,"38","204","101","102","7","118","2","0","4","0","3","0","0","0",false,0.181588235294118,0.0967025457417806,0.0702941176470588,0.0640632155627182,0.203,0.075429602942081,0.313588235294118,0.0979285829211328,1.7609963608606,0.163325729540044,true,0.000140587666960858,144.95906316,-37.80841815,144.9589648,-37.8085186
"56",Lonsdale St - Elizabeth St (North),Lon364_T,2018/07/25,,Outdoor,A,East,West,-37.81234775,144.96153311,"-37.81234775, 144.96153311","8781","168408553",144.961804,-37.8123517,"3",678.89,"3",0,0,0.014,0.001,false,0.004,false,0.519,491.158,602.595,4098.936,93.158,65.665,20.238,7.753,"44","297","157","139","10","57","18","1","9","0","13","0","0","0",false,0.1628,0.189532641574538,0.1364,0.0778348679363347,0.3002,0.119383415933705,0.1695,0.141790338175773,1.78654378668758,0.159161881516649,true,0.000270918797055108,144.96153311,-37.81234775,144.961804,-37.8123517
"65",Swanston St - City Square,SwaCs_T,2020/03/12,,Outdoor,A,North,South,-37.81569416,144.9668064,"-37.81569416, 144.9668064","56974","2187874241",144.9665599,-37.8155186,"6",656.625,"4",0,0,0.01,0,false,0.003,false,0.521,980.822,797.987,3589.185,132.933,56.412,24.161,5.509,"27","131","68","63","10","23","0","0","18","5","14","0","0","1",false,0.214125,0.0653199542909472,0.0625,0.0552630075185924,0.23925,0.0871333132947111,0.18925,0.158093778679437,1.87325915442872,0.119854966435802,true,0.000302627764096896,144.9668064,-37.81569416,144.9665599,-37.8155186
"66",State Library - New,QVN_T,2020/04/06,,Outdoor,A,North,South,-37.81057846,144.96444294,"-37.81057846, 144.96444294","56999","2187770698",144.9642815,-37.810571,"15",2252.68,"4",0,0,0.01,0,false,0.003,false,0.724,3110.354,6224.01,4218.465,183.412,208.809,25.692,14.39,"23","643","310","332","17","338","8","0","18","7","26","0","0","9",false,0.183981969486824,0.124898316267595,0.153417475728155,0.121625678803497,0.239201109570042,0.144292701411209,0.178064724919094,0.122097140885638,1.78789675148199,0.213449764606488,true,0.000161612268098041,144.96444294,-37.81057846,144.9642815,-37.810571
"67",Flinders Ln -Degraves St (South),FLDegS_T,2020/06/03,,Outdoor,A,East,West,-37.81688755,144.96562569,"-37.81688755, 144.96562569","72568","126919692",144.9656426,-37.8168653,"24",1326.083,"3",0,0,0.007,0,false,0.001,false,0.774,1044.387,1047.168,3965.97,136.758,47.918,24.631,3.802,"29","895","492","402","20","351","7","3","27","4","38","1","1","4",false,0.183981969486824,0.124898316267595,0.153417475728155,0.121625678803497,0.239201109570042,0.144292701411209,0.178064724919094,0.122097140885638,1.78789675148199,0.213449764606488,true,2.7946566867725e-05,144.96562569,-37.81688755,144.9656426,-37.8168653
"68",Flinders Ln -Degraves St (North),FLDegN_T,2020/06/03,,Outdoor,A,East,West,-37.8168479,144.96559789,"-37.8168479, 144.96559789","72568","126919692",144.9656426,-37.8168653,"24",1326.083,"3",0,0,0.007,0,false,0.001,false,0.774,1044.387,1047.168,3965.97,136.758,47.918,24.631,3.802,"29","895","492","402","20","351","7","3","27","4","38","1","1","4",false,0.183981969486824,0.124898316267595,0.153417475728155,0.121625678803497,0.239201109570042,0.144292701411209,0.178064724919094,0.122097140885638,1.78789675148199,0.213449764606488,true,4.79764952859172e-05,144.96559789,-37.8168479,144.9656426,-37.8168653
"70",Errol Street (East),Errol20_T,2020/10/12,,Outdoor,A,North,South,-37.80456984,144.94946228,"-37.80456984, 144.94946228","65850","52599856",144.9492808,-37.8046076,"3",439.838,"3",0,0,0.009,0,false,0.002,false,0.495,257.285,370.527,5609.71,70.121,48.534,17.986,6.116,"80","153","78","75","17","24","3","0","13","2","22","1","0","15",false,0.1435,0.0106066017177982,0.273,0.0311126983722081,0.092,0.0197989898732233,0.2435,0.0459619407771256,2.08529792968112,0.219003040143894,true,0.000185366685256895,144.94946228,-37.80456984,144.9492808,-37.8046076
"75",Spring St- Flinders st (West),SprFli_T,2020/12/18,,Outdoor,A,North,South,-37.81515276,144.97467661,"-37.81515276, 144.97467661","49189","1449431504",144.9747855,-37.8152391,"14",1125.133,"4",0,0,0.011,0,false,0.004,false,0.142,947.878,553.517,730.049,121.675,56.012,21.935,7.008,"6","38","19","19","9","4","0","0","0","1","2","0","0","0",false,0.235875,0.0462398637541245,0.27525,0.0698953299073489,0.155875,0.0705153225496822,0.073375,0.0333892091208265,1.93954035718367,0.106209747027107,true,0.000138966282608485,144.97467661,-37.81515276,144.9747855,-37.8152391
"77",Harbour Esplanade (West) - Pedestrian path,HarEsP_T,2021/03/25,,Outdoor,A,North,South,-37.81441438,144.94433026,"-37.81441438, 144.94433026","2651","6207106576",144.944511,-37.8137936,"3",1050.449,"3",0,0,0.015,0.007,false,0.005,false,0.244,1894.945,1158.831,1084.812,180.802,54.18,27.625,4.389,"6","152","78","73","11","31","4","0","0","1","2","0","0","1",false,0.125789420142421,0.122157019792945,0.305325534079349,0.190267209008608,0.150821973550356,0.143093071578534,0.185407934893184,0.0958048626577349,1.72552022923133,0.260566999639051,true,0.000646556073371601,144.94433026,-37.81441438,144.944511,-37.8137936
"81",Boyd Commuinty - Front door,BoCoF_T,2021/03/30,,Indoor,A,In,Out,-37.82579138,144.96084343,"-37.82579138, 144.96084343","20551","8911224479",144.9605972,-37.8258447,"6",1030.774,"3",0,0,0.013,0,false,0.004,false,0.124,915.815,1105.142,1267.771,115.252,72.329,21.565,7.164,"11","4","1","2","0","0","0","1","0","0","2","0","0","1",false,0.107355555555556,0.0805326459934545,0.145288888888889,0.100044222545065,0.239533333333333,0.0941716517854497,0.254955555555556,0.0708856170677149,1.88193805532582,0.191208667156955,true,0.000251936966933902,144.96084343,-37.82579138,144.9605972,-37.8258447
"88",Micro-Labs,MicLab_T,2022/07/28,,Indoor,A,In,Out,-37.81330972,144.96687704,"-37.81330972, 144.96687704","9119","2188404539",144.9670666,-37.8130849,"2",1210.647,"3",0,0,0.014,0.001,false,0.004,false,0.647,1466.981,1332.037,3321.219,158.153,66.517,26.107,5.773,"21","198","96","101","10","74","3","0","26","2","32","0","0","1",false,0.106,0.0014142135623731,0.057,0.0806101730552664,0.2395,0.0318198051533946,0.154,0.00282842712474619,1.78543962591879,0.152378812179648,true,0.000294069763828489,144.96687704,-37.81330972,144.9670666,-37.8130849
"102",North Melbourne Library,NtMelLib_T,2018/02/02,,Indoor,A,In,Out,-37.80340543,144.94977011,"-37.80340543, 144.94977011","65840","781023109",144.9496075,-37.8034834,"20",1443.519,"3",0,0,0.009,0,false,0.002,false,0.522,224.1,335.171,5817.665,66.11,46.069,17.399,5.966,"88","171","87","84","16","28","5","2","14","2","14","6","0","9",false,0.170833333333333,0.12230054882307,0.177166666666667,0.112547229143497,0.15725,0.0654913248939402,0.14975,0.0863008743240236,1.91425406656572,0.10733388127055,true,0.000180336721153942,144.94977011,-37.80340543,144.9496075,-37.8034834
"105",Kathleen Syme Library Lib,KatLib2_T,2018/02/02,,Indoor,A,In,Out,-37.79861828,144.9652825,"-37.79861828, 144.9652825","36798","369297705",144.9650677,-37.7983813,"15",2026.91,"3",0,0,0.011,0,false,0.004,false,0.383,839.336,1259.786,3106.685,115.062,91.075,22.06,8.984,"27","390","152","238","2","332","2","0","1","0","6","0","0","4",false,0.317,0.150459296821433,0.15,0.0481732982747358,0.17,0.0825106053789451,0.1245,0.0195021366350801,1.99815390535036,0.171369613958467,true,0.00031984146135608,144.9652825,-37.79861828,144.9650677,-37.7983813
"106",Kathleen Syme Library Cafe,KatLib3_T,2018/02/02,,Indoor,A,In,Out,-37.79859459,144.96510921,"-37.79859459, 144.96510921","36798","369297705",144.9650677,-37.7983813,"15",2026.91,"3",0,0,0.011,0,false,0.004,false,0.383,839.336,1259.786,3106.685,115.062,91.075,22.06,8.984,"27","390","152","238","2","332","2","0","1","0","6","0","0","4",false,0.317,0.150459296821433,0.15,0.0481732982747358,0.17,0.0825106053789451,0.1245,0.0195021366350801,1.99815390535036,0.171369613958467,true,0.000217291749039086,144.96510921,-37.79859459,144.9650677,-37.7983813
"107",Flagstaff station (East),280Will_T,2022/10/08,,Outdoor,A,North,South,-37.81246271,144.95690188,"-37.81246271, 144.95690188","58618","6167489361",144.9568675,-37.8125156,"7",1390.818,"3",0,0,0.009,0,false,0.003,false,0.428,1232.027,1925.779,2118.316,124.607,93.98,22.286,8.022,"17","327","160","166","20","138","5","2","3","1","7","0","0","0",false,0.249,0.0480832611206852,0.128,0.151320851173921,0.264,0.0113137084989848,0.0765,0.021920310216783,1.91912786939296,0.202301905480262,true,6.30819823805495e-05,144.95690188,-37.81246271,144.9568675,-37.8125156
"109",La Trobe St- William St (South),LatWill_T,2022/10/08,,Outdoor,A,East,West,-37.81193681,144.95621105,"-37.81193681, 144.95621105","58617","2189145385",144.9563588,-37.8118053,"18",2295.985,"4",0,0,0.009,0,false,0.003,false,0.296,971.918,1405.595,1480.383,113.876,83.477,20.841,7.858,"13","247","121","126","13","92","6","1","2","1","6","0","0","4",false,0.1995,0.112162085097119,0.1575,0.077517739905134,0.1865,0.115298164194694,0.063,0.0342052627529741,1.92392684523421,0.146398331875749,true,0.000197800259347182,144.95621105,-37.81193681,144.9563588,-37.8118053
"110",Birrarung Marr East Entry,BirBlix_T,2021/12/07,,Outdoor Blix,A,,,-37.82102867,144.97590204,"-37.82102867, 144.97590204","2481","54562179",144.9761296,-37.8209866,"17",2132.551,"3",0,0,0.015,0.008,false,0.005,false,0.074,3529.684,5796.316,933.484,233.371,226.101,32.207,21.432,"4","4","2","2","0","0","0","0","0","0","0","0","0","2",false,0.362,0.143384855423946,0.161,0.120912676697501,0,0.137811471731697,0.304,0.107992629049077,1.66472270339136,0.217855187970228,true,0.000231416158696741,144.97590204,-37.82102867,144.9761296,-37.8209866
