Location_ID,Sensor_Description,Sensor_Name,Installation_Date,Note,Location_Type,Status,Direction_1,Direction_2,Latitude,Longitude,Location,node_id,osmid,x,y,Node Density,Street Length,Degree,Clustering,Clustering (Weighted),Closeness Centrality,Betweenness Centrality,Eigenvector Centrality,Katz Centrality,PageRank,Footprint Proportion,Footprint Mean,Footprint Stdev,Perimeter Total,Perimeter Mean,Perimeter Stdev,Complexity Mean,Complexity Stdev,Building Count,PopSum,Men,Women,Elderly,Youth,Children,Civic,Commercial,Entertainment,Food,Healthcare,Institutional,Recreational,Social,Green View Mean,Green View Stdev,Sky View Mean,Sky View Stdev,Building View Mean,Building View Stdev,Road View Mean,Road View Stdev,Visual Complexity Mean,Visual Complexity Stdev,n,distance,feature_x,feature_y,nearest_x,nearest_y
"113",Micro-labs Blix,MicLBlix_T,2022/07/27,,Indoor Blix,A,,,-37.81334479,144.96689264,"-37.81334479, 144.96689264","9119","2188404539",144.9670666,-37.8130849,"2",1210.647,"3",0,0,0.014,0.001,false,0.004,false,0.647,1466.981,1332.037,3321.219,158.153,66.517,26.107,5.773,"21","198","96","101","10","74","3","0","26","2","32","0","0","1",false,0.106,0.0014142135623731,0.057,0.0806101730552664,0.2395,0.0318198051533946,0.154,0.00282842712474619,1.78543962591879,0.152378812179648,true,0.000312737739496616,144.96689264,-37.81334479,144.9670666,-37.8130849
"116",Fitzroy Garden Visitor Centre Cafe Verandah,FitCafVis_T,2015/03/02,,Indoor,A,In,Out,-37.81493732,144.97932442,"-37.81493732, 144.97932442","49162","1449295066",144.9791875,-37.8156386,"27",2174.904,"3",0,0,0.011,0,false,0.004,false,0.064,188.863,142.422,641.444,58.313,23.623,15.97,3.453,"11","43","20","22","9","3","1","0","0","0","1","0","0","0",false,0.354756097560976,0.113950379658824,0.171,0.105511373794487,0.0373170731707317,0.0342625444358634,0.179658536585366,0.0729851388147264,1.81536190657321,0.190858426703855,true,0.000714521325648435,144.97932442,-37.81493732,144.9791875,-37.8156386
"120",Harbour Esplanade,HarbBlix_T,2021/03/25,,Outdoor Blix,A,,,-37.81442577,144.94436558,"-37.81442577, 144.94436558","2651","6207106576",144.944511,-37.8137936,"3",1050.449,"3",0,0,0.015,0.007,false,0.005,false,0.244,1894.945,1158.831,1084.812,180.802,54.18,27.625,4.389,"6","152","78","73","11","31","4","0","0","1","2","0","0","1",false,0.125789420142421,0.122157019792945,0.305325534079349,0.190267209008608,0.150821973550356,0.143093071578534,0.185407934893184,0.0958048626577349,1.72552022923133,0.260566999639051,true,0.000648680110148599,144.94436558,-37.81442577,144.944511,-37.8137936
"1",Bourke Street Mall (North),Bou292_T,2009/03/24,,Outdoor,A,East,West,-37.81349441,144.96515323,"-37.81349441, 144.96515323","57005","176683334",144.9651209,-37.8133697,"9",1280.84,"1",0,0,0.01,0,false,0.003,false,0.604,1178.402,2221.748,4919.872,119.997,100.388,21.914,9.013,"41","102","50","52","5","38","2","0","33","4","9","1","0","1",false,0.1488,0.10476020236712,0.0694,0.0476791358982102,0.2182,0.0754731740421721,0.2104,0.183346120766162,1.91603587741734,0.179712297460824,true,0.000128832499778864,144.96515323,-37.81349441,144.9651209,-37.8133697
"3",Melbourne Central,Swa295_T,2009/03/25,,Outdoor,A,North,South,-37.81101524,144.96429485,"-37.81101524, 144.96429485","9109","176703266",144.9640807,-37.811156,"8",1789.346,"3",0,0,0.014,0.001,false,0.004,false,0.835,2441.34,5291.105,5014.219,167.141,185.311,25.058,13.778,"30","745","360","385","21","398","9","1","29","1","28","0","0","4",false,0.322,0.124898316267595,0.021,0.121625678803497,0.114,0.144292701411209,0.086,0.122097140885638,1.80377337762247,0.213449764606488,true,0.00025626860925245,144.96429485,-37.81101524,144.9640807,-37.811156
"7",Birrarung Marr,FedPed_T,2014/12/17,,Outdoor,A,East,West,-37.81862929,144.97169395,"-37.81862929, 144.97169395","74318","41675719",144.9718373,-37.8196406,"15",1718.162,"1",0,0,0.007,0,false,0.001,false,0.07,569.658,33.494,392.798,98.2,4.495,20.099,0.656,"4","0","0","0","0","0","0","0","0","0","0","0","0","0",false,0.183981969486824,0.124898316267595,0.153417475728155,0.121625678803497,0.239201109570042,0.144292701411209,0.178064724919094,0.122097140885638,1.78789675148199,0.213449764606488,true,0.00102141917869497,144.97169395,-37.81862929,144.9718373,-37.8196406
"9",Southern Cross Station,Col700_T,2009/03/23,,Outdoor,A,East,West,-37.81982992,144.95102555,"-37.81982992, 144.95102555","46122","827048725",144.9505999,-37.8191543,"6",1171.67,"1",0,0,0.011,0,false,0.004,false,0.605,11355.93,13908.718,2454.443,409.074,239.048,40.923,13.023,"6","112","60","51","3","23","3","0","2","0","3","1","0","0",false,0.042,0.0387169213652119,0.1546,0.0746947119948929,0.3368,0.176814026592915,0.1074,0.11350462545641,1.69583449321035,0.111060354053728,true,0.000798523829890747,144.95102555,-37.81982992,144.9505999,-37.8191543
"12",New Quay,NewQ_T,2009/01/21,,Outdoor,A,East,West,-37.81457988,144.94292398,"-37.81457988, 144.94292398","56811","122751905",144.9427898,-37.8141526,"13",2576.398,"1",0,0,0.01,0,false,0.003,false,0.324,1558.888,1056.866,1583.347,175.927,47.404,28.685,5.494,"9","674","362","310","49","167","27","0","0","0","9","0","0","1",false,0.125789420142421,0.122157019792945,0.305325534079349,0.190267209008608,0.150821973550356,0.143093071578534,0.185407934893184,0.0958048626577349,1.72552022923133,0.260566999639051,true,0.000447853179949044,144.94292398,-37.81457988,144.9427898,-37.8141526
"17",Collins Place (South),Col15_T,2009/03/30,Device is upgraded in 26/02/2020,Outdoor,A,East,West,-37.81362543,144.97323591,"-37.81362543, 144.97323591","42289","1449431206",144.9730847,-37.8136385,"13",2033.696,"3",0,0,0.011,0,false,0.004,false,0.612,737.272,1246.328,4187.157,107.363,88.104,21.241,8.504,"39","134","67","67","31","16","1","1","5","1","9","2","1","3",false,0.136333333333333,0.0301053705064949,0.234,0.0340734500748016,0.273333333333333,0.0376873099774093,0.0763333333333333,0.0234591844132172,1.95191919085083,0.0919494731996125,true,0.000151773808688735,144.97323591,-37.81362543,144.9730847,-37.8136385
"18",Collins Place (North),Col12_T,2009/03/30,,Outdoor,A,East,West,-37.81344862,144.97305353,"-37.81344862, 144.97305353","42289","1449431206",144.9730847,-37.8136385,"13",2033.696,"3",0,0,0.011,0,false,0.004,false,0.612,737.272,1246.328,4187.157,107.363,88.104,21.241,8.504,"39","134","67","67","31","16","1","1","5","1","9","2","1","3",false,0.136333333333333,0.0301053705064949,0.234,0.0340734500748016,0.273333333333333,0.0376873099774093,0.0763333333333333,0.0234591844132172,1.95191919085083,0.0919494731996125,true,0.000192421369136143,144.97305353,-37.81344862,144.9730847,-37.8136385
"20",Chinatown-Lt Bourke St (South),LtB170_T,2013/09/06,,Outdoor,A,East,West,-37.81172914,144.9682466,"-37.81172914, 144.9682466","12082","247012040",144.9682497,-37.8116536,"3",884.202,"3",0,0,0.014,0.001,false,0.004,false,0.623,393.857,525.501,5073.872,76.877,44.027,17.938,4.658,"66","381","201","180","20","120","20","0","8","0","45","0","0","0",false,0.2315,0.00777817459305202,0.0475,0.0106066017177982,0.1725,0.007778174593052,0.457,0.00565685424949239,1.54099734303256,0.00582334123019449,true,7.56035819237713e-05,144.9682466,-37.81172914,144.9682497,-37.8116536
"21",Bourke St-Russell St (West),Rus180_T,2013/09/02,,Outdoor,A,North,South,-37.81244703,144.96778757,"-37.81244703, 144.96778757","42415","245535122",144.9678732,-37.8124836,"22",2166.138,"3",0,0,0.011,0,false,0.004,false,0.551,598.103,769.379,3682.21,94.416,60.643,19.804,6.192,"39","258","130","128","15","77","10","0","15","2","42","0","0","0",false,0.135,0.098226778426252,0.0418,0.0471296085279732,0.264,0.134946285610238,0.2444,0.204030144831591,1.60623145993865,0.192325026113787,true,9.31120926629939e-05,144.96778757,-37.81244703,144.9678732,-37.8124836
"23",Spencer St-Collins St (South),Col623_T,2013/09/02,,Outdoor,A,East,West,-37.81909256,144.95452748,"-37.81909256, 144.95452748","56893","2180491134",144.9542811,-37.8190958,"28",2318.816,"4",0,0,0.01,0,false,0.003,false,0.558,2857.447,7995.345,3996.602,173.765,177.855,26.385,15.042,"23","111","59","52","2","35","1","0","9","0","18","0","1","2",false,0.154307692307692,0.0960271764839609,0.103179487179487,0.0747711849208432,0.376282051282051,0.127714308788662,0.117615384615385,0.0721517462985278,1.81993295702715,0.242936703733005,true,0.000246401302749268,144.95452748,-37.81909256,144.9542811,-37.8190958
"28",The Arts Centre,VAC_T,2013/08/23,,Outdoor,A,North,South,-37.82129925,144.96879309,"-37.82129925, 144.96879309","46356","9107595514",144.9689373,-37.8212399,"18",1220.871,"3",0.333,0.005,0.011,0,false,0.004,false,0.157,4174.9,4539.062,1251.826,312.956,111.146,50.932,32.5,"4","70","36","34","6","19","2","0","1","6","3","0","0","1",false,0.152888888888889,0.131798562629154,0.03,0.0314563189200517,0.111111111111111,0.10776878542097,0.248222222222222,0.0345064406226496,1.67946740182662,0.216877824037577,true,0.000155945332090011,144.96879309,-37.82129925,144.9689373,-37.8212399
"36",Queen St (West),Que85_T,2015/01/20,,Outdoor,A,North,South,-37.81652527,144.96121062,"-37.81652527, 144.96121062","62941","6804242153",144.9613371,-37.8165318,"11",1227.005,"3",0,0,0.009,0,false,0.003,false,0.532,696.02,771.387,4313.622,110.606,64.164,22.084,6.962,"39","214","115","99","9","46","5","0","3","1","8","0","0","2",false,0.220714285714286,0.0671210704267899,0.022,0.0206155281280883,0.214,0.0550666263115268,0.370571428571429,0.09549495125024,1.70153365274061,0.17757595550711,true,0.000126648455582665,144.96121062,-37.81652527,144.9613371,-37.8165318
"37",Lygon St (East),Lyg260_T,2015/02/11,,Outdoor,A,North,South,-37.80310271,144.96671451,"-37.80310271, 144.96671451","54699","3208518282",144.9665909,-37.803143,"8",1372.452,"3",0,0,0.01,0,false,0.003,false,0.28,271.933,270.686,3303.992,68.833,28.647,17.527,3.494,"48","117","59","58","4","38","3","0","3","0","12","0","0","3",false,0.338,0.0212132034355964,0.051,0.00424264068711928,0.043,0.00565685424949238,0.403,0.00282842712474619,1.55347121092564,0.0303538103790085,true,0.000130010446506397,144.96671451,-37.80310271,144.9665909,-37.803143
"40",Lonsdale St-Spring St (West),Spr201_T,2015/01/19,,Outdoor,A,North,South,-37.80999341,144.97227587,"-37.80999341, 144.97227587","11934","246439403",144.9718664,-37.8102032,"11",1329.538,"1",0,0,0.014,0.001,false,0.004,false,0.459,704.779,893.873,3243.478,101.359,54.39,20.424,5.489,"32","491","254","235","39","261","4","0","2","1","14","0","2","2",false,0.236777777777778,0.101402388751175,0.172444444444444,0.0932980588103406,0.136222222222222,0.0935063871852851,0.174333333333333,0.145958041916162,1.88125280732648,0.11622798497685,true,0.000460084258581867,144.97227587,-37.80999341,144.9718664,-37.8102032
"42",Grattan St-Swanston St (West),UM1_T,2015/04/15,,Outdoor,A,North,South,-37.80008566,144.96386412,"-37.80008566, 144.96386412","49476","1492169335",144.9638978,-37.8003733,"3",946.981,"4",0.167,0.001,0.01,0,false,0.004,false,0.41,753.599,876.129,3140.819,120.801,87.517,23.345,10.519,"26","359","163","196","14","253","0","0","4","0","7","1","0","11",false,0.205032850241546,0.126213340936908,0.183072463768116,0.120001416679328,0.139512077294686,0.10004359107469,0.232519806763285,0.154496105951945,1.82632909329764,0.190920284511256,true,0.000289605096636678,144.96386412,-37.80008566,144.9638978,-37.8003733
"55",Elizabeth St-La Trobe St (East),Eli380_T,2018/07/19,,Outdoor,A,North,South,-37.80988941,144.96134331,"-37.80988941, 144.96134331","56968","2190483595",144.9611666,-37.8097289,"8",1881.68,"3",0,0,0.01,0,false,0.003,false,0.529,1599.889,4369.832,5270.806,135.149,150.071,23.031,10.513,"39","275","131","144","15","143","2","0","7","0","12","1","0","2",false,0.1205,0.104034609625836,0.0661875,0.0288125406724225,0.35275,0.0884175698979941,0.235875,0.136068058950904,1.77544621702512,0.18814420122119,true,0.000238725541552856,144.96134331,-37.80988941,144.9611666,-37.8097289
"57",Bourke St Bridge,BouBri_T,2018/08/13,,Outdoor,A,East,West,-37.8176735,144.95025594,"-37.8176735, 144.95025594","69621","60653706",144.9502679,-37.817899,"4",415.888,"4",0.167,0.001,0.008,0,false,0.002,false,0.325,12772.134,14875.831,2325.291,465.058,211.915,45.759,8.764,"5","143","76","66","5","28","4","0","3","0","5","1","0","0",false,0.0462,0.046511169506785,0.1779,0.122857143779993,0.2509,0.165475375811629,0.1233,0.068933220502809,1.73442805356742,0.32267953096291,true,0.000225816942675856,144.95025594,-37.8176735,144.9502679,-37.817899
"61",RMIT Building 14,RMIT14_T,2019/06/28,,Outdoor,A,North,South,-37.80767455,144.96309114,"-37.80767455, 144.96309114","66160","2183273515",144.962747,-37.8074249,"5",921.445,"3",0.333,0.004,0.008,0,false,0.002,false,0.502,1714.219,1118.111,2745.489,171.593,61.872,26.991,5.779,"16","312","153","159","5","156","3","1","5","0","8","0","0","7",false,0.0762432432432432,0.0776614466791619,0.115108108108108,0.0447044515455451,0.410405405405405,0.0973323228998521,0.157027027027027,0.0803279688687731,1.80014939912446,0.188587064551976,true,0.000425155809189525,144.96309114,-37.80767455,144.962747,-37.8074249
"62",La Trobe St (North),Lat224_T,2019/09/25,,Outdoor,A,East,West,-37.80996494,144.96216521,"-37.80996494, 144.96216521","69549","6167279410",144.9621113,-37.8101334,"17",1901.466,"3",0,0,0.008,0,false,0.002,false,0.954,1916.984,5136.962,3972.437,141.873,176.271,23.132,12.342,"28","353","172","180","13","207","2","1","7","2","24","0","0","4",false,0.0501538461538462,0.0788049197995619,0.107115384615385,0.0774861675000523,0.352769230769231,0.103703156246011,0.185153846153846,0.152643556642969,1.76282223634885,0.224129700422896,true,0.0001768758313005,144.96216521,-37.80996494,144.9621113,-37.8101334
"63",231 Bourke St,Bou231_T,2020/01/07,,Outdoor,A,East,West,-37.81333081,144.96675571,"-37.81333081, 144.96675571","9119","2188404539",144.9670666,-37.8130849,"2",1210.647,"3",0,0,0.014,0.001,false,0.004,false,0.647,1466.981,1332.037,3321.219,158.153,66.517,26.107,5.773,"21","198","96","101","10","74","3","0","26","2","32","0","0","1",false,0.106,0.0014142135623731,0.057,0.0806101730552664,0.2395,0.0318198051533946,0.154,0.00282842712474619,1.78543962591879,0.152378812179648,true,0.000396389102024453,144.96675571,-37.81333081,144.9670666,-37.8130849
"69",Flinders Ln -Degraves St (Crossing),FLDegC_T,2020/06/03,,Outdoor,A,North,South,-37.81687226,144.96559144,"-37.81687226, 144.96559144","72568","126919692",144.9656426,-37.8168653,"24",1326.083,"3",0,0,0.007,0,false,0.001,false,0.774,1044.387,1047.168,3965.97,136.758,47.918,24.631,3.802,"29","895","492","402","20","351","7","3","27","4","38","1","1","4",false,0.183981969486824,0.124898316267595,0.153417475728155,0.121625678803497,0.239201109570042,0.144292701411209,0.178064724919094,0.122097140885638,1.78789675148199,0.213449764606488,true,5.16312618451044e-05,144.96559144,-37.81687226,144.9656426,-37.8168653
"71",Westwood Place,WestWP_T,2020/10/16,,Outdoor,A,North,South,-37.81235775,144.97136962,"-37.81235775, 144.97136962","14706","255058365",144.9710567,-37.8122878,"7",1526.252,"1",0,0,0.013,0.001,false,0.004,false,0.546,561.62,904.268,4402.869,89.854,60.591,19.653,5.709,"49","209","105","103","32","31","6","0","12","1","26","0","0","1",false,0.220666666666667,0.12216035164959,0.0464166666666667,0.0553262363101126,0.31325,0.0841082905869246,0.24,0.100904995821903,1.72112253918947,0.0763206200707642,true,0.000320642992904701,144.97136962,-37.81235775,144.9710567,-37.8122878
"78",Harbour Esplanade (West) - Bike Path,HarEsB_T,2021/03/30,,Outdoor,A,North,South,-37.81471642,144.9446508,"-37.81471642, 144.9446508","5868","1131986101",144.9448629,-37.8149911,"15",1424.266,"3",0,0,0.014,0.003,false,0.005,false,0.092,2618.337,1163.687,1215.523,243.105,87.704,33.837,8.507,"5","46","24","21","3","8","1","0","0","1","0","0","0","1",false,0.125789420142421,0.122157019792945,0.305325534079349,0.190267209008608,0.150821973550356,0.143093071578534,0.185407934893184,0.0958048626577349,1.72552022923133,0.260566999639051,true,0.000347038200199602,144.9446508,-37.81471642,144.9448629,-37.8149911
"80",Boyd Commuinty - Rear door,BoCoR_T,2021/03/30,,Indoor,A,In,Out,-37.8254567,144.96131206,"-37.8254567, 144.96131206","20556","298045602",144.9611145,-37.8251813,"8",1155.266,"4",0,0,0.013,0,false,0.004,false,0.346,1359.112,770.405,1796.916,149.743,39.126,24.996,3.389,"12","457","231","226","23","135","12","1","0","0","3","0","0","1",false,0.18934693877551,0.10601091748424,0.104510204081633,0.0691737313005509,0.201836734693878,0.0602703447458392,0.24830612244898,0.0682975121806646,1.89094685437037,0.148995779632127,true,0.000338932314188599,144.96131206,-37.8254567,144.9611145,-37.8251813
"84",Elizabeth St - Flinders St (East) - New footpath,ElFi_T,2021/12/03,,Outdoor,A,North,South,-37.81798049,144.96503383,"-37.81798049, 144.96503383","64848","2165149751",144.9648483,-37.8181412,"11",1519.45,"4",0,0,0.009,0,false,0.002,false,0.423,1040.163,841.087,3625.825,181.291,143.063,31.724,20.012,"20","447","241","205","10","169","4","0","7","0","22","0","1","0",false,0.0330833333333333,0.0340493180637448,0.0948333333333333,0.0161122953239463,0.285083333333333,0.0458881215236546,0.39875,0.0268264625120252,1.69380429491405,0.119545055818812,true,0.000245456890318309,144.96503383,-37.81798049,144.9648483,-37.8181412
"85",Macaulay Rd (North),488Mac_T,2021/12/21,,Outdoor,A,East,West,-37.79432415,144.92973378,"-37.79432415, 144.92973378","7127","123346996",144.9299637,-37.7943969,"23",2415.812,"3",0,0,0.014,0.002,false,0.005,false,0.353,115.375,111.999,5445.289,49.957,24.048,15.358,4.579,"109","132","64","67","16","11","8","1","19","0","18","5","0","2",false,0.150333333333333,0.11097327005485,0.179,0.108870565351706,0.141,0.0626290667342249,0.11,0.010733126291999,2.08637559319365,0.237371522017133,true,0.000241155072317675,144.92973378,-37.79432415,144.9299637,-37.7943969
"90",Boyd Community Hub- Library,BoCoL_T,2015/08/11,,Indoor,A,In,Out,-37.82556207,144.96115421,"-37.82556207, 144.96115421","20556","298045602",144.9611145,-37.8251813,"8",1155.266,"4",0,0,0.013,0,false,0.004,false,0.346,1359.112,770.405,1796.916,149.743,39.126,24.996,3.389,"12","457","231","226","23","135","12","1","0","0","3","0","0","1",false,0.18934693877551,0.10601091748424,0.104510204081633,0.0691737313005509,0.201836734693878,0.0602703447458392,0.24830612244898,0.0682975121806646,1.89094685437037,0.148995779632127,true,0.000382835051945643,144.96115421,-37.82556207,144.9611145,-37.8251813
"91",Library at The Dock-North side,DocLib1_T,2015/06/05,,Indoor,A,In,Out,-37.8200188,144.94029861,"-37.8200188, 144.94029861","70811","6681538751",144.9401135,-37.8200679,"13",2029.862,"1",0,0,0.008,0,false,0.001,false,0.284,1341.01,1766.209,1925.669,160.472,127.477,31.122,19.84,"12","50","26","23","4","9","1","1","0","1","0","0","0","9",false,0.027,0.122157019792945,0,0.190267209008608,0.662,0.143093071578534,0,0.0958048626577349,1.02087027693236,0.260566999639051,true,0.000191511154000291,144.94029861,-37.8200188,144.9401135,-37.8200679
