Dataset,Model,Cloud cover,Predicted Value
Mornings Special,XGBoost,0.888888888888889,294.1398620605469
Mornings Special,XGBoost,0.8989898989898991,291.2793884277344
Mornings Special,XGBoost,0.9090909090909092,292.4642028808594
Mornings Special,XGBoost,0.9191919191919192,292.5041198730469
Mornings Special,XGBoost,0.9292929292929294,294.1825866699219
Mornings Special,XGBoost,0.9393939393939394,293.10662841796875
Mornings Special,XGBoost,0.9494949494949496,292.6242980957031
Mornings Special,XGBoost,0.9595959595959597,292.1685791015625
Mornings Special,XGBoost,0.9696969696969697,289.2040100097656
Mornings Special,XGBoost,0.9797979797979799,291.12286376953125
Mornings Special,XGBoost,0.98989898989899,294.98101806640625
Mornings Special,XGBoost,1.0,297.2291259765625
