Dataset,Model,Cloud cover,Predicted Value
Evenings,LightGBM,0.4040404040404041,539.7073529704134
Evenings,LightGBM,0.4141414141414142,536.4100051219712
Evenings,LightGBM,0.42424242424242425,535.1624355324652
Evenings,LightGBM,0.43434343434343436,537.5436920750831
Evenings,LightGBM,0.4444444444444445,537.2772128659351
Evenings,LightGBM,0.4545454545454546,538.8890775530544
Evenings,LightGBM,0.4646464646464647,541.8004347433009
Evenings,LightGBM,0.4747474747474748,539.8882083248087
Evenings,LightGBM,0.48484848484848486,539.9841541225163
Evenings,LightGBM,0.494949494949495,542.3250672804287
Evenings,LightGBM,0.5050505050505051,542.6925508513673
Evenings,LightGBM,0.5151515151515152,568.0369510047946
Evenings,LightGBM,0.5252525252525253,551.4093453616915
Evenings,LightGBM,0.5353535353535354,553.3610195555913
Evenings,LightGBM,0.5454545454545455,553.4895547100024
Evenings,LightGBM,0.5555555555555556,552.8236100374203
Evenings,LightGBM,0.5656565656565657,552.429056875616
Evenings,LightGBM,0.5757575757575758,540.6049971737056
Evenings,LightGBM,0.5858585858585859,539.1091711624999
Evenings,LightGBM,0.595959595959596,539.6984278445792
Evenings,LightGBM,0.6060606060606061,540.4094937168502
Evenings,LightGBM,0.6161616161616162,539.6440315353349
Evenings,LightGBM,0.6262626262626263,539.7855528754767
Evenings,LightGBM,0.6363636363636365,540.5699458768726
Evenings,LightGBM,0.6464646464646465,539.6790097505382
Evenings,LightGBM,0.6565656565656566,540.990630950678
Evenings,LightGBM,0.6666666666666667,541.7432746852755
Evenings,LightGBM,0.6767676767676768,539.7624075873342
Evenings,LightGBM,0.686868686868687,542.694136912568
Evenings,LightGBM,0.696969696969697,541.3403698924042
Evenings,LightGBM,0.7070707070707072,540.0831753223287
Evenings,LightGBM,0.7171717171717172,536.9213746587968
Evenings,LightGBM,0.7272727272727273,533.649428156754
Evenings,LightGBM,0.7373737373737375,533.7860558861856
Evenings,LightGBM,0.7474747474747475,533.9544677714823
Evenings,LightGBM,0.7575757575757577,546.3698449300903
Evenings,LightGBM,0.7676767676767677,547.1763466341338
Evenings,LightGBM,0.7777777777777778,536.7278028553324
Evenings,LightGBM,0.787878787878788,537.267715063572
Evenings,LightGBM,0.797979797979798,536.2208312107917
Evenings,LightGBM,0.8080808080808082,533.4090944050597
Evenings,LightGBM,0.8181818181818182,527.7759556123985
Evenings,LightGBM,0.8282828282828284,520.8434663486341
Evenings,LightGBM,0.8383838383838385,529.167034574542
Evenings,LightGBM,0.8484848484848485,535.8951060339186
Evenings,LightGBM,0.8585858585858587,536.0365907771992
Evenings,LightGBM,0.8686868686868687,535.0973181161525
Evenings,LightGBM,0.8787878787878789,535.0876068156041
Evenings,LightGBM,0.888888888888889,534.830199554135
