Dataset,Model,5 Walkable path length,Predicted Value
Afternoons,LightGBM,5678.4579797979795,1196.1673611581316
Afternoons,LightGBM,5815.725656565656,1196.1673611581316
Afternoons,LightGBM,5952.993333333333,1196.1673611581316
Afternoons,LightGBM,6090.26101010101,1196.1673611581316
Afternoons,LightGBM,6227.528686868686,1196.1106004975939
Afternoons,LightGBM,6364.796363636363,1196.1106004975939
Afternoons,LightGBM,6502.06404040404,1196.1188580129128
Afternoons,LightGBM,6639.331717171717,1196.1188580129128
Afternoons,LightGBM,6776.599393939394,1195.790882460654
Afternoons,LightGBM,6913.8670707070705,1195.790882460654
Afternoons,LightGBM,7051.134747474747,1195.790882460654
Afternoons,LightGBM,7188.402424242424,1195.6619264319897
Afternoons,LightGBM,7325.670101010101,1195.5935695092542
Afternoons,LightGBM,7462.937777777777,1195.309983216418
Afternoons,LightGBM,7600.205454545454,1195.309983216418
Afternoons,LightGBM,7737.473131313131,1195.3198441745303
Afternoons,LightGBM,7874.740808080807,1195.3198441745303
Afternoons,LightGBM,8012.008484848484,1195.3198441745303
Afternoons,LightGBM,8149.2761616161615,1195.3198441745303
Afternoons,LightGBM,8286.54383838384,1195.3198441745303
Afternoons,LightGBM,8423.811515151516,1195.298373145588
Afternoons,LightGBM,8561.079191919192,1195.298373145588
Afternoons,LightGBM,8698.34686868687,1195.298373145588
Afternoons,LightGBM,8835.614545454546,1195.387136077956
Afternoons,LightGBM,8972.882222222222,1216.772378758453
Afternoons,LightGBM,9110.1498989899,1216.772378758453
Afternoons,LightGBM,9247.417575757576,1216.772378758453
Afternoons,LightGBM,9384.685252525253,1221.8734314944531
Afternoons,LightGBM,9521.95292929293,1221.8734314944531
Afternoons,LightGBM,9659.220606060606,1221.8166029282904
Afternoons,LightGBM,9796.488282828283,1221.983242303956
Afternoons,LightGBM,9933.75595959596,1224.794096293724
Afternoons,LightGBM,10071.023636363636,1224.8121816160933
Afternoons,LightGBM,10208.291313131313,1224.8079466046534
Afternoons,LightGBM,10345.55898989899,1224.8079466046534
Afternoons,LightGBM,10482.826666666666,1236.7388934746366
Afternoons,LightGBM,10620.094343434343,1236.6708104687677
Afternoons,LightGBM,10757.36202020202,1236.6708104687677
Afternoons,LightGBM,10894.629696969696,1237.0005574724175
Afternoons,LightGBM,11031.897373737373,1237.425877769031
Afternoons,LightGBM,11169.16505050505,1242.5801637671057
Afternoons,LightGBM,11306.432727272726,1243.383223462633
Afternoons,LightGBM,11443.700404040403,1243.3514379190485
Afternoons,LightGBM,11580.96808080808,1243.8880476985644
Afternoons,LightGBM,11718.235757575758,1243.7029110629032
Afternoons,LightGBM,11855.503434343434,1243.7029110629032
Afternoons,LightGBM,11992.771111111111,1243.7771139687586
Afternoons,LightGBM,12130.038787878788,1243.7771139687586
Afternoons,LightGBM,12267.306464646465,1243.8005107633103
Afternoons,LightGBM,12404.574141414141,1243.8005107633103
Afternoons,LightGBM,12541.841818181818,1234.9230767629313
Afternoons,LightGBM,12679.109494949495,1235.5168745104168
Afternoons,LightGBM,12816.377171717171,1235.5168745104168
Afternoons,LightGBM,12953.644848484848,1235.5168745104168
Afternoons,LightGBM,13090.912525252525,1234.6058685468836
Afternoons,LightGBM,13228.180202020201,1234.6058685468836
Afternoons,LightGBM,13365.447878787878,1234.6058685468836
Afternoons,LightGBM,13502.715555555555,1234.6058685468836
Afternoons,LightGBM,13639.983232323231,1234.6058685468836
Afternoons,LightGBM,13777.250909090908,1234.6058685468836
Afternoons,LightGBM,13914.518585858585,1234.6058685468836
Afternoons,LightGBM,14051.786262626261,1234.6058685468836
Afternoons,LightGBM,14189.053939393938,1245.8370303040256
Afternoons,LightGBM,14326.321616161615,1245.8370303040256
Afternoons,LightGBM,14463.589292929291,1245.8370303040256
Afternoons,LightGBM,14600.856969696968,1245.8370303040256
Afternoons,LightGBM,14738.124646464647,1245.8370303040256
Afternoons,LightGBM,14875.392323232323,1245.8370303040256
Afternoons,LightGBM,15012.66,1245.8370303040256
Evenings,CatBoost,1423.16,533.8631505846884
Evenings,CatBoost,1560.4276767676768,533.8631505846884
Evenings,CatBoost,1697.6953535353537,533.8631505846884
Evenings,CatBoost,1834.9630303030303,533.8631505846884
Evenings,CatBoost,1972.230707070707,533.8631505846884
Evenings,CatBoost,2109.498383838384,533.8631505846884
Evenings,CatBoost,2246.766060606061,533.8631505846884
Evenings,CatBoost,2384.0337373737375,533.8631505846884
Evenings,CatBoost,2521.301414141414,533.8631505846884
Evenings,CatBoost,2658.569090909091,533.8631505846884
Evenings,CatBoost,2795.8367676767675,533.8631505846884
Evenings,CatBoost,2933.104444444444,533.8631505846884
Evenings,CatBoost,3070.372121212121,533.8631505846884
Evenings,CatBoost,3207.639797979798,533.8631505846884
Evenings,CatBoost,3344.9074747474747,533.8631505846884
Evenings,CatBoost,3482.175151515152,533.8631505846884
Evenings,CatBoost,3619.4428282828285,523.7895574083286
Evenings,CatBoost,3756.710505050505,523.7895574083286
Evenings,CatBoost,3893.978181818182,523.7895574083286
Evenings,CatBoost,4031.2458585858585,523.7895574083286
Evenings,CatBoost,4168.513535353535,523.7895574083286
Evenings,CatBoost,4305.781212121212,523.7895574083286
Evenings,CatBoost,4443.0488888888885,523.7895574083286
Evenings,CatBoost,4580.316565656565,523.7895574083286
Evenings,CatBoost,4717.584242424242,523.7895574083286
Evenings,CatBoost,4854.8519191919195,523.7895574083286
Evenings,CatBoost,4992.119595959596,523.7895574083286
Evenings,CatBoost,5129.387272727273,523.7895574083286
Evenings,CatBoost,5266.6549494949495,523.5743549950333
Evenings,CatBoost,5403.922626262626,523.5743549950333
Evenings,CatBoost,5541.190303030303,523.5743549950333
Evenings,CatBoost,5678.4579797979795,523.5743549950333
Evenings,CatBoost,5815.725656565656,523.5743549950333
Evenings,CatBoost,5952.993333333333,523.5743549950333
Evenings,CatBoost,6090.26101010101,523.5743549950333
Evenings,CatBoost,6227.528686868686,523.1726418195059
Evenings,CatBoost,6364.796363636363,523.1726418195059
Evenings,CatBoost,6502.06404040404,523.1726418195059
Evenings,CatBoost,6639.331717171717,523.1726418195059
Evenings,CatBoost,6776.599393939394,520.5508098430685
Evenings,CatBoost,6913.8670707070705,520.5508098430685
Evenings,CatBoost,7051.134747474747,520.5508098430685
Evenings,CatBoost,7188.402424242424,520.5508098430685
Evenings,CatBoost,7325.670101010101,520.5508098430685
Evenings,CatBoost,7462.937777777777,520.5508098430685
Evenings,CatBoost,7600.205454545454,520.5508098430685
Evenings,CatBoost,7737.473131313131,520.4751075695527
Evenings,CatBoost,7874.740808080807,520.4751075695527
Evenings,CatBoost,8012.008484848484,520.4751075695527
Evenings,CatBoost,8149.2761616161615,520.4751075695527
Evenings,CatBoost,8286.54383838384,520.4751075695527
Evenings,CatBoost,8423.811515151516,520.4751075695527
Evenings,CatBoost,8561.079191919192,520.4751075695527
Evenings,CatBoost,8698.34686868687,520.4751075695527
Evenings,CatBoost,8835.614545454546,521.56002267341
Evenings,CatBoost,8972.882222222222,527.4294565212684
Evenings,CatBoost,9110.1498989899,527.4294565212684
Evenings,CatBoost,9247.417575757576,527.4294565212684
Evenings,CatBoost,9384.685252525253,527.4294565212684
Evenings,CatBoost,9521.95292929293,527.6299004233692
Evenings,CatBoost,9659.220606060606,528.0728283513238
Evenings,CatBoost,9796.488282828283,532.24288846046
Evenings,CatBoost,9933.75595959596,532.2432439458574
Evenings,CatBoost,10071.023636363636,532.2432439458574
Evenings,CatBoost,10208.291313131313,534.3655508497783
Evenings,CatBoost,10345.55898989899,535.7415420221088
Evenings,CatBoost,10482.826666666666,550.0084838957474
Evenings,CatBoost,10620.094343434343,550.655875532444
Evenings,CatBoost,10757.36202020202,550.655875532444
Evenings,CatBoost,10894.629696969696,550.8106388565873
Evenings,CatBoost,11031.897373737373,551.2017727573195
Evenings,CatBoost,11169.16505050505,551.144757659774
Evenings,CatBoost,11306.432727272726,550.8666160278357
Evenings,CatBoost,11443.700404040403,550.8666160278357
Evenings,CatBoost,11580.96808080808,550.2067416386357
Evenings,CatBoost,11718.235757575758,550.2067416386357
Evenings,CatBoost,11855.503434343434,550.2067416386357
Evenings,CatBoost,11992.771111111111,549.6361450907892
Evenings,CatBoost,12130.038787878788,549.6102391287856
Evenings,CatBoost,12267.306464646465,551.486774185925
Evenings,CatBoost,12404.574141414141,551.486774185925
Evenings,CatBoost,12541.841818181818,534.5642957517308
Evenings,CatBoost,12679.109494949495,533.2946182566699
Evenings,CatBoost,12816.377171717171,533.2946182566699
Evenings,CatBoost,12953.644848484848,533.2946182566699
Evenings,CatBoost,13090.912525252525,532.6857503874985
Evenings,CatBoost,13228.180202020201,532.6857503874985
Evenings,CatBoost,13365.447878787878,532.6857503874985
Evenings,CatBoost,13502.715555555555,532.6857503874985
Evenings,CatBoost,13639.983232323231,532.6857503874985
Evenings,CatBoost,13777.250909090908,532.6857503874985
Evenings,CatBoost,13914.518585858585,532.6857503874985
Evenings,CatBoost,14051.786262626261,532.6857503874985
Evenings,CatBoost,14189.053939393938,532.6857503874985
Evenings,CatBoost,14326.321616161615,532.6857503874985
Evenings,CatBoost,14463.589292929291,532.6857503874985
Evenings,CatBoost,14600.856969696968,532.6857503874985
Evenings,CatBoost,14738.124646464647,532.6857503874985
Evenings,CatBoost,14875.392323232323,532.6857503874985
Evenings,CatBoost,15012.66,532.6857503874985
Mornings Special,CatBoost,1423.16,300.6689793894327
Mornings Special,CatBoost,1560.4276767676768,300.6689793894327
Mornings Special,CatBoost,1697.6953535353537,300.6689793894327
Mornings Special,CatBoost,1834.9630303030303,300.6689793894327
Mornings Special,CatBoost,1972.230707070707,300.6689793894327
Mornings Special,CatBoost,2109.498383838384,300.6689793894327
Mornings Special,CatBoost,2246.766060606061,300.6689793894327
Mornings Special,CatBoost,2384.0337373737375,300.6689793894327
Mornings Special,CatBoost,2521.301414141414,300.6689793894327
Mornings Special,CatBoost,2658.569090909091,300.6689793894327
Mornings Special,CatBoost,2795.8367676767675,300.6689793894327
Mornings Special,CatBoost,2933.104444444444,300.6689793894327
Mornings Special,CatBoost,3070.372121212121,300.6689793894327
Mornings Special,CatBoost,3207.639797979798,300.6689793894327
Mornings Special,CatBoost,3344.9074747474747,300.6689793894327
Mornings Special,CatBoost,3482.175151515152,300.6689793894327
Mornings Special,CatBoost,3619.4428282828285,300.6689793894327
Mornings Special,CatBoost,3756.710505050505,300.6689793894327
Mornings Special,CatBoost,3893.978181818182,300.6689793894327
Mornings Special,CatBoost,4031.2458585858585,300.6689793894327
Mornings Special,CatBoost,4168.513535353535,300.5222792245249
Mornings Special,CatBoost,4305.781212121212,300.5222792245249
Mornings Special,CatBoost,4443.0488888888885,300.5222792245249
Mornings Special,CatBoost,4580.316565656565,300.5222792245249
Mornings Special,CatBoost,4717.584242424242,300.5222792245249
Mornings Special,CatBoost,4854.8519191919195,300.5222792245249
Mornings Special,CatBoost,4992.119595959596,300.5222792245249
Mornings Special,CatBoost,5129.387272727273,300.5222792245249
Mornings Special,CatBoost,5266.6549494949495,300.5222792245249
Mornings Special,CatBoost,5403.922626262626,300.5222792245249
Mornings Special,CatBoost,5541.190303030303,300.5222792245249
Mornings Special,CatBoost,5678.4579797979795,300.5222792245249
Mornings Special,CatBoost,5815.725656565656,300.5222792245249
Mornings Special,CatBoost,5952.993333333333,300.5222792245249
Mornings Special,CatBoost,6090.26101010101,300.5222792245249
Mornings Special,CatBoost,6227.528686868686,300.5222792245249
Mornings Special,CatBoost,6364.796363636363,300.5222792245249
Mornings Special,CatBoost,6502.06404040404,300.5222792245249
Mornings Special,CatBoost,6639.331717171717,300.5222792245249
Mornings Special,CatBoost,6776.599393939394,300.5222792245249
Mornings Special,CatBoost,6913.8670707070705,300.5222792245249
Mornings Special,CatBoost,7051.134747474747,300.5222792245249
Mornings Special,CatBoost,7188.402424242424,300.5222792245249
Mornings Special,CatBoost,7325.670101010101,300.5222792245249
Mornings Special,CatBoost,7462.937777777777,300.5222792245249
Mornings Special,CatBoost,7600.205454545454,300.5222792245249
Mornings Special,CatBoost,7737.473131313131,300.5222792245249
Mornings Special,CatBoost,7874.740808080807,300.5222792245249
Mornings Special,CatBoost,8012.008484848484,300.5222792245249
Mornings Special,CatBoost,8149.2761616161615,300.5222792245249
Mornings Special,CatBoost,8286.54383838384,300.5222792245249
Mornings Special,CatBoost,8423.811515151516,300.5443844622676
Mornings Special,CatBoost,8561.079191919192,300.5443844622676
Mornings Special,CatBoost,8698.34686868687,300.5443844622676
Mornings Special,CatBoost,8835.614545454546,300.5443844622676
Mornings Special,CatBoost,8972.882222222222,300.5443844622676
Mornings Special,CatBoost,9110.1498989899,300.5443844622676
Mornings Special,CatBoost,9247.417575757576,300.5443844622676
Mornings Special,CatBoost,9384.685252525253,300.5443844622676
Mornings Special,CatBoost,9521.95292929293,300.2138398459664
Mornings Special,CatBoost,9659.220606060606,299.75668409863243
Mornings Special,CatBoost,9796.488282828283,300.56640161964464
Mornings Special,CatBoost,9933.75595959596,300.56640161964464
Mornings Special,CatBoost,10071.023636363636,300.56640161964464
Mornings Special,CatBoost,10208.291313131313,300.56640161964464
Mornings Special,CatBoost,10345.55898989899,300.56640161964464
Mornings Special,CatBoost,10482.826666666666,300.56640161964464
Mornings Special,CatBoost,10620.094343434343,300.56640161964464
Mornings Special,CatBoost,10757.36202020202,300.56640161964464
Mornings Special,CatBoost,10894.629696969696,300.56640161964464
Mornings Special,CatBoost,11031.897373737373,300.56640161964464
Mornings Special,CatBoost,11169.16505050505,300.56640161964464
Mornings Special,CatBoost,11306.432727272726,300.5598261447115
Mornings Special,CatBoost,11443.700404040403,300.5598261447115
Mornings Special,CatBoost,11580.96808080808,294.4872555917015
Mornings Special,CatBoost,11718.235757575758,294.4872555917015
Mornings Special,CatBoost,11855.503434343434,294.4872555917015
Mornings Special,CatBoost,11992.771111111111,294.4872555917015
Mornings Special,CatBoost,12130.038787878788,294.4872555917015
Mornings Special,CatBoost,12267.306464646465,293.47443609899057
Mornings Special,CatBoost,12404.574141414141,293.47443609899057
Mornings Special,CatBoost,12541.841818181818,281.00106248297254
Mornings Special,CatBoost,12679.109494949495,280.731513183875
Mornings Special,CatBoost,12816.377171717171,280.731513183875
Mornings Special,CatBoost,12953.644848484848,280.731513183875
Mornings Special,CatBoost,13090.912525252525,280.11912688615587
Mornings Special,CatBoost,13228.180202020201,280.11912688615587
Mornings Special,CatBoost,13365.447878787878,280.11912688615587
Mornings Special,CatBoost,13502.715555555555,280.11912688615587
Mornings Special,CatBoost,13639.983232323231,280.11912688615587
Mornings Special,CatBoost,13777.250909090908,280.11912688615587
Mornings Special,CatBoost,13914.518585858585,280.11912688615587
Mornings Special,CatBoost,14051.786262626261,280.11912688615587
Mornings Special,CatBoost,14189.053939393938,280.11912688615587
Mornings Special,CatBoost,14326.321616161615,280.11912688615587
Mornings Special,CatBoost,14463.589292929291,280.11912688615587
Mornings Special,CatBoost,14600.856969696968,280.11912688615587
Mornings Special,CatBoost,14738.124646464647,280.11912688615587
Mornings Special,CatBoost,14875.392323232323,280.11912688615587
Mornings Special,CatBoost,15012.66,280.11912688615587
Mornings Special,LightGBM,1423.16,323.5686217996831
Mornings Special,LightGBM,1560.4276767676768,323.5686217996831
Mornings Special,LightGBM,1697.6953535353537,323.5686217996831
Mornings Special,LightGBM,1834.9630303030303,323.5686217996831
Mornings Special,LightGBM,1972.230707070707,323.5686217996831
Mornings Special,LightGBM,2109.498383838384,323.5686217996831
Mornings Special,LightGBM,2246.766060606061,323.5686217996831
Mornings Special,LightGBM,2384.0337373737375,322.7895932543539
Mornings Special,LightGBM,2521.301414141414,322.7895932543539
Mornings Special,LightGBM,2658.569090909091,322.7895932543539
Mornings Special,LightGBM,2795.8367676767675,322.7895932543539
Mornings Special,LightGBM,2933.104444444444,322.7895932543539
Mornings Special,LightGBM,3070.372121212121,322.7895932543539
Mornings Special,LightGBM,3207.639797979798,322.7895932543539
Mornings Special,LightGBM,3344.9074747474747,322.7895932543539
Mornings Special,LightGBM,3482.175151515152,322.7895932543539
Mornings Special,LightGBM,3619.4428282828285,322.3811324023571
Mornings Special,LightGBM,3756.710505050505,322.3811324023571
Mornings Special,LightGBM,3893.978181818182,322.3811324023571
Mornings Special,LightGBM,4031.2458585858585,322.3811324023571
Mornings Special,LightGBM,4168.513535353535,323.1544286887187
Mornings Special,LightGBM,4305.781212121212,323.1544286887187
Mornings Special,LightGBM,4443.0488888888885,323.1544286887187
Mornings Special,LightGBM,4580.316565656565,323.1544286887187
Mornings Special,LightGBM,4717.584242424242,323.1544286887187
Mornings Special,LightGBM,4854.8519191919195,323.1544286887187
Mornings Special,LightGBM,4992.119595959596,323.1544286887187
Mornings Special,LightGBM,5129.387272727273,323.1544286887187
Mornings Special,LightGBM,5266.6549494949495,317.5645579995409
Mornings Special,LightGBM,5403.922626262626,317.5645579995409
Mornings Special,LightGBM,5541.190303030303,317.5645579995409
Mornings Special,LightGBM,5678.4579797979795,317.5645579995409
Mornings Special,LightGBM,5815.725656565656,317.5645579995409
Mornings Special,LightGBM,5952.993333333333,317.5645579995409
Mornings Special,LightGBM,6090.26101010101,317.5645579995409
Mornings Special,LightGBM,6227.528686868686,317.5645579995409
Mornings Special,LightGBM,6364.796363636363,317.5645579995409
Mornings Special,LightGBM,6502.06404040404,317.5645579995409
Mornings Special,LightGBM,6639.331717171717,317.5645579995409
Mornings Special,LightGBM,6776.599393939394,317.30314373610946
Mornings Special,LightGBM,6913.8670707070705,317.30314373610946
Mornings Special,LightGBM,7051.134747474747,317.30314373610946
Mornings Special,LightGBM,7188.402424242424,317.30314373610946
Mornings Special,LightGBM,7325.670101010101,317.2601854451394
Mornings Special,LightGBM,7462.937777777777,317.1590043733408
Mornings Special,LightGBM,7600.205454545454,317.1590043733408
Mornings Special,LightGBM,7737.473131313131,317.1590043733408
Mornings Special,LightGBM,7874.740808080807,317.1590043733408
Mornings Special,LightGBM,8012.008484848484,317.1590043733408
Mornings Special,LightGBM,8149.2761616161615,317.1590043733408
Mornings Special,LightGBM,8286.54383838384,317.1590043733408
Mornings Special,LightGBM,8423.811515151516,317.25665011587165
Mornings Special,LightGBM,8561.079191919192,317.25665011587165
Mornings Special,LightGBM,8698.34686868687,317.25665011587165
Mornings Special,LightGBM,8835.614545454546,317.26511607895645
Mornings Special,LightGBM,8972.882222222222,317.94425074297334
Mornings Special,LightGBM,9110.1498989899,317.94425074297334
Mornings Special,LightGBM,9247.417575757576,317.94425074297334
Mornings Special,LightGBM,9384.685252525253,317.71983628394247
Mornings Special,LightGBM,9521.95292929293,317.8042980922365
Mornings Special,LightGBM,9659.220606060606,320.5694254434669
Mornings Special,LightGBM,9796.488282828283,321.3806721012608
Mornings Special,LightGBM,9933.75595959596,322.3208639927998
Mornings Special,LightGBM,10071.023636363636,322.33527037154306
Mornings Special,LightGBM,10208.291313131313,322.2842106845054
Mornings Special,LightGBM,10345.55898989899,326.613631640004
Mornings Special,LightGBM,10482.826666666666,326.275546336501
Mornings Special,LightGBM,10620.094343434343,326.50865371406917
Mornings Special,LightGBM,10757.36202020202,326.50865371406917
Mornings Special,LightGBM,10894.629696969696,326.5521628578863
Mornings Special,LightGBM,11031.897373737373,325.2372129808972
Mornings Special,LightGBM,11169.16505050505,325.2107430277897
Mornings Special,LightGBM,11306.432727272726,316.14682478491017
Mornings Special,LightGBM,11443.700404040403,316.6297909015422
Mornings Special,LightGBM,11580.96808080808,305.05625466361727
Mornings Special,LightGBM,11718.235757575758,307.9797774061099
Mornings Special,LightGBM,11855.503434343434,307.9797774061099
Mornings Special,LightGBM,11992.771111111111,310.17018243677495
Mornings Special,LightGBM,12130.038787878788,306.9189631887237
Mornings Special,LightGBM,12267.306464646465,306.8355966547239
Mornings Special,LightGBM,12404.574141414141,306.8355966547239
Mornings Special,LightGBM,12541.841818181818,204.395935659967
Mornings Special,LightGBM,12679.109494949495,204.90155971201838
Mornings Special,LightGBM,12816.377171717171,204.90155971201838
Mornings Special,LightGBM,12953.644848484848,204.90155971201838
Mornings Special,LightGBM,13090.912525252525,203.87213854024694
Mornings Special,LightGBM,13228.180202020201,203.87213854024694
Mornings Special,LightGBM,13365.447878787878,203.87213854024694
Mornings Special,LightGBM,13502.715555555555,203.87213854024694
Mornings Special,LightGBM,13639.983232323231,203.87213854024694
Mornings Special,LightGBM,13777.250909090908,203.87213854024694
Mornings Special,LightGBM,13914.518585858585,203.87213854024694
Mornings Special,LightGBM,14051.786262626261,203.87213854024694
Mornings Special,LightGBM,14189.053939393938,203.74892121436253
Mornings Special,LightGBM,14326.321616161615,203.74892121436253
Mornings Special,LightGBM,14463.589292929291,203.74892121436253
Mornings Special,LightGBM,14600.856969696968,203.74892121436253
Mornings Special,LightGBM,14738.124646464647,203.74892121436253
Mornings Special,LightGBM,14875.392323232323,203.74892121436253
Mornings Special,LightGBM,15012.66,203.74892121436253
Mornings Special,XGBoost,1423.16,311.14892578125
Mornings Special,XGBoost,1560.4276767676768,311.14892578125
Mornings Special,XGBoost,1697.6953535353537,311.14892578125
Mornings Special,XGBoost,1834.9630303030303,311.14892578125
Mornings Special,XGBoost,1972.230707070707,311.14892578125
Mornings Special,XGBoost,2109.498383838384,311.14892578125
Mornings Special,XGBoost,2246.766060606061,311.14892578125
Mornings Special,XGBoost,2384.0337373737375,311.14892578125
Mornings Special,XGBoost,2521.301414141414,311.14892578125
Mornings Special,XGBoost,2658.569090909091,311.14892578125
Mornings Special,XGBoost,2795.8367676767675,311.14892578125
Mornings Special,XGBoost,2933.104444444444,311.14892578125
Mornings Special,XGBoost,3070.372121212121,311.14892578125
Mornings Special,XGBoost,3207.639797979798,311.14892578125
Mornings Special,XGBoost,3344.9074747474747,311.14892578125
Mornings Special,XGBoost,3482.175151515152,311.14892578125
Mornings Special,XGBoost,3619.4428282828285,311.14892578125
Mornings Special,XGBoost,3756.710505050505,311.14892578125
Mornings Special,XGBoost,3893.978181818182,311.14892578125
Mornings Special,XGBoost,4031.2458585858585,310.55963134765625
Mornings Special,XGBoost,4168.513535353535,310.55963134765625
Mornings Special,XGBoost,4305.781212121212,313.3324890136719
Mornings Special,XGBoost,4443.0488888888885,313.3324890136719
Mornings Special,XGBoost,4580.316565656565,313.3324890136719
Mornings Special,XGBoost,4717.584242424242,313.3324890136719
Mornings Special,XGBoost,4854.8519191919195,313.3324890136719
Mornings Special,XGBoost,4992.119595959596,313.3324890136719
Mornings Special,XGBoost,5129.387272727273,313.3324890136719
Mornings Special,XGBoost,5266.6549494949495,313.3324890136719
Mornings Special,XGBoost,5403.922626262626,313.3324890136719
Mornings Special,XGBoost,5541.190303030303,313.3324890136719
Mornings Special,XGBoost,5678.4579797979795,313.3324890136719
Mornings Special,XGBoost,5815.725656565656,313.3324890136719
Mornings Special,XGBoost,5952.993333333333,313.3324890136719
Mornings Special,XGBoost,6090.26101010101,313.3324890136719
Mornings Special,XGBoost,6227.528686868686,319.99432373046875
Mornings Special,XGBoost,6364.796363636363,320.0138244628906
Mornings Special,XGBoost,6502.06404040404,320.0138244628906
Mornings Special,XGBoost,6639.331717171717,320.0138244628906
Mornings Special,XGBoost,6776.599393939394,320.0138244628906
Mornings Special,XGBoost,6913.8670707070705,319.614501953125
Mornings Special,XGBoost,7051.134747474747,319.614501953125
Mornings Special,XGBoost,7188.402424242424,319.614501953125
Mornings Special,XGBoost,7325.670101010101,319.6004943847656
Mornings Special,XGBoost,7462.937777777777,319.6004943847656
Mornings Special,XGBoost,7600.205454545454,319.6004943847656
Mornings Special,XGBoost,7737.473131313131,319.6004943847656
Mornings Special,XGBoost,7874.740808080807,319.6004943847656
Mornings Special,XGBoost,8012.008484848484,319.6004943847656
Mornings Special,XGBoost,8149.2761616161615,319.6004943847656
Mornings Special,XGBoost,8286.54383838384,319.6004943847656
Mornings Special,XGBoost,8423.811515151516,319.6004943847656
Mornings Special,XGBoost,8561.079191919192,319.6004943847656
Mornings Special,XGBoost,8698.34686868687,319.4073486328125
Mornings Special,XGBoost,8835.614545454546,319.4647521972656
Mornings Special,XGBoost,8972.882222222222,319.4647521972656
Mornings Special,XGBoost,9110.1498989899,319.533203125
Mornings Special,XGBoost,9247.417575757576,319.533203125
Mornings Special,XGBoost,9384.685252525253,319.533203125
Mornings Special,XGBoost,9521.95292929293,319.9703674316406
Mornings Special,XGBoost,9659.220606060606,322.4645080566406
Mornings Special,XGBoost,9796.488282828283,324.8399658203125
Mornings Special,XGBoost,9933.75595959596,324.8586120605469
Mornings Special,XGBoost,10071.023636363636,324.8586120605469
Mornings Special,XGBoost,10208.291313131313,324.84637451171875
Mornings Special,XGBoost,10345.55898989899,325.3730773925781
Mornings Special,XGBoost,10482.826666666666,325.43890380859375
Mornings Special,XGBoost,10620.094343434343,325.43890380859375
Mornings Special,XGBoost,10757.36202020202,325.43890380859375
Mornings Special,XGBoost,10894.629696969696,325.4725646972656
Mornings Special,XGBoost,11031.897373737373,324.83099365234375
Mornings Special,XGBoost,11169.16505050505,322.79632568359375
Mornings Special,XGBoost,11306.432727272726,322.75152587890625
Mornings Special,XGBoost,11443.700404040403,322.71026611328125
Mornings Special,XGBoost,11580.96808080808,321.9587097167969
Mornings Special,XGBoost,11718.235757575758,321.9615478515625
Mornings Special,XGBoost,11855.503434343434,321.9615478515625
Mornings Special,XGBoost,11992.771111111111,322.3851013183594
Mornings Special,XGBoost,12130.038787878788,322.8188781738281
Mornings Special,XGBoost,12267.306464646465,322.8188781738281
Mornings Special,XGBoost,12404.574141414141,323.1134338378906
Mornings Special,XGBoost,12541.841818181818,193.0030975341797
Mornings Special,XGBoost,12679.109494949495,193.0030975341797
Mornings Special,XGBoost,12816.377171717171,194.0006103515625
Mornings Special,XGBoost,12953.644848484848,194.0006103515625
Mornings Special,XGBoost,13090.912525252525,194.0006103515625
Mornings Special,XGBoost,13228.180202020201,194.0006103515625
Mornings Special,XGBoost,13365.447878787878,194.82962036132812
Mornings Special,XGBoost,13502.715555555555,194.82962036132812
Mornings Special,XGBoost,13639.983232323231,194.82962036132812
Mornings Special,XGBoost,13777.250909090908,194.82962036132812
Mornings Special,XGBoost,13914.518585858585,194.82962036132812
Mornings Special,XGBoost,14051.786262626261,194.82962036132812
Mornings Special,XGBoost,14189.053939393938,194.82962036132812
Mornings Special,XGBoost,14326.321616161615,194.82962036132812
Mornings Special,XGBoost,14463.589292929291,194.82962036132812
Mornings Special,XGBoost,14600.856969696968,194.82962036132812
Mornings Special,XGBoost,14738.124646464647,194.82962036132812
Mornings Special,XGBoost,14875.392323232323,194.82962036132812
Mornings Special,XGBoost,15012.66,194.82962036132812
