Dataset,Model,5 Walkable path length,Predicted Value
Lunches,XGBoost,4854.8519191919195,1107.587646484375
Lunches,XGBoost,4992.119595959596,1107.587646484375
Lunches,XGBoost,5129.387272727273,1107.587646484375
Lunches,XGBoost,5266.6549494949495,1107.587646484375
Lunches,XGBoost,5403.922626262626,1107.587646484375
Lunches,XGBoost,5541.190303030303,1107.587646484375
Lunches,XGBoost,5678.4579797979795,1107.587646484375
Lunches,XGBoost,5815.725656565656,1107.587646484375
Lunches,XGBoost,5952.993333333333,1107.587646484375
Lunches,XGBoost,6090.26101010101,1107.587646484375
Lunches,XGBoost,6227.528686868686,1107.587646484375
Lunches,XGBoost,6364.796363636363,1107.587646484375
Lunches,XGBoost,6502.06404040404,1107.587646484375
Lunches,XGBoost,6639.331717171717,1107.587646484375
Lunches,XGBoost,6776.599393939394,1107.587646484375
Lunches,XGBoost,6913.8670707070705,1107.51611328125
Lunches,XGBoost,7051.134747474747,1107.51611328125
Lunches,XGBoost,7188.402424242424,1107.51611328125
Lunches,XGBoost,7325.670101010101,1107.4012451171875
Lunches,XGBoost,7462.937777777777,1107.4012451171875
Lunches,XGBoost,7600.205454545454,1107.180419921875
Lunches,XGBoost,7737.473131313131,1107.180419921875
Lunches,XGBoost,7874.740808080807,1107.180419921875
Lunches,XGBoost,8012.008484848484,1107.81591796875
Lunches,XGBoost,8149.2761616161615,1107.81591796875
Lunches,XGBoost,8286.54383838384,1107.81591796875
Lunches,XGBoost,8423.811515151516,1107.81591796875
Lunches,XGBoost,8561.079191919192,1107.81591796875
Lunches,XGBoost,8698.34686868687,1108.0791015625
Lunches,XGBoost,8835.614545454546,1108.755859375
Lunches,XGBoost,8972.882222222222,1108.755859375
Lunches,XGBoost,9110.1498989899,1108.755859375
Lunches,XGBoost,9247.417575757576,1108.755859375
Lunches,XGBoost,9384.685252525253,1108.755859375
Lunches,XGBoost,9521.95292929293,1109.166015625
Lunches,XGBoost,9659.220606060606,1109.7391357421875
Lunches,XGBoost,9796.488282828283,1112.6016845703125
Lunches,XGBoost,9933.75595959596,1119.6500244140625
Lunches,XGBoost,10071.023636363636,1119.6500244140625
Lunches,XGBoost,10208.291313131313,1119.867919921875
Lunches,XGBoost,10345.55898989899,1119.8463134765625
Lunches,XGBoost,10482.826666666666,1119.852294921875
Lunches,XGBoost,10620.094343434343,1119.852294921875
Lunches,XGBoost,10757.36202020202,1121.182373046875
Lunches,XGBoost,10894.629696969696,1121.207275390625
Lunches,XGBoost,11031.897373737373,1121.1136474609375
Lunches,XGBoost,11169.16505050505,1121.2801513671875
Lunches,XGBoost,11306.432727272726,1121.045654296875
Lunches,XGBoost,11443.700404040403,1121.045654296875
Lunches,XGBoost,11580.96808080808,1111.2242431640625
Lunches,XGBoost,11718.235757575758,1111.3458251953125
Lunches,XGBoost,11855.503434343434,1110.7523193359375
Lunches,XGBoost,11992.771111111111,1110.7523193359375
Lunches,XGBoost,12130.038787878788,1110.65966796875
Lunches,XGBoost,12267.306464646465,1110.65966796875
Lunches,XGBoost,12404.574141414141,1111.849365234375
Lunches,XGBoost,12541.841818181818,1111.8489990234375
Lunches,XGBoost,12679.109494949495,1111.8489990234375
Lunches,XGBoost,12816.377171717171,1111.8489990234375
Lunches,XGBoost,12953.644848484848,1111.8489990234375
Lunches,XGBoost,13090.912525252525,1111.8489990234375
Lunches,XGBoost,13228.180202020201,1111.8489990234375
Lunches,XGBoost,13365.447878787878,1112.94189453125
Lunches,XGBoost,13502.715555555555,1112.94189453125
Lunches,XGBoost,13639.983232323231,1112.94189453125
Lunches,XGBoost,13777.250909090908,1112.94189453125
Lunches,XGBoost,13914.518585858585,1112.94189453125
Lunches,XGBoost,14051.786262626261,1112.94189453125
Lunches,XGBoost,14189.053939393938,1112.94189453125
Lunches,XGBoost,14326.321616161615,1112.94189453125
Lunches,XGBoost,14463.589292929291,1112.94189453125
Lunches,XGBoost,14600.856969696968,1112.94189453125
Lunches,XGBoost,14738.124646464647,1112.94189453125
Lunches,XGBoost,14875.392323232323,1112.94189453125
Lunches,XGBoost,15012.66,1113.01171875
Afternoons,LightGBM,1423.16,1202.19781324314
Afternoons,LightGBM,1560.4276767676768,1202.19781324314
Afternoons,LightGBM,1697.6953535353537,1202.19781324314
Afternoons,LightGBM,1834.9630303030303,1202.19781324314
Afternoons,LightGBM,1972.230707070707,1202.19781324314
Afternoons,LightGBM,2109.498383838384,1202.19781324314
Afternoons,LightGBM,2246.766060606061,1202.19781324314
Afternoons,LightGBM,2384.0337373737375,1202.19781324314
Afternoons,LightGBM,2521.301414141414,1202.19781324314
Afternoons,LightGBM,2658.569090909091,1202.19781324314
Afternoons,LightGBM,2795.8367676767675,1202.19781324314
Afternoons,LightGBM,2933.104444444444,1202.19781324314
Afternoons,LightGBM,3070.372121212121,1202.19781324314
Afternoons,LightGBM,3207.639797979798,1202.19781324314
Afternoons,LightGBM,3344.9074747474747,1202.19781324314
Afternoons,LightGBM,3482.175151515152,1202.19781324314
Afternoons,LightGBM,3619.4428282828285,1202.19781324314
Afternoons,LightGBM,3756.710505050505,1202.19781324314
Afternoons,LightGBM,3893.978181818182,1202.19781324314
Afternoons,LightGBM,4031.2458585858585,1202.19781324314
Afternoons,LightGBM,4168.513535353535,1196.1673611581316
Afternoons,LightGBM,4305.781212121212,1196.1673611581316
Afternoons,LightGBM,4443.0488888888885,1196.1673611581316
Afternoons,LightGBM,4580.316565656565,1196.1673611581316
Afternoons,LightGBM,4717.584242424242,1196.1673611581316
Afternoons,LightGBM,4854.8519191919195,1196.1673611581316
Afternoons,LightGBM,4992.119595959596,1196.1673611581316
Afternoons,LightGBM,5129.387272727273,1196.1673611581316
Afternoons,LightGBM,5266.6549494949495,1196.1673611581316
Afternoons,LightGBM,5403.922626262626,1196.1673611581316
Afternoons,LightGBM,5541.190303030303,1196.1673611581316
