Dataset,Model,5 Job count,Predicted Value
All,CatBoost,66274.71717171717,629.6779407642214
All,CatBoost,67071.1313131313,618.3245971083023
All,CatBoost,67867.54545454546,618.3245971083023
All,CatBoost,68663.9595959596,618.3245971083023
All,CatBoost,69460.37373737374,617.610288258162
All,CatBoost,70256.78787878789,617.610288258162
All,CatBoost,71053.20202020202,618.5063187965804
All,CatBoost,71849.61616161617,618.5063187965804
All,CatBoost,72646.0303030303,618.5063187965804
All,CatBoost,73442.44444444445,618.5063187965804
All,CatBoost,74238.85858585859,618.5063187965804
All,CatBoost,75035.27272727274,618.5063187965804
All,CatBoost,75831.68686868687,613.8718417294913
All,CatBoost,76628.10101010102,613.8718417294913
All,CatBoost,77424.51515151515,613.8718417294913
All,CatBoost,78220.9292929293,611.0115099735326
All,CatBoost,79017.34343434343,611.0115099735326
All,CatBoost,79813.75757575758,611.0115099735326
All,CatBoost,80610.17171717172,611.0115099735326
All,CatBoost,81406.58585858587,611.0115099735326
All,CatBoost,82203.0,611.0115099735326
All,XGBoost,3358.0,581.6259155273438
All,XGBoost,4154.414141414141,577.0050659179688
All,XGBoost,4950.828282828283,576.7218627929688
All,XGBoost,5747.242424242424,574.9862670898438
All,XGBoost,6543.656565656565,574.4974365234375
All,XGBoost,7340.070707070707,574.4974365234375
All,XGBoost,8136.484848484849,574.4974365234375
All,XGBoost,8932.89898989899,574.45166015625
All,XGBoost,9729.31313131313,574.4846801757812
All,XGBoost,10525.727272727272,574.4833374023438
All,XGBoost,11322.141414141413,577.810302734375
All,XGBoost,12118.555555555557,573.7363891601562
All,XGBoost,12914.969696969698,571.3057861328125
All,XGBoost,13711.38383838384,565.4848022460938
All,XGBoost,14507.79797979798,565.2118530273438
All,XGBoost,15304.212121212122,567.040283203125
All,XGBoost,16100.626262626263,582.9722900390625
All,XGBoost,16897.040404040403,582.9722900390625
All,XGBoost,17693.454545454544,582.9722900390625
All,XGBoost,18489.868686868685,582.9722900390625
All,XGBoost,19286.282828282827,583.361328125
All,XGBoost,20082.69696969697,584.521484375
All,XGBoost,20879.111111111113,584.5779418945312
All,XGBoost,21675.525252525254,584.5839233398438
All,XGBoost,22471.939393939396,586.2069091796875
All,XGBoost,23268.353535353537,595.7288818359375
All,XGBoost,24064.76767676768,608.3491821289062
All,XGBoost,24861.18181818182,601.8165893554688
All,XGBoost,25657.59595959596,600.6421508789062
All,XGBoost,26454.010101010103,605.1231079101562
All,XGBoost,27250.424242424244,609.1339111328125
All,XGBoost,28046.838383838385,609.1339111328125
All,XGBoost,28843.252525252527,607.1920776367188
All,XGBoost,29639.666666666668,608.2008666992188
All,XGBoost,30436.08080808081,603.829833984375
All,XGBoost,31232.49494949495,602.2325439453125
All,XGBoost,32028.909090909092,602.3633422851562
All,XGBoost,32825.32323232324,602.3633422851562
All,XGBoost,33621.73737373737,603.1173095703125
All,XGBoost,34418.15151515152,603.1173095703125
All,XGBoost,35214.56565656565,603.1173095703125
All,XGBoost,36010.9797979798,603.1173095703125
All,XGBoost,36807.39393939394,603.5324096679688
All,XGBoost,37603.808080808085,603.5324096679688
All,XGBoost,38400.222222222226,603.5324096679688
All,XGBoost,39196.63636363637,603.5324096679688
All,XGBoost,39993.05050505051,603.5324096679688
All,XGBoost,40789.46464646465,603.5324096679688
All,XGBoost,41585.87878787879,603.5324096679688
All,XGBoost,42382.29292929293,603.5324096679688
All,XGBoost,43178.707070707074,603.5363159179688
All,XGBoost,43975.121212121216,603.0056762695312
All,XGBoost,44771.53535353536,602.9328002929688
All,XGBoost,45567.9494949495,602.9328002929688
All,XGBoost,46364.36363636364,601.7103271484375
All,XGBoost,47160.77777777778,608.137939453125
All,XGBoost,47957.19191919192,606.8839721679688
All,XGBoost,48753.606060606064,607.282958984375
All,XGBoost,49550.020202020205,607.1664428710938
All,XGBoost,50346.43434343435,607.9574584960938
All,XGBoost,51142.84848484849,618.7182006835938
All,XGBoost,51939.26262626263,618.7182006835938
All,XGBoost,52735.67676767677,604.1380004882812
All,XGBoost,53532.09090909091,603.6924438476562
All,XGBoost,54328.50505050505,603.5203247070312
All,XGBoost,55124.919191919194,604.1693725585938
All,XGBoost,55921.333333333336,604.093017578125
All,XGBoost,56717.74747474748,605.5813598632812
All,XGBoost,57514.16161616162,605.58935546875
All,XGBoost,58310.57575757576,605.67236328125
All,XGBoost,59106.9898989899,606.4824829101562
All,XGBoost,59903.40404040404,606.5432739257812
All,XGBoost,60699.818181818184,606.0081787109375
All,XGBoost,61496.232323232325,605.132568359375
All,XGBoost,62292.64646464647,605.132568359375
All,XGBoost,63089.06060606061,606.3214111328125
All,XGBoost,63885.47474747475,606.3214111328125
All,XGBoost,64681.88888888889,606.7284545898438
All,XGBoost,65478.30303030303,617.9273681640625
All,XGBoost,66274.71717171717,621.6019897460938
All,XGBoost,67071.1313131313,621.756591796875
All,XGBoost,67867.54545454546,621.756591796875
All,XGBoost,68663.9595959596,621.756591796875
All,XGBoost,69460.37373737374,620.66259765625
All,XGBoost,70256.78787878789,620.6382446289062
All,XGBoost,71053.20202020202,620.9476318359375
All,XGBoost,71849.61616161617,620.9476318359375
All,XGBoost,72646.0303030303,612.6329345703125
All,XGBoost,73442.44444444445,612.6329345703125
All,XGBoost,74238.85858585859,612.6329345703125
All,XGBoost,75035.27272727274,612.6329345703125
All,XGBoost,75831.68686868687,612.6417236328125
All,XGBoost,76628.10101010102,612.6417236328125
All,XGBoost,77424.51515151515,612.6417236328125
All,XGBoost,78220.9292929293,612.6417236328125
All,XGBoost,79017.34343434343,612.6417236328125
All,XGBoost,79813.75757575758,612.6417236328125
All,XGBoost,80610.17171717172,612.6417236328125
All,XGBoost,81406.58585858587,612.6417236328125
All,XGBoost,82203.0,612.6417236328125
Mornings,CatBoost,3358.0,701.6890908500399
Mornings,CatBoost,4154.414141414141,720.6096259140897
Mornings,CatBoost,4950.828282828283,720.6096259140897
Mornings,CatBoost,5747.242424242424,721.0115017743125
Mornings,CatBoost,6543.656565656565,721.0115017743125
Mornings,CatBoost,7340.070707070707,721.0115017743125
Mornings,CatBoost,8136.484848484849,721.0115017743125
Mornings,CatBoost,8932.89898989899,721.0115017743125
Mornings,CatBoost,9729.31313131313,721.0115017743125
Mornings,CatBoost,10525.727272727272,720.9340613890722
Mornings,CatBoost,11322.141414141413,720.9411948532578
Mornings,CatBoost,12118.555555555557,721.2545792726279
Mornings,CatBoost,12914.969696969698,721.2545792726279
Mornings,CatBoost,13711.38383838384,717.6916911607883
Mornings,CatBoost,14507.79797979798,717.6916911607883
Mornings,CatBoost,15304.212121212122,721.1109609763087
Mornings,CatBoost,16100.626262626263,724.6977973754259
Mornings,CatBoost,16897.040404040403,724.6977973754259
Mornings,CatBoost,17693.454545454544,724.6977973754259
Mornings,CatBoost,18489.868686868685,731.7878299516373
Mornings,CatBoost,19286.282828282827,731.7878299516373
Mornings,CatBoost,20082.69696969697,735.531772146999
Mornings,CatBoost,20879.111111111113,735.531772146999
Mornings,CatBoost,21675.525252525254,732.6449502265167
Mornings,CatBoost,22471.939393939396,733.9964117782199
Mornings,CatBoost,23268.353535353537,734.394061773631
Mornings,CatBoost,24064.76767676768,735.4763316243872
Mornings,CatBoost,24861.18181818182,736.0211157394989
Mornings,CatBoost,25657.59595959596,735.5952049083421
Mornings,CatBoost,26454.010101010103,735.6382354081338
Mornings,CatBoost,27250.424242424244,736.1089500945615
Mornings,CatBoost,28046.838383838385,736.28907622715
Mornings,CatBoost,28843.252525252527,736.28907622715
Mornings,CatBoost,29639.666666666668,734.4808911566104
Mornings,CatBoost,30436.08080808081,733.5700197687173
Mornings,CatBoost,31232.49494949495,704.8796476017571
Mornings,CatBoost,32028.909090909092,705.0075566054411
Mornings,CatBoost,32825.32323232324,726.1696372572908
Mornings,CatBoost,33621.73737373737,726.4009184145182
Mornings,CatBoost,34418.15151515152,726.6212461150718
Mornings,CatBoost,35214.56565656565,726.9027674068403
Mornings,CatBoost,36010.9797979798,726.9027674068403
Mornings,CatBoost,36807.39393939394,726.9027674068403
Mornings,CatBoost,37603.808080808085,726.9027674068403
Mornings,CatBoost,38400.222222222226,726.9027674068403
Mornings,CatBoost,39196.63636363637,726.9027674068403
Mornings,CatBoost,39993.05050505051,726.9027674068403
Mornings,CatBoost,40789.46464646465,726.9027674068403
Mornings,CatBoost,41585.87878787879,726.9027674068403
Mornings,CatBoost,42382.29292929293,726.9027674068403
Mornings,CatBoost,43178.707070707074,726.9027674068403
Mornings,CatBoost,43975.121212121216,724.7563775468428
Mornings,CatBoost,44771.53535353536,724.7563775468428
Mornings,CatBoost,45567.9494949495,726.6254719936238
Mornings,CatBoost,46364.36363636364,726.8362862339966
Mornings,CatBoost,47160.77777777778,736.4637067221273
Mornings,CatBoost,47957.19191919192,726.4738402780987
Mornings,CatBoost,48753.606060606064,726.4738402780987
Mornings,CatBoost,49550.020202020205,726.4738402780987
Mornings,CatBoost,50346.43434343435,725.8419302637343
Mornings,CatBoost,51142.84848484849,726.1289090755582
Mornings,CatBoost,51939.26262626263,726.1289090755582
Mornings,CatBoost,52735.67676767677,724.6194272328008
Mornings,CatBoost,53532.09090909091,716.8940692888913
Mornings,CatBoost,54328.50505050505,723.3481908549772
Mornings,CatBoost,55124.919191919194,723.3481908549772
Mornings,CatBoost,55921.333333333336,722.8714988017953
Mornings,CatBoost,56717.74747474748,722.8714988017953
Mornings,CatBoost,57514.16161616162,722.4950635579177
Mornings,CatBoost,58310.57575757576,722.4950635579177
Mornings,CatBoost,59106.9898989899,734.0093144529858
Mornings,CatBoost,59903.40404040404,733.2324403578418
Mornings,CatBoost,60699.818181818184,733.2324403578418
Mornings,CatBoost,61496.232323232325,733.2324403578418
Mornings,CatBoost,62292.64646464647,738.8419528323715
Mornings,CatBoost,63089.06060606061,745.1546422723562
Mornings,CatBoost,63885.47474747475,747.7422481956443
Mornings,CatBoost,64681.88888888889,745.7440653479578
Mornings,CatBoost,65478.30303030303,745.8310873653708
Mornings,CatBoost,66274.71717171717,746.981937220022
Mornings,CatBoost,67071.1313131313,752.1329332308648
Mornings,CatBoost,67867.54545454546,751.8871907608968
Mornings,CatBoost,68663.9595959596,751.7822264733021
Mornings,CatBoost,69460.37373737374,749.7856593773582
Mornings,CatBoost,70256.78787878789,749.7856593773582
Mornings,CatBoost,71053.20202020202,750.2338477928483
Mornings,CatBoost,71849.61616161617,750.1228218998823
Mornings,CatBoost,72646.0303030303,750.1228218998823
Mornings,CatBoost,73442.44444444445,750.1228218998823
Mornings,CatBoost,74238.85858585859,750.1228218998823
Mornings,CatBoost,75035.27272727274,749.9875324378728
Mornings,CatBoost,75831.68686868687,749.9657731174453
Mornings,CatBoost,76628.10101010102,749.9657731174453
Mornings,CatBoost,77424.51515151515,749.9657731174453
Mornings,CatBoost,78220.9292929293,749.9657731174453
Mornings,CatBoost,79017.34343434343,749.9657731174453
Mornings,CatBoost,79813.75757575758,749.9657731174453
Mornings,CatBoost,80610.17171717172,749.9657731174453
Mornings,CatBoost,81406.58585858587,749.9657731174453
Mornings,CatBoost,82203.0,749.9657731174453
Mornings,LightGBM,3358.0,671.5548574285871
Mornings,LightGBM,4154.414141414141,693.7450400928356
Mornings,LightGBM,4950.828282828283,700.262175207629
Mornings,LightGBM,5747.242424242424,698.3455502230006
Mornings,LightGBM,6543.656565656565,698.0564507904754
Mornings,LightGBM,7340.070707070707,698.03454791677
Mornings,LightGBM,8136.484848484849,698.03454791677
Mornings,LightGBM,8932.89898989899,698.035976499977
Mornings,LightGBM,9729.31313131313,699.8647936668065
Mornings,LightGBM,10525.727272727272,699.5304508233759
Mornings,LightGBM,11322.141414141413,699.3227275900106
Mornings,LightGBM,12118.555555555557,698.6265268807389
Mornings,LightGBM,12914.969696969698,698.6265268807389
Mornings,LightGBM,13711.38383838384,696.8654986116888
Mornings,LightGBM,14507.79797979798,696.6157927140616
Mornings,LightGBM,15304.212121212122,697.6474530046887
Mornings,LightGBM,16100.626262626263,700.4115625307564
Mornings,LightGBM,16897.040404040403,700.3174338713858
Mornings,LightGBM,17693.454545454544,700.3174338713858
Mornings,LightGBM,18489.868686868685,706.6775311004972
Mornings,LightGBM,19286.282828282827,713.1224083261433
Mornings,LightGBM,20082.69696969697,716.2203972575985
Mornings,LightGBM,20879.111111111113,720.5678749065033
Mornings,LightGBM,21675.525252525254,711.6577622247595
Mornings,LightGBM,22471.939393939396,719.2641517606388
Mornings,LightGBM,23268.353535353537,723.6679409501206
Mornings,LightGBM,24064.76767676768,723.5463084947005
Mornings,LightGBM,24861.18181818182,724.6645252370433
Mornings,LightGBM,25657.59595959596,724.6414249469252
Mornings,LightGBM,26454.010101010103,724.0609186205519
Mornings,LightGBM,27250.424242424244,721.853411086475
Mornings,LightGBM,28046.838383838385,727.1218421173938
Mornings,LightGBM,28843.252525252527,727.1037443704223
Mornings,LightGBM,29639.666666666668,725.5263827986264
Mornings,LightGBM,30436.08080808081,728.0613544238007
Mornings,LightGBM,31232.49494949495,726.8698078160733
Mornings,LightGBM,32028.909090909092,726.3560461440665
Mornings,LightGBM,32825.32323232324,726.3560461440665
Mornings,LightGBM,33621.73737373737,725.4189985820152
Mornings,LightGBM,34418.15151515152,727.1198844654525
Mornings,LightGBM,35214.56565656565,729.4327682773004
Mornings,LightGBM,36010.9797979798,729.4327682773004
Mornings,LightGBM,36807.39393939394,730.3453483819974
Mornings,LightGBM,37603.808080808085,730.3453483819974
Mornings,LightGBM,38400.222222222226,730.3453483819974
Mornings,LightGBM,39196.63636363637,730.3453483819974
Mornings,LightGBM,39993.05050505051,730.3777343313279
Mornings,LightGBM,40789.46464646465,730.3777343313279
Mornings,LightGBM,41585.87878787879,730.3777343313279
Mornings,LightGBM,42382.29292929293,730.3471160322309
Mornings,LightGBM,43178.707070707074,730.8155684678273
Mornings,LightGBM,43975.121212121216,731.74779027215
Mornings,LightGBM,44771.53535353536,731.0388443151334
Mornings,LightGBM,45567.9494949495,730.9092352052221
Mornings,LightGBM,46364.36363636364,731.8459949388367
Mornings,LightGBM,47160.77777777778,733.4537218959462
Mornings,LightGBM,47957.19191919192,733.3821291346583
Mornings,LightGBM,48753.606060606064,733.2943991602478
Mornings,LightGBM,49550.020202020205,733.317207626719
Mornings,LightGBM,50346.43434343435,744.1462238120015
Mornings,LightGBM,51142.84848484849,744.89398479686
Mornings,LightGBM,51939.26262626263,745.5366510811413
Mornings,LightGBM,52735.67676767677,743.419070893484
Mornings,LightGBM,53532.09090909091,737.3705924053502
Mornings,LightGBM,54328.50505050505,734.8448205277901
Mornings,LightGBM,55124.919191919194,734.8448205277901
Mornings,LightGBM,55921.333333333336,755.2971158698614
Mornings,LightGBM,56717.74747474748,755.2971158698614
Mornings,LightGBM,57514.16161616162,755.5391469801727
Mornings,LightGBM,58310.57575757576,755.5425233042125
Mornings,LightGBM,59106.9898989899,756.0319730697423
Mornings,LightGBM,59903.40404040404,746.446973700306
Mornings,LightGBM,60699.818181818184,748.0669419738995
Mornings,LightGBM,61496.232323232325,748.0890360791968
Mornings,LightGBM,62292.64646464647,753.7413131966222
Mornings,LightGBM,63089.06060606061,771.1033065726708
Mornings,LightGBM,63885.47474747475,762.7171654338244
Mornings,LightGBM,64681.88888888889,762.7316704225518
Mornings,LightGBM,65478.30303030303,760.4172071910717
Mornings,LightGBM,66274.71717171717,760.435260328469
Mornings,LightGBM,67071.1313131313,764.4976817866802
Mornings,LightGBM,67867.54545454546,766.707253384111
Mornings,LightGBM,68663.9595959596,766.707253384111
Mornings,LightGBM,69460.37373737374,766.7635423766862
Mornings,LightGBM,70256.78787878789,766.7635423766862
Mornings,LightGBM,71053.20202020202,766.7635423766862
Mornings,LightGBM,71849.61616161617,766.7635423766862
Mornings,LightGBM,72646.0303030303,766.7635423766862
Mornings,LightGBM,73442.44444444445,766.5401560474713
Mornings,LightGBM,74238.85858585859,766.5401560474713
Mornings,LightGBM,75035.27272727274,766.5401560474713
Mornings,LightGBM,75831.68686868687,763.7500455094778
Mornings,LightGBM,76628.10101010102,763.7500455094778
Mornings,LightGBM,77424.51515151515,763.7500455094778
Mornings,LightGBM,78220.9292929293,722.7121291293145
Mornings,LightGBM,79017.34343434343,722.7121291293145
Mornings,LightGBM,79813.75757575758,722.7121291293145
Mornings,LightGBM,80610.17171717172,724.1565852238259
Mornings,LightGBM,81406.58585858587,724.1565852238259
Mornings,LightGBM,82203.0,724.1565852238259
Lunches,CatBoost,3358.0,1037.0764453726626
Lunches,CatBoost,4154.414141414141,1049.6338423016282
Lunches,CatBoost,4950.828282828283,1049.6338423016282
Lunches,CatBoost,5747.242424242424,1049.9997827321865
Lunches,CatBoost,6543.656565656565,1050.707208952831
Lunches,CatBoost,7340.070707070707,1050.707208952831
Lunches,CatBoost,8136.484848484849,1050.707208952831
Lunches,CatBoost,8932.89898989899,1050.707208952831
Lunches,CatBoost,9729.31313131313,1076.840246250237
Lunches,CatBoost,10525.727272727272,1069.772278010543
Lunches,CatBoost,11322.141414141413,1071.3326561587166
Lunches,CatBoost,12118.555555555557,1069.539264960306
Lunches,CatBoost,12914.969696969698,1069.539264960306
Lunches,CatBoost,13711.38383838384,1068.743167681948
Lunches,CatBoost,14507.79797979798,1068.743167681948
Lunches,CatBoost,15304.212121212122,1070.0123073993952
Lunches,CatBoost,16100.626262626263,1088.5122655254434
Lunches,CatBoost,16897.040404040403,1088.5122655254434
Lunches,CatBoost,17693.454545454544,1088.5122655254434
Lunches,CatBoost,18489.868686868685,1091.7868450179908
Lunches,CatBoost,19286.282828282827,1093.4617951410382
Lunches,CatBoost,20082.69696969697,1093.4617951410382
Lunches,CatBoost,20879.111111111113,1097.8553866783982
Lunches,CatBoost,21675.525252525254,1098.1172662956212
Lunches,CatBoost,22471.939393939396,1099.1868772960945
Lunches,CatBoost,23268.353535353537,1102.6144408639593
Lunches,CatBoost,24064.76767676768,1102.8129559926767
Lunches,CatBoost,24861.18181818182,1110.6104345542517
Lunches,CatBoost,25657.59595959596,1110.6104345542517
Lunches,CatBoost,26454.010101010103,1110.487442555347
Lunches,CatBoost,27250.424242424244,1114.9814967080642
Lunches,CatBoost,28046.838383838385,1114.9814967080642
Lunches,CatBoost,28843.252525252527,1114.9722798790265
Lunches,CatBoost,29639.666666666668,1115.6209726285506
Lunches,CatBoost,30436.08080808081,1112.1480980850918
Lunches,CatBoost,31232.49494949495,1110.4295060392585
Lunches,CatBoost,32028.909090909092,1110.4295060392585
Lunches,CatBoost,32825.32323232324,1110.4295060392585
Lunches,CatBoost,33621.73737373737,1112.3425930555413
Lunches,CatBoost,34418.15151515152,1112.3425930555413
Lunches,CatBoost,35214.56565656565,1112.3425930555413
Lunches,CatBoost,36010.9797979798,1112.3425930555413
Lunches,CatBoost,36807.39393939394,1112.3425930555413
Lunches,CatBoost,37603.808080808085,1112.3425930555413
Lunches,CatBoost,38400.222222222226,1112.3425930555413
Lunches,CatBoost,39196.63636363637,1112.3425930555413
Lunches,CatBoost,39993.05050505051,1112.3425930555413
Lunches,CatBoost,40789.46464646465,1112.3425930555413
Lunches,CatBoost,41585.87878787879,1112.3425930555413
Lunches,CatBoost,42382.29292929293,1112.3425930555413
Lunches,CatBoost,43178.707070707074,1112.3425930555413
Lunches,CatBoost,43975.121212121216,1112.1946867860736
Lunches,CatBoost,44771.53535353536,1112.1946867860736
Lunches,CatBoost,45567.9494949495,1113.1071466961791
Lunches,CatBoost,46364.36363636364,1113.0949889852461
Lunches,CatBoost,47160.77777777778,1113.0949889852461
Lunches,CatBoost,47957.19191919192,1143.7486916055805
Lunches,CatBoost,48753.606060606064,1143.5251083780777
Lunches,CatBoost,49550.020202020205,1139.9364621748996
Lunches,CatBoost,50346.43434343435,1141.1093741462957
Lunches,CatBoost,51142.84848484849,1145.4320030636384
Lunches,CatBoost,51939.26262626263,1145.4320030636384
Lunches,CatBoost,52735.67676767677,1142.1261161934392
Lunches,CatBoost,53532.09090909091,1141.8407680150128
Lunches,CatBoost,54328.50505050505,1137.6803143932593
Lunches,CatBoost,55124.919191919194,1142.2732830295029
Lunches,CatBoost,55921.333333333336,1142.651281642013
Lunches,CatBoost,56717.74747474748,1144.5077461765623
Lunches,CatBoost,57514.16161616162,1152.7687476725375
Lunches,CatBoost,58310.57575757576,1152.7687476725375
Lunches,CatBoost,59106.9898989899,1153.4240753785762
Lunches,CatBoost,59903.40404040404,1156.1566674310077
Lunches,CatBoost,60699.818181818184,1152.8583080816818
Lunches,CatBoost,61496.232323232325,1152.925912972046
Lunches,CatBoost,62292.64646464647,1158.368907279948
Lunches,CatBoost,63089.06060606061,1167.6829881798585
Lunches,CatBoost,63885.47474747475,1167.6829881798585
Lunches,CatBoost,64681.88888888889,1168.1030453225433
Lunches,CatBoost,65478.30303030303,1168.1030453225433
Lunches,CatBoost,66274.71717171717,1169.9430274396127
Lunches,CatBoost,67071.1313131313,1171.6828993251456
Lunches,CatBoost,67867.54545454546,1171.6828993251456
Lunches,CatBoost,68663.9595959596,1171.6828993251456
Lunches,CatBoost,69460.37373737374,1170.145696475592
Lunches,CatBoost,70256.78787878789,1170.145696475592
Lunches,CatBoost,71053.20202020202,1173.3746101470088
Lunches,CatBoost,71849.61616161617,1172.7427463771526
Lunches,CatBoost,72646.0303030303,1172.7427463771526
Lunches,CatBoost,73442.44444444445,1172.7652829752762
Lunches,CatBoost,74238.85858585859,1172.7652829752762
Lunches,CatBoost,75035.27272727274,1172.7652829752762
Lunches,CatBoost,75831.68686868687,1172.7652829752762
Lunches,CatBoost,76628.10101010102,1172.7652829752762
Lunches,CatBoost,77424.51515151515,1172.7652829752762
Lunches,CatBoost,78220.9292929293,1172.7652829752762
Lunches,CatBoost,79017.34343434343,1172.7652829752762
Lunches,CatBoost,79813.75757575758,1172.7652829752762
Lunches,CatBoost,80610.17171717172,1171.8888892297452
Lunches,CatBoost,81406.58585858587,1171.8888892297452
Lunches,CatBoost,82203.0,1171.8888892297452
Afternoons,CatBoost,3358.0,1156.1048842936552
Afternoons,CatBoost,4154.414141414141,1178.82856292281
Afternoons,CatBoost,4950.828282828283,1178.82856292281
Afternoons,CatBoost,5747.242424242424,1174.0034678261122
Afternoons,CatBoost,6543.656565656565,1174.1975668199216
Afternoons,CatBoost,7340.070707070707,1174.1975668199216
Afternoons,CatBoost,8136.484848484849,1174.1975668199216
Afternoons,CatBoost,8932.89898989899,1174.1975668199216
Afternoons,CatBoost,9729.31313131313,1179.843785218231
Afternoons,CatBoost,10525.727272727272,1179.843785218231
Afternoons,CatBoost,11322.141414141413,1178.7095987987288
Afternoons,CatBoost,12118.555555555557,1178.7196755753032
Afternoons,CatBoost,12914.969696969698,1178.7196755753032
Afternoons,CatBoost,13711.38383838384,1175.553915014517
Afternoons,CatBoost,14507.79797979798,1175.553915014517
Afternoons,CatBoost,15304.212121212122,1179.3936451451843
Afternoons,CatBoost,16100.626262626263,1179.4153697573925
Afternoons,CatBoost,16897.040404040403,1179.4153697573925
Afternoons,CatBoost,17693.454545454544,1179.4153697573925
Afternoons,CatBoost,18489.868686868685,1179.4153697573925
Afternoons,CatBoost,19286.282828282827,1179.4153697573925
Afternoons,CatBoost,20082.69696969697,1187.01074890023
Afternoons,CatBoost,20879.111111111113,1201.5225842252532
Afternoons,CatBoost,21675.525252525254,1199.4081218936465
Afternoons,CatBoost,22471.939393939396,1214.6642358185898
Afternoons,CatBoost,23268.353535353537,1221.840911064436
Afternoons,CatBoost,24064.76767676768,1225.15025661124
Afternoons,CatBoost,24861.18181818182,1223.096935297287
Afternoons,CatBoost,25657.59595959596,1223.7073936319384
Afternoons,CatBoost,26454.010101010103,1223.878283260536
Afternoons,CatBoost,27250.424242424244,1224.8290564653464
Afternoons,CatBoost,28046.838383838385,1224.8290564653464
Afternoons,CatBoost,28843.252525252527,1224.8290564653464
Afternoons,CatBoost,29639.666666666668,1197.1683646714196
Afternoons,CatBoost,30436.08080808081,1259.2523342525512
Afternoons,CatBoost,31232.49494949495,1189.6944998931676
Afternoons,CatBoost,32028.909090909092,1189.6944998931676
