Dataset,Model,Elderly,Predicted Value
Lunches,XGBoost,55.75757575757576,1092.42041015625
Lunches,XGBoost,56.36363636363637,1092.42041015625
Lunches,XGBoost,56.96969696969697,1092.42041015625
Lunches,XGBoost,57.57575757575758,1092.42041015625
Lunches,XGBoost,58.18181818181819,1092.42041015625
Lunches,XGBoost,58.78787878787879,1092.42041015625
Lunches,XGBoost,59.3939393939394,1092.42041015625
Lunches,XGBoost,60.0,2360.916748046875
Afternoons,LightGBM,0.0,1187.363922013254
Afternoons,LightGBM,0.6060606060606061,1187.408399414124
Afternoons,LightGBM,1.2121212121212122,1187.408399414124
Afternoons,LightGBM,1.8181818181818183,1187.408399414124
Afternoons,LightGBM,2.4242424242424243,1187.408399414124
Afternoons,LightGBM,3.0303030303030303,1190.5925739683203
Afternoons,LightGBM,3.6363636363636367,1191.144013353389
Afternoons,LightGBM,4.242424242424242,1191.144013353389
Afternoons,LightGBM,4.848484848484849,1191.6248499235537
Afternoons,LightGBM,5.454545454545455,1191.6248499235537
Afternoons,LightGBM,6.0606060606060606,1190.1687784261705
Afternoons,LightGBM,6.666666666666667,1189.590108946593
Afternoons,LightGBM,7.272727272727273,1189.590108946593
Afternoons,LightGBM,7.878787878787879,1189.7221688816196
Afternoons,LightGBM,8.484848484848484,1189.7221688816196
Afternoons,LightGBM,9.090909090909092,1186.3340832446215
Afternoons,LightGBM,9.696969696969697,1190.2476587497083
Afternoons,LightGBM,10.303030303030303,1190.2476587497083
Afternoons,LightGBM,10.90909090909091,1190.2476587497083
Afternoons,LightGBM,11.515151515151516,1190.2476587497083
Afternoons,LightGBM,12.121212121212121,1190.2476587497083
Afternoons,LightGBM,12.727272727272728,1190.2476587497083
Afternoons,LightGBM,13.333333333333334,1190.2476587497083
Afternoons,LightGBM,13.93939393939394,1190.4167588025718
Afternoons,LightGBM,14.545454545454547,1202.6391134148014
Afternoons,LightGBM,15.151515151515152,1202.6391134148014
Afternoons,LightGBM,15.757575757575758,1202.2486985944147
Afternoons,LightGBM,16.363636363636363,1202.2486985944147
Afternoons,LightGBM,16.96969696969697,1202.2486985944147
Afternoons,LightGBM,17.575757575757578,1202.2486985944147
Afternoons,LightGBM,18.181818181818183,1202.2285976736541
Afternoons,LightGBM,18.78787878787879,1202.2285976736541
Afternoons,LightGBM,19.393939393939394,1202.2285976736541
Afternoons,LightGBM,20.0,1202.2285976736541
Afternoons,LightGBM,20.606060606060606,1202.373575324788
Afternoons,LightGBM,21.21212121212121,1202.373575324788
Afternoons,LightGBM,21.81818181818182,1202.373575324788
Afternoons,LightGBM,22.424242424242426,1202.373575324788
Afternoons,LightGBM,23.03030303030303,1202.4186838821395
Afternoons,LightGBM,23.636363636363637,1202.4186838821395
Afternoons,LightGBM,24.242424242424242,1202.4186838821395
Afternoons,LightGBM,24.848484848484848,1202.4186838821395
