Dataset,Model,5 Bench density,Predicted Value
Mornings Special,LightGBM,0.00048467453319192273,291.55160999269856
Mornings Special,LightGBM,0.0004956735957777366,291.55160999269856
Mornings Special,LightGBM,0.0005066726583635504,298.32920423306
Mornings Special,LightGBM,0.0005176717209493643,298.32920423306
Mornings Special,LightGBM,0.0005286707835351782,298.32920423306
Mornings Special,LightGBM,0.0005396698461209921,298.32920423306
Mornings Special,LightGBM,0.0005506689087068059,298.32920423306
Mornings Special,LightGBM,0.0005616679712926199,298.32920423306
Mornings Special,LightGBM,0.0005726670338784337,298.32920423306
Mornings Special,LightGBM,0.0005836660964642476,301.4517066193926
Mornings Special,LightGBM,0.0005946651590500615,303.24603597600105
Mornings Special,LightGBM,0.0006056642216358753,303.3082369704588
Mornings Special,LightGBM,0.0006166632842216892,303.3082369704588
Mornings Special,LightGBM,0.0006276623468075031,303.3082369704588
Mornings Special,LightGBM,0.000638661409393317,303.3082369704588
Mornings Special,LightGBM,0.0006496604719791308,304.17021372339656
Mornings Special,LightGBM,0.0006606595345649447,304.17021372339656
Mornings Special,LightGBM,0.0006716585971507586,304.17021372339656
Mornings Special,LightGBM,0.0006826576597365725,301.6326983497001
Mornings Special,LightGBM,0.0006936567223223863,301.6326983497001
Mornings Special,LightGBM,0.0007046557849082003,301.6326983497001
Mornings Special,LightGBM,0.0007156548474940141,301.6326983497001
Mornings Special,LightGBM,0.000726653910079828,301.6326983497001
Mornings Special,LightGBM,0.0007376529726656419,301.22176410982456
Mornings Special,LightGBM,0.0007486520352514558,301.22176410982456
Mornings Special,LightGBM,0.0007596510978372696,301.22176410982456
Mornings Special,LightGBM,0.0007706501604230836,301.22176410982456
Mornings Special,LightGBM,0.0007816492230088974,301.22176410982456
Mornings Special,LightGBM,0.0007926482855947113,301.22176410982456
Mornings Special,LightGBM,0.0008036473481805251,301.22176410982456
