Dataset,Model,5 Tram count,Predicted Value
Afternoons,XGBoost,4.363636363636364,1194.4146728515625
Afternoons,XGBoost,4.525252525252526,1194.4146728515625
Afternoons,XGBoost,4.686868686868687,1194.4146728515625
Afternoons,XGBoost,4.848484848484849,1194.4146728515625
Afternoons,XGBoost,5.01010101010101,1194.46240234375
Afternoons,XGBoost,5.171717171717172,1194.46240234375
Afternoons,XGBoost,5.333333333333334,1194.46240234375
Afternoons,XGBoost,5.494949494949496,1194.46240234375
Afternoons,XGBoost,5.6565656565656575,1194.46240234375
Afternoons,XGBoost,5.818181818181818,1194.46240234375
Afternoons,XGBoost,5.97979797979798,1194.46240234375
Afternoons,XGBoost,6.141414141414142,1194.91748046875
Afternoons,XGBoost,6.303030303030304,1194.91748046875
Afternoons,XGBoost,6.464646464646465,1194.91748046875
Afternoons,XGBoost,6.626262626262627,1194.91748046875
Afternoons,XGBoost,6.787878787878788,1194.91748046875
Afternoons,XGBoost,6.94949494949495,1194.91748046875
Afternoons,XGBoost,7.111111111111112,1194.4375
Afternoons,XGBoost,7.272727272727273,1194.4375
Afternoons,XGBoost,7.434343434343435,1194.4375
Afternoons,XGBoost,7.595959595959597,1194.4375
Afternoons,XGBoost,7.757575757575758,1194.4375
Afternoons,XGBoost,7.91919191919192,1194.4375
Afternoons,XGBoost,8.080808080808081,1194.7637939453125
Afternoons,XGBoost,8.242424242424244,1194.7637939453125
Afternoons,XGBoost,8.404040404040405,1194.7637939453125
Afternoons,XGBoost,8.565656565656566,1194.7637939453125
Afternoons,XGBoost,8.727272727272728,1194.7637939453125
Afternoons,XGBoost,8.88888888888889,1194.7637939453125
Afternoons,XGBoost,9.050505050505052,1194.58935546875
Afternoons,XGBoost,9.212121212121213,1194.58935546875
Afternoons,XGBoost,9.373737373737374,1194.58935546875
Afternoons,XGBoost,9.535353535353536,1194.58935546875
Afternoons,XGBoost,9.696969696969697,1194.58935546875
Afternoons,XGBoost,9.85858585858586,1194.58935546875
Afternoons,XGBoost,10.02020202020202,1196.1986083984375
Afternoons,XGBoost,10.181818181818183,1196.1986083984375
Afternoons,XGBoost,10.343434343434344,1196.1986083984375
Afternoons,XGBoost,10.505050505050505,1196.1986083984375
Afternoons,XGBoost,10.666666666666668,1196.1986083984375
Afternoons,XGBoost,10.828282828282829,1196.1986083984375
Afternoons,XGBoost,10.989898989898991,1196.1986083984375
Afternoons,XGBoost,11.151515151515152,1196.30859375
Afternoons,XGBoost,11.313131313131315,1196.30859375
Afternoons,XGBoost,11.474747474747476,1196.30859375
Afternoons,XGBoost,11.636363636363637,1196.30859375
Afternoons,XGBoost,11.7979797979798,1196.30859375
Afternoons,XGBoost,11.95959595959596,1196.30859375
Afternoons,XGBoost,12.121212121212123,1183.0242919921875
Afternoons,XGBoost,12.282828282828284,1183.0242919921875
Afternoons,XGBoost,12.444444444444445,1183.0242919921875
Afternoons,XGBoost,12.606060606060607,1183.0242919921875
Afternoons,XGBoost,12.767676767676768,1183.0242919921875
Afternoons,XGBoost,12.92929292929293,1183.0242919921875
Afternoons,XGBoost,13.090909090909092,1316.2647705078125
Afternoons,XGBoost,13.252525252525254,1316.2647705078125
Afternoons,XGBoost,13.414141414141415,1316.2647705078125
Afternoons,XGBoost,13.575757575757576,1316.2647705078125
Afternoons,XGBoost,13.737373737373739,1316.2647705078125
Afternoons,XGBoost,13.8989898989899,1316.2647705078125
Afternoons,XGBoost,14.060606060606062,1316.2647705078125
Afternoons,XGBoost,14.222222222222223,1316.2647705078125
Afternoons,XGBoost,14.383838383838386,1316.2647705078125
Afternoons,XGBoost,14.545454545454547,1316.2647705078125
Afternoons,XGBoost,14.707070707070708,1316.2647705078125
Afternoons,XGBoost,14.86868686868687,1316.2647705078125
Afternoons,XGBoost,15.030303030303031,1318.175048828125
Afternoons,XGBoost,15.191919191919194,1318.175048828125
Afternoons,XGBoost,15.353535353535355,1318.175048828125
Afternoons,XGBoost,15.515151515151516,1318.175048828125
Afternoons,XGBoost,15.676767676767678,1318.175048828125
Afternoons,XGBoost,15.83838383838384,1318.175048828125
Afternoons,XGBoost,16.0,1311.6903076171875
