Dataset,Model,5 Tram count,Predicted Value
All,XGBoost,13.575757575757576,623.5103759765625
All,XGBoost,13.737373737373739,623.5103759765625
All,XGBoost,13.8989898989899,623.5103759765625
All,XGBoost,14.060606060606062,623.5103759765625
All,XGBoost,14.222222222222223,623.5103759765625
All,XGBoost,14.383838383838386,623.5103759765625
All,XGBoost,14.545454545454547,623.5103759765625
All,XGBoost,14.707070707070708,623.5103759765625
All,XGBoost,14.86868686868687,623.5103759765625
All,XGBoost,15.030303030303031,625.1376342773438
All,XGBoost,15.191919191919194,625.1376342773438
All,XGBoost,15.353535353535355,625.1376342773438
All,XGBoost,15.515151515151516,625.1376342773438
All,XGBoost,15.676767676767678,625.1376342773438
All,XGBoost,15.83838383838384,625.1376342773438
All,XGBoost,16.0,599.8176879882812
Mornings,CatBoost,0.0,702.1814655560415
Mornings,CatBoost,0.16161616161616163,702.1814655560415
Mornings,CatBoost,0.32323232323232326,702.1814655560415
Mornings,CatBoost,0.48484848484848486,702.1814655560415
Mornings,CatBoost,0.6464646464646465,702.1814655560415
Mornings,CatBoost,0.8080808080808082,702.1814655560415
Mornings,CatBoost,0.9696969696969697,702.1814655560415
Mornings,CatBoost,1.1313131313131315,702.2224327465841
Mornings,CatBoost,1.292929292929293,702.2224327465841
Mornings,CatBoost,1.4545454545454546,702.2224327465841
Mornings,CatBoost,1.6161616161616164,702.2224327465841
Mornings,CatBoost,1.777777777777778,702.2224327465841
Mornings,CatBoost,1.9393939393939394,702.2224327465841
Mornings,CatBoost,2.101010101010101,702.2224327465841
Mornings,CatBoost,2.262626262626263,702.2224327465841
Mornings,CatBoost,2.4242424242424243,702.2224327465841
Mornings,CatBoost,2.585858585858586,702.6800784017212
Mornings,CatBoost,2.747474747474748,702.6800784017212
Mornings,CatBoost,2.909090909090909,702.6800784017212
Mornings,CatBoost,3.070707070707071,702.6800784017212
Mornings,CatBoost,3.2323232323232327,702.6800784017212
Mornings,CatBoost,3.393939393939394,702.6800784017212
Mornings,CatBoost,3.555555555555556,702.6800784017212
Mornings,CatBoost,3.7171717171717176,702.6800784017212
Mornings,CatBoost,3.878787878787879,702.6800784017212
Mornings,CatBoost,4.040404040404041,702.6800784017212
