Dataset,Model,5 Green area,Predicted Value
Afternoons,XGBoost,29126.139393939393,1246.875244140625
Afternoons,XGBoost,30097.010707070705,1246.875244140625
Afternoons,XGBoost,31067.882020202018,1246.875244140625
Afternoons,XGBoost,32038.75333333333,1246.875244140625
Afternoons,XGBoost,33009.62464646465,1246.875244140625
Afternoons,XGBoost,33980.49595959596,1246.875244140625
Afternoons,XGBoost,34951.36727272727,1249.7445068359375
Afternoons,XGBoost,35922.238585858584,1249.7445068359375
Afternoons,XGBoost,36893.1098989899,1249.7445068359375
Afternoons,XGBoost,37863.98121212121,1249.6976318359375
Afternoons,XGBoost,38834.85252525252,1249.6976318359375
Afternoons,XGBoost,39805.723838383834,1249.6976318359375
Afternoons,XGBoost,40776.59515151515,1249.6976318359375
Afternoons,XGBoost,41747.46646464646,1249.6976318359375
Afternoons,XGBoost,42718.33777777777,1249.6976318359375
Afternoons,XGBoost,43689.20909090909,1249.6976318359375
Afternoons,XGBoost,44660.080404040404,1257.67724609375
Afternoons,XGBoost,45630.951717171716,1257.67724609375
Afternoons,XGBoost,46601.82303030303,1257.67724609375
Afternoons,XGBoost,47572.69434343434,1261.83984375
Afternoons,XGBoost,48543.56565656565,1261.83984375
Afternoons,XGBoost,49514.436969696966,1261.83984375
Afternoons,XGBoost,50485.30828282828,1261.83984375
Afternoons,XGBoost,51456.17959595959,1261.83984375
Afternoons,XGBoost,52427.0509090909,1261.83984375
Afternoons,XGBoost,53397.922222222216,1261.83984375
Afternoons,XGBoost,54368.79353535353,1261.83984375
Afternoons,XGBoost,55339.66484848484,1261.83984375
Afternoons,XGBoost,56310.53616161616,1261.83984375
Afternoons,XGBoost,57281.40747474747,1261.83984375
Afternoons,XGBoost,58252.278787878786,1261.83984375
Afternoons,XGBoost,59223.1501010101,1261.83984375
Afternoons,XGBoost,60194.02141414141,1294.212158203125
Afternoons,XGBoost,61164.89272727272,1294.212158203125
Afternoons,XGBoost,62135.764040404036,1294.212158203125
Afternoons,XGBoost,63106.63535353535,1294.212158203125
Afternoons,XGBoost,64077.50666666666,1294.212158203125
Afternoons,XGBoost,65048.37797979797,1294.212158203125
Afternoons,XGBoost,66019.2492929293,1294.212158203125
Afternoons,XGBoost,66990.1206060606,1294.212158203125
Afternoons,XGBoost,67960.99191919192,1294.212158203125
Afternoons,XGBoost,68931.86323232323,1313.56396484375
Afternoons,XGBoost,69902.73454545454,1313.56396484375
Afternoons,XGBoost,70873.60585858586,1313.56396484375
Afternoons,XGBoost,71844.47717171717,1313.56396484375
Afternoons,XGBoost,72815.34848484848,1313.56396484375
Afternoons,XGBoost,73786.2197979798,1313.56396484375
Afternoons,XGBoost,74757.0911111111,1313.56396484375
Afternoons,XGBoost,75727.96242424242,1313.56396484375
Afternoons,XGBoost,76698.83373737373,1313.56396484375
Afternoons,XGBoost,77669.70505050504,1313.56396484375
Afternoons,XGBoost,78640.57636363636,1313.56396484375
Afternoons,XGBoost,79611.44767676767,1313.56396484375
Afternoons,XGBoost,80582.31898989898,1313.56396484375
Afternoons,XGBoost,81553.1903030303,1313.56396484375
Afternoons,XGBoost,82524.0616161616,1313.56396484375
Afternoons,XGBoost,83494.93292929292,1313.56396484375
Afternoons,XGBoost,84465.80424242423,1313.56396484375
Afternoons,XGBoost,85436.67555555554,1313.56396484375
Afternoons,XGBoost,86407.54686868686,1311.3956298828125
Afternoons,XGBoost,87378.41818181818,1311.3956298828125
Afternoons,XGBoost,88349.2894949495,1311.3956298828125
Afternoons,XGBoost,89320.16080808081,1311.3956298828125
Afternoons,XGBoost,90291.03212121212,1311.3956298828125
Afternoons,XGBoost,91261.90343434343,1311.3956298828125
Afternoons,XGBoost,92232.77474747474,1311.3956298828125
Afternoons,XGBoost,93203.64606060606,1311.3956298828125
Afternoons,XGBoost,94174.51737373737,1311.3956298828125
