Dataset,Model,15 Green area,Predicted Value
All,LightGBM,323095.7354545455,584.9260701614752
All,LightGBM,330314.4363636364,584.9260701614752
All,LightGBM,337533.1372727273,584.9260701614752
All,LightGBM,344751.83818181825,584.9260701614752
All,LightGBM,351970.5390909091,582.5489028747454
All,LightGBM,359189.24000000005,582.5489028747454
All,LightGBM,366407.940909091,582.5489028747454
All,LightGBM,373626.64181818184,582.5489028747454
All,LightGBM,380845.3427272728,582.5489028747454
All,LightGBM,388064.0436363637,582.5489028747454
All,LightGBM,395282.74454545457,582.5489028747454
All,LightGBM,402501.4454545455,582.5489028747454
All,LightGBM,409720.1463636364,582.5489028747454
All,LightGBM,416938.84727272735,582.5489028747454
All,LightGBM,424157.5481818182,582.5489028747454
All,LightGBM,431376.24909090914,582.5489028747454
All,LightGBM,438594.95000000007,582.5489028747454
All,LightGBM,445813.65090909094,582.5489028747454
All,LightGBM,453032.35181818187,582.5489028747454
All,LightGBM,460251.0527272728,582.5489028747454
All,LightGBM,467469.75363636366,582.5489028747454
All,LightGBM,474688.4545454546,582.5489028747454
All,LightGBM,481907.1554545455,582.5489028747454
All,LightGBM,489125.85636363644,582.5489028747454
All,LightGBM,496344.5572727273,582.5489028747454
All,LightGBM,503563.25818181824,582.5489028747454
All,LightGBM,510781.95909090916,582.5489028747454
All,LightGBM,518000.66000000003,586.8957789539179
All,LightGBM,525219.360909091,586.8957789539179
All,LightGBM,532438.0618181819,586.8957789539179
All,LightGBM,539656.7627272728,586.8957789539179
All,LightGBM,546875.4636363636,594.8356059424907
All,LightGBM,554094.1645454546,594.8356059424907
All,LightGBM,561312.8654545455,594.8356059424907
All,LightGBM,568531.5663636364,602.0197561874072
All,LightGBM,575750.2672727273,602.0197561874072
All,LightGBM,582968.9681818183,595.0573945789994
All,LightGBM,590187.6690909092,595.0573945789994
All,LightGBM,597406.3700000001,599.9388624698364
All,LightGBM,604625.0709090909,599.9388624698364
All,LightGBM,611843.7718181818,599.9388624698364
All,LightGBM,619062.4727272728,599.9388624698364
All,LightGBM,626281.1736363637,599.9800946002117
All,LightGBM,633499.8745454546,599.9800946002117
All,LightGBM,640718.5754545456,599.9800946002117
All,LightGBM,647937.2763636365,599.9800946002117
All,LightGBM,655155.9772727273,633.4817664370174
All,LightGBM,662374.6781818182,633.4817664370174
All,LightGBM,669593.3790909091,643.3794117726022
All,LightGBM,676812.0800000001,643.3794117726022
All,LightGBM,684030.780909091,643.3965115980425
All,LightGBM,691249.4818181819,643.3965115980425
All,LightGBM,698468.1827272727,646.7865138601283
All,LightGBM,705686.8836363637,646.7865138601283
All,LightGBM,712905.5845454546,646.7865138601283
All,LightGBM,720124.2854545455,656.9057154486414
All,LightGBM,727342.9863636364,656.9057154486414
All,LightGBM,734561.6872727274,656.9057154486414
All,LightGBM,741780.3881818183,657.2930315584002
All,LightGBM,748999.0890909091,657.2930315584002
All,LightGBM,756217.79,681.7618436758206
All,XGBoost,41566.4,588.423095703125
All,XGBoost,48785.100909090914,588.423095703125
All,XGBoost,56003.80181818182,588.423095703125
All,XGBoost,63222.50272727273,588.423095703125
All,XGBoost,70441.20363636364,588.423095703125
All,XGBoost,77659.90454545454,588.423095703125
All,XGBoost,84878.60545454547,587.727294921875
All,XGBoost,92097.30636363637,587.727294921875
All,XGBoost,99316.00727272728,587.727294921875
All,XGBoost,106534.70818181819,587.727294921875
All,XGBoost,113753.40909090909,587.727294921875
All,XGBoost,120972.11000000002,587.727294921875
All,XGBoost,128190.81090909091,587.727294921875
All,XGBoost,135409.51181818184,596.27587890625
All,XGBoost,142628.21272727274,597.721435546875
All,XGBoost,149846.91363636364,597.721435546875
All,XGBoost,157065.61454545456,598.2787475585938
All,XGBoost,164284.31545454546,598.2787475585938
All,XGBoost,171503.0163636364,598.2787475585938
All,XGBoost,178721.71727272728,598.0419311523438
All,XGBoost,185940.41818181818,598.0419311523438
All,XGBoost,193159.1190909091,598.0419311523438
All,XGBoost,200377.82,598.3141479492188
All,XGBoost,207596.5209090909,600.0506591796875
All,XGBoost,214815.22181818183,600.0506591796875
All,XGBoost,222033.92272727273,600.0506591796875
All,XGBoost,229252.62363636366,606.3672485351562
All,XGBoost,236471.32454545455,606.3672485351562
All,XGBoost,243690.02545454545,593.884521484375
All,XGBoost,250908.72636363638,593.9173583984375
All,XGBoost,258127.42727272728,599.3796997070312
All,XGBoost,265346.12818181823,599.3796997070312
All,XGBoost,272564.8290909091,597.963623046875
All,XGBoost,279783.53,597.8880004882812
All,XGBoost,287002.23090909095,597.8880004882812
All,XGBoost,294220.9318181818,597.8880004882812
All,XGBoost,301439.63272727275,597.8880004882812
All,XGBoost,308658.3336363637,601.001708984375
All,XGBoost,315877.0345454546,604.1036376953125
All,XGBoost,323095.7354545455,604.1036376953125
All,XGBoost,330314.4363636364,604.1036376953125
All,XGBoost,337533.1372727273,604.1036376953125
All,XGBoost,344751.83818181825,604.1036376953125
All,XGBoost,351970.5390909091,604.1036376953125
All,XGBoost,359189.24000000005,604.1036376953125
All,XGBoost,366407.940909091,604.1036376953125
All,XGBoost,373626.64181818184,604.1036376953125
All,XGBoost,380845.3427272728,604.1036376953125
All,XGBoost,388064.0436363637,604.3701171875
All,XGBoost,395282.74454545457,604.3701171875
All,XGBoost,402501.4454545455,604.3701171875
All,XGBoost,409720.1463636364,604.3701171875
All,XGBoost,416938.84727272735,604.3701171875
All,XGBoost,424157.5481818182,604.3701171875
All,XGBoost,431376.24909090914,604.3701171875
All,XGBoost,438594.95000000007,604.3701171875
All,XGBoost,445813.65090909094,604.3701171875
All,XGBoost,453032.35181818187,604.3701171875
All,XGBoost,460251.0527272728,604.3701171875
All,XGBoost,467469.75363636366,604.3701171875
All,XGBoost,474688.4545454546,604.3701171875
All,XGBoost,481907.1554545455,604.3701171875
All,XGBoost,489125.85636363644,604.3701171875
All,XGBoost,496344.5572727273,604.3701171875
All,XGBoost,503563.25818181824,604.21435546875
All,XGBoost,510781.95909090916,604.21435546875
All,XGBoost,518000.66000000003,604.21435546875
All,XGBoost,525219.360909091,604.21435546875
All,XGBoost,532438.0618181819,604.298583984375
All,XGBoost,539656.7627272728,604.298583984375
All,XGBoost,546875.4636363636,604.298583984375
All,XGBoost,554094.1645454546,604.298583984375
All,XGBoost,561312.8654545455,605.55078125
All,XGBoost,568531.5663636364,605.55078125
All,XGBoost,575750.2672727273,605.55078125
All,XGBoost,582968.9681818183,607.7837524414062
All,XGBoost,590187.6690909092,606.5806274414062
All,XGBoost,597406.3700000001,612.78759765625
All,XGBoost,604625.0709090909,612.78759765625
All,XGBoost,611843.7718181818,612.78759765625
All,XGBoost,619062.4727272728,612.78759765625
All,XGBoost,626281.1736363637,612.78759765625
All,XGBoost,633499.8745454546,612.78759765625
All,XGBoost,640718.5754545456,612.78759765625
All,XGBoost,647937.2763636365,612.78759765625
All,XGBoost,655155.9772727273,626.7583618164062
All,XGBoost,662374.6781818182,626.7583618164062
All,XGBoost,669593.3790909091,626.7583618164062
All,XGBoost,676812.0800000001,641.0709838867188
All,XGBoost,684030.780909091,641.0709838867188
All,XGBoost,691249.4818181819,641.0709838867188
All,XGBoost,698468.1827272727,641.050537109375
All,XGBoost,705686.8836363637,646.6114501953125
All,XGBoost,712905.5845454546,646.6114501953125
All,XGBoost,720124.2854545455,646.6114501953125
All,XGBoost,727342.9863636364,646.6114501953125
All,XGBoost,734561.6872727274,650.7093505859375
All,XGBoost,741780.3881818183,650.7093505859375
All,XGBoost,748999.0890909091,656.1209106445312
All,XGBoost,756217.79,655.7832641601562
Mornings,CatBoost,41566.4,673.6600285362072
Mornings,CatBoost,48785.100909090914,673.6600285362072
Mornings,CatBoost,56003.80181818182,673.6600285362072
Mornings,CatBoost,63222.50272727273,673.6600285362072
Mornings,CatBoost,70441.20363636364,673.6600285362072
Mornings,CatBoost,77659.90454545454,673.6600285362072
Mornings,CatBoost,84878.60545454547,673.6600285362072
Mornings,CatBoost,92097.30636363637,673.6600285362072
Mornings,CatBoost,99316.00727272728,676.3756317699749
Mornings,CatBoost,106534.70818181819,676.3756317699749
Mornings,CatBoost,113753.40909090909,676.3756317699749
Mornings,CatBoost,120972.11000000002,716.4879120808223
Mornings,CatBoost,128190.81090909091,716.4879120808223
Mornings,CatBoost,135409.51181818184,716.4879120808223
Mornings,CatBoost,142628.21272727274,716.4879120808223
Mornings,CatBoost,149846.91363636364,716.4879120808223
Mornings,CatBoost,157065.61454545456,716.4879120808223
Mornings,CatBoost,164284.31545454546,716.4879120808223
Mornings,CatBoost,171503.0163636364,716.4879120808223
Mornings,CatBoost,178721.71727272728,716.4879120808223
Mornings,CatBoost,185940.41818181818,716.4879120808223
Mornings,CatBoost,193159.1190909091,716.4879120808223
Mornings,CatBoost,200377.82,716.4879120808223
Mornings,CatBoost,207596.5209090909,716.3012913550359
Mornings,CatBoost,214815.22181818183,716.3012913550359
Mornings,CatBoost,222033.92272727273,716.3012913550359
Mornings,CatBoost,229252.62363636366,715.2017381090598
Mornings,CatBoost,236471.32454545455,715.2017381090598
Mornings,CatBoost,243690.02545454545,715.2017381090598
Mornings,CatBoost,250908.72636363638,715.2017381090598
Mornings,CatBoost,258127.42727272728,715.4085306466358
Mornings,CatBoost,265346.12818181823,715.4085306466358
Mornings,CatBoost,272564.8290909091,715.4085306466358
Mornings,CatBoost,279783.53,715.0863882984999
Mornings,CatBoost,287002.23090909095,715.0863882984999
Mornings,CatBoost,294220.9318181818,715.0863882984999
Mornings,CatBoost,301439.63272727275,715.0863882984999
Mornings,CatBoost,308658.3336363637,715.0516538278439
Mornings,CatBoost,315877.0345454546,715.0516538278439
Mornings,CatBoost,323095.7354545455,715.0516538278439
Mornings,CatBoost,330314.4363636364,715.0516538278439
Mornings,CatBoost,337533.1372727273,715.0516538278439
Mornings,CatBoost,344751.83818181825,715.0516538278439
Mornings,CatBoost,351970.5390909091,715.3489191925149
Mornings,CatBoost,359189.24000000005,715.3489191925149
Mornings,CatBoost,366407.940909091,715.3489191925149
Mornings,CatBoost,373626.64181818184,715.3489191925149
Mornings,CatBoost,380845.3427272728,715.3489191925149
Mornings,CatBoost,388064.0436363637,715.3489191925149
Mornings,CatBoost,395282.74454545457,715.3489191925149
Mornings,CatBoost,402501.4454545455,715.3489191925149
Mornings,CatBoost,409720.1463636364,715.3489191925149
Mornings,CatBoost,416938.84727272735,715.3489191925149
Mornings,CatBoost,424157.5481818182,715.3489191925149
Mornings,CatBoost,431376.24909090914,715.3489191925149
Mornings,CatBoost,438594.95000000007,715.3489191925149
Mornings,CatBoost,445813.65090909094,715.6585401289931
Mornings,CatBoost,453032.35181818187,715.6585401289931
Mornings,CatBoost,460251.0527272728,715.6585401289931
Mornings,CatBoost,467469.75363636366,715.6585401289931
Mornings,CatBoost,474688.4545454546,715.6585401289931
Mornings,CatBoost,481907.1554545455,715.6585401289931
Mornings,CatBoost,489125.85636363644,715.6585401289931
Mornings,CatBoost,496344.5572727273,715.6585401289931
Mornings,CatBoost,503563.25818181824,715.6585401289931
Mornings,CatBoost,510781.95909090916,715.6585401289931
Mornings,CatBoost,518000.66000000003,726.1617562008904
Mornings,CatBoost,525219.360909091,726.1617562008904
Mornings,CatBoost,532438.0618181819,726.1617562008904
Mornings,CatBoost,539656.7627272728,726.1617562008904
Mornings,CatBoost,546875.4636363636,728.2427873569718
Mornings,CatBoost,554094.1645454546,728.2427873569718
Mornings,CatBoost,561312.8654545455,728.2427873569718
Mornings,CatBoost,568531.5663636364,756.2177200676015
Mornings,CatBoost,575750.2672727273,756.2177200676015
Mornings,CatBoost,582968.9681818183,757.599896346557
Mornings,CatBoost,590187.6690909092,757.599896346557
Mornings,CatBoost,597406.3700000001,788.3950882890666
Mornings,CatBoost,604625.0709090909,788.3950882890666
Mornings,CatBoost,611843.7718181818,788.3950882890666
Mornings,CatBoost,619062.4727272728,788.3950882890666
Mornings,CatBoost,626281.1736363637,796.4191662318617
Mornings,CatBoost,633499.8745454546,796.4191662318617
Mornings,CatBoost,640718.5754545456,796.4191662318617
Mornings,CatBoost,647937.2763636365,796.4191662318617
Mornings,CatBoost,655155.9772727273,799.7489063053948
Mornings,CatBoost,662374.6781818182,799.7489063053948
Mornings,CatBoost,669593.3790909091,804.9930365712918
Mornings,CatBoost,676812.0800000001,804.9930365712918
Mornings,CatBoost,684030.780909091,805.1628621336002
Mornings,CatBoost,691249.4818181819,805.1628621336002
Mornings,CatBoost,698468.1827272727,806.2971125338935
Mornings,CatBoost,705686.8836363637,806.2971125338935
Mornings,CatBoost,712905.5845454546,806.2971125338935
Mornings,CatBoost,720124.2854545455,808.1801200748729
Mornings,CatBoost,727342.9863636364,808.1801200748729
Mornings,CatBoost,734561.6872727274,808.1801200748729
Mornings,CatBoost,741780.3881818183,812.3004277631622
Mornings,CatBoost,748999.0890909091,812.3004277631622
Mornings,CatBoost,756217.79,823.269851650095
Mornings,LightGBM,41566.4,637.7104597564255
Mornings,LightGBM,48785.100909090914,637.7104597564255
Mornings,LightGBM,56003.80181818182,637.7104597564255
Mornings,LightGBM,63222.50272727273,637.7104597564255
Mornings,LightGBM,70441.20363636364,637.7104597564255
Mornings,LightGBM,77659.90454545454,637.7104597564255
Mornings,LightGBM,84878.60545454547,640.866922208817
Mornings,LightGBM,92097.30636363637,640.866922208817
Mornings,LightGBM,99316.00727272728,640.866922208817
Mornings,LightGBM,106534.70818181819,640.866922208817
Mornings,LightGBM,113753.40909090909,640.866922208817
Mornings,LightGBM,120972.11000000002,640.866922208817
Mornings,LightGBM,128190.81090909091,639.9529202032395
Mornings,LightGBM,135409.51181818184,639.9529202032395
Mornings,LightGBM,142628.21272727274,639.9529202032395
Mornings,LightGBM,149846.91363636364,639.9529202032395
Mornings,LightGBM,157065.61454545456,639.9529202032395
Mornings,LightGBM,164284.31545454546,639.9529202032395
Mornings,LightGBM,171503.0163636364,639.9529202032395
Mornings,LightGBM,178721.71727272728,639.975033694558
Mornings,LightGBM,185940.41818181818,639.9746131054192
Mornings,LightGBM,193159.1190909091,639.9746131054192
Mornings,LightGBM,200377.82,643.1051909117747
Mornings,LightGBM,207596.5209090909,647.5272445636925
Mornings,LightGBM,214815.22181818183,647.5272445636925
Mornings,LightGBM,222033.92272727273,647.5272445636925
Mornings,LightGBM,229252.62363636366,646.1096744959684
Mornings,LightGBM,236471.32454545455,645.7312342398261
Mornings,LightGBM,243690.02545454545,645.6718749233715
Mornings,LightGBM,250908.72636363638,645.6718749233715
Mornings,LightGBM,258127.42727272728,656.9067070131181
Mornings,LightGBM,265346.12818181823,657.8672800888203
Mornings,LightGBM,272564.8290909091,657.8672800888203
Mornings,LightGBM,279783.53,659.0064313345043
Mornings,LightGBM,287002.23090909095,659.0064313345043
Mornings,LightGBM,294220.9318181818,659.0064313345043
Mornings,LightGBM,301439.63272727275,659.0064313345043
Mornings,LightGBM,308658.3336363637,659.0951035276945
Mornings,LightGBM,315877.0345454546,659.0951035276945
Mornings,LightGBM,323095.7354545455,659.0951035276945
Mornings,LightGBM,330314.4363636364,659.0951035276945
Mornings,LightGBM,337533.1372727273,659.0951035276945
Mornings,LightGBM,344751.83818181825,659.0951035276945
Mornings,LightGBM,351970.5390909091,659.0951035276945
Mornings,LightGBM,359189.24000000005,659.0951035276945
Mornings,LightGBM,366407.940909091,659.0951035276945
Mornings,LightGBM,373626.64181818184,659.0951035276945
Mornings,LightGBM,380845.3427272728,659.0951035276945
Mornings,LightGBM,388064.0436363637,659.0951035276945
Mornings,LightGBM,395282.74454545457,659.0951035276945
Mornings,LightGBM,402501.4454545455,659.0951035276945
Mornings,LightGBM,409720.1463636364,659.0951035276945
Mornings,LightGBM,416938.84727272735,659.0951035276945
Mornings,LightGBM,424157.5481818182,659.0951035276945
Mornings,LightGBM,431376.24909090914,659.0951035276945
Mornings,LightGBM,438594.95000000007,659.0951035276945
Mornings,LightGBM,445813.65090909094,658.9578136349244
Mornings,LightGBM,453032.35181818187,658.9578136349244
Mornings,LightGBM,460251.0527272728,658.9578136349244
Mornings,LightGBM,467469.75363636366,658.9578136349244
Mornings,LightGBM,474688.4545454546,658.9578136349244
Mornings,LightGBM,481907.1554545455,658.9578136349244
Mornings,LightGBM,489125.85636363644,658.9578136349244
Mornings,LightGBM,496344.5572727273,658.9578136349244
Mornings,LightGBM,503563.25818181824,658.9578136349244
Mornings,LightGBM,510781.95909090916,658.9578136349244
Mornings,LightGBM,518000.66000000003,660.2705857505617
Mornings,LightGBM,525219.360909091,660.2705857505617
Mornings,LightGBM,532438.0618181819,660.2705857505617
Mornings,LightGBM,539656.7627272728,660.2705857505617
Mornings,LightGBM,546875.4636363636,660.3010731558495
Mornings,LightGBM,554094.1645454546,660.3010731558495
Mornings,LightGBM,561312.8654545455,660.3010731558495
Mornings,LightGBM,568531.5663636364,661.1982141716603
Mornings,LightGBM,575750.2672727273,661.1982141716603
Mornings,LightGBM,582968.9681818183,661.3556062851886
Mornings,LightGBM,590187.6690909092,661.3556062851886
Mornings,LightGBM,597406.3700000001,737.4586412858976
Mornings,LightGBM,604625.0709090909,737.4586412858976
Mornings,LightGBM,611843.7718181818,737.4586412858976
Mornings,LightGBM,619062.4727272728,737.4586412858976
Mornings,LightGBM,626281.1736363637,737.449326489452
Mornings,LightGBM,633499.8745454546,737.449326489452
Mornings,LightGBM,640718.5754545456,737.449326489452
Mornings,LightGBM,647937.2763636365,737.449326489452
Mornings,LightGBM,655155.9772727273,804.5572690478009
Mornings,LightGBM,662374.6781818182,804.5572690478009
Mornings,LightGBM,669593.3790909091,804.839948098004
Mornings,LightGBM,676812.0800000001,804.839948098004
Mornings,LightGBM,684030.780909091,804.839948098004
Mornings,LightGBM,691249.4818181819,804.839948098004
Mornings,LightGBM,698468.1827272727,817.8079395226022
Mornings,LightGBM,705686.8836363637,817.8079395226022
Mornings,LightGBM,712905.5845454546,817.8079395226022
Mornings,LightGBM,720124.2854545455,817.8079395226022
Mornings,LightGBM,727342.9863636364,817.8079395226022
Mornings,LightGBM,734561.6872727274,817.8079395226022
Mornings,LightGBM,741780.3881818183,817.7075720716579
Mornings,LightGBM,748999.0890909091,817.7075720716579
Mornings,LightGBM,756217.79,813.5118205418336
Mornings,XGBoost,41566.4,637.3768310546875
Mornings,XGBoost,48785.100909090914,637.3768310546875
Mornings,XGBoost,56003.80181818182,637.3768310546875
Mornings,XGBoost,63222.50272727273,637.3768310546875
Mornings,XGBoost,70441.20363636364,637.3768310546875
Mornings,XGBoost,77659.90454545454,637.3768310546875
Mornings,XGBoost,84878.60545454547,637.8306884765625
Mornings,XGBoost,92097.30636363637,637.8306884765625
Mornings,XGBoost,99316.00727272728,637.8306884765625
Mornings,XGBoost,106534.70818181819,637.8306884765625
Mornings,XGBoost,113753.40909090909,637.8306884765625
Mornings,XGBoost,120972.11000000002,637.8306884765625
Mornings,XGBoost,128190.81090909091,637.8306884765625
Mornings,XGBoost,135409.51181818184,637.7841186523438
Mornings,XGBoost,142628.21272727274,637.7738037109375
Mornings,XGBoost,149846.91363636364,637.7738037109375
Mornings,XGBoost,157065.61454545456,637.7536010742188
Mornings,XGBoost,164284.31545454546,637.7536010742188
Mornings,XGBoost,171503.0163636364,637.7536010742188
Mornings,XGBoost,178721.71727272728,637.7532348632812
Mornings,XGBoost,185940.41818181818,637.7532348632812
Mornings,XGBoost,193159.1190909091,637.7532348632812
Mornings,XGBoost,200377.82,635.9424438476562
Mornings,XGBoost,207596.5209090909,635.232666015625
Mornings,XGBoost,214815.22181818183,635.232666015625
Mornings,XGBoost,222033.92272727273,635.232666015625
Mornings,XGBoost,229252.62363636366,635.0099487304688
Mornings,XGBoost,236471.32454545455,635.8910522460938
Mornings,XGBoost,243690.02545454545,634.9778442382812
Mornings,XGBoost,250908.72636363638,634.9778442382812
Mornings,XGBoost,258127.42727272728,641.6560668945312
Mornings,XGBoost,265346.12818181823,641.6560668945312
Mornings,XGBoost,272564.8290909091,641.6820068359375
Mornings,XGBoost,279783.53,644.4249877929688
Mornings,XGBoost,287002.23090909095,644.4249877929688
Mornings,XGBoost,294220.9318181818,644.4249877929688
Mornings,XGBoost,301439.63272727275,644.4249877929688
Mornings,XGBoost,308658.3336363637,644.6939086914062
Mornings,XGBoost,315877.0345454546,644.9796142578125
Mornings,XGBoost,323095.7354545455,644.9796142578125
Mornings,XGBoost,330314.4363636364,644.9796142578125
Mornings,XGBoost,337533.1372727273,644.9796142578125
Mornings,XGBoost,344751.83818181825,644.9796142578125
Mornings,XGBoost,351970.5390909091,644.9796142578125
Mornings,XGBoost,359189.24000000005,644.9796142578125
Mornings,XGBoost,366407.940909091,644.9796142578125
Mornings,XGBoost,373626.64181818184,644.9796142578125
Mornings,XGBoost,380845.3427272728,644.9796142578125
Mornings,XGBoost,388064.0436363637,644.9796142578125
Mornings,XGBoost,395282.74454545457,644.9796142578125
Mornings,XGBoost,402501.4454545455,644.9796142578125
Mornings,XGBoost,409720.1463636364,644.9796142578125
Mornings,XGBoost,416938.84727272735,644.9796142578125
Mornings,XGBoost,424157.5481818182,644.9796142578125
Mornings,XGBoost,431376.24909090914,644.9796142578125
Mornings,XGBoost,438594.95000000007,644.9796142578125
