Dataset,Model,Temperature,Predicted Value
All,CatBoost,17.627272727272725,603.2427140725011
All,CatBoost,18.030303030303028,602.7043639260552
All,CatBoost,18.433333333333334,601.6637942965356
All,CatBoost,18.836363636363636,601.2848003096765
All,CatBoost,19.23939393939394,601.3662185397069
All,CatBoost,19.64242424242424,601.1015140801372
All,CatBoost,20.045454545454543,601.5069773192631
All,CatBoost,20.448484848484846,602.7966047581205
All,CatBoost,20.85151515151515,598.4267708242611
All,CatBoost,21.254545454545454,598.4267708242611
All,CatBoost,21.657575757575756,591.8105542081345
All,CatBoost,22.06060606060606,591.8105542081345
All,CatBoost,22.46363636363636,591.0204697486346
All,CatBoost,22.866666666666664,590.9972233176925
All,CatBoost,23.26969696969697,590.9972233176925
All,CatBoost,23.672727272727272,590.9972233176925
All,CatBoost,24.075757575757574,590.9972233176925
All,CatBoost,24.478787878787877,590.9972233176925
All,CatBoost,24.88181818181818,575.1480536946461
All,CatBoost,25.28484848484848,575.1480536946461
All,CatBoost,25.687878787878788,574.4752791422061
All,CatBoost,26.09090909090909,574.4752791422061
All,CatBoost,26.493939393939392,574.4752791422061
All,CatBoost,26.896969696969695,574.4752791422061
All,CatBoost,27.299999999999997,548.6161573590991
All,CatBoost,27.703030303030303,546.7537864030987
All,CatBoost,28.106060606060606,546.7537864030987
All,CatBoost,28.509090909090908,546.7537864030987
All,CatBoost,28.91212121212121,546.7537864030987
All,CatBoost,29.315151515151513,546.7537864030987
All,CatBoost,29.718181818181815,546.7537864030987
All,CatBoost,30.12121212121212,545.7967132437046
All,CatBoost,30.524242424242424,545.7967132437046
All,CatBoost,30.927272727272726,545.7967132437046
All,CatBoost,31.33030303030303,531.8283562041549
All,CatBoost,31.73333333333333,531.8283562041549
All,CatBoost,32.13636363636363,531.8283562041549
All,CatBoost,32.53939393939394,531.8283562041549
All,CatBoost,32.942424242424245,532.8674470531801
All,CatBoost,33.345454545454544,530.0732838338457
All,CatBoost,33.74848484848485,530.0732838338457
All,CatBoost,34.151515151515156,523.6607473078799
All,CatBoost,34.554545454545455,523.6607473078799
All,CatBoost,34.95757575757576,501.80967529473344
All,CatBoost,35.36060606060606,501.80967529473344
All,CatBoost,35.763636363636365,513.6850728637136
All,CatBoost,36.16666666666667,513.6850728637136
All,CatBoost,36.56969696969697,513.6850728637136
All,CatBoost,36.972727272727276,542.8392581078906
All,CatBoost,37.375757575757575,542.8392581078906
All,CatBoost,37.77878787878788,542.8392581078906
All,CatBoost,38.18181818181818,542.8392581078906
All,CatBoost,38.584848484848486,542.8392581078906
All,CatBoost,38.98787878787879,542.8392581078906
All,CatBoost,39.39090909090909,542.8392581078906
All,CatBoost,39.7939393939394,542.8392581078906
All,CatBoost,40.196969696969695,542.8392581078906
All,CatBoost,40.6,542.8392581078906
All,XGBoost,0.7,581.9360961914062
All,XGBoost,1.103030303030303,581.9360961914062
All,XGBoost,1.5060606060606059,581.9360961914062
All,XGBoost,1.909090909090909,581.9360961914062
All,XGBoost,2.312121212121212,581.9360961914062
All,XGBoost,2.715151515151515,581.9360961914062
All,XGBoost,3.118181818181818,581.9360961914062
