Dataset,Model,5 Tree density,Predicted Value
All,CatBoost,0.2674290794502403,562.5083394119255
All,CatBoost,0.2699268633447887,562.5083394119255
All,CatBoost,0.2724246472393371,562.5083394119255
All,LightGBM,0.0251440416790435,676.1073140625706
All,LightGBM,0.027641825573591922,676.1073140625706
All,LightGBM,0.030139609468140344,676.1073140625706
All,LightGBM,0.03263739336268876,676.4207092924943
All,LightGBM,0.03513517725723718,676.4207092924943
All,LightGBM,0.037632961151785604,676.4207092924943
All,LightGBM,0.04013074504633402,653.1573617325465
All,LightGBM,0.04262852894088244,653.1573617325465
All,LightGBM,0.045126312835430865,625.506357468154
All,LightGBM,0.04762409672997929,625.506357468154
All,LightGBM,0.05012188062452771,618.3116602075366
All,LightGBM,0.052619664519076126,618.3116602075366
All,LightGBM,0.05511744841362455,611.7774044721838
All,LightGBM,0.05761523230817297,611.2207483777457
All,LightGBM,0.06011301620272139,611.4599817618438
All,LightGBM,0.06261080009726981,613.4196737934975
All,LightGBM,0.06510858399181824,612.2401311418009
All,LightGBM,0.06760636788636665,612.2401311418009
All,LightGBM,0.07010415178091507,571.6692624838385
All,LightGBM,0.0726019356754635,572.417780281293
All,LightGBM,0.07509971957001191,572.517174950944
All,LightGBM,0.07759750346456033,578.775824125661
All,LightGBM,0.08009528735910876,581.7502381990041
All,LightGBM,0.08259307125365717,575.2937919558324
All,LightGBM,0.0850908551482056,575.3393396336287
All,LightGBM,0.08758863904275402,564.8552650742638
All,LightGBM,0.09008642293730243,562.9726733252819
All,LightGBM,0.09258420683185087,539.8732037084227
All,LightGBM,0.09508199072639928,539.8732037084227
All,LightGBM,0.09757977462094769,540.8335975925902
All,LightGBM,0.10007755851549613,536.0076757188004
All,LightGBM,0.10257534241004454,535.9496233404711
All,LightGBM,0.10507312630459295,535.9496233404711
All,LightGBM,0.10757091019914139,535.9496233404711
All,LightGBM,0.1100686940936898,535.9496233404711
All,LightGBM,0.11256647798823821,537.1118077086577
All,LightGBM,0.11506426188278665,537.1118077086577
All,LightGBM,0.11756204577733506,537.1118077086577
All,LightGBM,0.12005982967188347,537.1118077086577
All,LightGBM,0.12255761356643191,537.0358242870205
All,LightGBM,0.12505539746098032,537.0358242870205
All,LightGBM,0.12755318135552873,536.7217356419352
All,LightGBM,0.13005096525007717,536.7217356419352
All,LightGBM,0.13254874914462558,539.7484942196322
All,LightGBM,0.135046533039174,539.7484942196322
All,LightGBM,0.13754431693372243,539.7484942196322
All,LightGBM,0.14004210082827084,539.7484942196322
All,LightGBM,0.14253988472281925,587.7378815678198
All,LightGBM,0.1450376686173677,587.7378815678198
All,LightGBM,0.1475354525119161,587.7378815678198
All,LightGBM,0.15003323640646452,587.7378815678198
All,LightGBM,0.15253102030101295,587.7378815678198
All,LightGBM,0.15502880419556136,587.7378815678198
All,LightGBM,0.15752658809010978,587.7378815678198
All,LightGBM,0.16002437198465821,587.7378815678198
All,LightGBM,0.16252215587920663,587.7378815678198
All,LightGBM,0.16501993977375504,589.5374004226652
All,LightGBM,0.16751772366830348,589.5374004226652
All,LightGBM,0.1700155075628519,589.5374004226652
All,LightGBM,0.1725132914574003,589.5374004226652
All,LightGBM,0.17501107535194874,589.5374004226652
All,LightGBM,0.17750885924649715,589.5374004226652
All,LightGBM,0.18000664314104556,589.5374004226652
All,LightGBM,0.182504427035594,589.5374004226652
All,LightGBM,0.1850022109301424,589.5374004226652
All,LightGBM,0.18749999482469082,589.5374004226652
All,LightGBM,0.18999777871923926,589.5374004226652
All,LightGBM,0.19249556261378767,589.5374004226652
All,LightGBM,0.19499334650833608,589.5374004226652
All,LightGBM,0.19749113040288452,589.5374004226652
All,LightGBM,0.19998891429743293,589.5374004226652
All,LightGBM,0.20248669819198134,589.5374004226652
All,LightGBM,0.20498448208652978,589.5374004226652
All,LightGBM,0.2074822659810782,589.5374004226652
All,LightGBM,0.2099800498756266,589.5374004226652
All,LightGBM,0.21247783377017504,589.5374004226652
All,LightGBM,0.21497561766472345,589.5374004226652
All,LightGBM,0.21747340155927186,589.5374004226652
All,LightGBM,0.2199711854538203,589.5374004226652
All,LightGBM,0.2224689693483687,589.5374004226652
All,LightGBM,0.22496675324291715,589.5374004226652
All,LightGBM,0.22746453713746556,589.5374004226652
All,LightGBM,0.22996232103201397,851.1918413601462
All,LightGBM,0.2324601049265624,851.1918413601462
All,LightGBM,0.23495788882111082,851.1918413601462
All,LightGBM,0.23745567271565923,851.1918413601462
All,LightGBM,0.23995345661020767,851.1918413601462
All,LightGBM,0.24245124050475608,851.1918413601462
All,LightGBM,0.2449490243993045,851.1918413601462
All,LightGBM,0.24744680829385293,851.1918413601462
All,LightGBM,0.24994459218840134,851.1918413601462
All,LightGBM,0.2524423760829498,851.1918413601462
All,LightGBM,0.2549401599774982,851.1918413601462
All,LightGBM,0.2574379438720466,851.1918413601462
All,LightGBM,0.259935727766595,851.1918413601462
All,LightGBM,0.2624335116611435,851.1918413601462
All,LightGBM,0.2649312955556919,851.1918413601462
All,LightGBM,0.2674290794502403,851.1918413601462
All,LightGBM,0.2699268633447887,851.1918413601462
All,LightGBM,0.2724246472393371,851.1918413601462
All,XGBoost,0.0251440416790435,637.3960571289062
All,XGBoost,0.027641825573591922,637.3960571289062
All,XGBoost,0.030139609468140344,637.3960571289062
All,XGBoost,0.03263739336268876,637.3960571289062
All,XGBoost,0.03513517725723718,637.3960571289062
All,XGBoost,0.037632961151785604,640.4622802734375
All,XGBoost,0.04013074504633402,581.3167114257812
All,XGBoost,0.04262852894088244,581.3167114257812
All,XGBoost,0.045126312835430865,581.3167114257812
All,XGBoost,0.04762409672997929,581.3167114257812
All,XGBoost,0.05012188062452771,580.5441284179688
All,XGBoost,0.052619664519076126,580.3719482421875
All,XGBoost,0.05511744841362455,580.3719482421875
All,XGBoost,0.05761523230817297,580.9830322265625
All,XGBoost,0.06011301620272139,581.2049560546875
All,XGBoost,0.06261080009726981,581.0178833007812
All,XGBoost,0.06510858399181824,581.0178833007812
All,XGBoost,0.06760636788636665,581.0178833007812
All,XGBoost,0.07010415178091507,571.7109375
All,XGBoost,0.0726019356754635,575.7144775390625
All,XGBoost,0.07509971957001191,576.1779174804688
All,XGBoost,0.07759750346456033,575.5065307617188
All,XGBoost,0.08009528735910876,584.5236206054688
All,XGBoost,0.08259307125365717,584.074951171875
All,XGBoost,0.0850908551482056,576.3126220703125
All,XGBoost,0.08758863904275402,576.280029296875
All,XGBoost,0.09008642293730243,570.4090576171875
All,XGBoost,0.09258420683185087,553.084716796875
All,XGBoost,0.09508199072639928,553.084716796875
All,XGBoost,0.09757977462094769,551.0011596679688
All,XGBoost,0.10007755851549613,551.0011596679688
All,XGBoost,0.10257534241004454,550.7296142578125
All,XGBoost,0.10507312630459295,550.7296142578125
All,XGBoost,0.10757091019914139,550.7296142578125
All,XGBoost,0.1100686940936898,550.7296142578125
All,XGBoost,0.11256647798823821,550.7296142578125
All,XGBoost,0.11506426188278665,550.7296142578125
All,XGBoost,0.11756204577733506,550.7296142578125
All,XGBoost,0.12005982967188347,550.7296142578125
All,XGBoost,0.12255761356643191,550.9690551757812
All,XGBoost,0.12505539746098032,550.9690551757812
All,XGBoost,0.12755318135552873,550.9690551757812
All,XGBoost,0.13005096525007717,550.9690551757812
All,XGBoost,0.13254874914462558,564.85595703125
All,XGBoost,0.135046533039174,564.85595703125
All,XGBoost,0.13754431693372243,564.85595703125
All,XGBoost,0.14004210082827084,564.85595703125
All,XGBoost,0.14253988472281925,619.469482421875
All,XGBoost,0.1450376686173677,619.469482421875
All,XGBoost,0.1475354525119161,619.469482421875
All,XGBoost,0.15003323640646452,619.469482421875
All,XGBoost,0.15253102030101295,619.469482421875
All,XGBoost,0.15502880419556136,619.469482421875
All,XGBoost,0.15752658809010978,619.469482421875
All,XGBoost,0.16002437198465821,619.469482421875
All,XGBoost,0.16252215587920663,619.469482421875
All,XGBoost,0.16501993977375504,619.469482421875
All,XGBoost,0.16751772366830348,619.469482421875
All,XGBoost,0.1700155075628519,619.469482421875
All,XGBoost,0.1725132914574003,619.469482421875
All,XGBoost,0.17501107535194874,619.469482421875
All,XGBoost,0.17750885924649715,619.469482421875
All,XGBoost,0.18000664314104556,619.469482421875
All,XGBoost,0.182504427035594,619.469482421875
All,XGBoost,0.1850022109301424,619.469482421875
All,XGBoost,0.18749999482469082,619.14990234375
All,XGBoost,0.18999777871923926,619.14990234375
All,XGBoost,0.19249556261378767,619.14990234375
All,XGBoost,0.19499334650833608,619.14990234375
All,XGBoost,0.19749113040288452,619.14990234375
All,XGBoost,0.19998891429743293,619.14990234375
All,XGBoost,0.20248669819198134,619.14990234375
All,XGBoost,0.20498448208652978,619.14990234375
All,XGBoost,0.2074822659810782,619.14990234375
All,XGBoost,0.2099800498756266,619.14990234375
All,XGBoost,0.21247783377017504,619.14990234375
All,XGBoost,0.21497561766472345,619.14990234375
All,XGBoost,0.21747340155927186,619.14990234375
All,XGBoost,0.2199711854538203,619.14990234375
All,XGBoost,0.2224689693483687,619.14990234375
All,XGBoost,0.22496675324291715,619.14990234375
All,XGBoost,0.22746453713746556,619.14990234375
All,XGBoost,0.22996232103201397,619.14990234375
All,XGBoost,0.2324601049265624,619.14990234375
All,XGBoost,0.23495788882111082,619.14990234375
All,XGBoost,0.23745567271565923,619.14990234375
All,XGBoost,0.23995345661020767,619.14990234375
All,XGBoost,0.24245124050475608,619.14990234375
All,XGBoost,0.2449490243993045,619.14990234375
All,XGBoost,0.24744680829385293,619.14990234375
All,XGBoost,0.24994459218840134,619.14990234375
All,XGBoost,0.2524423760829498,619.14990234375
All,XGBoost,0.2549401599774982,619.14990234375
All,XGBoost,0.2574379438720466,619.14990234375
All,XGBoost,0.259935727766595,619.14990234375
All,XGBoost,0.2624335116611435,619.14990234375
All,XGBoost,0.2649312955556919,619.14990234375
All,XGBoost,0.2674290794502403,619.14990234375
All,XGBoost,0.2699268633447887,619.14990234375
All,XGBoost,0.2724246472393371,811.191162109375
Mornings,CatBoost,0.0251440416790435,955.4148791924949
Mornings,CatBoost,0.027641825573591922,955.4148791924949
Mornings,CatBoost,0.030139609468140344,955.4148791924949
Mornings,CatBoost,0.03263739336268876,942.6703129197889
Mornings,CatBoost,0.03513517725723718,942.6703129197889
Mornings,CatBoost,0.037632961151785604,942.6703129197889
Mornings,CatBoost,0.04013074504633402,924.5723332494164
Mornings,CatBoost,0.04262852894088244,924.5723332494164
Mornings,CatBoost,0.045126312835430865,920.2314494503786
Mornings,CatBoost,0.04762409672997929,920.2314494503786
Mornings,CatBoost,0.05012188062452771,881.8817820617911
Mornings,CatBoost,0.052619664519076126,881.8817820617911
Mornings,CatBoost,0.05511744841362455,881.8817820617911
Mornings,CatBoost,0.05761523230817297,882.1857915305495
Mornings,CatBoost,0.06011301620272139,882.2493942952956
Mornings,CatBoost,0.06261080009726981,876.4656958111871
Mornings,CatBoost,0.06510858399181824,876.489374885246
Mornings,CatBoost,0.06760636788636665,876.489374885246
Mornings,CatBoost,0.07010415178091507,687.6045793692491
Mornings,CatBoost,0.0726019356754635,687.6045793692491
Mornings,CatBoost,0.07509971957001191,688.8298880871002
Mornings,CatBoost,0.07759750346456033,687.092877282244
Mornings,CatBoost,0.08009528735910876,687.092877282244
Mornings,CatBoost,0.08259307125365717,687.3052517402465
Mornings,CatBoost,0.0850908551482056,684.456233017521
Mornings,CatBoost,0.08758863904275402,683.0565852369416
Mornings,CatBoost,0.09008642293730243,680.6634426339778
Mornings,CatBoost,0.09258420683185087,680.1554882946785
Mornings,CatBoost,0.09508199072639928,680.1554882946785
Mornings,CatBoost,0.09757977462094769,680.1554882946785
Mornings,CatBoost,0.10007755851549613,680.1554882946785
Mornings,CatBoost,0.10257534241004454,680.1554882946785
Mornings,CatBoost,0.10507312630459295,680.1554882946785
Mornings,CatBoost,0.10757091019914139,680.1554882946785
Mornings,CatBoost,0.1100686940936898,680.1554882946785
Mornings,CatBoost,0.11256647798823821,680.1554882946785
Mornings,CatBoost,0.11506426188278665,680.1554882946785
Mornings,CatBoost,0.11756204577733506,680.1554882946785
Mornings,CatBoost,0.12005982967188347,680.1554882946785
Mornings,CatBoost,0.12255761356643191,680.1554882946785
Mornings,CatBoost,0.12505539746098032,680.1554882946785
Mornings,CatBoost,0.12755318135552873,680.0769079316866
Mornings,CatBoost,0.13005096525007717,680.0769079316866
Mornings,CatBoost,0.13254874914462558,680.0769079316866
Mornings,CatBoost,0.135046533039174,680.0769079316866
Mornings,CatBoost,0.13754431693372243,680.0769079316866
Mornings,CatBoost,0.14004210082827084,680.0769079316866
Mornings,CatBoost,0.14253988472281925,680.3180994750687
Mornings,CatBoost,0.1450376686173677,680.3180994750687
Mornings,CatBoost,0.1475354525119161,680.3180994750687
Mornings,CatBoost,0.15003323640646452,680.3180994750687
Mornings,CatBoost,0.15253102030101295,680.3180994750687
Mornings,CatBoost,0.15502880419556136,680.3180994750687
Mornings,CatBoost,0.15752658809010978,680.3180994750687
Mornings,CatBoost,0.16002437198465821,680.3180994750687
Mornings,CatBoost,0.16252215587920663,680.3180994750687
Mornings,CatBoost,0.16501993977375504,679.2040154594933
Mornings,CatBoost,0.16751772366830348,679.2040154594933
Mornings,CatBoost,0.1700155075628519,679.2040154594933
Mornings,CatBoost,0.1725132914574003,679.2040154594933
Mornings,CatBoost,0.17501107535194874,679.2040154594933
Mornings,CatBoost,0.17750885924649715,679.2040154594933
Mornings,CatBoost,0.18000664314104556,679.2040154594933
Mornings,CatBoost,0.182504427035594,679.2040154594933
Mornings,CatBoost,0.1850022109301424,679.2040154594933
Mornings,CatBoost,0.18749999482469082,679.2040154594933
Mornings,CatBoost,0.18999777871923926,679.2040154594933
Mornings,CatBoost,0.19249556261378767,679.2040154594933
Mornings,CatBoost,0.19499334650833608,679.2040154594933
Mornings,CatBoost,0.19749113040288452,679.2040154594933
Mornings,CatBoost,0.19998891429743293,679.2040154594933
Mornings,CatBoost,0.20248669819198134,679.2040154594933
Mornings,CatBoost,0.20498448208652978,679.2040154594933
Mornings,CatBoost,0.2074822659810782,679.2040154594933
Mornings,CatBoost,0.2099800498756266,679.2040154594933
Mornings,CatBoost,0.21247783377017504,679.2040154594933
Mornings,CatBoost,0.21497561766472345,679.2040154594933
Mornings,CatBoost,0.21747340155927186,679.2040154594933
Mornings,CatBoost,0.2199711854538203,679.2040154594933
Mornings,CatBoost,0.2224689693483687,679.2040154594933
Mornings,CatBoost,0.22496675324291715,679.2040154594933
Mornings,CatBoost,0.22746453713746556,679.2040154594933
Mornings,CatBoost,0.22996232103201397,679.8818520113738
Mornings,CatBoost,0.2324601049265624,679.8818520113738
Mornings,CatBoost,0.23495788882111082,679.8818520113738
Mornings,CatBoost,0.23745567271565923,679.8818520113738
Mornings,CatBoost,0.23995345661020767,679.8818520113738
Mornings,CatBoost,0.24245124050475608,679.8818520113738
Mornings,CatBoost,0.2449490243993045,679.8818520113738
Mornings,CatBoost,0.24744680829385293,679.8818520113738
Mornings,CatBoost,0.24994459218840134,679.8818520113738
Mornings,CatBoost,0.2524423760829498,679.8818520113738
Mornings,CatBoost,0.2549401599774982,679.8818520113738
Mornings,CatBoost,0.2574379438720466,679.8818520113738
Mornings,CatBoost,0.259935727766595,679.8818520113738
Mornings,CatBoost,0.2624335116611435,679.8818520113738
Mornings,CatBoost,0.2649312955556919,679.8818520113738
Mornings,CatBoost,0.2674290794502403,679.8818520113738
Mornings,CatBoost,0.2699268633447887,679.8818520113738
Mornings,CatBoost,0.2724246472393371,679.8818520113738
Mornings,LightGBM,0.0251440416790435,1102.5725835603819
Mornings,LightGBM,0.027641825573591922,1102.5725835603819
Mornings,LightGBM,0.030139609468140344,1102.5725835603819
Mornings,LightGBM,0.03263739336268876,1103.3804573391988
Mornings,LightGBM,0.03513517725723718,1103.3804573391988
Mornings,LightGBM,0.037632961151785604,1103.3804573391988
Mornings,LightGBM,0.04013074504633402,1103.4843277748903
Mornings,LightGBM,0.04262852894088244,1103.4843277748903
Mornings,LightGBM,0.045126312835430865,1093.9421527754932
Mornings,LightGBM,0.04762409672997929,1093.9421527754932
Mornings,LightGBM,0.05012188062452771,1058.0108885004158
Mornings,LightGBM,0.052619664519076126,1058.0108885004158
Mornings,LightGBM,0.05511744841362455,1057.9912078512366
Mornings,LightGBM,0.05761523230817297,1024.353661874882
Mornings,LightGBM,0.06011301620272139,1019.9198681545182
Mornings,LightGBM,0.06261080009726981,1020.1249218507987
Mornings,LightGBM,0.06510858399181824,1020.2220503192543
Mornings,LightGBM,0.06760636788636665,1020.2220503192543
Mornings,LightGBM,0.07010415178091507,616.7051262852667
Mornings,LightGBM,0.0726019356754635,616.7161222539237
Mornings,LightGBM,0.07509971957001191,616.659953624156
Mornings,LightGBM,0.07759750346456033,616.6145239167312
Mornings,LightGBM,0.08009528735910876,616.6145239167312
Mornings,LightGBM,0.08259307125365717,616.7749860878979
Mornings,LightGBM,0.0850908551482056,615.9249492871699
Mornings,LightGBM,0.08758863904275402,615.8860140786672
Mornings,LightGBM,0.09008642293730243,608.985912313329
Mornings,LightGBM,0.09258420683185087,608.7767187209402
Mornings,LightGBM,0.09508199072639928,608.7406086580545
Mornings,LightGBM,0.09757977462094769,608.6673215863697
Mornings,LightGBM,0.10007755851549613,592.35827707419
Mornings,LightGBM,0.10257534241004454,592.35827707419
Mornings,LightGBM,0.10507312630459295,592.35827707419
Mornings,LightGBM,0.10757091019914139,592.35827707419
Mornings,LightGBM,0.1100686940936898,592.35827707419
Mornings,LightGBM,0.11256647798823821,592.35827707419
Mornings,LightGBM,0.11506426188278665,592.35827707419
Mornings,LightGBM,0.11756204577733506,592.35827707419
Mornings,LightGBM,0.12005982967188347,592.35827707419
Mornings,LightGBM,0.12255761356643191,592.35827707419
Mornings,LightGBM,0.12505539746098032,592.35827707419
Mornings,LightGBM,0.12755318135552873,592.3877564923899
Mornings,LightGBM,0.13005096525007717,592.3877564923899
Mornings,LightGBM,0.13254874914462558,592.3877564923899
Mornings,LightGBM,0.135046533039174,592.3877564923899
Mornings,LightGBM,0.13754431693372243,592.3877564923899
Mornings,LightGBM,0.14004210082827084,592.3877564923899
Mornings,LightGBM,0.14253988472281925,593.4624128731755
Mornings,LightGBM,0.1450376686173677,593.4624128731755
Mornings,LightGBM,0.1475354525119161,593.4624128731755
Mornings,LightGBM,0.15003323640646452,593.4624128731755
Mornings,LightGBM,0.15253102030101295,593.4624128731755
Mornings,LightGBM,0.15502880419556136,593.4624128731755
Mornings,LightGBM,0.15752658809010978,593.4624128731755
Mornings,LightGBM,0.16002437198465821,593.4624128731755
Mornings,LightGBM,0.16252215587920663,593.4624128731755
Mornings,LightGBM,0.16501993977375504,593.4624128731755
Mornings,LightGBM,0.16751772366830348,593.4624128731755
Mornings,LightGBM,0.1700155075628519,593.4624128731755
Mornings,LightGBM,0.1725132914574003,593.4624128731755
Mornings,LightGBM,0.17501107535194874,593.4624128731755
Mornings,LightGBM,0.17750885924649715,593.4624128731755
Mornings,LightGBM,0.18000664314104556,593.4624128731755
Mornings,LightGBM,0.182504427035594,593.4624128731755
Mornings,LightGBM,0.1850022109301424,593.4624128731755
Mornings,LightGBM,0.18749999482469082,593.4624128731755
Mornings,LightGBM,0.18999777871923926,593.4624128731755
Mornings,LightGBM,0.19249556261378767,593.4624128731755
Mornings,LightGBM,0.19499334650833608,593.4624128731755
Mornings,LightGBM,0.19749113040288452,593.4624128731755
Mornings,LightGBM,0.19998891429743293,593.4624128731755
Mornings,LightGBM,0.20248669819198134,593.4624128731755
Mornings,LightGBM,0.20498448208652978,593.4624128731755
Mornings,LightGBM,0.2074822659810782,593.4624128731755
Mornings,LightGBM,0.2099800498756266,593.4624128731755
Mornings,LightGBM,0.21247783377017504,593.4624128731755
Mornings,LightGBM,0.21497561766472345,593.4624128731755
Mornings,LightGBM,0.21747340155927186,593.4624128731755
Mornings,LightGBM,0.2199711854538203,593.4624128731755
Mornings,LightGBM,0.2224689693483687,593.4624128731755
Mornings,LightGBM,0.22496675324291715,593.4624128731755
Mornings,LightGBM,0.22746453713746556,593.4624128731755
Mornings,LightGBM,0.22996232103201397,589.8322517701929
Mornings,LightGBM,0.2324601049265624,589.8322517701929
Mornings,LightGBM,0.23495788882111082,589.8322517701929
Mornings,LightGBM,0.23745567271565923,589.8322517701929
Mornings,LightGBM,0.23995345661020767,589.8322517701929
Mornings,LightGBM,0.24245124050475608,589.8322517701929
Mornings,LightGBM,0.2449490243993045,589.8322517701929
Mornings,LightGBM,0.24744680829385293,589.8322517701929
Mornings,LightGBM,0.24994459218840134,589.8322517701929
Mornings,LightGBM,0.2524423760829498,589.8322517701929
Mornings,LightGBM,0.2549401599774982,589.8322517701929
Mornings,LightGBM,0.2574379438720466,589.8322517701929
Mornings,LightGBM,0.259935727766595,589.8322517701929
Mornings,LightGBM,0.2624335116611435,589.8322517701929
Mornings,LightGBM,0.2649312955556919,589.8322517701929
Mornings,LightGBM,0.2674290794502403,589.8322517701929
Mornings,LightGBM,0.2699268633447887,589.8322517701929
Mornings,LightGBM,0.2724246472393371,589.8322517701929
Mornings,XGBoost,0.0251440416790435,1031.96923828125
Mornings,XGBoost,0.027641825573591922,1031.96923828125
Mornings,XGBoost,0.030139609468140344,1031.96923828125
Mornings,XGBoost,0.03263739336268876,1031.96923828125
Mornings,XGBoost,0.03513517725723718,1031.96923828125
Mornings,XGBoost,0.037632961151785604,1029.83203125
Mornings,XGBoost,0.04013074504633402,1030.9134521484375
Mornings,XGBoost,0.04262852894088244,1030.9134521484375
Mornings,XGBoost,0.045126312835430865,1030.9134521484375
Mornings,XGBoost,0.04762409672997929,1030.810302734375
Mornings,XGBoost,0.05012188062452771,1030.778564453125
Mornings,XGBoost,0.052619664519076126,1030.778564453125
Mornings,XGBoost,0.05511744841362455,1030.778564453125
Mornings,XGBoost,0.05761523230817297,1030.8226318359375
Mornings,XGBoost,0.06011301620272139,1030.4034423828125
Mornings,XGBoost,0.06261080009726981,1030.7528076171875
Mornings,XGBoost,0.06510858399181824,1030.7528076171875
Mornings,XGBoost,0.06760636788636665,1030.7528076171875
Mornings,XGBoost,0.07010415178091507,602.77685546875
Mornings,XGBoost,0.0726019356754635,602.9220581054688
Mornings,XGBoost,0.07509971957001191,603.0179443359375
Mornings,XGBoost,0.07759750346456033,603.1591796875
Mornings,XGBoost,0.08009528735910876,603.71435546875
Mornings,XGBoost,0.08259307125365717,603.434814453125
Mornings,XGBoost,0.0850908551482056,602.842529296875
Mornings,XGBoost,0.08758863904275402,603.0767211914062
Mornings,XGBoost,0.09008642293730243,599.605224609375
Mornings,XGBoost,0.09258420683185087,598.528076171875
Mornings,XGBoost,0.09508199072639928,598.528076171875
Mornings,XGBoost,0.09757977462094769,571.644287109375
Mornings,XGBoost,0.10007755851549613,571.644287109375
Mornings,XGBoost,0.10257534241004454,571.644287109375
Mornings,XGBoost,0.10507312630459295,571.644287109375
Mornings,XGBoost,0.10757091019914139,571.644287109375
