Dataset,Model,Building view mean,Predicted Value
Mornings,LightGBM,0.3176262626262623,731.5863543705146
Mornings,LightGBM,0.321337428337428,732.4828362712474
Mornings,LightGBM,0.3250485940485937,732.4828362712474
Mornings,LightGBM,0.32875975975975946,732.4828362712474
Mornings,LightGBM,0.33247092547092516,732.4828362712474
Mornings,LightGBM,0.33618209118209086,732.4828362712474
Mornings,LightGBM,0.33989325689325656,732.4828362712474
Mornings,LightGBM,0.34360442260442225,732.4784185021639
Mornings,LightGBM,0.34731558831558795,732.4784185021639
Mornings,LightGBM,0.3510267540267537,742.2006174603456
Mornings,LightGBM,0.3547379197379194,739.5230440506439
Mornings,LightGBM,0.3584490854490851,739.5230440506439
Mornings,LightGBM,0.3621602511602508,739.5230440506439
Mornings,LightGBM,0.3658714168714165,739.7434407511627
Mornings,LightGBM,0.3695825825825822,739.7434407511627
Mornings,LightGBM,0.37329374829374795,739.7434407511627
Mornings,LightGBM,0.37700491400491365,739.7434407511627
Mornings,LightGBM,0.38071607971607935,790.5381096851157
Mornings,LightGBM,0.38442724542724505,790.5381096851157
Mornings,LightGBM,0.38813841113841074,790.5381096851157
Mornings,LightGBM,0.39184957684957644,790.5381096851157
Mornings,LightGBM,0.3955607425607422,790.3177543151093
Mornings,LightGBM,0.3992719082719079,790.3177543151093
Mornings,LightGBM,0.4029830739830736,790.3177543151093
Mornings,LightGBM,0.4066942396942393,790.3177543151093
Mornings,LightGBM,0.410405405405405,790.3177543151093
Mornings,XGBoost,0.043,707.0722045898438
Mornings,XGBoost,0.0467111657111657,707.0722045898438
Mornings,XGBoost,0.050422331422331414,707.0722045898438
Mornings,XGBoost,0.05413349713349712,707.0722045898438
Mornings,XGBoost,0.057844662844662824,707.0722045898438
Mornings,XGBoost,0.06155582855582853,707.0722045898438
Mornings,XGBoost,0.06526699426699424,707.0722045898438
Mornings,XGBoost,0.06897815997815995,707.0722045898438
Mornings,XGBoost,0.07268932568932565,707.0722045898438
Mornings,XGBoost,0.07640049140049136,707.0722045898438
Mornings,XGBoost,0.08011165711165708,706.2890625
Mornings,XGBoost,0.08382282282282277,706.2890625
Mornings,XGBoost,0.08753398853398849,706.2890625
Mornings,XGBoost,0.0912451542451542,706.2890625
Mornings,XGBoost,0.0949563199563199,706.2890625
Mornings,XGBoost,0.09866748566748561,706.2890625
Mornings,XGBoost,0.10237865137865132,706.2890625
Mornings,XGBoost,0.10608981708981702,706.2890625
Mornings,XGBoost,0.10980098280098273,706.2890625
Mornings,XGBoost,0.11351214851214843,706.8175048828125
Mornings,XGBoost,0.11722331422331414,706.3259887695312
Mornings,XGBoost,0.12093447993447985,706.3259887695312
Mornings,XGBoost,0.12464564564564555,706.3259887695312
Mornings,XGBoost,0.12835681135681126,706.3259887695312
Mornings,XGBoost,0.13206797706797696,705.3739013671875
Mornings,XGBoost,0.13577914277914266,705.3739013671875
Mornings,XGBoost,0.13949030849030838,705.5888061523438
Mornings,XGBoost,0.1432014742014741,705.5888061523438
Mornings,XGBoost,0.1469126399126398,705.5888061523438
Mornings,XGBoost,0.1506238056238055,705.5888061523438
Mornings,XGBoost,0.1543349713349712,705.4150390625
Mornings,XGBoost,0.1580461370461369,705.4150390625
Mornings,XGBoost,0.16175730275730263,705.4150390625
Mornings,XGBoost,0.16546846846846835,705.4150390625
