Dataset,Model,Day,Predicted Value
All,XGBoost,24.636363636363637,597.1590576171875
All,XGBoost,24.93939393939394,597.1590576171875
All,XGBoost,25.242424242424242,586.5111694335938
All,XGBoost,25.545454545454547,586.5111694335938
All,XGBoost,25.848484848484848,586.5111694335938
All,XGBoost,26.151515151515152,602.739013671875
All,XGBoost,26.454545454545457,602.739013671875
All,XGBoost,26.757575757575758,602.739013671875
All,XGBoost,27.060606060606062,593.6214599609375
All,XGBoost,27.363636363636363,593.6214599609375
All,XGBoost,27.666666666666668,593.6214599609375
All,XGBoost,27.96969696969697,593.6214599609375
All,XGBoost,28.272727272727273,587.8993530273438
All,XGBoost,28.575757575757578,587.8993530273438
All,XGBoost,28.87878787878788,587.8993530273438
All,XGBoost,29.181818181818183,585.5523071289062
All,XGBoost,29.484848484848484,585.5523071289062
All,XGBoost,29.78787878787879,585.5523071289062
All,XGBoost,30.090909090909093,584.7684936523438
All,XGBoost,30.393939393939394,584.7684936523438
All,XGBoost,30.6969696969697,584.7684936523438
All,XGBoost,31.0,609.1359252929688
Mornings,CatBoost,1.0,692.9437283281264
Mornings,CatBoost,1.303030303030303,692.9437283281264
Mornings,CatBoost,1.606060606060606,694.7781158291289
Mornings,CatBoost,1.9090909090909092,694.7781158291289
Mornings,CatBoost,2.212121212121212,694.7781158291289
Mornings,CatBoost,2.515151515151515,702.3905199050581
Mornings,CatBoost,2.8181818181818183,702.3905199050581
Mornings,CatBoost,3.121212121212121,702.3905199050581
Mornings,CatBoost,3.4242424242424243,702.3905199050581
Mornings,CatBoost,3.7272727272727275,707.0112207788147
Mornings,CatBoost,4.03030303030303,707.0112207788147
Mornings,CatBoost,4.333333333333334,707.0112207788147
Mornings,CatBoost,4.636363636363637,712.2229380784764
Mornings,CatBoost,4.9393939393939394,712.2229380784764
Mornings,CatBoost,5.242424242424242,712.2229380784764
Mornings,CatBoost,5.545454545454546,718.3600963565569
Mornings,CatBoost,5.848484848484849,718.3600963565569
Mornings,CatBoost,6.151515151515151,718.3600963565569
Mornings,CatBoost,6.454545454545455,718.3600963565569
Mornings,CatBoost,6.757575757575758,719.9338738043691
Mornings,CatBoost,7.0606060606060606,719.9338738043691
Mornings,CatBoost,7.363636363636364,719.9338738043691
Mornings,CatBoost,7.666666666666667,723.4985068595954
Mornings,CatBoost,7.96969696969697,723.4985068595954
Mornings,CatBoost,8.272727272727273,723.4985068595954
Mornings,CatBoost,8.575757575757576,721.2562824668854
Mornings,CatBoost,8.878787878787879,721.2562824668854
Mornings,CatBoost,9.181818181818182,721.2562824668854
Mornings,CatBoost,9.484848484848484,721.2562824668854
Mornings,CatBoost,9.787878787878789,722.6989703426013
Mornings,CatBoost,10.090909090909092,722.6989703426013
Mornings,CatBoost,10.393939393939394,722.6989703426013
Mornings,CatBoost,10.696969696969697,722.0804421333171
Mornings,CatBoost,11.0,722.0804421333171
Mornings,CatBoost,11.303030303030303,722.0804421333171
Mornings,CatBoost,11.606060606060606,722.6585707249094
Mornings,CatBoost,11.90909090909091,722.6585707249094
Mornings,CatBoost,12.212121212121213,722.6585707249094
Mornings,CatBoost,12.515151515151516,723.4251124348079
Mornings,CatBoost,12.818181818181818,723.4251124348079
Mornings,CatBoost,13.121212121212121,723.4251124348079
Mornings,CatBoost,13.424242424242424,723.4251124348079
Mornings,CatBoost,13.727272727272728,726.3969254471219
Mornings,CatBoost,14.030303030303031,726.3969254471219
Mornings,CatBoost,14.333333333333334,726.3969254471219
Mornings,CatBoost,14.636363636363637,727.6021082196362
Mornings,CatBoost,14.93939393939394,727.6021082196362
Mornings,CatBoost,15.242424242424242,727.6021082196362
Mornings,CatBoost,15.545454545454547,728.399478233459
Mornings,CatBoost,15.84848484848485,728.399478233459
Mornings,CatBoost,16.151515151515152,728.399478233459
Mornings,CatBoost,16.454545454545453,728.399478233459
Mornings,CatBoost,16.757575757575758,732.7824266271423
Mornings,CatBoost,17.060606060606062,732.7824266271423
Mornings,CatBoost,17.363636363636363,732.7824266271423
Mornings,CatBoost,17.666666666666668,731.8279361696682
Mornings,CatBoost,17.96969696969697,731.8279361696682
Mornings,CatBoost,18.272727272727273,731.8279361696682
Mornings,CatBoost,18.575757575757578,731.4529613405065
Mornings,CatBoost,18.87878787878788,731.4529613405065
Mornings,CatBoost,19.181818181818183,731.4529613405065
Mornings,CatBoost,19.484848484848484,731.4529613405065
Mornings,CatBoost,19.78787878787879,727.0101256961627
Mornings,CatBoost,20.09090909090909,727.0101256961627
Mornings,CatBoost,20.393939393939394,727.0101256961627
Mornings,CatBoost,20.6969696969697,725.2070340459443
Mornings,CatBoost,21.0,725.2070340459443
Mornings,CatBoost,21.303030303030305,725.2070340459443
Mornings,CatBoost,21.606060606060606,721.5236281953421
Mornings,CatBoost,21.90909090909091,721.5236281953421
Mornings,CatBoost,22.21212121212121,721.5236281953421
Mornings,CatBoost,22.515151515151516,718.0567047829704
Mornings,CatBoost,22.81818181818182,718.0567047829704
Mornings,CatBoost,23.12121212121212,718.0567047829704
Mornings,CatBoost,23.424242424242426,718.0567047829704
Mornings,CatBoost,23.727272727272727,707.296807761278
Mornings,CatBoost,24.03030303030303,707.296807761278
Mornings,CatBoost,24.333333333333336,707.296807761278
Mornings,CatBoost,24.636363636363637,702.5887037071376
Mornings,CatBoost,24.93939393939394,702.5887037071376
Mornings,CatBoost,25.242424242424242,702.5887037071376
Mornings,CatBoost,25.545454545454547,704.4541612296954
Mornings,CatBoost,25.848484848484848,704.4541612296954
Mornings,CatBoost,26.151515151515152,704.4541612296954
Mornings,CatBoost,26.454545454545457,704.4541612296954
Mornings,CatBoost,26.757575757575758,702.8009503176173
Mornings,CatBoost,27.060606060606062,702.8009503176173
Mornings,CatBoost,27.363636363636363,702.8009503176173
Mornings,CatBoost,27.666666666666668,703.1736517834304
Mornings,CatBoost,27.96969696969697,703.1736517834304
Mornings,CatBoost,28.272727272727273,703.1736517834304
Mornings,CatBoost,28.575757575757578,697.0720202001609
Mornings,CatBoost,28.87878787878788,697.0720202001609
Mornings,CatBoost,29.181818181818183,697.0720202001609
Mornings,CatBoost,29.484848484848484,697.0720202001609
Mornings,CatBoost,29.78787878787879,693.1603169840033
Mornings,CatBoost,30.090909090909093,693.1603169840033
Mornings,CatBoost,30.393939393939394,693.1603169840033
Mornings,CatBoost,30.6969696969697,686.5223842516085
Mornings,CatBoost,31.0,686.5223842516085
Mornings,LightGBM,1.0,696.7489721932026
Mornings,LightGBM,1.303030303030303,696.7489721932026
Mornings,LightGBM,1.606060606060606,697.7919318465423
Mornings,LightGBM,1.9090909090909092,697.7919318465423
Mornings,LightGBM,2.212121212121212,697.7919318465423
Mornings,LightGBM,2.515151515151515,703.189952946197
Mornings,LightGBM,2.8181818181818183,703.189952946197
Mornings,LightGBM,3.121212121212121,703.189952946197
Mornings,LightGBM,3.4242424242424243,703.189952946197
Mornings,LightGBM,3.7272727272727275,705.4081133042449
Mornings,LightGBM,4.03030303030303,705.4081133042449
Mornings,LightGBM,4.333333333333334,705.4081133042449
Mornings,LightGBM,4.636363636363637,711.035038840656
Mornings,LightGBM,4.9393939393939394,711.035038840656
Mornings,LightGBM,5.242424242424242,711.035038840656
Mornings,LightGBM,5.545454545454546,716.8289616975812
Mornings,LightGBM,5.848484848484849,716.8289616975812
Mornings,LightGBM,6.151515151515151,716.8289616975812
Mornings,LightGBM,6.454545454545455,716.8289616975812
Mornings,LightGBM,6.757575757575758,719.556922677465
Mornings,LightGBM,7.0606060606060606,719.556922677465
Mornings,LightGBM,7.363636363636364,719.556922677465
Mornings,LightGBM,7.666666666666667,723.7438165925695
Mornings,LightGBM,7.96969696969697,723.7438165925695
Mornings,LightGBM,8.272727272727273,723.7438165925695
Mornings,LightGBM,8.575757575757576,724.5169876212751
Mornings,LightGBM,8.878787878787879,724.5169876212751
Mornings,LightGBM,9.181818181818182,724.5169876212751
Mornings,LightGBM,9.484848484848484,724.5169876212751
Mornings,LightGBM,9.787878787878789,722.8545737561107
Mornings,LightGBM,10.090909090909092,722.8545737561107
Mornings,LightGBM,10.393939393939394,722.8545737561107
Mornings,LightGBM,10.696969696969697,722.3146434985753
Mornings,LightGBM,11.0,722.3146434985753
Mornings,LightGBM,11.303030303030303,722.3146434985753
Mornings,LightGBM,11.606060606060606,722.5355345862617
Mornings,LightGBM,11.90909090909091,722.5355345862617
Mornings,LightGBM,12.212121212121213,722.5355345862617
Mornings,LightGBM,12.515151515151516,724.0110601565693
Mornings,LightGBM,12.818181818181818,724.0110601565693
Mornings,LightGBM,13.121212121212121,724.0110601565693
Mornings,LightGBM,13.424242424242424,724.0110601565693
Mornings,LightGBM,13.727272727272728,725.5175498217748
Mornings,LightGBM,14.030303030303031,725.5175498217748
Mornings,LightGBM,14.333333333333334,725.5175498217748
Mornings,LightGBM,14.636363636363637,728.939707864643
Mornings,LightGBM,14.93939393939394,728.939707864643
Mornings,LightGBM,15.242424242424242,728.939707864643
Mornings,LightGBM,15.545454545454547,729.2454494140488
Mornings,LightGBM,15.84848484848485,729.2454494140488
Mornings,LightGBM,16.151515151515152,729.2454494140488
Mornings,LightGBM,16.454545454545453,729.2454494140488
Mornings,LightGBM,16.757575757575758,730.8766088758658
Mornings,LightGBM,17.060606060606062,730.8766088758658
Mornings,LightGBM,17.363636363636363,730.8766088758658
Mornings,LightGBM,17.666666666666668,730.4407225568486
Mornings,LightGBM,17.96969696969697,730.4407225568486
Mornings,LightGBM,18.272727272727273,730.4407225568486
Mornings,LightGBM,18.575757575757578,730.005207330299
Mornings,LightGBM,18.87878787878788,730.005207330299
Mornings,LightGBM,19.181818181818183,730.005207330299
Mornings,LightGBM,19.484848484848484,730.005207330299
Mornings,LightGBM,19.78787878787879,728.6695896668692
Mornings,LightGBM,20.09090909090909,728.6695896668692
Mornings,LightGBM,20.393939393939394,728.6695896668692
Mornings,LightGBM,20.6969696969697,726.5296682069807
Mornings,LightGBM,21.0,726.5296682069807
Mornings,LightGBM,21.303030303030305,726.5296682069807
Mornings,LightGBM,21.606060606060606,721.7284570384346
Mornings,LightGBM,21.90909090909091,721.7284570384346
Mornings,LightGBM,22.21212121212121,721.7284570384346
Mornings,LightGBM,22.515151515151516,717.4452606273627
Mornings,LightGBM,22.81818181818182,717.4452606273627
Mornings,LightGBM,23.12121212121212,717.4452606273627
Mornings,LightGBM,23.424242424242426,717.4452606273627
Mornings,LightGBM,23.727272727272727,709.7129353634352
Mornings,LightGBM,24.03030303030303,709.7129353634352
Mornings,LightGBM,24.333333333333336,709.7129353634352
Mornings,LightGBM,24.636363636363637,708.3979232577584
Mornings,LightGBM,24.93939393939394,708.3979232577584
Mornings,LightGBM,25.242424242424242,708.3979232577584
Mornings,LightGBM,25.545454545454547,708.9297956604516
Mornings,LightGBM,25.848484848484848,708.9297956604516
Mornings,LightGBM,26.151515151515152,708.9297956604516
Mornings,LightGBM,26.454545454545457,708.9297956604516
Mornings,LightGBM,26.757575757575758,702.71093696374
Mornings,LightGBM,27.060606060606062,702.71093696374
Mornings,LightGBM,27.363636363636363,702.71093696374
Mornings,LightGBM,27.666666666666668,701.06353438223
Mornings,LightGBM,27.96969696969697,701.06353438223
Mornings,LightGBM,28.272727272727273,701.06353438223
Mornings,LightGBM,28.575757575757578,695.7591841763298
Mornings,LightGBM,28.87878787878788,695.7591841763298
Mornings,LightGBM,29.181818181818183,695.7591841763298
Mornings,LightGBM,29.484848484848484,695.7591841763298
Mornings,LightGBM,29.78787878787879,692.6201326907795
Mornings,LightGBM,30.090909090909093,692.6201326907795
Mornings,LightGBM,30.393939393939394,692.6201326907795
Mornings,LightGBM,30.6969696969697,688.3148079763749
Mornings,LightGBM,31.0,688.3148079763749
Mornings,XGBoost,1.0,696.3032836914062
Mornings,XGBoost,1.303030303030303,696.3032836914062
Mornings,XGBoost,1.606060606060606,696.3032836914062
Mornings,XGBoost,1.9090909090909092,696.3032836914062
Mornings,XGBoost,2.212121212121212,695.2958984375
Mornings,XGBoost,2.515151515151515,695.2958984375
Mornings,XGBoost,2.8181818181818183,695.2958984375
Mornings,XGBoost,3.121212121212121,702.7369995117188
Mornings,XGBoost,3.4242424242424243,702.7369995117188
Mornings,XGBoost,3.7272727272727275,702.7369995117188
Mornings,XGBoost,4.03030303030303,707.6199340820312
Mornings,XGBoost,4.333333333333334,707.6199340820312
Mornings,XGBoost,4.636363636363637,707.6199340820312
Mornings,XGBoost,4.9393939393939394,707.6199340820312
Mornings,XGBoost,5.242424242424242,712.12939453125
Mornings,XGBoost,5.545454545454546,712.12939453125
Mornings,XGBoost,5.848484848484849,712.12939453125
Mornings,XGBoost,6.151515151515151,718.2667846679688
Mornings,XGBoost,6.454545454545455,718.2667846679688
Mornings,XGBoost,6.757575757575758,718.2667846679688
Mornings,XGBoost,7.0606060606060606,720.4617919921875
Mornings,XGBoost,7.363636363636364,720.4617919921875
Mornings,XGBoost,7.666666666666667,720.4617919921875
Mornings,XGBoost,7.96969696969697,720.4617919921875
Mornings,XGBoost,8.272727272727273,724.5670166015625
Mornings,XGBoost,8.575757575757576,724.5670166015625
Mornings,XGBoost,8.878787878787879,724.5670166015625
Mornings,XGBoost,9.181818181818182,721.6064453125
Mornings,XGBoost,9.484848484848484,721.6064453125
Mornings,XGBoost,9.787878787878789,721.6064453125
Mornings,XGBoost,10.090909090909092,721.4364013671875
Mornings,XGBoost,10.393939393939394,721.4364013671875
Mornings,XGBoost,10.696969696969697,721.4364013671875
Mornings,XGBoost,11.0,721.6910400390625
Mornings,XGBoost,11.303030303030303,721.6910400390625
Mornings,XGBoost,11.606060606060606,721.6910400390625
Mornings,XGBoost,11.90909090909091,721.6910400390625
Mornings,XGBoost,12.212121212121213,722.9996948242188
Mornings,XGBoost,12.515151515151516,722.9996948242188
Mornings,XGBoost,12.818181818181818,722.9996948242188
Mornings,XGBoost,13.121212121212121,723.1878662109375
Mornings,XGBoost,13.424242424242424,723.1878662109375
Mornings,XGBoost,13.727272727272728,723.1878662109375
Mornings,XGBoost,14.030303030303031,726.5366821289062
Mornings,XGBoost,14.333333333333334,726.5366821289062
Mornings,XGBoost,14.636363636363637,726.5366821289062
Mornings,XGBoost,14.93939393939394,726.5366821289062
Mornings,XGBoost,15.242424242424242,728.8372192382812
Mornings,XGBoost,15.545454545454547,728.8372192382812
Mornings,XGBoost,15.84848484848485,728.8372192382812
Mornings,XGBoost,16.151515151515152,727.5247802734375
Mornings,XGBoost,16.454545454545453,727.5247802734375
Mornings,XGBoost,16.757575757575758,727.5247802734375
Mornings,XGBoost,17.060606060606062,734.2556762695312
Mornings,XGBoost,17.363636363636363,734.2556762695312
Mornings,XGBoost,17.666666666666668,734.2556762695312
Mornings,XGBoost,17.96969696969697,734.2556762695312
Mornings,XGBoost,18.272727272727273,731.0772094726562
Mornings,XGBoost,18.575757575757578,731.0772094726562
Mornings,XGBoost,18.87878787878788,731.0772094726562
Mornings,XGBoost,19.181818181818183,731.7504272460938
Mornings,XGBoost,19.484848484848484,731.7504272460938
Mornings,XGBoost,19.78787878787879,731.7504272460938
Mornings,XGBoost,20.09090909090909,727.0399169921875
Mornings,XGBoost,20.393939393939394,727.0399169921875
Mornings,XGBoost,20.6969696969697,727.0399169921875
Mornings,XGBoost,21.0,724.4952392578125
Mornings,XGBoost,21.303030303030305,724.4952392578125
Mornings,XGBoost,21.606060606060606,724.4952392578125
Mornings,XGBoost,21.90909090909091,724.4952392578125
Mornings,XGBoost,22.21212121212121,718.666748046875
Mornings,XGBoost,22.515151515151516,718.666748046875
Mornings,XGBoost,22.81818181818182,718.666748046875
Mornings,XGBoost,23.12121212121212,716.4981079101562
Mornings,XGBoost,23.424242424242426,716.4981079101562
Mornings,XGBoost,23.727272727272727,716.4981079101562
Mornings,XGBoost,24.03030303030303,706.0635375976562
Mornings,XGBoost,24.333333333333336,706.0635375976562
Mornings,XGBoost,24.636363636363637,706.0635375976562
Mornings,XGBoost,24.93939393939394,706.0635375976562
Mornings,XGBoost,25.242424242424242,701.7020874023438
Mornings,XGBoost,25.545454545454547,701.7020874023438
Mornings,XGBoost,25.848484848484848,701.7020874023438
Mornings,XGBoost,26.151515151515152,702.4976806640625
Mornings,XGBoost,26.454545454545457,702.4976806640625
Mornings,XGBoost,26.757575757575758,702.4976806640625
Mornings,XGBoost,27.060606060606062,705.1655883789062
Mornings,XGBoost,27.363636363636363,705.1655883789062
Mornings,XGBoost,27.666666666666668,705.1655883789062
Mornings,XGBoost,27.96969696969697,705.1655883789062
Mornings,XGBoost,28.272727272727273,702.1737670898438
Mornings,XGBoost,28.575757575757578,702.1737670898438
Mornings,XGBoost,28.87878787878788,702.1737670898438
Mornings,XGBoost,29.181818181818183,698.1505126953125
Mornings,XGBoost,29.484848484848484,698.1505126953125
Mornings,XGBoost,29.78787878787879,698.1505126953125
Mornings,XGBoost,30.090909090909093,694.4369506835938
Mornings,XGBoost,30.393939393939394,694.4369506835938
Mornings,XGBoost,30.6969696969697,694.4369506835938
Mornings,XGBoost,31.0,687.5660400390625
Lunches,CatBoost,1.0,1091.5033150654012
Lunches,CatBoost,1.303030303030303,1091.5033150654012
Lunches,CatBoost,1.606060606060606,1115.0879680659357
Lunches,CatBoost,1.9090909090909092,1115.0879680659357
Lunches,CatBoost,2.212121212121212,1115.0879680659357
Lunches,CatBoost,2.515151515151515,1114.2168092303489
Lunches,CatBoost,2.8181818181818183,1114.2168092303489
Lunches,CatBoost,3.121212121212121,1114.2168092303489
Lunches,CatBoost,3.4242424242424243,1114.2168092303489
Lunches,CatBoost,3.7272727272727275,1116.9760665821536
Lunches,CatBoost,4.03030303030303,1116.9760665821536
Lunches,CatBoost,4.333333333333334,1116.9760665821536
Lunches,CatBoost,4.636363636363637,1118.7604408222082
Lunches,CatBoost,4.9393939393939394,1118.7604408222082
Lunches,CatBoost,5.242424242424242,1118.7604408222082
Lunches,CatBoost,5.545454545454546,1120.2516000788705
Lunches,CatBoost,5.848484848484849,1120.2516000788705
Lunches,CatBoost,6.151515151515151,1120.2516000788705
Lunches,CatBoost,6.454545454545455,1120.2516000788705
Lunches,CatBoost,6.757575757575758,1114.8653764597461
Lunches,CatBoost,7.0606060606060606,1114.8653764597461
Lunches,CatBoost,7.363636363636364,1114.8653764597461
Lunches,CatBoost,7.666666666666667,1112.961222214702
Lunches,CatBoost,7.96969696969697,1112.961222214702
Lunches,CatBoost,8.272727272727273,1112.961222214702
Lunches,CatBoost,8.575757575757576,1111.5001455719175
Lunches,CatBoost,8.878787878787879,1111.5001455719175
Lunches,CatBoost,9.181818181818182,1111.5001455719175
Lunches,CatBoost,9.484848484848484,1111.5001455719175
Lunches,CatBoost,9.787878787878789,1112.2277598024937
Lunches,CatBoost,10.090909090909092,1112.2277598024937
Lunches,CatBoost,10.393939393939394,1112.2277598024937
Lunches,CatBoost,10.696969696969697,1109.8310710193364
Lunches,CatBoost,11.0,1109.8310710193364
Lunches,CatBoost,11.303030303030303,1109.8310710193364
Lunches,CatBoost,11.606060606060606,1109.5957982818813
Lunches,CatBoost,11.90909090909091,1109.5957982818813
Lunches,CatBoost,12.212121212121213,1109.5957982818813
Lunches,CatBoost,12.515151515151516,1109.1459829331627
Lunches,CatBoost,12.818181818181818,1109.1459829331627
Lunches,CatBoost,13.121212121212121,1109.1459829331627
Lunches,CatBoost,13.424242424242424,1109.1459829331627
Lunches,CatBoost,13.727272727272728,1110.6114149145521
Lunches,CatBoost,14.030303030303031,1110.6114149145521
Lunches,CatBoost,14.333333333333334,1110.6114149145521
Lunches,CatBoost,14.636363636363637,1109.9340584400584
Lunches,CatBoost,14.93939393939394,1109.9340584400584
Lunches,CatBoost,15.242424242424242,1109.9340584400584
Lunches,CatBoost,15.545454545454547,1107.468515306593
Lunches,CatBoost,15.84848484848485,1107.468515306593
Lunches,CatBoost,16.151515151515152,1107.468515306593
Lunches,CatBoost,16.454545454545453,1107.468515306593
Lunches,CatBoost,16.757575757575758,1105.5340865976323
Lunches,CatBoost,17.060606060606062,1105.5340865976323
Lunches,CatBoost,17.363636363636363,1105.5340865976323
Lunches,CatBoost,17.666666666666668,1102.6904903371872
Lunches,CatBoost,17.96969696969697,1102.6904903371872
Lunches,CatBoost,18.272727272727273,1102.6904903371872
Lunches,CatBoost,18.575757575757578,1103.1693483842994
Lunches,CatBoost,18.87878787878788,1103.1693483842994
Lunches,CatBoost,19.181818181818183,1103.1693483842994
Lunches,CatBoost,19.484848484848484,1103.1693483842994
Lunches,CatBoost,19.78787878787879,1110.3233627606344
Lunches,CatBoost,20.09090909090909,1110.3233627606344
Lunches,CatBoost,20.393939393939394,1110.3233627606344
Lunches,CatBoost,20.6969696969697,1111.8227839121714
Lunches,CatBoost,21.0,1111.8227839121714
Lunches,CatBoost,21.303030303030305,1111.8227839121714
Lunches,CatBoost,21.606060606060606,1119.046313883879
Lunches,CatBoost,21.90909090909091,1119.046313883879
Lunches,CatBoost,22.21212121212121,1119.046313883879
Lunches,CatBoost,22.515151515151516,1124.030794942102
Lunches,CatBoost,22.81818181818182,1124.030794942102
Lunches,CatBoost,23.12121212121212,1124.030794942102
Lunches,CatBoost,23.424242424242426,1124.030794942102
Lunches,CatBoost,23.727272727272727,1122.1092106271497
Lunches,CatBoost,24.03030303030303,1122.1092106271497
Lunches,CatBoost,24.333333333333336,1122.1092106271497
Lunches,CatBoost,24.636363636363637,1120.454881037256
Lunches,CatBoost,24.93939393939394,1120.454881037256
Lunches,CatBoost,25.242424242424242,1120.454881037256
Lunches,CatBoost,25.545454545454547,1122.5177038818747
Lunches,CatBoost,25.848484848484848,1122.5177038818747
Lunches,CatBoost,26.151515151515152,1122.5177038818747
Lunches,CatBoost,26.454545454545457,1122.5177038818747
Lunches,CatBoost,26.757575757575758,1119.8817582488832
Lunches,CatBoost,27.060606060606062,1119.8817582488832
Lunches,CatBoost,27.363636363636363,1119.8817582488832
Lunches,CatBoost,27.666666666666668,1109.5959862699929
Lunches,CatBoost,27.96969696969697,1109.5959862699929
Lunches,CatBoost,28.272727272727273,1109.5959862699929
Lunches,CatBoost,28.575757575757578,1104.5426461405698
Lunches,CatBoost,28.87878787878788,1104.5426461405698
Lunches,CatBoost,29.181818181818183,1104.5426461405698
Lunches,CatBoost,29.484848484848484,1104.5426461405698
Lunches,CatBoost,29.78787878787879,1093.329099500706
Lunches,CatBoost,30.090909090909093,1093.329099500706
Lunches,CatBoost,30.393939393939394,1093.329099500706
Lunches,CatBoost,30.6969696969697,1094.1244527228735
Lunches,CatBoost,31.0,1094.1244527228735
Lunches,LightGBM,1.0,1100.36846845056
Lunches,LightGBM,1.303030303030303,1100.36846845056
Lunches,LightGBM,1.606060606060606,1115.4005097715785
Lunches,LightGBM,1.9090909090909092,1115.4005097715785
Lunches,LightGBM,2.212121212121212,1115.4005097715785
Lunches,LightGBM,2.515151515151515,1115.173134102302
Lunches,LightGBM,2.8181818181818183,1115.173134102302
Lunches,LightGBM,3.121212121212121,1115.173134102302
Lunches,LightGBM,3.4242424242424243,1115.173134102302
Lunches,LightGBM,3.7272727272727275,1116.6447865586326
Lunches,LightGBM,4.03030303030303,1116.6447865586326
Lunches,LightGBM,4.333333333333334,1116.6447865586326
Lunches,LightGBM,4.636363636363637,1121.3338759006806
Lunches,LightGBM,4.9393939393939394,1121.3338759006806
Lunches,LightGBM,5.242424242424242,1121.3338759006806
Lunches,LightGBM,5.545454545454546,1120.840070700229
Lunches,LightGBM,5.848484848484849,1120.840070700229
Lunches,LightGBM,6.151515151515151,1120.840070700229
Lunches,LightGBM,6.454545454545455,1120.840070700229
Lunches,LightGBM,6.757575757575758,1113.792264839079
Lunches,LightGBM,7.0606060606060606,1113.792264839079
Lunches,LightGBM,7.363636363636364,1113.792264839079
Lunches,LightGBM,7.666666666666667,1111.967913722251
Lunches,LightGBM,7.96969696969697,1111.967913722251
Lunches,LightGBM,8.272727272727273,1111.967913722251
Lunches,LightGBM,8.575757575757576,1112.4676405408763
Lunches,LightGBM,8.878787878787879,1112.4676405408763
Lunches,LightGBM,9.181818181818182,1112.4676405408763
Lunches,LightGBM,9.484848484848484,1112.4676405408763
Lunches,LightGBM,9.787878787878789,1112.768108739945
Lunches,LightGBM,10.090909090909092,1112.768108739945
Lunches,LightGBM,10.393939393939394,1112.768108739945
Lunches,LightGBM,10.696969696969697,1111.9677020811212
Lunches,LightGBM,11.0,1111.9677020811212
Lunches,LightGBM,11.303030303030303,1111.9677020811212
Lunches,LightGBM,11.606060606060606,1110.674103962205
Lunches,LightGBM,11.90909090909091,1110.674103962205
Lunches,LightGBM,12.212121212121213,1110.674103962205
Lunches,LightGBM,12.515151515151516,1108.6942571572642
Lunches,LightGBM,12.818181818181818,1108.6942571572642
Lunches,LightGBM,13.121212121212121,1108.6942571572642
Lunches,LightGBM,13.424242424242424,1108.6942571572642
Lunches,LightGBM,13.727272727272728,1108.2719300619938
Lunches,LightGBM,14.030303030303031,1108.2719300619938
Lunches,LightGBM,14.333333333333334,1108.2719300619938
Lunches,LightGBM,14.636363636363637,1108.3145230145146
Lunches,LightGBM,14.93939393939394,1108.3145230145146
Lunches,LightGBM,15.242424242424242,1108.3145230145146
Lunches,LightGBM,15.545454545454547,1106.637333696906
Lunches,LightGBM,15.84848484848485,1106.637333696906
Lunches,LightGBM,16.151515151515152,1106.637333696906
Lunches,LightGBM,16.454545454545453,1106.637333696906
Lunches,LightGBM,16.757575757575758,1106.4419154529537
Lunches,LightGBM,17.060606060606062,1106.4419154529537
Lunches,LightGBM,17.363636363636363,1106.4419154529537
Lunches,LightGBM,17.666666666666668,1104.960793993078
Lunches,LightGBM,17.96969696969697,1104.960793993078
Lunches,LightGBM,18.272727272727273,1104.960793993078
Lunches,LightGBM,18.575757575757578,1107.6158653188152
Lunches,LightGBM,18.87878787878788,1107.6158653188152
Lunches,LightGBM,19.181818181818183,1107.6158653188152
Lunches,LightGBM,19.484848484848484,1107.6158653188152
Lunches,LightGBM,19.78787878787879,1111.7656952716322
Lunches,LightGBM,20.09090909090909,1111.7656952716322
Lunches,LightGBM,20.393939393939394,1111.7656952716322
Lunches,LightGBM,20.6969696969697,1113.4227448322986
Lunches,LightGBM,21.0,1113.4227448322986
Lunches,LightGBM,21.303030303030305,1113.4227448322986
Lunches,LightGBM,21.606060606060606,1115.5442953371821
Lunches,LightGBM,21.90909090909091,1115.5442953371821
Lunches,LightGBM,22.21212121212121,1115.5442953371821
Lunches,LightGBM,22.515151515151516,1122.8285433263477
Lunches,LightGBM,22.81818181818182,1122.8285433263477
Lunches,LightGBM,23.12121212121212,1122.8285433263477
Lunches,LightGBM,23.424242424242426,1122.8285433263477
Lunches,LightGBM,23.727272727272727,1118.2262258661938
Lunches,LightGBM,24.03030303030303,1118.2262258661938
Lunches,LightGBM,24.333333333333336,1118.2262258661938
Lunches,LightGBM,24.636363636363637,1119.3871562992977
Lunches,LightGBM,24.93939393939394,1119.3871562992977
Lunches,LightGBM,25.242424242424242,1119.3871562992977
Lunches,LightGBM,25.545454545454547,1121.0126623272733
Lunches,LightGBM,25.848484848484848,1121.0126623272733
Lunches,LightGBM,26.151515151515152,1121.0126623272733
Lunches,LightGBM,26.454545454545457,1121.0126623272733
Lunches,LightGBM,26.757575757575758,1116.1250588176179
Lunches,LightGBM,27.060606060606062,1116.1250588176179
Lunches,LightGBM,27.363636363636363,1116.1250588176179
Lunches,LightGBM,27.666666666666668,1109.7691276419625
Lunches,LightGBM,27.96969696969697,1109.7691276419625
Lunches,LightGBM,28.272727272727273,1109.7691276419625
Lunches,LightGBM,28.575757575757578,1102.5022756623828
Lunches,LightGBM,28.87878787878788,1102.5022756623828
Lunches,LightGBM,29.181818181818183,1102.5022756623828
Lunches,LightGBM,29.484848484848484,1102.5022756623828
Lunches,LightGBM,29.78787878787879,1090.4516773656717
