Dataset,Model,Year,Predicted Value
All,CatBoost,2018.090909090909,606.2214844873846
All,CatBoost,2018.1919191919192,606.2214844873846
All,CatBoost,2018.2929292929293,606.2214844873846
All,CatBoost,2018.3939393939395,606.2214844873846
All,CatBoost,2018.4949494949494,606.2214844873846
All,CatBoost,2018.5959595959596,600.5373735577493
All,CatBoost,2018.6969696969697,600.5373735577493
All,CatBoost,2018.79797979798,600.5373735577493
All,CatBoost,2018.8989898989898,600.5373735577493
All,CatBoost,2019.0,600.5373735577493
All,XGBoost,2009.0,574.503662109375
All,XGBoost,2009.1010101010102,574.503662109375
All,XGBoost,2009.20202020202,574.503662109375
All,XGBoost,2009.3030303030303,574.503662109375
All,XGBoost,2009.4040404040404,574.503662109375
All,XGBoost,2009.5050505050506,574.503662109375
All,XGBoost,2009.6060606060605,574.503662109375
All,XGBoost,2009.7070707070707,574.503662109375
All,XGBoost,2009.8080808080808,574.503662109375
All,XGBoost,2009.909090909091,574.503662109375
All,XGBoost,2010.010101010101,572.88916015625
All,XGBoost,2010.111111111111,572.88916015625
All,XGBoost,2010.2121212121212,572.88916015625
All,XGBoost,2010.3131313131314,572.88916015625
All,XGBoost,2010.4141414141413,572.88916015625
All,XGBoost,2010.5151515151515,572.88916015625
All,XGBoost,2010.6161616161617,572.88916015625
All,XGBoost,2010.7171717171718,572.88916015625
All,XGBoost,2010.8181818181818,572.88916015625
All,XGBoost,2010.919191919192,572.88916015625
All,XGBoost,2011.020202020202,579.8265380859375
All,XGBoost,2011.121212121212,579.8265380859375
All,XGBoost,2011.2222222222222,579.8265380859375
All,XGBoost,2011.3232323232323,579.8265380859375
All,XGBoost,2011.4242424242425,579.8265380859375
All,XGBoost,2011.5252525252524,579.8265380859375
All,XGBoost,2011.6262626262626,579.8265380859375
All,XGBoost,2011.7272727272727,579.8265380859375
All,XGBoost,2011.828282828283,579.8265380859375
All,XGBoost,2011.9292929292928,579.8265380859375
All,XGBoost,2012.030303030303,579.1651000976562
All,XGBoost,2012.1313131313132,579.1651000976562
All,XGBoost,2012.2323232323233,579.1651000976562
All,XGBoost,2012.3333333333333,579.1651000976562
All,XGBoost,2012.4343434343434,579.1651000976562
All,XGBoost,2012.5353535353536,579.1651000976562
All,XGBoost,2012.6363636363637,579.1651000976562
All,XGBoost,2012.7373737373737,579.1651000976562
All,XGBoost,2012.8383838383838,579.1651000976562
All,XGBoost,2012.939393939394,579.1651000976562
All,XGBoost,2013.040404040404,575.4575805664062
All,XGBoost,2013.141414141414,575.4575805664062
All,XGBoost,2013.2424242424242,575.4575805664062
All,XGBoost,2013.3434343434344,575.4575805664062
All,XGBoost,2013.4444444444443,575.4575805664062
All,XGBoost,2013.5454545454545,575.4575805664062
All,XGBoost,2013.6464646464647,575.4575805664062
All,XGBoost,2013.7474747474748,575.4575805664062
All,XGBoost,2013.8484848484848,575.4575805664062
All,XGBoost,2013.949494949495,575.4575805664062
All,XGBoost,2014.050505050505,579.7335815429688
All,XGBoost,2014.1515151515152,579.7335815429688
All,XGBoost,2014.2525252525252,579.7335815429688
All,XGBoost,2014.3535353535353,579.7335815429688
All,XGBoost,2014.4545454545455,579.7335815429688
All,XGBoost,2014.5555555555557,579.7335815429688
All,XGBoost,2014.6565656565656,579.7335815429688
All,XGBoost,2014.7575757575758,579.7335815429688
All,XGBoost,2014.858585858586,579.7335815429688
All,XGBoost,2014.959595959596,579.7335815429688
All,XGBoost,2015.060606060606,599.3018798828125
All,XGBoost,2015.1616161616162,599.3018798828125
All,XGBoost,2015.2626262626263,599.3018798828125
All,XGBoost,2015.3636363636363,599.3018798828125
All,XGBoost,2015.4646464646464,599.3018798828125
All,XGBoost,2015.5656565656566,599.3018798828125
All,XGBoost,2015.6666666666667,599.3018798828125
All,XGBoost,2015.7676767676767,599.3018798828125
All,XGBoost,2015.8686868686868,599.3018798828125
All,XGBoost,2015.969696969697,599.3018798828125
All,XGBoost,2016.0707070707072,604.3425903320312
All,XGBoost,2016.171717171717,604.3425903320312
All,XGBoost,2016.2727272727273,604.3425903320312
All,XGBoost,2016.3737373737374,604.3425903320312
All,XGBoost,2016.4747474747476,604.3425903320312
All,XGBoost,2016.5757575757575,604.3425903320312
All,XGBoost,2016.6767676767677,604.3425903320312
All,XGBoost,2016.7777777777778,604.3425903320312
All,XGBoost,2016.878787878788,604.3425903320312
All,XGBoost,2016.979797979798,604.3425903320312
All,XGBoost,2017.080808080808,604.591552734375
All,XGBoost,2017.1818181818182,604.591552734375
All,XGBoost,2017.2828282828282,604.591552734375
All,XGBoost,2017.3838383838383,604.591552734375
All,XGBoost,2017.4848484848485,604.591552734375
All,XGBoost,2017.5858585858587,604.591552734375
All,XGBoost,2017.6868686868686,604.591552734375
All,XGBoost,2017.7878787878788,604.591552734375
All,XGBoost,2017.888888888889,604.591552734375
All,XGBoost,2017.989898989899,604.591552734375
All,XGBoost,2018.090909090909,608.158447265625
All,XGBoost,2018.1919191919192,608.158447265625
All,XGBoost,2018.2929292929293,608.158447265625
All,XGBoost,2018.3939393939395,608.158447265625
All,XGBoost,2018.4949494949494,608.158447265625
All,XGBoost,2018.5959595959596,608.158447265625
All,XGBoost,2018.6969696969697,608.158447265625
All,XGBoost,2018.79797979798,608.158447265625
All,XGBoost,2018.8989898989898,608.158447265625
All,XGBoost,2019.0,606.7774658203125
Mornings,CatBoost,2009.0,699.1235782843302
Mornings,CatBoost,2009.1010101010102,699.1235782843302
Mornings,CatBoost,2009.20202020202,699.1235782843302
Mornings,CatBoost,2009.3030303030303,699.1235782843302
Mornings,CatBoost,2009.4040404040404,699.1235782843302
Mornings,CatBoost,2009.5050505050506,691.433410125981
Mornings,CatBoost,2009.6060606060605,691.433410125981
Mornings,CatBoost,2009.7070707070707,691.433410125981
Mornings,CatBoost,2009.8080808080808,691.433410125981
Mornings,CatBoost,2009.909090909091,691.433410125981
Mornings,CatBoost,2010.010101010101,691.433410125981
Mornings,CatBoost,2010.111111111111,691.433410125981
Mornings,CatBoost,2010.2121212121212,691.433410125981
Mornings,CatBoost,2010.3131313131314,691.433410125981
Mornings,CatBoost,2010.4141414141413,691.433410125981
Mornings,CatBoost,2010.5151515151515,701.6484410390333
Mornings,CatBoost,2010.6161616161617,701.6484410390333
Mornings,CatBoost,2010.7171717171718,701.6484410390333
Mornings,CatBoost,2010.8181818181818,701.6484410390333
Mornings,CatBoost,2010.919191919192,701.6484410390333
Mornings,CatBoost,2011.020202020202,701.6484410390333
Mornings,CatBoost,2011.121212121212,701.6484410390333
Mornings,CatBoost,2011.2222222222222,701.6484410390333
Mornings,CatBoost,2011.3232323232323,701.6484410390333
Mornings,CatBoost,2011.4242424242425,701.6484410390333
Mornings,CatBoost,2011.5252525252524,704.4356775491863
Mornings,CatBoost,2011.6262626262626,704.4356775491863
Mornings,CatBoost,2011.7272727272727,704.4356775491863
Mornings,CatBoost,2011.828282828283,704.4356775491863
Mornings,CatBoost,2011.9292929292928,704.4356775491863
Mornings,CatBoost,2012.030303030303,704.4356775491863
Mornings,CatBoost,2012.1313131313132,704.4356775491863
Mornings,CatBoost,2012.2323232323233,704.4356775491863
Mornings,CatBoost,2012.3333333333333,704.4356775491863
Mornings,CatBoost,2012.4343434343434,704.4356775491863
Mornings,CatBoost,2012.5353535353536,696.7710748851532
Mornings,CatBoost,2012.6363636363637,696.7710748851532
Mornings,CatBoost,2012.7373737373737,696.7710748851532
Mornings,CatBoost,2012.8383838383838,696.7710748851532
Mornings,CatBoost,2012.939393939394,696.7710748851532
Mornings,CatBoost,2013.040404040404,696.7710748851532
Mornings,CatBoost,2013.141414141414,696.7710748851532
Mornings,CatBoost,2013.2424242424242,696.7710748851532
Mornings,CatBoost,2013.3434343434344,696.7710748851532
Mornings,CatBoost,2013.4444444444443,696.7710748851532
Mornings,CatBoost,2013.5454545454545,711.4509663914807
Mornings,CatBoost,2013.6464646464647,711.4509663914807
Mornings,CatBoost,2013.7474747474748,711.4509663914807
Mornings,CatBoost,2013.8484848484848,711.4509663914807
Mornings,CatBoost,2013.949494949495,711.4509663914807
Mornings,CatBoost,2014.050505050505,711.4509663914807
Mornings,CatBoost,2014.1515151515152,711.4509663914807
Mornings,CatBoost,2014.2525252525252,711.4509663914807
Mornings,CatBoost,2014.3535353535353,711.4509663914807
Mornings,CatBoost,2014.4545454545455,711.4509663914807
Mornings,CatBoost,2014.5555555555557,716.3339861664126
Mornings,CatBoost,2014.6565656565656,716.3339861664126
Mornings,CatBoost,2014.7575757575758,716.3339861664126
Mornings,CatBoost,2014.858585858586,716.3339861664126
Mornings,CatBoost,2014.959595959596,716.3339861664126
Mornings,CatBoost,2015.060606060606,716.3339861664126
Mornings,CatBoost,2015.1616161616162,716.3339861664126
Mornings,CatBoost,2015.2626262626263,716.3339861664126
Mornings,CatBoost,2015.3636363636363,716.3339861664126
Mornings,CatBoost,2015.4646464646464,716.3339861664126
Mornings,CatBoost,2015.5656565656566,726.7541783881509
Mornings,CatBoost,2015.6666666666667,726.7541783881509
Mornings,CatBoost,2015.7676767676767,726.7541783881509
Mornings,CatBoost,2015.8686868686868,726.7541783881509
Mornings,CatBoost,2015.969696969697,726.7541783881509
Mornings,CatBoost,2016.0707070707072,726.7541783881509
Mornings,CatBoost,2016.171717171717,726.7541783881509
Mornings,CatBoost,2016.2727272727273,726.7541783881509
Mornings,CatBoost,2016.3737373737374,726.7541783881509
Mornings,CatBoost,2016.4747474747476,726.7541783881509
Mornings,CatBoost,2016.5757575757575,734.6864187133388
Mornings,CatBoost,2016.6767676767677,734.6864187133388
Mornings,CatBoost,2016.7777777777778,734.6864187133388
Mornings,CatBoost,2016.878787878788,734.6864187133388
Mornings,CatBoost,2016.979797979798,734.6864187133388
Mornings,CatBoost,2017.080808080808,734.6864187133388
Mornings,CatBoost,2017.1818181818182,734.6864187133388
Mornings,CatBoost,2017.2828282828282,734.6864187133388
Mornings,CatBoost,2017.3838383838383,734.6864187133388
Mornings,CatBoost,2017.4848484848485,734.6864187133388
Mornings,CatBoost,2017.5858585858587,739.6179884222373
Mornings,CatBoost,2017.6868686868686,739.6179884222373
Mornings,CatBoost,2017.7878787878788,739.6179884222373
Mornings,CatBoost,2017.888888888889,739.6179884222373
Mornings,CatBoost,2017.989898989899,739.6179884222373
Mornings,CatBoost,2018.090909090909,739.6179884222373
Mornings,CatBoost,2018.1919191919192,739.6179884222373
Mornings,CatBoost,2018.2929292929293,739.6179884222373
Mornings,CatBoost,2018.3939393939395,739.6179884222373
Mornings,CatBoost,2018.4949494949494,739.6179884222373
Mornings,CatBoost,2018.5959595959596,738.0914676832488
Mornings,CatBoost,2018.6969696969697,738.0914676832488
Mornings,CatBoost,2018.79797979798,738.0914676832488
Mornings,CatBoost,2018.8989898989898,738.0914676832488
Mornings,CatBoost,2019.0,738.0914676832488
Mornings,LightGBM,2009.0,699.7306991268077
Mornings,LightGBM,2009.1010101010102,699.7306991268077
Mornings,LightGBM,2009.20202020202,699.7306991268077
Mornings,LightGBM,2009.3030303030303,699.7306991268077
Mornings,LightGBM,2009.4040404040404,699.7306991268077
Mornings,LightGBM,2009.5050505050506,708.8002305688635
Mornings,LightGBM,2009.6060606060605,708.8002305688635
Mornings,LightGBM,2009.7070707070707,708.8002305688635
Mornings,LightGBM,2009.8080808080808,708.8002305688635
Mornings,LightGBM,2009.909090909091,708.8002305688635
Mornings,LightGBM,2010.010101010101,708.8002305688635
Mornings,LightGBM,2010.111111111111,708.8002305688635
Mornings,LightGBM,2010.2121212121212,708.8002305688635
Mornings,LightGBM,2010.3131313131314,708.8002305688635
Mornings,LightGBM,2010.4141414141413,708.8002305688635
Mornings,LightGBM,2010.5151515151515,709.6495637607119
Mornings,LightGBM,2010.6161616161617,709.6495637607119
Mornings,LightGBM,2010.7171717171718,709.6495637607119
Mornings,LightGBM,2010.8181818181818,709.6495637607119
Mornings,LightGBM,2010.919191919192,709.6495637607119
Mornings,LightGBM,2011.020202020202,709.6495637607119
Mornings,LightGBM,2011.121212121212,709.6495637607119
Mornings,LightGBM,2011.2222222222222,709.6495637607119
Mornings,LightGBM,2011.3232323232323,709.6495637607119
Mornings,LightGBM,2011.4242424242425,709.6495637607119
Mornings,LightGBM,2011.5252525252524,713.5045748046274
Mornings,LightGBM,2011.6262626262626,713.5045748046274
Mornings,LightGBM,2011.7272727272727,713.5045748046274
Mornings,LightGBM,2011.828282828283,713.5045748046274
Mornings,LightGBM,2011.9292929292928,713.5045748046274
Mornings,LightGBM,2012.030303030303,713.5045748046274
Mornings,LightGBM,2012.1313131313132,713.5045748046274
Mornings,LightGBM,2012.2323232323233,713.5045748046274
Mornings,LightGBM,2012.3333333333333,713.5045748046274
Mornings,LightGBM,2012.4343434343434,713.5045748046274
Mornings,LightGBM,2012.5353535353536,704.0606072253368
Mornings,LightGBM,2012.6363636363637,704.0606072253368
Mornings,LightGBM,2012.7373737373737,704.0606072253368
Mornings,LightGBM,2012.8383838383838,704.0606072253368
Mornings,LightGBM,2012.939393939394,704.0606072253368
Mornings,LightGBM,2013.040404040404,704.0606072253368
Mornings,LightGBM,2013.141414141414,704.0606072253368
Mornings,LightGBM,2013.2424242424242,704.0606072253368
Mornings,LightGBM,2013.3434343434344,704.0606072253368
Mornings,LightGBM,2013.4444444444443,704.0606072253368
Mornings,LightGBM,2013.5454545454545,709.0193320323411
Mornings,LightGBM,2013.6464646464647,709.0193320323411
Mornings,LightGBM,2013.7474747474748,709.0193320323411
Mornings,LightGBM,2013.8484848484848,709.0193320323411
Mornings,LightGBM,2013.949494949495,709.0193320323411
Mornings,LightGBM,2014.050505050505,709.0193320323411
Mornings,LightGBM,2014.1515151515152,709.0193320323411
Mornings,LightGBM,2014.2525252525252,709.0193320323411
Mornings,LightGBM,2014.3535353535353,709.0193320323411
Mornings,LightGBM,2014.4545454545455,709.0193320323411
Mornings,LightGBM,2014.5555555555557,713.2288281833441
Mornings,LightGBM,2014.6565656565656,713.2288281833441
Mornings,LightGBM,2014.7575757575758,713.2288281833441
Mornings,LightGBM,2014.858585858586,713.2288281833441
Mornings,LightGBM,2014.959595959596,713.2288281833441
Mornings,LightGBM,2015.060606060606,713.2288281833441
Mornings,LightGBM,2015.1616161616162,713.2288281833441
Mornings,LightGBM,2015.2626262626263,713.2288281833441
Mornings,LightGBM,2015.3636363636363,713.2288281833441
Mornings,LightGBM,2015.4646464646464,713.2288281833441
Mornings,LightGBM,2015.5656565656566,716.446493990062
Mornings,LightGBM,2015.6666666666667,716.446493990062
Mornings,LightGBM,2015.7676767676767,716.446493990062
Mornings,LightGBM,2015.8686868686868,716.446493990062
Mornings,LightGBM,2015.969696969697,716.446493990062
Mornings,LightGBM,2016.0707070707072,716.446493990062
Mornings,LightGBM,2016.171717171717,716.446493990062
Mornings,LightGBM,2016.2727272727273,716.446493990062
Mornings,LightGBM,2016.3737373737374,716.446493990062
Mornings,LightGBM,2016.4747474747476,716.446493990062
Mornings,LightGBM,2016.5757575757575,723.9949938172032
Mornings,LightGBM,2016.6767676767677,723.9949938172032
Mornings,LightGBM,2016.7777777777778,723.9949938172032
Mornings,LightGBM,2016.878787878788,723.9949938172032
Mornings,LightGBM,2016.979797979798,723.9949938172032
Mornings,LightGBM,2017.080808080808,723.9949938172032
Mornings,LightGBM,2017.1818181818182,723.9949938172032
Mornings,LightGBM,2017.2828282828282,723.9949938172032
Mornings,LightGBM,2017.3838383838383,723.9949938172032
Mornings,LightGBM,2017.4848484848485,723.9949938172032
Mornings,LightGBM,2017.5858585858587,731.0013252923687
Mornings,LightGBM,2017.6868686868686,731.0013252923687
Mornings,LightGBM,2017.7878787878788,731.0013252923687
Mornings,LightGBM,2017.888888888889,731.0013252923687
Mornings,LightGBM,2017.989898989899,731.0013252923687
Mornings,LightGBM,2018.090909090909,731.0013252923687
Mornings,LightGBM,2018.1919191919192,731.0013252923687
Mornings,LightGBM,2018.2929292929293,731.0013252923687
Mornings,LightGBM,2018.3939393939395,731.0013252923687
Mornings,LightGBM,2018.4949494949494,731.0013252923687
Mornings,LightGBM,2018.5959595959596,732.0436092308281
Mornings,LightGBM,2018.6969696969697,732.0436092308281
Mornings,LightGBM,2018.79797979798,732.0436092308281
Mornings,LightGBM,2018.8989898989898,732.0436092308281
Mornings,LightGBM,2019.0,732.0436092308281
Mornings,XGBoost,2009.0,699.9464111328125
Mornings,XGBoost,2009.1010101010102,699.9464111328125
Mornings,XGBoost,2009.20202020202,699.9464111328125
Mornings,XGBoost,2009.3030303030303,699.9464111328125
Mornings,XGBoost,2009.4040404040404,699.9464111328125
Mornings,XGBoost,2009.5050505050506,699.9464111328125
Mornings,XGBoost,2009.6060606060605,699.9464111328125
Mornings,XGBoost,2009.7070707070707,699.9464111328125
Mornings,XGBoost,2009.8080808080808,699.9464111328125
Mornings,XGBoost,2009.909090909091,699.9464111328125
Mornings,XGBoost,2010.010101010101,697.8101806640625
Mornings,XGBoost,2010.111111111111,697.8101806640625
Mornings,XGBoost,2010.2121212121212,697.8101806640625
Mornings,XGBoost,2010.3131313131314,697.8101806640625
Mornings,XGBoost,2010.4141414141413,697.8101806640625
Mornings,XGBoost,2010.5151515151515,697.8101806640625
Mornings,XGBoost,2010.6161616161617,697.8101806640625
Mornings,XGBoost,2010.7171717171718,697.8101806640625
Mornings,XGBoost,2010.8181818181818,697.8101806640625
Mornings,XGBoost,2010.919191919192,697.8101806640625
Mornings,XGBoost,2011.020202020202,702.04052734375
Mornings,XGBoost,2011.121212121212,702.04052734375
Mornings,XGBoost,2011.2222222222222,702.04052734375
Mornings,XGBoost,2011.3232323232323,702.04052734375
Mornings,XGBoost,2011.4242424242425,702.04052734375
Mornings,XGBoost,2011.5252525252524,702.04052734375
Mornings,XGBoost,2011.6262626262626,702.04052734375
Mornings,XGBoost,2011.7272727272727,702.04052734375
Mornings,XGBoost,2011.828282828283,702.04052734375
Mornings,XGBoost,2011.9292929292928,702.04052734375
Mornings,XGBoost,2012.030303030303,705.6242065429688
Mornings,XGBoost,2012.1313131313132,705.6242065429688
Mornings,XGBoost,2012.2323232323233,705.6242065429688
Mornings,XGBoost,2012.3333333333333,705.6242065429688
Mornings,XGBoost,2012.4343434343434,705.6242065429688
Mornings,XGBoost,2012.5353535353536,705.6242065429688
Mornings,XGBoost,2012.6363636363637,705.6242065429688
Mornings,XGBoost,2012.7373737373737,705.6242065429688
Mornings,XGBoost,2012.8383838383838,705.6242065429688
Mornings,XGBoost,2012.939393939394,705.6242065429688
Mornings,XGBoost,2013.040404040404,697.296875
Mornings,XGBoost,2013.141414141414,697.296875
Mornings,XGBoost,2013.2424242424242,697.296875
Mornings,XGBoost,2013.3434343434344,697.296875
Mornings,XGBoost,2013.4444444444443,697.296875
Mornings,XGBoost,2013.5454545454545,697.296875
Mornings,XGBoost,2013.6464646464647,697.296875
Mornings,XGBoost,2013.7474747474748,697.296875
Mornings,XGBoost,2013.8484848484848,697.296875
Mornings,XGBoost,2013.949494949495,697.296875
Mornings,XGBoost,2014.050505050505,707.3450927734375
Mornings,XGBoost,2014.1515151515152,707.3450927734375
Mornings,XGBoost,2014.2525252525252,707.3450927734375
Mornings,XGBoost,2014.3535353535353,707.3450927734375
Mornings,XGBoost,2014.4545454545455,707.3450927734375
Mornings,XGBoost,2014.5555555555557,707.3450927734375
Mornings,XGBoost,2014.6565656565656,707.3450927734375
Mornings,XGBoost,2014.7575757575758,707.3450927734375
Mornings,XGBoost,2014.858585858586,707.3450927734375
Mornings,XGBoost,2014.959595959596,707.3450927734375
Mornings,XGBoost,2015.060606060606,722.4095458984375
Mornings,XGBoost,2015.1616161616162,722.4095458984375
Mornings,XGBoost,2015.2626262626263,722.4095458984375
Mornings,XGBoost,2015.3636363636363,722.4095458984375
Mornings,XGBoost,2015.4646464646464,722.4095458984375
Mornings,XGBoost,2015.5656565656566,722.4095458984375
Mornings,XGBoost,2015.6666666666667,722.4095458984375
Mornings,XGBoost,2015.7676767676767,722.4095458984375
Mornings,XGBoost,2015.8686868686868,722.4095458984375
Mornings,XGBoost,2015.969696969697,722.4095458984375
Mornings,XGBoost,2016.0707070707072,725.4451293945312
Mornings,XGBoost,2016.171717171717,725.4451293945312
Mornings,XGBoost,2016.2727272727273,725.4451293945312
Mornings,XGBoost,2016.3737373737374,725.4451293945312
Mornings,XGBoost,2016.4747474747476,725.4451293945312
Mornings,XGBoost,2016.5757575757575,725.4451293945312
Mornings,XGBoost,2016.6767676767677,725.4451293945312
Mornings,XGBoost,2016.7777777777778,725.4451293945312
Mornings,XGBoost,2016.878787878788,725.4451293945312
Mornings,XGBoost,2016.979797979798,725.4451293945312
Mornings,XGBoost,2017.080808080808,730.5740356445312
Mornings,XGBoost,2017.1818181818182,730.5740356445312
Mornings,XGBoost,2017.2828282828282,730.5740356445312
Mornings,XGBoost,2017.3838383838383,730.5740356445312
Mornings,XGBoost,2017.4848484848485,730.5740356445312
Mornings,XGBoost,2017.5858585858587,730.5740356445312
Mornings,XGBoost,2017.6868686868686,730.5740356445312
Mornings,XGBoost,2017.7878787878788,730.5740356445312
Mornings,XGBoost,2017.888888888889,730.5740356445312
Mornings,XGBoost,2017.989898989899,730.5740356445312
Mornings,XGBoost,2018.090909090909,742.1856079101562
Mornings,XGBoost,2018.1919191919192,742.1856079101562
Mornings,XGBoost,2018.2929292929293,742.1856079101562
Mornings,XGBoost,2018.3939393939395,742.1856079101562
Mornings,XGBoost,2018.4949494949494,742.1856079101562
Mornings,XGBoost,2018.5959595959596,742.1856079101562
Mornings,XGBoost,2018.6969696969697,742.1856079101562
Mornings,XGBoost,2018.79797979798,742.1856079101562
Mornings,XGBoost,2018.8989898989898,742.1856079101562
Mornings,XGBoost,2019.0,741.9200439453125
Lunches,CatBoost,2009.0,1090.2772050535466
Lunches,CatBoost,2009.1010101010102,1090.2772050535466
Lunches,CatBoost,2009.20202020202,1090.2772050535466
Lunches,CatBoost,2009.3030303030303,1090.2772050535466
Lunches,CatBoost,2009.4040404040404,1090.2772050535466
Lunches,CatBoost,2009.5050505050506,1067.6783479490543
Lunches,CatBoost,2009.6060606060605,1067.6783479490543
Lunches,CatBoost,2009.7070707070707,1067.6783479490543
Lunches,CatBoost,2009.8080808080808,1067.6783479490543
Lunches,CatBoost,2009.909090909091,1067.6783479490543
Lunches,CatBoost,2010.010101010101,1067.6783479490543
Lunches,CatBoost,2010.111111111111,1067.6783479490543
Lunches,CatBoost,2010.2121212121212,1067.6783479490543
Lunches,CatBoost,2010.3131313131314,1067.6783479490543
Lunches,CatBoost,2010.4141414141413,1067.6783479490543
Lunches,CatBoost,2010.5151515151515,1089.0260255401738
Lunches,CatBoost,2010.6161616161617,1089.0260255401738
Lunches,CatBoost,2010.7171717171718,1089.0260255401738
Lunches,CatBoost,2010.8181818181818,1089.0260255401738
Lunches,CatBoost,2010.919191919192,1089.0260255401738
Lunches,CatBoost,2011.020202020202,1089.0260255401738
Lunches,CatBoost,2011.121212121212,1089.0260255401738
Lunches,CatBoost,2011.2222222222222,1089.0260255401738
Lunches,CatBoost,2011.3232323232323,1089.0260255401738
Lunches,CatBoost,2011.4242424242425,1089.0260255401738
Lunches,CatBoost,2011.5252525252524,1092.3512779255414
Lunches,CatBoost,2011.6262626262626,1092.3512779255414
Lunches,CatBoost,2011.7272727272727,1092.3512779255414
Lunches,CatBoost,2011.828282828283,1092.3512779255414
Lunches,CatBoost,2011.9292929292928,1092.3512779255414
Lunches,CatBoost,2012.030303030303,1092.3512779255414
Lunches,CatBoost,2012.1313131313132,1092.3512779255414
Lunches,CatBoost,2012.2323232323233,1092.3512779255414
Lunches,CatBoost,2012.3333333333333,1092.3512779255414
Lunches,CatBoost,2012.4343434343434,1092.3512779255414
Lunches,CatBoost,2012.5353535353536,1088.0729990200696
Lunches,CatBoost,2012.6363636363637,1088.0729990200696
Lunches,CatBoost,2012.7373737373737,1088.0729990200696
Lunches,CatBoost,2012.8383838383838,1088.0729990200696
Lunches,CatBoost,2012.939393939394,1088.0729990200696
Lunches,CatBoost,2013.040404040404,1088.0729990200696
