Dataset,Model,Year,Predicted Value
Afternoons,LightGBM,2013.7474747474748,1192.2819636917438
Afternoons,LightGBM,2013.8484848484848,1192.2819636917438
Afternoons,LightGBM,2013.949494949495,1192.2819636917438
Afternoons,LightGBM,2014.050505050505,1192.2819636917438
Afternoons,LightGBM,2014.1515151515152,1192.2819636917438
Afternoons,LightGBM,2014.2525252525252,1192.2819636917438
Afternoons,LightGBM,2014.3535353535353,1192.2819636917438
Afternoons,LightGBM,2014.4545454545455,1192.2819636917438
Afternoons,LightGBM,2014.5555555555557,1232.6224007923122
Afternoons,LightGBM,2014.6565656565656,1232.6224007923122
Afternoons,LightGBM,2014.7575757575758,1232.6224007923122
Afternoons,LightGBM,2014.858585858586,1232.6224007923122
Afternoons,LightGBM,2014.959595959596,1232.6224007923122
Afternoons,LightGBM,2015.060606060606,1232.6224007923122
Afternoons,LightGBM,2015.1616161616162,1232.6224007923122
Afternoons,LightGBM,2015.2626262626263,1232.6224007923122
Afternoons,LightGBM,2015.3636363636363,1232.6224007923122
Afternoons,LightGBM,2015.4646464646464,1232.6224007923122
Afternoons,LightGBM,2015.5656565656566,1235.9915763113306
Afternoons,LightGBM,2015.6666666666667,1235.9915763113306
Afternoons,LightGBM,2015.7676767676767,1235.9915763113306
Afternoons,LightGBM,2015.8686868686868,1235.9915763113306
Afternoons,LightGBM,2015.969696969697,1235.9915763113306
Afternoons,LightGBM,2016.0707070707072,1235.9915763113306
Afternoons,LightGBM,2016.171717171717,1235.9915763113306
Afternoons,LightGBM,2016.2727272727273,1235.9915763113306
Afternoons,LightGBM,2016.3737373737374,1235.9915763113306
Afternoons,LightGBM,2016.4747474747476,1235.9915763113306
Afternoons,LightGBM,2016.5757575757575,1243.0372966480768
Afternoons,LightGBM,2016.6767676767677,1243.0372966480768
Afternoons,LightGBM,2016.7777777777778,1243.0372966480768
Afternoons,LightGBM,2016.878787878788,1243.0372966480768
Afternoons,LightGBM,2016.979797979798,1243.0372966480768
Afternoons,LightGBM,2017.080808080808,1243.0372966480768
Afternoons,LightGBM,2017.1818181818182,1243.0372966480768
Afternoons,LightGBM,2017.2828282828282,1243.0372966480768
Afternoons,LightGBM,2017.3838383838383,1243.0372966480768
Afternoons,LightGBM,2017.4848484848485,1243.0372966480768
Afternoons,LightGBM,2017.5858585858587,1261.443461354923
Afternoons,LightGBM,2017.6868686868686,1261.443461354923
Afternoons,LightGBM,2017.7878787878788,1261.443461354923
Afternoons,LightGBM,2017.888888888889,1261.443461354923
Afternoons,LightGBM,2017.989898989899,1261.443461354923
Afternoons,LightGBM,2018.090909090909,1261.443461354923
Afternoons,LightGBM,2018.1919191919192,1261.443461354923
Afternoons,LightGBM,2018.2929292929293,1261.443461354923
Afternoons,LightGBM,2018.3939393939395,1261.443461354923
Afternoons,LightGBM,2018.4949494949494,1261.443461354923
Afternoons,LightGBM,2018.5959595959596,1256.691159635592
Afternoons,LightGBM,2018.6969696969697,1256.691159635592
Afternoons,LightGBM,2018.79797979798,1256.691159635592
Afternoons,LightGBM,2018.8989898989898,1256.691159635592
Afternoons,LightGBM,2019.0,1256.691159635592
Afternoons,XGBoost,2009.0,1202.959716796875
Afternoons,XGBoost,2009.1010101010102,1202.959716796875
Afternoons,XGBoost,2009.20202020202,1202.959716796875
Afternoons,XGBoost,2009.3030303030303,1202.959716796875
Afternoons,XGBoost,2009.4040404040404,1202.959716796875
Afternoons,XGBoost,2009.5050505050506,1202.959716796875
Afternoons,XGBoost,2009.6060606060605,1202.959716796875
Afternoons,XGBoost,2009.7070707070707,1202.959716796875
Afternoons,XGBoost,2009.8080808080808,1202.959716796875
Afternoons,XGBoost,2009.909090909091,1202.959716796875
Afternoons,XGBoost,2010.010101010101,1198.945556640625
Afternoons,XGBoost,2010.111111111111,1198.945556640625
Afternoons,XGBoost,2010.2121212121212,1198.945556640625
Afternoons,XGBoost,2010.3131313131314,1198.945556640625
Afternoons,XGBoost,2010.4141414141413,1198.945556640625
Afternoons,XGBoost,2010.5151515151515,1198.945556640625
Afternoons,XGBoost,2010.6161616161617,1198.945556640625
Afternoons,XGBoost,2010.7171717171718,1198.945556640625
Afternoons,XGBoost,2010.8181818181818,1198.945556640625
Afternoons,XGBoost,2010.919191919192,1198.945556640625
Afternoons,XGBoost,2011.020202020202,1214.3663330078125
Afternoons,XGBoost,2011.121212121212,1214.3663330078125
Afternoons,XGBoost,2011.2222222222222,1214.3663330078125
Afternoons,XGBoost,2011.3232323232323,1214.3663330078125
Afternoons,XGBoost,2011.4242424242425,1214.3663330078125
Afternoons,XGBoost,2011.5252525252524,1214.3663330078125
Afternoons,XGBoost,2011.6262626262626,1214.3663330078125
Afternoons,XGBoost,2011.7272727272727,1214.3663330078125
Afternoons,XGBoost,2011.828282828283,1214.3663330078125
Afternoons,XGBoost,2011.9292929292928,1214.3663330078125
Afternoons,XGBoost,2012.030303030303,1213.1976318359375
Afternoons,XGBoost,2012.1313131313132,1213.1976318359375
Afternoons,XGBoost,2012.2323232323233,1213.1976318359375
Afternoons,XGBoost,2012.3333333333333,1213.1976318359375
Afternoons,XGBoost,2012.4343434343434,1213.1976318359375
Afternoons,XGBoost,2012.5353535353536,1213.1976318359375
Afternoons,XGBoost,2012.6363636363637,1213.1976318359375
Afternoons,XGBoost,2012.7373737373737,1213.1976318359375
Afternoons,XGBoost,2012.8383838383838,1213.1976318359375
Afternoons,XGBoost,2012.939393939394,1213.1976318359375
Afternoons,XGBoost,2013.040404040404,1210.532958984375
Afternoons,XGBoost,2013.141414141414,1210.532958984375
Afternoons,XGBoost,2013.2424242424242,1210.532958984375
Afternoons,XGBoost,2013.3434343434344,1210.532958984375
Afternoons,XGBoost,2013.4444444444443,1210.532958984375
Afternoons,XGBoost,2013.5454545454545,1210.532958984375
Afternoons,XGBoost,2013.6464646464647,1210.532958984375
Afternoons,XGBoost,2013.7474747474748,1210.532958984375
Afternoons,XGBoost,2013.8484848484848,1210.532958984375
Afternoons,XGBoost,2013.949494949495,1210.532958984375
Afternoons,XGBoost,2014.050505050505,1209.8240966796875
Afternoons,XGBoost,2014.1515151515152,1209.8240966796875
Afternoons,XGBoost,2014.2525252525252,1209.8240966796875
Afternoons,XGBoost,2014.3535353535353,1209.8240966796875
Afternoons,XGBoost,2014.4545454545455,1209.8240966796875
Afternoons,XGBoost,2014.5555555555557,1209.8240966796875
Afternoons,XGBoost,2014.6565656565656,1209.8240966796875
Afternoons,XGBoost,2014.7575757575758,1209.8240966796875
Afternoons,XGBoost,2014.858585858586,1209.8240966796875
Afternoons,XGBoost,2014.959595959596,1209.8240966796875
Afternoons,XGBoost,2015.060606060606,1221.98193359375
Afternoons,XGBoost,2015.1616161616162,1221.98193359375
Afternoons,XGBoost,2015.2626262626263,1221.98193359375
Afternoons,XGBoost,2015.3636363636363,1221.98193359375
Afternoons,XGBoost,2015.4646464646464,1221.98193359375
Afternoons,XGBoost,2015.5656565656566,1221.98193359375
Afternoons,XGBoost,2015.6666666666667,1221.98193359375
Afternoons,XGBoost,2015.7676767676767,1221.98193359375
Afternoons,XGBoost,2015.8686868686868,1221.98193359375
Afternoons,XGBoost,2015.969696969697,1221.98193359375
Afternoons,XGBoost,2016.0707070707072,1225.476806640625
Afternoons,XGBoost,2016.171717171717,1225.476806640625
Afternoons,XGBoost,2016.2727272727273,1225.476806640625
Afternoons,XGBoost,2016.3737373737374,1225.476806640625
Afternoons,XGBoost,2016.4747474747476,1225.476806640625
Afternoons,XGBoost,2016.5757575757575,1225.476806640625
Afternoons,XGBoost,2016.6767676767677,1225.476806640625
Afternoons,XGBoost,2016.7777777777778,1225.476806640625
Afternoons,XGBoost,2016.878787878788,1225.476806640625
Afternoons,XGBoost,2016.979797979798,1225.476806640625
Afternoons,XGBoost,2017.080808080808,1230.6624755859375
Afternoons,XGBoost,2017.1818181818182,1230.6624755859375
Afternoons,XGBoost,2017.2828282828282,1230.6624755859375
Afternoons,XGBoost,2017.3838383838383,1230.6624755859375
Afternoons,XGBoost,2017.4848484848485,1230.6624755859375
Afternoons,XGBoost,2017.5858585858587,1230.6624755859375
Afternoons,XGBoost,2017.6868686868686,1230.6624755859375
Afternoons,XGBoost,2017.7878787878788,1230.6624755859375
Afternoons,XGBoost,2017.888888888889,1230.6624755859375
Afternoons,XGBoost,2017.989898989899,1230.6624755859375
Afternoons,XGBoost,2018.090909090909,1237.24755859375
Afternoons,XGBoost,2018.1919191919192,1237.24755859375
Afternoons,XGBoost,2018.2929292929293,1237.24755859375
Afternoons,XGBoost,2018.3939393939395,1237.24755859375
Afternoons,XGBoost,2018.4949494949494,1237.24755859375
Afternoons,XGBoost,2018.5959595959596,1237.24755859375
Afternoons,XGBoost,2018.6969696969697,1237.24755859375
Afternoons,XGBoost,2018.79797979798,1237.24755859375
Afternoons,XGBoost,2018.8989898989898,1237.24755859375
Afternoons,XGBoost,2019.0,1242.701904296875
Evenings,CatBoost,2009.0,466.43030597455385
Evenings,CatBoost,2009.1010101010102,466.43030597455385
Evenings,CatBoost,2009.20202020202,466.43030597455385
Evenings,CatBoost,2009.3030303030303,466.43030597455385
Evenings,CatBoost,2009.4040404040404,466.43030597455385
Evenings,CatBoost,2009.5050505050506,456.827602829656
Evenings,CatBoost,2009.6060606060605,456.827602829656
Evenings,CatBoost,2009.7070707070707,456.827602829656
Evenings,CatBoost,2009.8080808080808,456.827602829656
Evenings,CatBoost,2009.909090909091,456.827602829656
Evenings,CatBoost,2010.010101010101,456.827602829656
Evenings,CatBoost,2010.111111111111,456.827602829656
Evenings,CatBoost,2010.2121212121212,456.827602829656
Evenings,CatBoost,2010.3131313131314,456.827602829656
Evenings,CatBoost,2010.4141414141413,456.827602829656
Evenings,CatBoost,2010.5151515151515,491.9965612789091
Evenings,CatBoost,2010.6161616161617,491.9965612789091
Evenings,CatBoost,2010.7171717171718,491.9965612789091
Evenings,CatBoost,2010.8181818181818,491.9965612789091
Evenings,CatBoost,2010.919191919192,491.9965612789091
Evenings,CatBoost,2011.020202020202,491.9965612789091
Evenings,CatBoost,2011.121212121212,491.9965612789091
Evenings,CatBoost,2011.2222222222222,491.9965612789091
Evenings,CatBoost,2011.3232323232323,491.9965612789091
Evenings,CatBoost,2011.4242424242425,491.9965612789091
Evenings,CatBoost,2011.5252525252524,510.9108174993827
Evenings,CatBoost,2011.6262626262626,510.9108174993827
Evenings,CatBoost,2011.7272727272727,510.9108174993827
Evenings,CatBoost,2011.828282828283,510.9108174993827
Evenings,CatBoost,2011.9292929292928,510.9108174993827
Evenings,CatBoost,2012.030303030303,510.9108174993827
Evenings,CatBoost,2012.1313131313132,510.9108174993827
Evenings,CatBoost,2012.2323232323233,510.9108174993827
Evenings,CatBoost,2012.3333333333333,510.9108174993827
Evenings,CatBoost,2012.4343434343434,510.9108174993827
Evenings,CatBoost,2012.5353535353536,510.9596995576562
Evenings,CatBoost,2012.6363636363637,510.9596995576562
Evenings,CatBoost,2012.7373737373737,510.9596995576562
Evenings,CatBoost,2012.8383838383838,510.9596995576562
Evenings,CatBoost,2012.939393939394,510.9596995576562
Evenings,CatBoost,2013.040404040404,510.9596995576562
Evenings,CatBoost,2013.141414141414,510.9596995576562
Evenings,CatBoost,2013.2424242424242,510.9596995576562
Evenings,CatBoost,2013.3434343434344,510.9596995576562
Evenings,CatBoost,2013.4444444444443,510.9596995576562
Evenings,CatBoost,2013.5454545454545,506.24976330033263
Evenings,CatBoost,2013.6464646464647,506.24976330033263
Evenings,CatBoost,2013.7474747474748,506.24976330033263
Evenings,CatBoost,2013.8484848484848,506.24976330033263
Evenings,CatBoost,2013.949494949495,506.24976330033263
Evenings,CatBoost,2014.050505050505,506.24976330033263
Evenings,CatBoost,2014.1515151515152,506.24976330033263
Evenings,CatBoost,2014.2525252525252,506.24976330033263
Evenings,CatBoost,2014.3535353535353,506.24976330033263
Evenings,CatBoost,2014.4545454545455,506.24976330033263
Evenings,CatBoost,2014.5555555555557,538.1793625137867
Evenings,CatBoost,2014.6565656565656,538.1793625137867
Evenings,CatBoost,2014.7575757575758,538.1793625137867
Evenings,CatBoost,2014.858585858586,538.1793625137867
Evenings,CatBoost,2014.959595959596,538.1793625137867
Evenings,CatBoost,2015.060606060606,538.1793625137867
Evenings,CatBoost,2015.1616161616162,538.1793625137867
Evenings,CatBoost,2015.2626262626263,538.1793625137867
Evenings,CatBoost,2015.3636363636363,538.1793625137867
Evenings,CatBoost,2015.4646464646464,538.1793625137867
Evenings,CatBoost,2015.5656565656566,566.7179860458147
Evenings,CatBoost,2015.6666666666667,566.7179860458147
Evenings,CatBoost,2015.7676767676767,566.7179860458147
Evenings,CatBoost,2015.8686868686868,566.7179860458147
Evenings,CatBoost,2015.969696969697,566.7179860458147
Evenings,CatBoost,2016.0707070707072,566.7179860458147
Evenings,CatBoost,2016.171717171717,566.7179860458147
Evenings,CatBoost,2016.2727272727273,566.7179860458147
Evenings,CatBoost,2016.3737373737374,566.7179860458147
Evenings,CatBoost,2016.4747474747476,566.7179860458147
Evenings,CatBoost,2016.5757575757575,566.8715381143154
Evenings,CatBoost,2016.6767676767677,566.8715381143154
Evenings,CatBoost,2016.7777777777778,566.8715381143154
Evenings,CatBoost,2016.878787878788,566.8715381143154
Evenings,CatBoost,2016.979797979798,566.8715381143154
Evenings,CatBoost,2017.080808080808,566.8715381143154
Evenings,CatBoost,2017.1818181818182,566.8715381143154
Evenings,CatBoost,2017.2828282828282,566.8715381143154
Evenings,CatBoost,2017.3838383838383,566.8715381143154
Evenings,CatBoost,2017.4848484848485,566.8715381143154
Evenings,CatBoost,2017.5858585858587,565.9551288221561
Evenings,CatBoost,2017.6868686868686,565.9551288221561
Evenings,CatBoost,2017.7878787878788,565.9551288221561
Evenings,CatBoost,2017.888888888889,565.9551288221561
Evenings,CatBoost,2017.989898989899,565.9551288221561
Evenings,CatBoost,2018.090909090909,565.9551288221561
Evenings,CatBoost,2018.1919191919192,565.9551288221561
Evenings,CatBoost,2018.2929292929293,565.9551288221561
Evenings,CatBoost,2018.3939393939395,565.9551288221561
Evenings,CatBoost,2018.4949494949494,565.9551288221561
Evenings,CatBoost,2018.5959595959596,560.6539121711173
Evenings,CatBoost,2018.6969696969697,560.6539121711173
Evenings,CatBoost,2018.79797979798,560.6539121711173
Evenings,CatBoost,2018.8989898989898,560.6539121711173
Evenings,CatBoost,2019.0,560.6539121711173
Evenings,LightGBM,2009.0,516.0966461425836
Evenings,LightGBM,2009.1010101010102,516.0966461425836
Evenings,LightGBM,2009.20202020202,516.0966461425836
Evenings,LightGBM,2009.3030303030303,516.0966461425836
Evenings,LightGBM,2009.4040404040404,516.0966461425836
Evenings,LightGBM,2009.5050505050506,512.7378810570611
Evenings,LightGBM,2009.6060606060605,512.7378810570611
Evenings,LightGBM,2009.7070707070707,512.7378810570611
Evenings,LightGBM,2009.8080808080808,512.7378810570611
Evenings,LightGBM,2009.909090909091,512.7378810570611
Evenings,LightGBM,2010.010101010101,512.7378810570611
Evenings,LightGBM,2010.111111111111,512.7378810570611
Evenings,LightGBM,2010.2121212121212,512.7378810570611
Evenings,LightGBM,2010.3131313131314,512.7378810570611
Evenings,LightGBM,2010.4141414141413,512.7378810570611
Evenings,LightGBM,2010.5151515151515,517.2904422083091
Evenings,LightGBM,2010.6161616161617,517.2904422083091
Evenings,LightGBM,2010.7171717171718,517.2904422083091
Evenings,LightGBM,2010.8181818181818,517.2904422083091
Evenings,LightGBM,2010.919191919192,517.2904422083091
Evenings,LightGBM,2011.020202020202,517.2904422083091
Evenings,LightGBM,2011.121212121212,517.2904422083091
Evenings,LightGBM,2011.2222222222222,517.2904422083091
Evenings,LightGBM,2011.3232323232323,517.2904422083091
Evenings,LightGBM,2011.4242424242425,517.2904422083091
Evenings,LightGBM,2011.5252525252524,524.9742729908396
Evenings,LightGBM,2011.6262626262626,524.9742729908396
Evenings,LightGBM,2011.7272727272727,524.9742729908396
Evenings,LightGBM,2011.828282828283,524.9742729908396
Evenings,LightGBM,2011.9292929292928,524.9742729908396
Evenings,LightGBM,2012.030303030303,524.9742729908396
Evenings,LightGBM,2012.1313131313132,524.9742729908396
Evenings,LightGBM,2012.2323232323233,524.9742729908396
Evenings,LightGBM,2012.3333333333333,524.9742729908396
Evenings,LightGBM,2012.4343434343434,524.9742729908396
Evenings,LightGBM,2012.5353535353536,526.9286451419855
Evenings,LightGBM,2012.6363636363637,526.9286451419855
Evenings,LightGBM,2012.7373737373737,526.9286451419855
Evenings,LightGBM,2012.8383838383838,526.9286451419855
Evenings,LightGBM,2012.939393939394,526.9286451419855
Evenings,LightGBM,2013.040404040404,526.9286451419855
Evenings,LightGBM,2013.141414141414,526.9286451419855
Evenings,LightGBM,2013.2424242424242,526.9286451419855
Evenings,LightGBM,2013.3434343434344,526.9286451419855
Evenings,LightGBM,2013.4444444444443,526.9286451419855
Evenings,LightGBM,2013.5454545454545,518.5071186720083
Evenings,LightGBM,2013.6464646464647,518.5071186720083
Evenings,LightGBM,2013.7474747474748,518.5071186720083
Evenings,LightGBM,2013.8484848484848,518.5071186720083
Evenings,LightGBM,2013.949494949495,518.5071186720083
Evenings,LightGBM,2014.050505050505,518.5071186720083
Evenings,LightGBM,2014.1515151515152,518.5071186720083
Evenings,LightGBM,2014.2525252525252,518.5071186720083
Evenings,LightGBM,2014.3535353535353,518.5071186720083
Evenings,LightGBM,2014.4545454545455,518.5071186720083
Evenings,LightGBM,2014.5555555555557,542.7103794885985
Evenings,LightGBM,2014.6565656565656,542.7103794885985
Evenings,LightGBM,2014.7575757575758,542.7103794885985
Evenings,LightGBM,2014.858585858586,542.7103794885985
Evenings,LightGBM,2014.959595959596,542.7103794885985
Evenings,LightGBM,2015.060606060606,542.7103794885985
Evenings,LightGBM,2015.1616161616162,542.7103794885985
Evenings,LightGBM,2015.2626262626263,542.7103794885985
Evenings,LightGBM,2015.3636363636363,542.7103794885985
Evenings,LightGBM,2015.4646464646464,542.7103794885985
Evenings,LightGBM,2015.5656565656566,549.1534480714845
Evenings,LightGBM,2015.6666666666667,549.1534480714845
Evenings,LightGBM,2015.7676767676767,549.1534480714845
Evenings,LightGBM,2015.8686868686868,549.1534480714845
Evenings,LightGBM,2015.969696969697,549.1534480714845
Evenings,LightGBM,2016.0707070707072,549.1534480714845
Evenings,LightGBM,2016.171717171717,549.1534480714845
Evenings,LightGBM,2016.2727272727273,549.1534480714845
Evenings,LightGBM,2016.3737373737374,549.1534480714845
Evenings,LightGBM,2016.4747474747476,549.1534480714845
Evenings,LightGBM,2016.5757575757575,548.5144846510419
Evenings,LightGBM,2016.6767676767677,548.5144846510419
Evenings,LightGBM,2016.7777777777778,548.5144846510419
Evenings,LightGBM,2016.878787878788,548.5144846510419
Evenings,LightGBM,2016.979797979798,548.5144846510419
Evenings,LightGBM,2017.080808080808,548.5144846510419
Evenings,LightGBM,2017.1818181818182,548.5144846510419
Evenings,LightGBM,2017.2828282828282,548.5144846510419
Evenings,LightGBM,2017.3838383838383,548.5144846510419
Evenings,LightGBM,2017.4848484848485,548.5144846510419
Evenings,LightGBM,2017.5858585858587,551.2791715730752
Evenings,LightGBM,2017.6868686868686,551.2791715730752
Evenings,LightGBM,2017.7878787878788,551.2791715730752
Evenings,LightGBM,2017.888888888889,551.2791715730752
Evenings,LightGBM,2017.989898989899,551.2791715730752
Evenings,LightGBM,2018.090909090909,551.2791715730752
Evenings,LightGBM,2018.1919191919192,551.2791715730752
Evenings,LightGBM,2018.2929292929293,551.2791715730752
Evenings,LightGBM,2018.3939393939395,551.2791715730752
Evenings,LightGBM,2018.4949494949494,551.2791715730752
Evenings,LightGBM,2018.5959595959596,547.7718995411625
Evenings,LightGBM,2018.6969696969697,547.7718995411625
Evenings,LightGBM,2018.79797979798,547.7718995411625
Evenings,LightGBM,2018.8989898989898,547.7718995411625
Evenings,LightGBM,2019.0,547.7718995411625
Evenings,XGBoost,2009.0,523.547119140625
Evenings,XGBoost,2009.1010101010102,523.547119140625
Evenings,XGBoost,2009.20202020202,523.547119140625
Evenings,XGBoost,2009.3030303030303,523.547119140625
Evenings,XGBoost,2009.4040404040404,523.547119140625
Evenings,XGBoost,2009.5050505050506,523.547119140625
Evenings,XGBoost,2009.6060606060605,523.547119140625
Evenings,XGBoost,2009.7070707070707,523.547119140625
Evenings,XGBoost,2009.8080808080808,523.547119140625
Evenings,XGBoost,2009.909090909091,523.547119140625
Evenings,XGBoost,2010.010101010101,515.6025390625
Evenings,XGBoost,2010.111111111111,515.6025390625
Evenings,XGBoost,2010.2121212121212,515.6025390625
Evenings,XGBoost,2010.3131313131314,515.6025390625
Evenings,XGBoost,2010.4141414141413,515.6025390625
Evenings,XGBoost,2010.5151515151515,515.6025390625
Evenings,XGBoost,2010.6161616161617,515.6025390625
Evenings,XGBoost,2010.7171717171718,515.6025390625
Evenings,XGBoost,2010.8181818181818,515.6025390625
Evenings,XGBoost,2010.919191919192,515.6025390625
Evenings,XGBoost,2011.020202020202,514.9741821289062
Evenings,XGBoost,2011.121212121212,514.9741821289062
Evenings,XGBoost,2011.2222222222222,514.9741821289062
Evenings,XGBoost,2011.3232323232323,514.9741821289062
Evenings,XGBoost,2011.4242424242425,514.9741821289062
Evenings,XGBoost,2011.5252525252524,514.9741821289062
Evenings,XGBoost,2011.6262626262626,514.9741821289062
Evenings,XGBoost,2011.7272727272727,514.9741821289062
Evenings,XGBoost,2011.828282828283,514.9741821289062
Evenings,XGBoost,2011.9292929292928,514.9741821289062
Evenings,XGBoost,2012.030303030303,522.0843505859375
Evenings,XGBoost,2012.1313131313132,522.0843505859375
Evenings,XGBoost,2012.2323232323233,522.0843505859375
Evenings,XGBoost,2012.3333333333333,522.0843505859375
Evenings,XGBoost,2012.4343434343434,522.0843505859375
Evenings,XGBoost,2012.5353535353536,522.0843505859375
Evenings,XGBoost,2012.6363636363637,522.0843505859375
Evenings,XGBoost,2012.7373737373737,522.0843505859375
Evenings,XGBoost,2012.8383838383838,522.0843505859375
Evenings,XGBoost,2012.939393939394,522.0843505859375
Evenings,XGBoost,2013.040404040404,522.3699340820312
Evenings,XGBoost,2013.141414141414,522.3699340820312
Evenings,XGBoost,2013.2424242424242,522.3699340820312
Evenings,XGBoost,2013.3434343434344,522.3699340820312
Evenings,XGBoost,2013.4444444444443,522.3699340820312
Evenings,XGBoost,2013.5454545454545,522.3699340820312
Evenings,XGBoost,2013.6464646464647,522.3699340820312
Evenings,XGBoost,2013.7474747474748,522.3699340820312
Evenings,XGBoost,2013.8484848484848,522.3699340820312
Evenings,XGBoost,2013.949494949495,522.3699340820312
Evenings,XGBoost,2014.050505050505,524.408935546875
Evenings,XGBoost,2014.1515151515152,524.408935546875
Evenings,XGBoost,2014.2525252525252,524.408935546875
Evenings,XGBoost,2014.3535353535353,524.408935546875
Evenings,XGBoost,2014.4545454545455,524.408935546875
Evenings,XGBoost,2014.5555555555557,524.408935546875
Evenings,XGBoost,2014.6565656565656,524.408935546875
Evenings,XGBoost,2014.7575757575758,524.408935546875
Evenings,XGBoost,2014.858585858586,524.408935546875
Evenings,XGBoost,2014.959595959596,524.408935546875
Evenings,XGBoost,2015.060606060606,543.7781982421875
Evenings,XGBoost,2015.1616161616162,543.7781982421875
Evenings,XGBoost,2015.2626262626263,543.7781982421875
Evenings,XGBoost,2015.3636363636363,543.7781982421875
Evenings,XGBoost,2015.4646464646464,543.7781982421875
Evenings,XGBoost,2015.5656565656566,543.7781982421875
Evenings,XGBoost,2015.6666666666667,543.7781982421875
Evenings,XGBoost,2015.7676767676767,543.7781982421875
Evenings,XGBoost,2015.8686868686868,543.7781982421875
Evenings,XGBoost,2015.969696969697,543.7781982421875
Evenings,XGBoost,2016.0707070707072,548.18896484375
Evenings,XGBoost,2016.171717171717,548.18896484375
Evenings,XGBoost,2016.2727272727273,548.18896484375
Evenings,XGBoost,2016.3737373737374,548.18896484375
Evenings,XGBoost,2016.4747474747476,548.18896484375
Evenings,XGBoost,2016.5757575757575,548.18896484375
Evenings,XGBoost,2016.6767676767677,548.18896484375
Evenings,XGBoost,2016.7777777777778,548.18896484375
Evenings,XGBoost,2016.878787878788,548.18896484375
Evenings,XGBoost,2016.979797979798,548.18896484375
Evenings,XGBoost,2017.080808080808,553.1102294921875
Evenings,XGBoost,2017.1818181818182,553.1102294921875
Evenings,XGBoost,2017.2828282828282,553.1102294921875
Evenings,XGBoost,2017.3838383838383,553.1102294921875
Evenings,XGBoost,2017.4848484848485,553.1102294921875
Evenings,XGBoost,2017.5858585858587,553.1102294921875
Evenings,XGBoost,2017.6868686868686,553.1102294921875
Evenings,XGBoost,2017.7878787878788,553.1102294921875
Evenings,XGBoost,2017.888888888889,553.1102294921875
Evenings,XGBoost,2017.989898989899,553.1102294921875
Evenings,XGBoost,2018.090909090909,550.1375732421875
Evenings,XGBoost,2018.1919191919192,550.1375732421875
Evenings,XGBoost,2018.2929292929293,550.1375732421875
Evenings,XGBoost,2018.3939393939395,550.1375732421875
Evenings,XGBoost,2018.4949494949494,550.1375732421875
Evenings,XGBoost,2018.5959595959596,550.1375732421875
Evenings,XGBoost,2018.6969696969697,550.1375732421875
Evenings,XGBoost,2018.79797979798,550.1375732421875
Evenings,XGBoost,2018.8989898989898,550.1375732421875
Evenings,XGBoost,2019.0,550.0406494140625
Mornings Special,CatBoost,2009.0,273.6417951943978
Mornings Special,CatBoost,2009.1010101010102,273.6417951943978
Mornings Special,CatBoost,2009.20202020202,273.6417951943978
Mornings Special,CatBoost,2009.3030303030303,273.6417951943978
Mornings Special,CatBoost,2009.4040404040404,273.6417951943978
Mornings Special,CatBoost,2009.5050505050506,275.2635976630598
Mornings Special,CatBoost,2009.6060606060605,275.2635976630598
Mornings Special,CatBoost,2009.7070707070707,275.2635976630598
Mornings Special,CatBoost,2009.8080808080808,275.2635976630598
Mornings Special,CatBoost,2009.909090909091,275.2635976630598
Mornings Special,CatBoost,2010.010101010101,275.2635976630598
Mornings Special,CatBoost,2010.111111111111,275.2635976630598
Mornings Special,CatBoost,2010.2121212121212,275.2635976630598
Mornings Special,CatBoost,2010.3131313131314,275.2635976630598
Mornings Special,CatBoost,2010.4141414141413,275.2635976630598
Mornings Special,CatBoost,2010.5151515151515,275.8796958372397
Mornings Special,CatBoost,2010.6161616161617,275.8796958372397
Mornings Special,CatBoost,2010.7171717171718,275.8796958372397
Mornings Special,CatBoost,2010.8181818181818,275.8796958372397
Mornings Special,CatBoost,2010.919191919192,275.8796958372397
Mornings Special,CatBoost,2011.020202020202,275.8796958372397
Mornings Special,CatBoost,2011.121212121212,275.8796958372397
Mornings Special,CatBoost,2011.2222222222222,275.8796958372397
Mornings Special,CatBoost,2011.3232323232323,275.8796958372397
Mornings Special,CatBoost,2011.4242424242425,275.8796958372397
Mornings Special,CatBoost,2011.5252525252524,282.17629125138126
Mornings Special,CatBoost,2011.6262626262626,282.17629125138126
Mornings Special,CatBoost,2011.7272727272727,282.17629125138126
Mornings Special,CatBoost,2011.828282828283,282.17629125138126
Mornings Special,CatBoost,2011.9292929292928,282.17629125138126
Mornings Special,CatBoost,2012.030303030303,282.17629125138126
Mornings Special,CatBoost,2012.1313131313132,282.17629125138126
Mornings Special,CatBoost,2012.2323232323233,282.17629125138126
Mornings Special,CatBoost,2012.3333333333333,282.17629125138126
Mornings Special,CatBoost,2012.4343434343434,282.17629125138126
Mornings Special,CatBoost,2012.5353535353536,292.0235499918621
Mornings Special,CatBoost,2012.6363636363637,292.0235499918621
Mornings Special,CatBoost,2012.7373737373737,292.0235499918621
Mornings Special,CatBoost,2012.8383838383838,292.0235499918621
Mornings Special,CatBoost,2012.939393939394,292.0235499918621
Mornings Special,CatBoost,2013.040404040404,292.0235499918621
Mornings Special,CatBoost,2013.141414141414,292.0235499918621
