Dataset,Model,Total precipitation,Predicted Value
Lunches,XGBoost,1.9776363636363639,1020.0706176757812
Lunches,XGBoost,2.0051035353535354,1020.0706176757812
Lunches,XGBoost,2.032570707070707,1020.0706176757812
Lunches,XGBoost,2.060037878787879,1020.0706176757812
Lunches,XGBoost,2.0875050505050505,1020.0706176757812
Lunches,XGBoost,2.1149722222222223,1020.0706176757812
Lunches,XGBoost,2.142439393939394,1020.0706176757812
Lunches,XGBoost,2.1699065656565657,1020.0706176757812
Lunches,XGBoost,2.1973737373737374,1020.0706176757812
Lunches,XGBoost,2.224840909090909,1020.0706176757812
Lunches,XGBoost,2.252308080808081,1020.0706176757812
Lunches,XGBoost,2.2797752525252526,1020.0706176757812
Lunches,XGBoost,2.3072424242424243,1020.0706176757812
Lunches,XGBoost,2.334709595959596,1020.0706176757812
Lunches,XGBoost,2.3621767676767678,1020.0706176757812
Lunches,XGBoost,2.3896439393939395,1020.0706176757812
Lunches,XGBoost,2.417111111111111,1020.0706176757812
Lunches,XGBoost,2.444578282828283,1020.0706176757812
Lunches,XGBoost,2.4720454545454547,1020.0706176757812
Lunches,XGBoost,2.4995126262626264,1020.0706176757812
Lunches,XGBoost,2.526979797979798,1020.0706176757812
Lunches,XGBoost,2.55444696969697,1020.0706176757812
Lunches,XGBoost,2.5819141414141416,1020.0706176757812
Lunches,XGBoost,2.6093813131313133,1020.0706176757812
Lunches,XGBoost,2.636848484848485,1020.0706176757812
Lunches,XGBoost,2.6643156565656567,1020.0706176757812
Lunches,XGBoost,2.6917828282828284,1020.0706176757812
Lunches,XGBoost,2.71925,1063.7833251953125
Afternoons,CatBoost,0.0,1240.9747410523296
Afternoons,CatBoost,0.06517424242424243,1188.2748713708286
Afternoons,CatBoost,0.13034848484848485,1213.7790782425911
Afternoons,CatBoost,0.1955227272727273,1199.7171925894647
Afternoons,CatBoost,0.2606969696969697,1178.559724103328
Afternoons,CatBoost,0.3258712121212121,1170.0613154631394
Afternoons,CatBoost,0.3910454545454546,1171.6457881642507
Afternoons,CatBoost,0.456219696969697,1173.6416095999493
Afternoons,CatBoost,0.5213939393939394,1161.9361092222837
Afternoons,CatBoost,0.5865681818181818,1131.8161755327264
Afternoons,CatBoost,0.6517424242424242,1195.5977484614116
Afternoons,CatBoost,0.7169166666666666,1195.5977484614116
Afternoons,CatBoost,0.7820909090909092,1197.8248210578515
Afternoons,CatBoost,0.8472651515151516,1218.1171619780132
Afternoons,CatBoost,0.912439393939394,1198.6847337733975
Afternoons,CatBoost,0.9776136363636364,1198.5416024621984
Afternoons,CatBoost,1.0427878787878788,1205.2914039755385
Afternoons,CatBoost,1.1079621212121213,1179.4501656600073
Afternoons,CatBoost,1.1731363636363636,1187.446598582143
Afternoons,CatBoost,1.2383106060606062,1187.446598582143
Afternoons,CatBoost,1.3034848484848485,1187.446598582143
Afternoons,CatBoost,1.368659090909091,1187.446598582143
Afternoons,CatBoost,1.4338333333333333,1187.446598582143
Afternoons,CatBoost,1.4990075757575758,1187.446598582143
Afternoons,CatBoost,1.5641818181818183,1189.229385723332
Afternoons,CatBoost,1.6293560606060606,1189.229385723332
Afternoons,CatBoost,1.6945303030303032,1189.229385723332
Afternoons,CatBoost,1.7597045454545455,1189.229385723332
Afternoons,CatBoost,1.824878787878788,1189.229385723332
Afternoons,CatBoost,1.8900530303030303,1192.5442102136758
Afternoons,CatBoost,1.9552272727272728,1192.5442102136758
Afternoons,CatBoost,2.0204015151515153,1192.5442102136758
Afternoons,CatBoost,2.0855757575757576,1192.5442102136758
Afternoons,CatBoost,2.15075,1131.846016921191
Afternoons,CatBoost,2.2159242424242427,1131.846016921191
Afternoons,CatBoost,2.281098484848485,1131.846016921191
Afternoons,CatBoost,2.3462727272727273,1131.846016921191
Afternoons,CatBoost,2.4114469696969696,1131.846016921191
Afternoons,CatBoost,2.4766212121212123,1131.846016921191
Afternoons,CatBoost,2.5417954545454546,1131.846016921191
Afternoons,CatBoost,2.606969696969697,1131.846016921191
Afternoons,CatBoost,2.6721439393939397,1131.846016921191
Afternoons,CatBoost,2.737318181818182,1131.846016921191
Afternoons,CatBoost,2.8024924242424243,1131.846016921191
Afternoons,CatBoost,2.8676666666666666,1131.846016921191
Afternoons,CatBoost,2.9328409090909093,1128.7721593480708
Afternoons,CatBoost,2.9980151515151516,1128.7721593480708
Afternoons,CatBoost,3.063189393939394,1128.7721593480708
Afternoons,CatBoost,3.1283636363636367,1128.7721593480708
Afternoons,CatBoost,3.193537878787879,1128.7721593480708
Afternoons,CatBoost,3.2587121212121213,1128.7721593480708
Afternoons,CatBoost,3.3238863636363636,1128.7721593480708
Afternoons,CatBoost,3.3890606060606063,1128.7721593480708
Afternoons,CatBoost,3.4542348484848486,1128.7721593480708
Afternoons,CatBoost,3.519409090909091,1128.7721593480708
Afternoons,CatBoost,3.5845833333333332,1128.7721593480708
Afternoons,CatBoost,3.649757575757576,1128.7721593480708
Afternoons,CatBoost,3.7149318181818183,1128.7721593480708
Afternoons,CatBoost,3.7801060606060606,1128.7721593480708
Afternoons,CatBoost,3.8452803030303033,1128.7721593480708
Afternoons,CatBoost,3.9104545454545456,1128.7721593480708
Afternoons,CatBoost,3.975628787878788,1128.7721593480708
Afternoons,CatBoost,4.040803030303031,1128.7721593480708
Afternoons,CatBoost,4.105977272727273,1128.7721593480708
Afternoons,CatBoost,4.171151515151515,1128.7721593480708
Afternoons,CatBoost,4.236325757575758,1128.7721593480708
Afternoons,CatBoost,4.3015,1128.7721593480708
Afternoons,CatBoost,4.366674242424242,1128.7721593480708
Afternoons,CatBoost,4.431848484848485,1128.7721593480708
Afternoons,CatBoost,4.497022727272728,1128.7721593480708
Afternoons,CatBoost,4.56219696969697,1128.7721593480708
Afternoons,CatBoost,4.627371212121212,1128.7721593480708
Afternoons,CatBoost,4.692545454545455,1128.7721593480708
Afternoons,CatBoost,4.757719696969697,1128.7721593480708
