Dataset,Model,Total precipitation,Predicted Value
Afternoons,XGBoost,5.409462121212122,1177.9918212890625
Afternoons,XGBoost,5.474636363636364,1177.9918212890625
Afternoons,XGBoost,5.539810606060606,1177.9918212890625
Afternoons,XGBoost,5.604984848484849,1177.9918212890625
Afternoons,XGBoost,5.670159090909091,1177.9918212890625
Afternoons,XGBoost,5.735333333333333,1177.9918212890625
Afternoons,XGBoost,5.800507575757576,1177.9918212890625
Afternoons,XGBoost,5.865681818181819,1177.9918212890625
Afternoons,XGBoost,5.930856060606061,1177.9918212890625
Afternoons,XGBoost,5.996030303030303,1177.9918212890625
Afternoons,XGBoost,6.061204545454546,1177.9918212890625
Afternoons,XGBoost,6.126378787878788,1177.9918212890625
Afternoons,XGBoost,6.19155303030303,1177.9918212890625
Afternoons,XGBoost,6.256727272727273,1177.9918212890625
Afternoons,XGBoost,6.321901515151516,1177.9918212890625
Afternoons,XGBoost,6.387075757575758,1177.9918212890625
Afternoons,XGBoost,6.45225,1076.3829345703125
Evenings,CatBoost,0.0,550.3567336254424
Evenings,CatBoost,0.04001515151515152,548.4293351979375
Evenings,CatBoost,0.08003030303030303,504.484594176483
Evenings,CatBoost,0.12004545454545455,505.6617550811424
Evenings,CatBoost,0.16006060606060607,499.8972020453993
Evenings,CatBoost,0.20007575757575757,491.39167425319226
Evenings,CatBoost,0.2400909090909091,499.87882868102383
Evenings,CatBoost,0.28010606060606064,500.1126119282358
Evenings,CatBoost,0.32012121212121214,681.6996673124701
Evenings,CatBoost,0.36013636363636364,528.175594271443
Evenings,CatBoost,0.40015151515151515,522.6030542677937
Evenings,CatBoost,0.4401666666666667,525.7753031261457
Evenings,CatBoost,0.4801818181818182,530.6091560834067
Evenings,CatBoost,0.5201969696969697,530.5787707753647
Evenings,CatBoost,0.5602121212121213,545.5625666448168
Evenings,CatBoost,0.6002272727272727,545.5625666448168
Evenings,CatBoost,0.6402424242424243,542.1387242394603
Evenings,CatBoost,0.6802575757575758,541.39924729096
Evenings,CatBoost,0.7202727272727273,541.39924729096
Evenings,CatBoost,0.7602878787878788,541.39924729096
Evenings,CatBoost,0.8003030303030303,542.0021244373711
Evenings,CatBoost,0.8403181818181819,542.0021244373711
Evenings,CatBoost,0.8803333333333334,542.0021244373711
Evenings,CatBoost,0.9203484848484849,542.0021244373711
Evenings,CatBoost,0.9603636363636364,545.3068475088614
Evenings,CatBoost,1.000378787878788,545.3068475088614
Evenings,CatBoost,1.0403939393939394,545.0112694333345
Evenings,CatBoost,1.0804090909090909,545.0112694333345
Evenings,CatBoost,1.1204242424242425,545.0112694333345
Evenings,CatBoost,1.160439393939394,545.0112694333345
Evenings,CatBoost,1.2004545454545454,545.0112694333345
Evenings,CatBoost,1.240469696969697,545.0112694333345
Evenings,CatBoost,1.2804848484848486,545.0112694333345
Evenings,CatBoost,1.3205,545.8672066348613
Evenings,CatBoost,1.3605151515151517,545.8672066348613
Evenings,CatBoost,1.4005303030303031,545.8672066348613
Evenings,CatBoost,1.4405454545454546,550.206714221647
Evenings,CatBoost,1.4805606060606062,550.206714221647
Evenings,CatBoost,1.5205757575757577,605.9888865271574
Evenings,CatBoost,1.5605909090909091,605.9888865271574
Evenings,CatBoost,1.6006060606060606,605.9888865271574
Evenings,CatBoost,1.6406212121212123,605.9888865271574
Evenings,CatBoost,1.6806363636363637,563.8554567091388
Evenings,CatBoost,1.7206515151515152,563.8554567091388
Evenings,CatBoost,1.7606666666666668,563.8554567091388
Evenings,CatBoost,1.8006818181818183,563.8554567091388
Evenings,CatBoost,1.8406969696969697,563.8554567091388
Evenings,CatBoost,1.8807121212121214,562.6861825033121
Evenings,CatBoost,1.9207272727272728,562.6861825033121
Evenings,CatBoost,1.9607424242424243,562.6861825033121
Evenings,CatBoost,2.000757575757576,562.6861825033121
Evenings,CatBoost,2.0407727272727274,562.6861825033121
Evenings,CatBoost,2.080787878787879,562.6861825033121
Evenings,CatBoost,2.1208030303030303,562.6861825033121
Evenings,CatBoost,2.1608181818181817,562.6861825033121
Evenings,CatBoost,2.2008333333333336,562.6861825033121
Evenings,CatBoost,2.240848484848485,562.6861825033121
Evenings,CatBoost,2.2808636363636365,562.6861825033121
Evenings,CatBoost,2.320878787878788,562.6861825033121
Evenings,CatBoost,2.3608939393939394,562.6861825033121
Evenings,CatBoost,2.400909090909091,562.6861825033121
Evenings,CatBoost,2.4409242424242428,562.6861825033121
Evenings,CatBoost,2.480939393939394,563.0175807797151
Evenings,CatBoost,2.5209545454545457,563.0175807797151
Evenings,CatBoost,2.560969696969697,563.0175807797151
Evenings,CatBoost,2.6009848484848486,563.0175807797151
Evenings,CatBoost,2.641,563.0175807797151
Evenings,CatBoost,2.6810151515151515,563.0175807797151
Evenings,CatBoost,2.7210303030303034,563.0175807797151
Evenings,CatBoost,2.761045454545455,563.0175807797151
Evenings,CatBoost,2.8010606060606063,563.0175807797151
Evenings,CatBoost,2.8410757575757577,563.0175807797151
Evenings,CatBoost,2.881090909090909,563.0175807797151
Evenings,CatBoost,2.9211060606060606,563.0175807797151
Evenings,CatBoost,2.9611212121212125,563.0175807797151
Evenings,CatBoost,3.001136363636364,563.0175807797151
Evenings,CatBoost,3.0411515151515154,563.0175807797151
Evenings,CatBoost,3.081166666666667,563.0175807797151
Evenings,CatBoost,3.1211818181818183,563.0175807797151
Evenings,CatBoost,3.1611969696969697,563.0175807797151
Evenings,CatBoost,3.201212121212121,563.0175807797151
Evenings,CatBoost,3.241227272727273,563.0175807797151
Evenings,CatBoost,3.2812424242424245,563.0175807797151
Evenings,CatBoost,3.321257575757576,563.0175807797151
Evenings,CatBoost,3.3612727272727274,563.0175807797151
Evenings,CatBoost,3.401287878787879,563.0175807797151
Evenings,CatBoost,3.4413030303030303,563.0175807797151
Evenings,CatBoost,3.481318181818182,563.0175807797151
Evenings,CatBoost,3.5213333333333336,563.0175807797151
Evenings,CatBoost,3.561348484848485,563.0175807797151
Evenings,CatBoost,3.6013636363636365,563.0175807797151
Evenings,CatBoost,3.641378787878788,563.0175807797151
Evenings,CatBoost,3.6813939393939394,563.0175807797151
Evenings,CatBoost,3.7214090909090913,563.0175807797151
Evenings,CatBoost,3.761424242424243,563.0175807797151
Evenings,CatBoost,3.8014393939393942,563.0175807797151
Evenings,CatBoost,3.8414545454545457,563.0175807797151
Evenings,CatBoost,3.881469696969697,563.0175807797151
Evenings,CatBoost,3.9214848484848486,563.0175807797151
Evenings,CatBoost,3.9615,563.0175807797151
Evenings,LightGBM,0.0,548.2195979868333
Evenings,LightGBM,0.04001515151515152,533.6668356880742
Evenings,LightGBM,0.08003030303030303,505.53936216193176
Evenings,LightGBM,0.12004545454545455,531.4790513109187
Evenings,LightGBM,0.16006060606060607,510.61758582246904
Evenings,LightGBM,0.20007575757575757,513.1958508778259
Evenings,LightGBM,0.2400909090909091,522.5046542490543
Evenings,LightGBM,0.28010606060606064,522.9508297555093
Evenings,LightGBM,0.32012121212121214,525.9468849378012
Evenings,LightGBM,0.36013636363636364,526.2761612046804
Evenings,LightGBM,0.40015151515151515,524.5360029823125
Evenings,LightGBM,0.4401666666666667,532.4477066866082
Evenings,LightGBM,0.4801818181818182,529.8984920856932
Evenings,LightGBM,0.5201969696969697,558.2255179286059
Evenings,LightGBM,0.5602121212121213,557.6167711100871
Evenings,LightGBM,0.6002272727272727,557.6167711100871
Evenings,LightGBM,0.6402424242424243,558.3763634840815
Evenings,LightGBM,0.6802575757575758,558.3930408289299
Evenings,LightGBM,0.7202727272727273,535.8800500839152
Evenings,LightGBM,0.7602878787878788,535.790407361745
Evenings,LightGBM,0.8003030303030303,534.8942811847427
Evenings,LightGBM,0.8403181818181819,535.6938878100742
Evenings,LightGBM,0.8803333333333334,535.6938878100742
Evenings,LightGBM,0.9203484848484849,535.6938878100742
Evenings,LightGBM,0.9603636363636364,535.6938878100742
Evenings,LightGBM,1.000378787878788,536.2321759616259
Evenings,LightGBM,1.0403939393939394,536.2321759616259
Evenings,LightGBM,1.0804090909090909,534.8250232572726
Evenings,LightGBM,1.1204242424242425,534.023625677596
Evenings,LightGBM,1.160439393939394,534.023625677596
Evenings,LightGBM,1.2004545454545454,540.1015612180724
Evenings,LightGBM,1.240469696969697,540.1015612180724
Evenings,LightGBM,1.2804848484848486,540.1015612180724
Evenings,LightGBM,1.3205,540.1015612180724
Evenings,LightGBM,1.3605151515151517,539.8684279936837
Evenings,LightGBM,1.4005303030303031,539.8684279936837
Evenings,LightGBM,1.4405454545454546,529.8376215118166
Evenings,LightGBM,1.4805606060606062,530.2301428329296
Evenings,LightGBM,1.5205757575757577,567.5975870826778
Evenings,LightGBM,1.5605909090909091,573.5798046218705
Evenings,LightGBM,1.6006060606060606,573.5798046218705
Evenings,LightGBM,1.6406212121212123,573.5798046218705
Evenings,LightGBM,1.6806363636363637,548.6460567881717
Evenings,LightGBM,1.7206515151515152,548.6460567881717
Evenings,LightGBM,1.7606666666666668,548.6460567881717
Evenings,LightGBM,1.8006818181818183,526.9135383641108
Evenings,LightGBM,1.8406969696969697,526.9135383641108
Evenings,LightGBM,1.8807121212121214,526.9135383641108
Evenings,LightGBM,1.9207272727272728,526.9135383641108
Evenings,LightGBM,1.9607424242424243,526.9135383641108
Evenings,LightGBM,2.000757575757576,526.9135383641108
Evenings,LightGBM,2.0407727272727274,526.9135383641108
Evenings,LightGBM,2.080787878787879,526.9135383641108
Evenings,LightGBM,2.1208030303030303,526.9135383641108
Evenings,LightGBM,2.1608181818181817,526.9135383641108
Evenings,LightGBM,2.2008333333333336,526.9135383641108
Evenings,LightGBM,2.240848484848485,526.9135383641108
Evenings,LightGBM,2.2808636363636365,526.9135383641108
Evenings,LightGBM,2.320878787878788,526.9135383641108
Evenings,LightGBM,2.3608939393939394,526.9135383641108
Evenings,LightGBM,2.400909090909091,526.9135383641108
Evenings,LightGBM,2.4409242424242428,522.7556957300013
Evenings,LightGBM,2.480939393939394,522.7556957300013
Evenings,LightGBM,2.5209545454545457,522.7556957300013
Evenings,LightGBM,2.560969696969697,522.7556957300013
Evenings,LightGBM,2.6009848484848486,522.7556957300013
Evenings,LightGBM,2.641,522.7556957300013
Evenings,LightGBM,2.6810151515151515,522.7556957300013
Evenings,LightGBM,2.7210303030303034,522.7556957300013
Evenings,LightGBM,2.761045454545455,522.7556957300013
Evenings,LightGBM,2.8010606060606063,522.7556957300013
Evenings,LightGBM,2.8410757575757577,522.7556957300013
Evenings,LightGBM,2.881090909090909,522.7556957300013
Evenings,LightGBM,2.9211060606060606,522.7556957300013
Evenings,LightGBM,2.9611212121212125,522.7556957300013
Evenings,LightGBM,3.001136363636364,522.7556957300013
Evenings,LightGBM,3.0411515151515154,522.7556957300013
Evenings,LightGBM,3.081166666666667,522.7556957300013
Evenings,LightGBM,3.1211818181818183,522.7556957300013
Evenings,LightGBM,3.1611969696969697,522.7556957300013
Evenings,LightGBM,3.201212121212121,522.7556957300013
Evenings,LightGBM,3.241227272727273,522.7556957300013
Evenings,LightGBM,3.2812424242424245,522.7556957300013
Evenings,LightGBM,3.321257575757576,522.7556957300013
Evenings,LightGBM,3.3612727272727274,522.7556957300013
Evenings,LightGBM,3.401287878787879,522.7556957300013
Evenings,LightGBM,3.4413030303030303,522.7556957300013
Evenings,LightGBM,3.481318181818182,522.7556957300013
Evenings,LightGBM,3.5213333333333336,522.7556957300013
Evenings,LightGBM,3.561348484848485,522.7556957300013
Evenings,LightGBM,3.6013636363636365,522.7556957300013
Evenings,LightGBM,3.641378787878788,522.7556957300013
Evenings,LightGBM,3.6813939393939394,522.7556957300013
Evenings,LightGBM,3.7214090909090913,522.7556957300013
Evenings,LightGBM,3.761424242424243,522.7556957300013
Evenings,LightGBM,3.8014393939393942,522.7556957300013
Evenings,LightGBM,3.8414545454545457,522.7556957300013
Evenings,LightGBM,3.881469696969697,522.7556957300013
Evenings,LightGBM,3.9214848484848486,522.7556957300013
Evenings,LightGBM,3.9615,522.7556957300013
Evenings,XGBoost,0.0,551.0861206054688
Evenings,XGBoost,0.04001515151515152,551.21240234375
Evenings,XGBoost,0.08003030303030303,516.8295288085938
Evenings,XGBoost,0.12004545454545455,547.9986572265625
Evenings,XGBoost,0.16006060606060607,524.02783203125
Evenings,XGBoost,0.20007575757575757,527.9116821289062
Evenings,XGBoost,0.2400909090909091,531.5718383789062
Evenings,XGBoost,0.28010606060606064,484.7218933105469
Evenings,XGBoost,0.32012121212121214,537.8885498046875
Evenings,XGBoost,0.36013636363636364,536.4226684570312
Evenings,XGBoost,0.40015151515151515,530.5548095703125
Evenings,XGBoost,0.4401666666666667,534.2761840820312
Evenings,XGBoost,0.4801818181818182,549.3878784179688
Evenings,XGBoost,0.5201969696969697,549.3878784179688
Evenings,XGBoost,0.5602121212121213,549.127685546875
Evenings,XGBoost,0.6002272727272727,547.4335327148438
Evenings,XGBoost,0.6402424242424243,544.26513671875
Evenings,XGBoost,0.6802575757575758,544.392822265625
Evenings,XGBoost,0.7202727272727273,544.392822265625
Evenings,XGBoost,0.7602878787878788,549.3758544921875
Evenings,XGBoost,0.8003030303030303,549.3758544921875
Evenings,XGBoost,0.8403181818181819,549.0360107421875
Evenings,XGBoost,0.8803333333333334,549.0360107421875
Evenings,XGBoost,0.9203484848484849,549.0360107421875
Evenings,XGBoost,0.9603636363636364,549.0360107421875
Evenings,XGBoost,1.000378787878788,549.0360107421875
Evenings,XGBoost,1.0403939393939394,549.0360107421875
Evenings,XGBoost,1.0804090909090909,549.1539916992188
Evenings,XGBoost,1.1204242424242425,549.1539916992188
Evenings,XGBoost,1.160439393939394,549.1539916992188
Evenings,XGBoost,1.2004545454545454,549.62890625
Evenings,XGBoost,1.240469696969697,549.62890625
Evenings,XGBoost,1.2804848484848486,549.62890625
Evenings,XGBoost,1.3205,549.62890625
Evenings,XGBoost,1.3605151515151517,549.62890625
Evenings,XGBoost,1.4005303030303031,549.62890625
Evenings,XGBoost,1.4405454545454546,554.9968872070312
Evenings,XGBoost,1.4805606060606062,554.9968872070312
Evenings,XGBoost,1.5205757575757577,554.9968872070312
Evenings,XGBoost,1.5605909090909091,562.5326538085938
Evenings,XGBoost,1.6006060606060606,562.5326538085938
Evenings,XGBoost,1.6406212121212123,562.5326538085938
Evenings,XGBoost,1.6806363636363637,562.5326538085938
Evenings,XGBoost,1.7206515151515152,562.5326538085938
Evenings,XGBoost,1.7606666666666668,562.5326538085938
Evenings,XGBoost,1.8006818181818183,559.567626953125
Evenings,XGBoost,1.8406969696969697,559.567626953125
Evenings,XGBoost,1.8807121212121214,559.567626953125
Evenings,XGBoost,1.9207272727272728,559.567626953125
Evenings,XGBoost,1.9607424242424243,559.567626953125
Evenings,XGBoost,2.000757575757576,559.567626953125
Evenings,XGBoost,2.0407727272727274,559.567626953125
Evenings,XGBoost,2.080787878787879,559.567626953125
Evenings,XGBoost,2.1208030303030303,559.567626953125
Evenings,XGBoost,2.1608181818181817,559.567626953125
Evenings,XGBoost,2.2008333333333336,559.567626953125
Evenings,XGBoost,2.240848484848485,559.567626953125
Evenings,XGBoost,2.2808636363636365,559.567626953125
Evenings,XGBoost,2.320878787878788,561.822998046875
Evenings,XGBoost,2.3608939393939394,561.822998046875
Evenings,XGBoost,2.400909090909091,561.822998046875
Evenings,XGBoost,2.4409242424242428,561.822998046875
Evenings,XGBoost,2.480939393939394,561.822998046875
Evenings,XGBoost,2.5209545454545457,561.822998046875
Evenings,XGBoost,2.560969696969697,561.822998046875
Evenings,XGBoost,2.6009848484848486,561.822998046875
Evenings,XGBoost,2.641,561.822998046875
Evenings,XGBoost,2.6810151515151515,561.822998046875
Evenings,XGBoost,2.7210303030303034,561.822998046875
Evenings,XGBoost,2.761045454545455,561.822998046875
Evenings,XGBoost,2.8010606060606063,561.822998046875
Evenings,XGBoost,2.8410757575757577,561.822998046875
Evenings,XGBoost,2.881090909090909,561.822998046875
Evenings,XGBoost,2.9211060606060606,561.822998046875
Evenings,XGBoost,2.9611212121212125,561.822998046875
Evenings,XGBoost,3.001136363636364,561.822998046875
Evenings,XGBoost,3.0411515151515154,561.822998046875
Evenings,XGBoost,3.081166666666667,561.822998046875
Evenings,XGBoost,3.1211818181818183,561.822998046875
Evenings,XGBoost,3.1611969696969697,561.822998046875
Evenings,XGBoost,3.201212121212121,561.822998046875
Evenings,XGBoost,3.241227272727273,561.822998046875
Evenings,XGBoost,3.2812424242424245,561.822998046875
Evenings,XGBoost,3.321257575757576,561.822998046875
Evenings,XGBoost,3.3612727272727274,561.822998046875
Evenings,XGBoost,3.401287878787879,561.822998046875
Evenings,XGBoost,3.4413030303030303,561.822998046875
Evenings,XGBoost,3.481318181818182,561.822998046875
Evenings,XGBoost,3.5213333333333336,561.822998046875
Evenings,XGBoost,3.561348484848485,561.822998046875
Evenings,XGBoost,3.6013636363636365,561.822998046875
Evenings,XGBoost,3.641378787878788,561.822998046875
Evenings,XGBoost,3.6813939393939394,561.822998046875
Evenings,XGBoost,3.7214090909090913,561.822998046875
Evenings,XGBoost,3.761424242424243,561.822998046875
Evenings,XGBoost,3.8014393939393942,561.822998046875
Evenings,XGBoost,3.8414545454545457,561.822998046875
Evenings,XGBoost,3.881469696969697,561.822998046875
Evenings,XGBoost,3.9214848484848486,561.822998046875
Evenings,XGBoost,3.9615,561.822998046875
Mornings Special,CatBoost,0.0,302.48507397259
Mornings Special,CatBoost,0.05231060606060606,292.90914708985457
Mornings Special,CatBoost,0.10462121212121211,292.2558607190914
Mornings Special,CatBoost,0.15693181818181817,290.728629429732
Mornings Special,CatBoost,0.20924242424242423,290.4223985754103
Mornings Special,CatBoost,0.2615530303030303,291.1568265009148
Mornings Special,CatBoost,0.31386363636363634,291.1568265009148
Mornings Special,CatBoost,0.3661742424242424,291.8997627715231
Mornings Special,CatBoost,0.41848484848484846,291.84664520753495
Mornings Special,CatBoost,0.4707954545454545,291.84664520753495
Mornings Special,CatBoost,0.5231060606060606,291.84664520753495
Mornings Special,CatBoost,0.5754166666666667,291.55422849320047
Mornings Special,CatBoost,0.6277272727272727,291.55422849320047
Mornings Special,CatBoost,0.6800378787878787,290.90149076009175
Mornings Special,CatBoost,0.7323484848484848,290.90149076009175
Mornings Special,CatBoost,0.7846590909090909,290.6908849278896
Mornings Special,CatBoost,0.8369696969696969,290.64776290654333
Mornings Special,CatBoost,0.8892803030303029,291.6074848057777
Mornings Special,CatBoost,0.941590909090909,291.6074848057777
Mornings Special,CatBoost,0.9939015151515151,292.58167158581296
Mornings Special,CatBoost,1.0462121212121211,291.88700602631724
Mornings Special,CatBoost,1.0985227272727272,291.88700602631724
Mornings Special,CatBoost,1.1508333333333334,291.88700602631724
Mornings Special,CatBoost,1.2031439393939394,291.0779349713293
Mornings Special,CatBoost,1.2554545454545454,290.51544314047067
Mornings Special,CatBoost,1.3077651515151514,301.2364776412036
Mornings Special,CatBoost,1.3600757575757574,301.2364776412036
Mornings Special,CatBoost,1.4123863636363636,301.2364776412036
Mornings Special,CatBoost,1.4646969696969696,299.39452762764034
Mornings Special,CatBoost,1.5170075757575756,293.7106676971988
Mornings Special,CatBoost,1.5693181818181818,293.7106676971988
Mornings Special,CatBoost,1.6216287878787878,293.7106676971988
Mornings Special,CatBoost,1.6739393939393938,293.5929785298543
Mornings Special,CatBoost,1.7262499999999998,293.5929785298543
Mornings Special,CatBoost,1.7785606060606058,293.5929785298543
Mornings Special,CatBoost,1.830871212121212,293.5929785298543
Mornings Special,CatBoost,1.883181818181818,293.5929785298543
Mornings Special,CatBoost,1.935492424242424,293.5929785298543
Mornings Special,CatBoost,1.9878030303030303,293.5929785298543
Mornings Special,CatBoost,2.0401136363636363,293.5929785298543
Mornings Special,CatBoost,2.0924242424242423,293.5929785298543
Mornings Special,CatBoost,2.1447348484848483,293.5929785298543
Mornings Special,CatBoost,2.1970454545454543,291.82304953944634
Mornings Special,CatBoost,2.2493560606060603,291.82304953944634
Mornings Special,CatBoost,2.3016666666666667,291.82304953944634
Mornings Special,CatBoost,2.3539772727272728,291.82304953944634
Mornings Special,CatBoost,2.4062878787878788,291.82304953944634
Mornings Special,CatBoost,2.4585984848484848,291.82304953944634
Mornings Special,CatBoost,2.5109090909090908,291.82304953944634
Mornings Special,CatBoost,2.5632196969696968,291.82304953944634
Mornings Special,CatBoost,2.6155303030303028,290.9080942661092
Mornings Special,CatBoost,2.6678409090909088,290.9080942661092
Mornings Special,CatBoost,2.7201515151515148,290.9080942661092
Mornings Special,CatBoost,2.772462121212121,290.9080942661092
Mornings Special,CatBoost,2.824772727272727,290.9080942661092
Mornings Special,CatBoost,2.877083333333333,290.9080942661092
Mornings Special,CatBoost,2.929393939393939,290.9080942661092
Mornings Special,CatBoost,2.981704545454545,290.9080942661092
Mornings Special,CatBoost,3.034015151515151,290.9080942661092
Mornings Special,CatBoost,3.0863257575757572,290.9080942661092
Mornings Special,CatBoost,3.1386363636363637,290.9080942661092
Mornings Special,CatBoost,3.1909469696969697,290.9080942661092
Mornings Special,CatBoost,3.2432575757575757,290.9080942661092
Mornings Special,CatBoost,3.2955681818181817,290.9080942661092
Mornings Special,CatBoost,3.3478787878787877,290.9080942661092
Mornings Special,CatBoost,3.4001893939393937,290.9080942661092
Mornings Special,CatBoost,3.4524999999999997,290.9080942661092
Mornings Special,CatBoost,3.5048106060606057,290.9080942661092
Mornings Special,CatBoost,3.5571212121212117,290.8785470056851
Mornings Special,CatBoost,3.609431818181818,290.8785470056851
Mornings Special,CatBoost,3.661742424242424,290.8785470056851
Mornings Special,CatBoost,3.71405303030303,290.8785470056851
Mornings Special,CatBoost,3.766363636363636,290.8785470056851
Mornings Special,CatBoost,3.818674242424242,290.8785470056851
Mornings Special,CatBoost,3.870984848484848,290.8785470056851
Mornings Special,CatBoost,3.923295454545454,290.8785470056851
Mornings Special,CatBoost,3.9756060606060606,290.8785470056851
Mornings Special,CatBoost,4.027916666666666,290.8785470056851
Mornings Special,CatBoost,4.080227272727273,290.8785470056851
Mornings Special,CatBoost,4.132537878787878,290.8785470056851
Mornings Special,CatBoost,4.184848484848485,290.8785470056851
Mornings Special,CatBoost,4.237159090909091,290.8785470056851
Mornings Special,CatBoost,4.289469696969697,290.8785470056851
Mornings Special,CatBoost,4.341780303030303,290.8785470056851
Mornings Special,CatBoost,4.394090909090909,290.8785470056851
Mornings Special,CatBoost,4.446401515151515,290.8785470056851
Mornings Special,CatBoost,4.498712121212121,290.8785470056851
Mornings Special,CatBoost,4.551022727272727,290.8785470056851
Mornings Special,CatBoost,4.6033333333333335,290.8785470056851
Mornings Special,CatBoost,4.655643939393939,290.8785470056851
Mornings Special,CatBoost,4.7079545454545455,290.8785470056851
Mornings Special,CatBoost,4.760265151515151,290.8785470056851
Mornings Special,CatBoost,4.8125757575757575,290.8785470056851
Mornings Special,CatBoost,4.864886363636363,290.8785470056851
Mornings Special,CatBoost,4.9171969696969695,290.8785470056851
Mornings Special,CatBoost,4.969507575757575,290.8785470056851
Mornings Special,CatBoost,5.0218181818181815,290.8785470056851
Mornings Special,CatBoost,5.074128787878788,290.8785470056851
Mornings Special,CatBoost,5.1264393939393935,290.8785470056851
Mornings Special,CatBoost,5.17875,290.8785470056851
