Dataset,Model,15 Dwelling count,Predicted Value
Mornings,XGBoost,15814.878787878786,743.2144165039062
Mornings,XGBoost,16110.131313131313,744.890869140625
Mornings,XGBoost,16405.383838383837,745.0330200195312
Mornings,XGBoost,16700.63636363636,744.9024658203125
Mornings,XGBoost,16995.888888888887,744.6236572265625
Mornings,XGBoost,17291.141414141413,744.880615234375
Mornings,XGBoost,17586.39393939394,744.880615234375
Mornings,XGBoost,17881.646464646463,744.909912109375
Mornings,XGBoost,18176.89898989899,744.886474609375
Mornings,XGBoost,18472.151515151512,744.886474609375
Mornings,XGBoost,18767.40404040404,744.886474609375
Mornings,XGBoost,19062.656565656565,744.886474609375
Mornings,XGBoost,19357.90909090909,744.886474609375
Mornings,XGBoost,19653.161616161615,744.886474609375
Mornings,XGBoost,19948.41414141414,744.87158203125
Mornings,XGBoost,20243.666666666664,744.87158203125
Mornings,XGBoost,20538.91919191919,743.7505493164062
Mornings,XGBoost,20834.171717171717,743.7426147460938
Mornings,XGBoost,21129.42424242424,744.044677734375
Mornings,XGBoost,21424.676767676767,744.2110595703125
Mornings,XGBoost,21719.92929292929,744.2110595703125
Mornings,XGBoost,22015.181818181816,744.2110595703125
Mornings,XGBoost,22310.434343434343,744.2110595703125
Mornings,XGBoost,22605.686868686866,744.7902221679688
Mornings,XGBoost,22900.939393939392,746.5818481445312
Mornings,XGBoost,23196.19191919192,746.5818481445312
Mornings,XGBoost,23491.44444444444,744.4779052734375
Mornings,XGBoost,23786.696969696968,744.430419921875
Mornings,XGBoost,24081.949494949495,745.2464599609375
Mornings,XGBoost,24377.202020202018,747.9359741210938
Mornings,XGBoost,24672.454545454544,747.9359741210938
Mornings,XGBoost,24967.70707070707,747.9781494140625
Mornings,XGBoost,25262.959595959594,747.9781494140625
Mornings,XGBoost,25558.21212121212,747.9781494140625
Mornings,XGBoost,25853.464646464643,746.907470703125
Mornings,XGBoost,26148.71717171717,746.907470703125
Mornings,XGBoost,26443.969696969696,746.907470703125
Mornings,XGBoost,26739.22222222222,746.907470703125
Mornings,XGBoost,27034.474747474746,746.861083984375
Mornings,XGBoost,27329.727272727272,746.9664306640625
Mornings,XGBoost,27624.979797979795,746.9664306640625
Mornings,XGBoost,27920.23232323232,746.9664306640625
Mornings,XGBoost,28215.484848484848,745.125732421875
Mornings,XGBoost,28510.73737373737,745.125732421875
Mornings,XGBoost,28805.989898989897,745.125732421875
Mornings,XGBoost,29101.242424242424,744.6903686523438
Mornings,XGBoost,29396.494949494947,744.6903686523438
Mornings,XGBoost,29691.747474747473,744.6903686523438
Mornings,XGBoost,29987.0,763.6824951171875
Lunches,CatBoost,757.0,1068.2801307925222
Lunches,CatBoost,1052.2525252525252,1069.3278536280125
Lunches,CatBoost,1347.5050505050503,1069.3278536280125
Lunches,CatBoost,1642.7575757575758,1069.3278536280125
Lunches,CatBoost,1938.010101010101,1069.3278536280125
Lunches,CatBoost,2233.2626262626263,1069.3278536280125
Lunches,CatBoost,2528.5151515151515,1069.3278536280125
Lunches,CatBoost,2823.7676767676767,1069.3278536280125
Lunches,CatBoost,3119.020202020202,1069.3278536280125
Lunches,CatBoost,3414.272727272727,1069.3278536280125
Lunches,CatBoost,3709.525252525252,1069.3278536280125
Lunches,CatBoost,4004.7777777777774,1069.3278536280125
Lunches,CatBoost,4300.030303030303,1069.3278536280125
Lunches,CatBoost,4595.282828282829,1069.3278536280125
Lunches,CatBoost,4890.535353535353,1069.3278536280125
Lunches,CatBoost,5185.787878787878,1069.3278536280125
Lunches,CatBoost,5481.040404040404,1069.3278536280125
Lunches,CatBoost,5776.292929292929,1069.3278536280125
Lunches,CatBoost,6071.545454545454,1074.3997671335592
Lunches,CatBoost,6366.79797979798,1069.7001346719846
Lunches,CatBoost,6662.050505050504,1069.7001346719846
Lunches,CatBoost,6957.30303030303,1069.8333015201924
Lunches,CatBoost,7252.555555555555,1069.8333015201924
Lunches,CatBoost,7547.80808080808,1069.505087942268
Lunches,CatBoost,7843.060606060606,1069.8024924893568
Lunches,CatBoost,8138.313131313131,1069.0331044177528
Lunches,CatBoost,8433.565656565657,1082.5810954779263
Lunches,CatBoost,8728.81818181818,1083.307501101575
Lunches,CatBoost,9024.070707070707,1081.1897687557978
Lunches,CatBoost,9319.323232323231,1077.900703312044
Lunches,CatBoost,9614.575757575756,1084.2197527489768
Lunches,CatBoost,9909.828282828283,1090.6933729145937
Lunches,CatBoost,10205.080808080807,1096.3471091164
Lunches,CatBoost,10500.333333333332,1118.5647869946024
Lunches,CatBoost,10795.585858585859,1130.7525561560615
Lunches,CatBoost,11090.838383838383,1129.0525479884957
Lunches,CatBoost,11386.090909090908,1128.8043630408617
Lunches,CatBoost,11681.343434343433,1128.7824544440537
Lunches,CatBoost,11976.59595959596,1128.8670990145326
Lunches,CatBoost,12271.848484848484,1139.651920822238
Lunches,CatBoost,12567.101010101009,1146.3204911163382
Lunches,CatBoost,12862.353535353535,1145.495116868228
Lunches,CatBoost,13157.60606060606,1148.452786575746
Lunches,CatBoost,13452.858585858585,1148.2338161692544
Lunches,CatBoost,13748.11111111111,1146.8112903983172
Lunches,CatBoost,14043.363636363636,1145.6349932039363
Lunches,CatBoost,14338.61616161616,1144.9428732062395
Lunches,CatBoost,14633.868686868685,1145.359291637204
Lunches,CatBoost,14929.121212121212,1145.359291637204
Lunches,CatBoost,15224.373737373737,1145.332235736172
Lunches,CatBoost,15519.626262626261,1133.0136936973531
Lunches,CatBoost,15814.878787878786,1146.1293341635821
Lunches,CatBoost,16110.131313131313,1146.088116903128
Lunches,CatBoost,16405.383838383837,1146.7979684476556
Lunches,CatBoost,16700.63636363636,1146.7979684476556
Lunches,CatBoost,16995.888888888887,1150.4267169158684
Lunches,CatBoost,17291.141414141413,1150.4267169158684
Lunches,CatBoost,17586.39393939394,1150.4267169158684
Lunches,CatBoost,17881.646464646463,1150.4267169158684
Lunches,CatBoost,18176.89898989899,1150.4267169158684
Lunches,CatBoost,18472.151515151512,1150.4267169158684
Lunches,CatBoost,18767.40404040404,1150.4267169158684
Lunches,CatBoost,19062.656565656565,1150.4267169158684
Lunches,CatBoost,19357.90909090909,1150.4267169158684
Lunches,CatBoost,19653.161616161615,1150.4267169158684
Lunches,CatBoost,19948.41414141414,1150.4267169158684
Lunches,CatBoost,20243.666666666664,1150.4267169158684
Lunches,CatBoost,20538.91919191919,1150.4183703032843
Lunches,CatBoost,20834.171717171717,1150.4183703032843
Lunches,CatBoost,21129.42424242424,1150.4183703032843
Lunches,CatBoost,21424.676767676767,1150.4183703032843
Lunches,CatBoost,21719.92929292929,1149.7708280245995
Lunches,CatBoost,22015.181818181816,1149.7708280245995
Lunches,CatBoost,22310.434343434343,1149.7708280245995
Lunches,CatBoost,22605.686868686866,1149.6111789410888
Lunches,CatBoost,22900.939393939392,1149.6111789410888
Lunches,CatBoost,23196.19191919192,1149.6111789410888
Lunches,CatBoost,23491.44444444444,1149.6111789410888
Lunches,CatBoost,23786.696969696968,1149.424689008865
Lunches,CatBoost,24081.949494949495,1148.2561993030608
Lunches,CatBoost,24377.202020202018,1148.2561993030608
Lunches,CatBoost,24672.454545454544,1148.2561993030608
Lunches,CatBoost,24967.70707070707,1153.443868735401
Lunches,CatBoost,25262.959595959594,1152.2543801217819
Lunches,CatBoost,25558.21212121212,1152.2543801217819
Lunches,CatBoost,25853.464646464643,1152.2543801217819
Lunches,CatBoost,26148.71717171717,1152.2543801217819
Lunches,CatBoost,26443.969696969696,1152.2543801217819
Lunches,CatBoost,26739.22222222222,1152.2543801217819
Lunches,CatBoost,27034.474747474746,1155.1693365102233
Lunches,CatBoost,27329.727272727272,1155.1693365102233
Lunches,CatBoost,27624.979797979795,1155.1693365102233
Lunches,CatBoost,27920.23232323232,1143.072518224696
Lunches,CatBoost,28215.484848484848,1143.072518224696
Lunches,CatBoost,28510.73737373737,1137.1281130790271
Lunches,CatBoost,28805.989898989897,1137.1281130790271
Lunches,CatBoost,29101.242424242424,1137.1281130790271
Lunches,CatBoost,29396.494949494947,1150.6503776719994
Lunches,CatBoost,29691.747474747473,1150.6503776719994
Lunches,CatBoost,29987.0,1150.6503776719994
Lunches,LightGBM,757.0,1080.688432049235
Lunches,LightGBM,1052.2525252525252,1104.4971205635804
Lunches,LightGBM,1347.5050505050503,1104.4971205635804
Lunches,LightGBM,1642.7575757575758,1104.4971205635804
Lunches,LightGBM,1938.010101010101,1104.4971205635804
Lunches,LightGBM,2233.2626262626263,1104.4971205635804
Lunches,LightGBM,2528.5151515151515,1104.4971205635804
Lunches,LightGBM,2823.7676767676767,1104.5062634209876
Lunches,LightGBM,3119.020202020202,1104.5062634209876
Lunches,LightGBM,3414.272727272727,1104.5062634209876
Lunches,LightGBM,3709.525252525252,1104.5062634209876
Lunches,LightGBM,4004.7777777777774,1104.5062634209876
Lunches,LightGBM,4300.030303030303,1104.5062634209876
Lunches,LightGBM,4595.282828282829,1104.5062634209876
Lunches,LightGBM,4890.535353535353,1104.5062634209876
Lunches,LightGBM,5185.787878787878,1105.4281428001048
Lunches,LightGBM,5481.040404040404,1105.4281428001048
Lunches,LightGBM,5776.292929292929,1105.4281428001048
Lunches,LightGBM,6071.545454545454,1121.5414935268736
Lunches,LightGBM,6366.79797979798,1099.2737536698082
Lunches,LightGBM,6662.050505050504,1098.7263264548315
Lunches,LightGBM,6957.30303030303,1101.56530300527
Lunches,LightGBM,7252.555555555555,1101.56530300527
Lunches,LightGBM,7547.80808080808,1101.3181159808164
Lunches,LightGBM,7843.060606060606,1101.3319051663368
Lunches,LightGBM,8138.313131313131,1101.248828253112
Lunches,LightGBM,8433.565656565657,1102.629836087246
Lunches,LightGBM,8728.81818181818,1102.647382670119
Lunches,LightGBM,9024.070707070707,1088.4526996426757
Lunches,LightGBM,9319.323232323231,1080.443099707216
Lunches,LightGBM,9614.575757575756,1082.0628758358043
Lunches,LightGBM,9909.828282828283,1080.8216871187028
Lunches,LightGBM,10205.080808080807,1074.2804067467919
Lunches,LightGBM,10500.333333333332,1107.315420094559
Lunches,LightGBM,10795.585858585859,1122.574527414072
Lunches,LightGBM,11090.838383838383,1120.714175217698
Lunches,LightGBM,11386.090909090908,1124.056975319141
Lunches,LightGBM,11681.343434343433,1119.462959762792
Lunches,LightGBM,11976.59595959596,1120.2000714613564
Lunches,LightGBM,12271.848484848484,1119.279647778076
Lunches,LightGBM,12567.101010101009,1120.5999684403846
Lunches,LightGBM,12862.353535353535,1121.6529815088927
Lunches,LightGBM,13157.60606060606,1135.1962005943765
Lunches,LightGBM,13452.858585858585,1136.1098479473685
Lunches,LightGBM,13748.11111111111,1124.1741087781122
Lunches,LightGBM,14043.363636363636,1126.9905241266697
Lunches,LightGBM,14338.61616161616,1125.2372762657226
Lunches,LightGBM,14633.868686868685,1125.221702026492
Lunches,LightGBM,14929.121212121212,1123.9810634355426
Lunches,LightGBM,15224.373737373737,1123.2506953083127
Lunches,LightGBM,15519.626262626261,1122.5155787843614
Lunches,LightGBM,15814.878787878786,1122.5155787843614
Lunches,LightGBM,16110.131313131313,1122.507090149259
Lunches,LightGBM,16405.383838383837,1122.8609147242173
Lunches,LightGBM,16700.63636363636,1118.961472121206
Lunches,LightGBM,16995.888888888887,1127.6917537568668
Lunches,LightGBM,17291.141414141413,1133.605208008725
Lunches,LightGBM,17586.39393939394,1132.3742959913684
Lunches,LightGBM,17881.646464646463,1132.4513800451894
Lunches,LightGBM,18176.89898989899,1132.4513800451894
Lunches,LightGBM,18472.151515151512,1132.4513800451894
Lunches,LightGBM,18767.40404040404,1132.46545335497
Lunches,LightGBM,19062.656565656565,1132.46545335497
Lunches,LightGBM,19357.90909090909,1132.407928608284
Lunches,LightGBM,19653.161616161615,1132.6487214370884
Lunches,LightGBM,19948.41414141414,1132.6850495987487
Lunches,LightGBM,20243.666666666664,1132.8244993987737
Lunches,LightGBM,20538.91919191919,1132.7925689949934
Lunches,LightGBM,20834.171717171717,1127.4125241084546
Lunches,LightGBM,21129.42424242424,1127.4125241084546
Lunches,LightGBM,21424.676767676767,1127.4125241084546
Lunches,LightGBM,21719.92929292929,1109.4512663687437
Lunches,LightGBM,22015.181818181816,1109.4672862665627
Lunches,LightGBM,22310.434343434343,1109.4672862665627
Lunches,LightGBM,22605.686868686866,1109.4672862665627
Lunches,LightGBM,22900.939393939392,1109.5178245970294
Lunches,LightGBM,23196.19191919192,1109.5178245970294
Lunches,LightGBM,23491.44444444444,1109.0469860507435
Lunches,LightGBM,23786.696969696968,1109.0469860507435
Lunches,LightGBM,24081.949494949495,1107.192789215752
Lunches,LightGBM,24377.202020202018,1105.2997247232859
Lunches,LightGBM,24672.454545454544,1105.2997247232859
Lunches,LightGBM,24967.70707070707,1106.0538253692107
Lunches,LightGBM,25262.959595959594,1106.345954092804
Lunches,LightGBM,25558.21212121212,1106.345954092804
Lunches,LightGBM,25853.464646464643,1106.345954092804
Lunches,LightGBM,26148.71717171717,1106.345954092804
Lunches,LightGBM,26443.969696969696,1106.345954092804
Lunches,LightGBM,26739.22222222222,1106.345954092804
Lunches,LightGBM,27034.474747474746,1106.345954092804
Lunches,LightGBM,27329.727272727272,1106.345954092804
Lunches,LightGBM,27624.979797979795,1106.345954092804
Lunches,LightGBM,27920.23232323232,1085.3634826063817
Lunches,LightGBM,28215.484848484848,1085.3634826063817
Lunches,LightGBM,28510.73737373737,1085.2029121397177
Lunches,LightGBM,28805.989898989897,1085.2029121397177
Lunches,LightGBM,29101.242424242424,1085.2029121397177
Lunches,LightGBM,29396.494949494947,1085.020244944563
Lunches,LightGBM,29691.747474747473,1085.020244944563
Lunches,LightGBM,29987.0,1085.020244944563
Lunches,XGBoost,757.0,1067.63427734375
Lunches,XGBoost,1052.2525252525252,1077.25439453125
Lunches,XGBoost,1347.5050505050503,1077.222412109375
Lunches,XGBoost,1642.7575757575758,1077.19287109375
Lunches,XGBoost,1938.010101010101,1077.19287109375
Lunches,XGBoost,2233.2626262626263,1077.19287109375
Lunches,XGBoost,2528.5151515151515,1077.203125
Lunches,XGBoost,2823.7676767676767,1077.203125
Lunches,XGBoost,3119.020202020202,1077.1483154296875
Lunches,XGBoost,3414.272727272727,1077.1483154296875
Lunches,XGBoost,3709.525252525252,1077.1483154296875
Lunches,XGBoost,4004.7777777777774,1077.1483154296875
Lunches,XGBoost,4300.030303030303,1077.1483154296875
Lunches,XGBoost,4595.282828282829,1077.1483154296875
Lunches,XGBoost,4890.535353535353,1077.150634765625
Lunches,XGBoost,5185.787878787878,1077.150634765625
Lunches,XGBoost,5481.040404040404,1078.412841796875
Lunches,XGBoost,5776.292929292929,1078.412841796875
Lunches,XGBoost,6071.545454545454,1086.3062744140625
Lunches,XGBoost,6366.79797979798,1080.713623046875
Lunches,XGBoost,6662.050505050504,1079.55712890625
Lunches,XGBoost,6957.30303030303,1075.5860595703125
Lunches,XGBoost,7252.555555555555,1075.5860595703125
Lunches,XGBoost,7547.80808080808,1073.4652099609375
Lunches,XGBoost,7843.060606060606,1078.9088134765625
Lunches,XGBoost,8138.313131313131,1082.9893798828125
Lunches,XGBoost,8433.565656565657,1087.2606201171875
Lunches,XGBoost,8728.81818181818,1086.3526611328125
Lunches,XGBoost,9024.070707070707,1073.9510498046875
Lunches,XGBoost,9319.323232323231,1072.3978271484375
Lunches,XGBoost,9614.575757575756,1110.560791015625
Lunches,XGBoost,9909.828282828283,1106.056884765625
Lunches,XGBoost,10205.080808080807,1108.623291015625
Lunches,XGBoost,10500.333333333332,1113.641357421875
Lunches,XGBoost,10795.585858585859,1118.31884765625
Lunches,XGBoost,11090.838383838383,1124.5072021484375
Lunches,XGBoost,11386.090909090908,1131.9041748046875
Lunches,XGBoost,11681.343434343433,1128.5657958984375
Lunches,XGBoost,11976.59595959596,1129.8231201171875
Lunches,XGBoost,12271.848484848484,1128.8509521484375
Lunches,XGBoost,12567.101010101009,1134.968994140625
Lunches,XGBoost,12862.353535353535,1131.6328125
Lunches,XGBoost,13157.60606060606,1136.9803466796875
Lunches,XGBoost,13452.858585858585,1134.130126953125
Lunches,XGBoost,13748.11111111111,1122.5870361328125
Lunches,XGBoost,14043.363636363636,1126.015380859375
Lunches,XGBoost,14338.61616161616,1125.467041015625
Lunches,XGBoost,14633.868686868685,1121.7178955078125
Lunches,XGBoost,14929.121212121212,1122.0255126953125
Lunches,XGBoost,15224.373737373737,1120.579833984375
Lunches,XGBoost,15519.626262626261,1120.51708984375
Lunches,XGBoost,15814.878787878786,1120.661376953125
Lunches,XGBoost,16110.131313131313,1120.361328125
Lunches,XGBoost,16405.383838383837,1120.8778076171875
Lunches,XGBoost,16700.63636363636,1118.2911376953125
Lunches,XGBoost,16995.888888888887,1124.4571533203125
Lunches,XGBoost,17291.141414141413,1124.6553955078125
Lunches,XGBoost,17586.39393939394,1124.6553955078125
Lunches,XGBoost,17881.646464646463,1124.7218017578125
Lunches,XGBoost,18176.89898989899,1124.629638671875
Lunches,XGBoost,18472.151515151512,1124.629638671875
Lunches,XGBoost,18767.40404040404,1124.629638671875
Lunches,XGBoost,19062.656565656565,1126.3909912109375
Lunches,XGBoost,19357.90909090909,1126.3909912109375
Lunches,XGBoost,19653.161616161615,1126.3909912109375
Lunches,XGBoost,19948.41414141414,1126.3909912109375
Lunches,XGBoost,20243.666666666664,1126.5145263671875
Lunches,XGBoost,20538.91919191919,1125.5748291015625
Lunches,XGBoost,20834.171717171717,1126.634033203125
Lunches,XGBoost,21129.42424242424,1126.6292724609375
Lunches,XGBoost,21424.676767676767,1126.6573486328125
Lunches,XGBoost,21719.92929292929,1124.4951171875
Lunches,XGBoost,22015.181818181816,1124.4951171875
Lunches,XGBoost,22310.434343434343,1124.4951171875
Lunches,XGBoost,22605.686868686866,1124.62939453125
Lunches,XGBoost,22900.939393939392,1124.6339111328125
Lunches,XGBoost,23196.19191919192,1124.6339111328125
Lunches,XGBoost,23491.44444444444,1124.4339599609375
Lunches,XGBoost,23786.696969696968,1124.0445556640625
Lunches,XGBoost,24081.949494949495,1121.5184326171875
Lunches,XGBoost,24377.202020202018,1121.4801025390625
Lunches,XGBoost,24672.454545454544,1121.3968505859375
Lunches,XGBoost,24967.70707070707,1135.0843505859375
Lunches,XGBoost,25262.959595959594,1134.9854736328125
Lunches,XGBoost,25558.21212121212,1134.9854736328125
Lunches,XGBoost,25853.464646464643,1135.123046875
Lunches,XGBoost,26148.71717171717,1135.123046875
Lunches,XGBoost,26443.969696969696,1135.123046875
Lunches,XGBoost,26739.22222222222,1135.123046875
Lunches,XGBoost,27034.474747474746,1134.3707275390625
Lunches,XGBoost,27329.727272727272,1130.1573486328125
Lunches,XGBoost,27624.979797979795,1130.1573486328125
Lunches,XGBoost,27920.23232323232,1130.1573486328125
Lunches,XGBoost,28215.484848484848,1130.1573486328125
Lunches,XGBoost,28510.73737373737,1130.2261962890625
Lunches,XGBoost,28805.989898989897,1130.2261962890625
Lunches,XGBoost,29101.242424242424,1118.8167724609375
Lunches,XGBoost,29396.494949494947,1118.8167724609375
Lunches,XGBoost,29691.747474747473,1118.8167724609375
Lunches,XGBoost,29987.0,1118.8167724609375
Afternoons,CatBoost,757.0,1144.7843346461989
Afternoons,CatBoost,1052.2525252525252,1144.8936718464117
Afternoons,CatBoost,1347.5050505050503,1144.8936718464117
Afternoons,CatBoost,1642.7575757575758,1144.8936718464117
Afternoons,CatBoost,1938.010101010101,1144.8936718464117
Afternoons,CatBoost,2233.2626262626263,1143.265575103199
Afternoons,CatBoost,2528.5151515151515,1143.265575103199
Afternoons,CatBoost,2823.7676767676767,1143.265575103199
Afternoons,CatBoost,3119.020202020202,1143.265575103199
Afternoons,CatBoost,3414.272727272727,1143.265575103199
Afternoons,CatBoost,3709.525252525252,1143.265575103199
Afternoons,CatBoost,4004.7777777777774,1143.265575103199
Afternoons,CatBoost,4300.030303030303,1143.265575103199
Afternoons,CatBoost,4595.282828282829,1143.265575103199
Afternoons,CatBoost,4890.535353535353,1143.265575103199
Afternoons,CatBoost,5185.787878787878,1143.265575103199
Afternoons,CatBoost,5481.040404040404,1143.265575103199
Afternoons,CatBoost,5776.292929292929,1143.265575103199
Afternoons,CatBoost,6071.545454545454,1170.8002078147963
Afternoons,CatBoost,6366.79797979798,1166.9124519024388
Afternoons,CatBoost,6662.050505050504,1165.3118471401356
Afternoons,CatBoost,6957.30303030303,1165.3118471401356
Afternoons,CatBoost,7252.555555555555,1164.2152108672078
Afternoons,CatBoost,7547.80808080808,1164.6233452742729
Afternoons,CatBoost,7843.060606060606,1164.0932248084343
Afternoons,CatBoost,8138.313131313131,1163.9510248855076
Afternoons,CatBoost,8433.565656565657,1167.4687739103747
Afternoons,CatBoost,8728.81818181818,1167.7246121622532
Afternoons,CatBoost,9024.070707070707,1165.5044445115182
Afternoons,CatBoost,9319.323232323231,1158.7547520392147
Afternoons,CatBoost,9614.575757575756,1158.7412338122308
Afternoons,CatBoost,9909.828282828283,1162.1019366729804
Afternoons,CatBoost,10205.080808080807,1234.5991202677053
Afternoons,CatBoost,10500.333333333332,1238.7306333715615
Afternoons,CatBoost,10795.585858585859,1246.5938778689929
Afternoons,CatBoost,11090.838383838383,1263.5856433561532
Afternoons,CatBoost,11386.090909090908,1268.613640859023
Afternoons,CatBoost,11681.343434343433,1268.0471371601798
Afternoons,CatBoost,11976.59595959596,1269.5717847601732
Afternoons,CatBoost,12271.848484848484,1269.6571177299168
Afternoons,CatBoost,12567.101010101009,1276.3666691556155
Afternoons,CatBoost,12862.353535353535,1270.4737823679336
Afternoons,CatBoost,13157.60606060606,1288.369839216176
Afternoons,CatBoost,13452.858585858585,1285.7044831513751
Afternoons,CatBoost,13748.11111111111,1286.1496738698772
Afternoons,CatBoost,14043.363636363636,1287.1485673017612
Afternoons,CatBoost,14338.61616161616,1287.1485673017612
Afternoons,CatBoost,14633.868686868685,1287.1485673017612
Afternoons,CatBoost,14929.121212121212,1286.6814696329873
Afternoons,CatBoost,15224.373737373737,1286.6149189239818
Afternoons,CatBoost,15519.626262626261,1283.1489914291378
Afternoons,CatBoost,15814.878787878786,1283.1489914291378
Afternoons,CatBoost,16110.131313131313,1283.2038243620034
Afternoons,CatBoost,16405.383838383837,1283.3320007355812
Afternoons,CatBoost,16700.63636363636,1283.3320007355812
Afternoons,CatBoost,16995.888888888887,1293.8590231748758
Afternoons,CatBoost,17291.141414141413,1294.676539082148
Afternoons,CatBoost,17586.39393939394,1294.676539082148
Afternoons,CatBoost,17881.646464646463,1294.7742252305125
Afternoons,CatBoost,18176.89898989899,1294.7742252305125
Afternoons,CatBoost,18472.151515151512,1294.7742252305125
Afternoons,CatBoost,18767.40404040404,1294.9659672362347
Afternoons,CatBoost,19062.656565656565,1294.9659672362347
Afternoons,CatBoost,19357.90909090909,1294.9659672362347
Afternoons,CatBoost,19653.161616161615,1294.9659672362347
Afternoons,CatBoost,19948.41414141414,1294.9659672362347
Afternoons,CatBoost,20243.666666666664,1294.3751633104741
Afternoons,CatBoost,20538.91919191919,1294.3751633104741
Afternoons,CatBoost,20834.171717171717,1294.3751633104741
Afternoons,CatBoost,21129.42424242424,1294.3751633104741
Afternoons,CatBoost,21424.676767676767,1294.8674142791815
Afternoons,CatBoost,21719.92929292929,1294.8120127448015
Afternoons,CatBoost,22015.181818181816,1294.8120127448015
Afternoons,CatBoost,22310.434343434343,1294.8120127448015
Afternoons,CatBoost,22605.686868686866,1294.0030815461753
Afternoons,CatBoost,22900.939393939392,1293.8056169592278
Afternoons,CatBoost,23196.19191919192,1293.8056169592278
Afternoons,CatBoost,23491.44444444444,1293.8056169592278
Afternoons,CatBoost,23786.696969696968,1290.5262894366745
Afternoons,CatBoost,24081.949494949495,1290.4851367945616
Afternoons,CatBoost,24377.202020202018,1290.4851367945616
Afternoons,CatBoost,24672.454545454544,1290.4851367945616
Afternoons,CatBoost,24967.70707070707,1262.409786816524
Afternoons,CatBoost,25262.959595959594,1246.907247485481
Afternoons,CatBoost,25558.21212121212,1246.907247485481
Afternoons,CatBoost,25853.464646464643,1246.907247485481
Afternoons,CatBoost,26148.71717171717,1269.555026240007
Afternoons,CatBoost,26443.969696969696,1269.555026240007
Afternoons,CatBoost,26739.22222222222,1269.555026240007
Afternoons,CatBoost,27034.474747474746,1269.555026240007
Afternoons,CatBoost,27329.727272727272,1269.555026240007
Afternoons,CatBoost,27624.979797979795,1269.555026240007
Afternoons,CatBoost,27920.23232323232,1269.555026240007
Afternoons,CatBoost,28215.484848484848,1269.555026240007
Afternoons,CatBoost,28510.73737373737,1252.546091476165
Afternoons,CatBoost,28805.989898989897,1252.546091476165
Afternoons,CatBoost,29101.242424242424,1252.546091476165
Afternoons,CatBoost,29396.494949494947,1288.5764455723681
Afternoons,CatBoost,29691.747474747473,1288.5764455723681
Afternoons,CatBoost,29987.0,1288.5764455723681
Afternoons,LightGBM,757.0,1171.6891307408737
Afternoons,LightGBM,1052.2525252525252,1203.1729761768268
Afternoons,LightGBM,1347.5050505050503,1203.1729761768268
Afternoons,LightGBM,1642.7575757575758,1203.1729761768268
Afternoons,LightGBM,1938.010101010101,1203.1729761768268
Afternoons,LightGBM,2233.2626262626263,1203.1729761768268
Afternoons,LightGBM,2528.5151515151515,1203.1729761768268
Afternoons,LightGBM,2823.7676767676767,1203.1729761768268
Afternoons,LightGBM,3119.020202020202,1202.8953679253964
Afternoons,LightGBM,3414.272727272727,1202.8953679253964
Afternoons,LightGBM,3709.525252525252,1202.8953679253964
Afternoons,LightGBM,4004.7777777777774,1202.8953679253964
Afternoons,LightGBM,4300.030303030303,1202.9641658353585
Afternoons,LightGBM,4595.282828282829,1202.9641658353585
Afternoons,LightGBM,4890.535353535353,1202.9641658353585
Afternoons,LightGBM,5185.787878787878,1202.9349237551928
Afternoons,LightGBM,5481.040404040404,1202.9349237551928
Afternoons,LightGBM,5776.292929292929,1202.9349237551928
Afternoons,LightGBM,6071.545454545454,1217.6557067041717
Afternoons,LightGBM,6366.79797979798,1205.4415125843266
Afternoons,LightGBM,6662.050505050504,1203.9372092451622
Afternoons,LightGBM,6957.30303030303,1201.5884249465541
Afternoons,LightGBM,7252.555555555555,1206.6884159380415
Afternoons,LightGBM,7547.80808080808,1206.6884159380415
Afternoons,LightGBM,7843.060606060606,1206.6884159380415
Afternoons,LightGBM,8138.313131313131,1206.7396417825892
Afternoons,LightGBM,8433.565656565657,1206.393721522425
Afternoons,LightGBM,8728.81818181818,1207.1952643928837
Afternoons,LightGBM,9024.070707070707,1193.7451055002282
Afternoons,LightGBM,9319.323232323231,1187.2865762457618
Afternoons,LightGBM,9614.575757575756,1187.3412215730693
Afternoons,LightGBM,9909.828282828283,1185.65916605216
Afternoons,LightGBM,10205.080808080807,1221.068236450801
Afternoons,LightGBM,10500.333333333332,1222.979882457672
Afternoons,LightGBM,10795.585858585859,1241.8832470405612
Afternoons,LightGBM,11090.838383838383,1235.3770356707112
Afternoons,LightGBM,11386.090909090908,1234.1920762304853
Afternoons,LightGBM,11681.343434343433,1234.6939031011252
Afternoons,LightGBM,11976.59595959596,1240.0666869198135
Afternoons,LightGBM,12271.848484848484,1239.1487323736096
Afternoons,LightGBM,12567.101010101009,1242.0239816036537
Afternoons,LightGBM,12862.353535353535,1243.0105429283412
Afternoons,LightGBM,13157.60606060606,1253.7566406391156
Afternoons,LightGBM,13452.858585858585,1252.3602928138057
Afternoons,LightGBM,13748.11111111111,1255.1688832718805
Afternoons,LightGBM,14043.363636363636,1257.5565853402413
Afternoons,LightGBM,14338.61616161616,1260.6007934899942
Afternoons,LightGBM,14633.868686868685,1266.0607213629207
Afternoons,LightGBM,14929.121212121212,1265.7582775708554
Afternoons,LightGBM,15224.373737373737,1258.1228664052746
Afternoons,LightGBM,15519.626262626261,1258.1280075868517
Afternoons,LightGBM,15814.878787878786,1258.1451561189178
