Dataset,Model,5 Total transit stop count,Predicted Value
Lunches,XGBoost,6.96969696969697,1075.2437744140625
Lunches,XGBoost,7.2020202020202015,1075.4473876953125
Lunches,XGBoost,7.434343434343434,1075.4473876953125
Lunches,XGBoost,7.666666666666667,1075.4473876953125
Lunches,XGBoost,7.898989898989899,1075.4473876953125
Lunches,XGBoost,8.131313131313131,1075.322509765625
Lunches,XGBoost,8.363636363636363,1075.322509765625
Lunches,XGBoost,8.595959595959595,1075.322509765625
Lunches,XGBoost,8.828282828282829,1075.322509765625
Lunches,XGBoost,9.06060606060606,1075.4747314453125
Lunches,XGBoost,9.292929292929292,1075.4747314453125
Lunches,XGBoost,9.525252525252526,1075.4747314453125
Lunches,XGBoost,9.757575757575758,1075.4747314453125
Lunches,XGBoost,9.98989898989899,1075.4747314453125
Lunches,XGBoost,10.222222222222221,1073.0615234375
Lunches,XGBoost,10.454545454545455,1073.0615234375
Lunches,XGBoost,10.686868686868687,1073.0615234375
Lunches,XGBoost,10.919191919191919,1073.0615234375
Lunches,XGBoost,11.151515151515152,1089.4193115234375
Lunches,XGBoost,11.383838383838384,1089.4193115234375
Lunches,XGBoost,11.616161616161616,1089.4193115234375
Lunches,XGBoost,11.848484848484848,1089.4193115234375
Lunches,XGBoost,12.080808080808081,1112.9024658203125
Lunches,XGBoost,12.313131313131313,1112.9024658203125
Lunches,XGBoost,12.545454545454545,1112.9024658203125
Lunches,XGBoost,12.777777777777777,1112.9024658203125
Lunches,XGBoost,13.01010101010101,1112.907470703125
Lunches,XGBoost,13.242424242424242,1112.907470703125
Lunches,XGBoost,13.474747474747474,1112.907470703125
Lunches,XGBoost,13.707070707070708,1112.907470703125
Lunches,XGBoost,13.93939393939394,1112.907470703125
Lunches,XGBoost,14.171717171717171,1144.7135009765625
Lunches,XGBoost,14.404040404040403,1144.7135009765625
Lunches,XGBoost,14.636363636363637,1144.7135009765625
Lunches,XGBoost,14.868686868686869,1144.7135009765625
Lunches,XGBoost,15.1010101010101,1144.9869384765625
Lunches,XGBoost,15.333333333333334,1144.9869384765625
Lunches,XGBoost,15.565656565656566,1144.9869384765625
Lunches,XGBoost,15.797979797979798,1144.9869384765625
Lunches,XGBoost,16.03030303030303,1142.842529296875
Lunches,XGBoost,16.262626262626263,1142.842529296875
Lunches,XGBoost,16.494949494949495,1142.842529296875
Lunches,XGBoost,16.727272727272727,1142.842529296875
Lunches,XGBoost,16.95959595959596,1142.842529296875
Lunches,XGBoost,17.19191919191919,1144.25634765625
Lunches,XGBoost,17.424242424242426,1144.25634765625
Lunches,XGBoost,17.656565656565657,1144.25634765625
Lunches,XGBoost,17.88888888888889,1144.25634765625
Lunches,XGBoost,18.12121212121212,1144.25634765625
Lunches,XGBoost,18.353535353535353,1144.25634765625
Lunches,XGBoost,18.585858585858585,1144.25634765625
Lunches,XGBoost,18.818181818181817,1144.25634765625
Lunches,XGBoost,19.050505050505052,1144.25634765625
Lunches,XGBoost,19.282828282828284,1144.25634765625
Lunches,XGBoost,19.515151515151516,1144.25634765625
Lunches,XGBoost,19.747474747474747,1144.25634765625
Lunches,XGBoost,19.97979797979798,1144.25634765625
Lunches,XGBoost,20.21212121212121,1134.8551025390625
Lunches,XGBoost,20.444444444444443,1134.8551025390625
Lunches,XGBoost,20.67676767676768,1134.8551025390625
Lunches,XGBoost,20.90909090909091,1134.8551025390625
Lunches,XGBoost,21.141414141414142,1134.8551025390625
