Dataset,Model,15 Tram count,Predicted Value
Evenings,CatBoost,5.0,536.7790493298686
Evenings,CatBoost,5.828282828282829,536.7790493298686
Evenings,CatBoost,6.656565656565657,536.7790493298686
Evenings,CatBoost,7.484848484848484,536.7790493298686
Evenings,CatBoost,8.313131313131313,536.7790493298686
Evenings,CatBoost,9.141414141414142,536.7790493298686
Evenings,CatBoost,9.969696969696969,536.7790493298686
Evenings,CatBoost,10.797979797979798,537.6438710642768
Evenings,CatBoost,11.626262626262626,537.6438710642768
Evenings,CatBoost,12.454545454545455,537.6438710642768
Evenings,CatBoost,13.282828282828284,537.6438710642768
Evenings,CatBoost,14.11111111111111,537.6438710642768
Evenings,CatBoost,14.93939393939394,537.6438710642768
Evenings,CatBoost,15.767676767676768,537.6438710642768
Evenings,CatBoost,16.595959595959595,537.6438710642768
Evenings,CatBoost,17.424242424242422,537.6438710642768
Evenings,CatBoost,18.252525252525253,537.6438710642768
Evenings,CatBoost,19.080808080808083,535.8016786097483
Evenings,CatBoost,19.90909090909091,535.8016786097483
Evenings,CatBoost,20.737373737373737,535.8016786097483
Evenings,CatBoost,21.565656565656568,535.8016786097483
Evenings,CatBoost,22.393939393939394,535.8016786097483
Evenings,CatBoost,23.22222222222222,535.8016786097483
Evenings,CatBoost,24.050505050505052,535.8016786097483
Evenings,CatBoost,24.87878787878788,535.8016786097483
Evenings,CatBoost,25.707070707070706,531.461235507788
Evenings,CatBoost,26.535353535353536,531.461235507788
Evenings,CatBoost,27.363636363636363,531.461235507788
Evenings,CatBoost,28.19191919191919,531.461235507788
Evenings,CatBoost,29.02020202020202,531.461235507788
Evenings,CatBoost,29.848484848484848,531.461235507788
Evenings,CatBoost,30.67676767676768,531.461235507788
Evenings,CatBoost,31.505050505050505,531.461235507788
Evenings,CatBoost,32.33333333333333,531.461235507788
Evenings,CatBoost,33.161616161616166,531.461235507788
Evenings,CatBoost,33.98989898989899,530.854489868204
Evenings,CatBoost,34.81818181818182,530.854489868204
Evenings,CatBoost,35.64646464646465,530.854489868204
Evenings,CatBoost,36.474747474747474,530.854489868204
Evenings,CatBoost,37.303030303030305,530.854489868204
Evenings,CatBoost,38.131313131313135,529.2746011074794
Evenings,CatBoost,38.95959595959596,529.2746011074794
Evenings,CatBoost,39.78787878787879,529.2746011074794
Evenings,CatBoost,40.61616161616162,529.2746011074794
Evenings,CatBoost,41.44444444444444,529.2746011074794
Evenings,CatBoost,42.27272727272727,529.1937599104255
Evenings,CatBoost,43.101010101010104,529.1937599104255
Evenings,CatBoost,43.92929292929293,529.1937599104255
Evenings,CatBoost,44.75757575757576,529.1937599104255
Evenings,CatBoost,45.58585858585859,529.1937599104255
Evenings,CatBoost,46.41414141414141,529.1937599104255
Evenings,CatBoost,47.24242424242424,529.1937599104255
Evenings,CatBoost,48.07070707070707,529.1937599104255
Evenings,CatBoost,48.898989898989896,529.1937599104255
Evenings,CatBoost,49.72727272727273,529.1937599104255
Evenings,CatBoost,50.55555555555556,525.0035894802894
Evenings,CatBoost,51.38383838383838,525.0035894802894
Evenings,CatBoost,52.21212121212121,525.0035894802894
Evenings,CatBoost,53.04040404040404,525.0035894802894
Evenings,CatBoost,53.86868686868687,525.0035894802894
Evenings,CatBoost,54.696969696969695,525.0035894802894
Evenings,CatBoost,55.525252525252526,525.0035894802894
Evenings,CatBoost,56.35353535353536,525.0035894802894
Evenings,CatBoost,57.18181818181818,525.1998650569946
Evenings,CatBoost,58.01010101010101,525.1998650569946
Evenings,CatBoost,58.83838383838384,525.1998650569946
Evenings,CatBoost,59.666666666666664,525.1998650569946
Evenings,CatBoost,60.494949494949495,525.1998650569946
Evenings,CatBoost,61.323232323232325,525.1998650569946
Evenings,CatBoost,62.15151515151515,525.1998650569946
Evenings,CatBoost,62.97979797979798,525.1998650569946
Evenings,CatBoost,63.80808080808081,525.1292076340023
Evenings,CatBoost,64.63636363636364,525.1292076340023
Evenings,CatBoost,65.46464646464646,525.1292076340023
Evenings,CatBoost,66.2929292929293,523.6151794965704
Evenings,CatBoost,67.12121212121212,523.6151794965704
Evenings,CatBoost,67.94949494949495,522.0270430341556
Evenings,CatBoost,68.77777777777777,523.549812745518
Evenings,CatBoost,69.60606060606061,523.549812745518
Evenings,CatBoost,70.43434343434343,523.549812745518
Evenings,CatBoost,71.26262626262627,562.1489621519005
Evenings,CatBoost,72.0909090909091,556.6032454635335
Evenings,CatBoost,72.91919191919192,556.3621066516876
Evenings,CatBoost,73.74747474747475,553.3873442327686
Evenings,CatBoost,74.57575757575758,553.3025283506104
Evenings,CatBoost,75.4040404040404,553.3025283506104
Evenings,CatBoost,76.23232323232324,559.385134268749
Evenings,CatBoost,77.06060606060606,560.6371981722225
Evenings,CatBoost,77.88888888888889,559.12957411226
Evenings,CatBoost,78.71717171717172,559.12957411226
Evenings,CatBoost,79.54545454545455,560.496522351953
Evenings,CatBoost,80.37373737373737,560.496522351953
Evenings,CatBoost,81.20202020202021,556.4254846701843
Evenings,CatBoost,82.03030303030303,556.4254846701843
Evenings,CatBoost,82.85858585858585,556.4254846701843
Evenings,CatBoost,83.68686868686869,556.5877384589737
Evenings,CatBoost,84.51515151515152,556.5877384589737
Evenings,CatBoost,85.34343434343434,553.8539950205038
Evenings,CatBoost,86.17171717171718,553.8539950205038
Evenings,CatBoost,87.0,554.4647201330561
Afternoons Special,LightGBM,5.0,933.7794122962526
Afternoons Special,LightGBM,5.828282828282829,933.7794122962526
Afternoons Special,LightGBM,6.656565656565657,933.7794122962526
Afternoons Special,LightGBM,7.484848484848484,933.7794122962526
