Dataset,Model,Wind speed,Predicted Value
Lunches,LightGBM,0.646060606060606,1113.785056258879
Lunches,LightGBM,0.761590909090909,1113.785056258879
Lunches,LightGBM,0.8771212121212121,1114.591591562823
Lunches,LightGBM,0.9926515151515152,1142.1575158820067
Lunches,LightGBM,1.1081818181818182,1118.3281234765113
Lunches,LightGBM,1.2237121212121211,1122.2951188360842
Lunches,LightGBM,1.3392424242424241,1125.9154321342571
Lunches,LightGBM,1.4547727272727273,1125.9984912150383
Lunches,LightGBM,1.5703030303030303,1125.0594000967092
Lunches,LightGBM,1.6858333333333333,1129.098033085995
Lunches,LightGBM,1.8013636363636363,1126.0342431656613
Lunches,LightGBM,1.9168939393939393,1126.6636967833392
Lunches,LightGBM,2.0324242424242422,1126.8127417747312
Lunches,LightGBM,2.1479545454545454,1126.4152169983154
Lunches,LightGBM,2.263484848484848,1116.9386585796299
Lunches,LightGBM,2.3790151515151514,1116.1220456864492
Lunches,LightGBM,2.4945454545454546,1113.3116941910991
Lunches,LightGBM,2.6100757575757574,1116.1298339225586
Lunches,LightGBM,2.7256060606060606,1116.6714844325725
Lunches,LightGBM,2.8411363636363633,1115.69441319566
Lunches,LightGBM,2.9566666666666666,1115.1148017638243
Lunches,LightGBM,3.0721969696969698,1114.8111756870383
Lunches,LightGBM,3.1877272727272725,1112.1906205484518
Lunches,LightGBM,3.3032575757575757,1112.0522675117033
Lunches,LightGBM,3.4187878787878785,1111.501794645401
Lunches,LightGBM,3.5343181818181817,1110.14966995591
Lunches,LightGBM,3.649848484848485,1110.0657325612246
Lunches,LightGBM,3.7653787878787877,1110.7159732110576
Lunches,LightGBM,3.880909090909091,1110.9213148240729
Lunches,LightGBM,3.9964393939393936,1112.238367280455
Lunches,LightGBM,4.111969696969696,1112.3352876506149
Lunches,LightGBM,4.2275,1112.092134517262
Lunches,LightGBM,4.343030303030303,1112.6309344143758
Lunches,LightGBM,4.458560606060606,1112.7149421098295
Lunches,LightGBM,4.574090909090909,1136.221130114268
Lunches,LightGBM,4.689621212121212,1102.8920745329606
Lunches,LightGBM,4.805151515151515,1100.5321048618398
Lunches,LightGBM,4.920681818181818,1099.824224159398
Lunches,LightGBM,5.036212121212121,1100.3378323065187
Lunches,LightGBM,5.151742424242424,1098.8461820473328
Lunches,LightGBM,5.267272727272727,1099.7329523685148
Lunches,LightGBM,5.38280303030303,1104.884890729787
Lunches,LightGBM,5.498333333333333,1103.5501318083466
Lunches,LightGBM,5.613863636363636,1100.7058901148478
Lunches,LightGBM,5.7293939393939395,1095.1015157457596
Lunches,LightGBM,5.844924242424242,1093.7218194829554
Lunches,LightGBM,5.960454545454545,1092.6485776612278
Lunches,LightGBM,6.075984848484849,1093.2703819984097
Lunches,LightGBM,6.191515151515151,1093.42439491095
Lunches,LightGBM,6.307045454545454,1093.199731916869
Lunches,LightGBM,6.422575757575757,1093.0809562415038
Lunches,LightGBM,6.538106060606061,1092.6223565678606
Lunches,LightGBM,6.653636363636363,1092.3744728202525
Lunches,LightGBM,6.769166666666666,1089.5695182156046
Lunches,LightGBM,6.88469696969697,1089.251488452433
Lunches,LightGBM,7.0002272727272725,1089.7214148215521
Lunches,LightGBM,7.115757575757575,1089.7214148215521
Lunches,LightGBM,7.231287878787879,1093.144738614784
Lunches,LightGBM,7.346818181818182,1090.4833247828483
Lunches,LightGBM,7.4623484848484845,1093.1732412733234
Lunches,LightGBM,7.577878787878787,1093.5866262154316
Lunches,LightGBM,7.693409090909091,1093.691687161231
Lunches,LightGBM,7.808939393939394,1104.40222628602
Lunches,LightGBM,7.924469696969696,1147.438646140855
Lunches,LightGBM,8.04,1132.6415996777116
Lunches,LightGBM,8.155530303030302,1112.8571418203617
Lunches,LightGBM,8.271060606060605,1112.5120947022185
Lunches,LightGBM,8.386590909090907,1112.4596100446395
Lunches,LightGBM,8.50212121212121,1105.550161875099
Lunches,LightGBM,8.617651515151515,1105.550161875099
Lunches,LightGBM,8.733181818181817,1103.6839475807253
Lunches,LightGBM,8.84871212121212,1059.7051798966597
Lunches,LightGBM,8.964242424242423,1067.1505584822157
Lunches,LightGBM,9.079772727272726,1067.1505584822157
Lunches,LightGBM,9.195303030303029,1067.1505584822157
Lunches,LightGBM,9.310833333333331,1065.9742783813033
Lunches,LightGBM,9.426363636363636,1065.9742783813033
Lunches,LightGBM,9.541893939393939,1063.3796535979504
Lunches,LightGBM,9.657424242424241,1063.3796535979504
Lunches,LightGBM,9.772954545454544,1063.3796535979504
Lunches,LightGBM,9.888484848484847,1061.228088695313
Lunches,LightGBM,10.00401515151515,1061.228088695313
Lunches,LightGBM,10.119545454545452,1061.228088695313
Lunches,LightGBM,10.235075757575757,1063.403380081718
Lunches,LightGBM,10.35060606060606,1063.403380081718
Lunches,LightGBM,10.466136363636362,1063.403380081718
Lunches,LightGBM,10.581666666666665,1063.403380081718
Lunches,LightGBM,10.697196969696968,1063.403380081718
Lunches,LightGBM,10.81272727272727,1065.0357484718231
Lunches,LightGBM,10.928257575757575,1065.0357484718231
Lunches,LightGBM,11.043787878787878,1065.0357484718231
Lunches,LightGBM,11.15931818181818,1065.0357484718231
Lunches,LightGBM,11.274848484848484,1065.0357484718231
Lunches,LightGBM,11.390378787878786,1065.0357484718231
Lunches,LightGBM,11.505909090909089,1065.0357484718231
Lunches,LightGBM,11.621439393939392,1065.0357484718231
Lunches,LightGBM,11.736969696969696,1065.0357484718231
Lunches,LightGBM,11.8525,1065.0357484718231
Lunches,XGBoost,0.415,1148.2386474609375
Lunches,XGBoost,0.530530303030303,1148.2386474609375
Lunches,XGBoost,0.646060606060606,1116.9425048828125
Lunches,XGBoost,0.761590909090909,1116.9425048828125
Lunches,XGBoost,0.8771212121212121,1120.9727783203125
Lunches,XGBoost,0.9926515151515152,1148.2786865234375
Lunches,XGBoost,1.1081818181818182,1124.4949951171875
Lunches,XGBoost,1.2237121212121211,1121.3167724609375
Lunches,XGBoost,1.3392424242424241,1134.0926513671875
Lunches,XGBoost,1.4547727272727273,1128.1661376953125
Lunches,XGBoost,1.5703030303030303,1112.2562255859375
Lunches,XGBoost,1.6858333333333333,1111.5111083984375
Lunches,XGBoost,1.8013636363636363,1117.211669921875
Lunches,XGBoost,1.9168939393939393,1127.4271240234375
Lunches,XGBoost,2.0324242424242422,1123.9820556640625
Lunches,XGBoost,2.1479545454545454,1124.425048828125
Lunches,XGBoost,2.263484848484848,1113.6092529296875
Lunches,XGBoost,2.3790151515151514,1123.55224609375
Lunches,XGBoost,2.4945454545454546,1105.27197265625
Lunches,XGBoost,2.6100757575757574,1116.5247802734375
Lunches,XGBoost,2.7256060606060606,1115.6082763671875
Lunches,XGBoost,2.8411363636363633,1104.3812255859375
Lunches,XGBoost,2.9566666666666666,1107.48095703125
Lunches,XGBoost,3.0721969696969698,1109.49853515625
Lunches,XGBoost,3.1877272727272725,1113.9302978515625
Lunches,XGBoost,3.3032575757575757,1117.6912841796875
Lunches,XGBoost,3.4187878787878785,1127.2650146484375
Lunches,XGBoost,3.5343181818181817,1120.88037109375
Lunches,XGBoost,3.649848484848485,1109.4422607421875
Lunches,XGBoost,3.7653787878787877,1111.48779296875
Lunches,XGBoost,3.880909090909091,1092.76025390625
