Dataset,Model,5 Edge length avg,Predicted Value
Lunches Special,XGBoost,32.12768715013917,1673.894775390625
Lunches Special,XGBoost,32.38092438315039,1674.50537109375
Lunches Special,XGBoost,32.63416161616162,1674.50537109375
Lunches Special,XGBoost,32.88739884917285,1674.50537109375
Lunches Special,XGBoost,33.14063608218407,1674.50537109375
Lunches Special,XGBoost,33.3938733151953,1674.50537109375
Lunches Special,XGBoost,33.64711054820653,1674.50537109375
Lunches Special,XGBoost,33.900347781217754,1674.50537109375
Lunches Special,XGBoost,34.15358501422898,1674.50537109375
Lunches Special,XGBoost,34.40682224724021,1674.50537109375
Lunches Special,XGBoost,34.660059480251434,1674.50537109375
Lunches Special,XGBoost,34.91329671326266,1674.50537109375
Lunches Special,XGBoost,35.16653394627389,1674.50537109375
Lunches Special,XGBoost,35.419771179285114,1674.50537109375
Lunches Special,XGBoost,35.67300841229634,1674.50537109375
Lunches Special,XGBoost,35.92624564530756,1674.50537109375
Lunches Special,XGBoost,36.179482878318794,1674.50537109375
Lunches Special,XGBoost,36.43272011133001,1674.50537109375
Lunches Special,XGBoost,36.68595734434125,1674.50537109375
Lunches Special,XGBoost,36.93919457735247,1674.50537109375
Lunches Special,XGBoost,37.1924318103637,1674.50537109375
Lunches Special,XGBoost,37.44566904337492,1674.50537109375
Lunches Special,XGBoost,37.698906276386154,1674.50537109375
Lunches Special,XGBoost,37.952143509397374,1674.50537109375
Lunches Special,XGBoost,38.20538074240861,1674.50537109375
Lunches Special,XGBoost,38.45861797541983,1674.50537109375
Lunches Special,XGBoost,38.71185520843106,1674.50537109375
Lunches Special,XGBoost,38.96509244144228,1674.50537109375
Lunches Special,XGBoost,39.218329674453514,1674.50537109375
