Dataset,Model,5 Building use diversity,Predicted Value
Mornings,CatBoost,0.13709338877092742,508.77542901484674
Mornings,CatBoost,0.13908024947775247,508.77542901484674
Mornings,CatBoost,0.1410671101845775,508.77542901484674
Mornings,CatBoost,0.14305397089140254,508.77542901484674
Mornings,CatBoost,0.14504083159822756,508.77542901484674
Mornings,CatBoost,0.1470276923050526,508.77542901484674
Mornings,CatBoost,0.14901455301187763,508.77542901484674
Mornings,CatBoost,0.15100141371870268,508.77542901484674
Mornings,CatBoost,0.1529882744255277,508.77542901484674
Mornings,CatBoost,0.15497513513235275,508.77542901484674
Mornings,CatBoost,0.15696199583917778,508.77542901484674
Mornings,CatBoost,0.15894885654600283,508.77542901484674
Mornings,CatBoost,0.16093571725282785,509.9454311623812
Mornings,CatBoost,0.16292257795965287,510.11630821412984
Mornings,CatBoost,0.16490943866647792,512.4007570964972
Mornings,CatBoost,0.16689629937330294,512.4007570964972
Mornings,CatBoost,0.168883160080128,512.4007570964972
Mornings,CatBoost,0.17087002078695301,512.4007570964972
Mornings,CatBoost,0.17285688149377806,512.4007570964972
Mornings,CatBoost,0.1748437422006031,512.4007570964972
Mornings,CatBoost,0.17683060290742814,512.4007570964972
Mornings,CatBoost,0.17881746361425316,512.4007570964972
Mornings,CatBoost,0.1808043243210782,512.4007570964972
Mornings,CatBoost,0.18279118502790323,512.4007570964972
Mornings,CatBoost,0.18477804573472828,512.4007570964972
Mornings,CatBoost,0.1867649064415533,512.4007570964972
Mornings,CatBoost,0.18875176714837835,511.4281280861212
Mornings,CatBoost,0.19073862785520337,511.4281280861212
Mornings,CatBoost,0.1927254885620284,511.4281280861212
Mornings,CatBoost,0.19471234926885345,511.4281280861212
Mornings,CatBoost,0.1966992099756785,507.4893425456957
Mornings,LightGBM,0.0,884.5626476234381
Mornings,LightGBM,0.001986860706825035,872.6201803334485
Mornings,LightGBM,0.00397372141365007,871.9852670890485
Mornings,LightGBM,0.0059605821204751054,882.9751018745333
Mornings,LightGBM,0.00794744282730014,882.6663603696944
Mornings,LightGBM,0.009934303534125177,881.7022080611772
Mornings,LightGBM,0.011921164240950211,919.087596370421
Mornings,LightGBM,0.013908024947775245,916.317979839879
Mornings,LightGBM,0.01589488565460028,909.9504793681557
Mornings,LightGBM,0.017881746361425317,411.31283031413625
Mornings,LightGBM,0.019868607068250353,400.90363676888995
Mornings,LightGBM,0.021855467775075386,396.2718516393039
Mornings,LightGBM,0.023842328481900422,396.11646761581693
Mornings,LightGBM,0.025829189188725458,394.13307433232154
Mornings,LightGBM,0.02781604989555049,394.13307433232154
Mornings,LightGBM,0.029802910602375526,394.13307433232154
Mornings,LightGBM,0.03178977130920056,394.13307433232154
Mornings,LightGBM,0.0337766320160256,394.13307433232154
Mornings,LightGBM,0.035763492722850634,394.13307433232154
Mornings,LightGBM,0.03775035342967567,394.13307433232154
Mornings,LightGBM,0.039737214136500706,394.13307433232154
Mornings,LightGBM,0.041724074843325736,394.13307433232154
Mornings,LightGBM,0.04371093555015077,394.13307433232154
Mornings,LightGBM,0.04569779625697581,394.13307433232154
Mornings,LightGBM,0.047684656963800844,394.13307433232154
Mornings,LightGBM,0.04967151767062588,394.13307433232154
Mornings,LightGBM,0.051658378377450916,394.13307433232154
Mornings,LightGBM,0.05364523908427595,394.13307433232154
Mornings,LightGBM,0.05563209979110098,394.13307433232154
Mornings,LightGBM,0.05761896049792602,394.13841059333663
Mornings,LightGBM,0.05960582120475105,394.1127410981582
Mornings,LightGBM,0.06159268191157609,394.1127410981582
Mornings,LightGBM,0.06357954261840112,394.1127410981582
Mornings,LightGBM,0.06556640332522616,394.1127410981582
Mornings,LightGBM,0.0675532640320512,394.1127410981582
Mornings,LightGBM,0.06954012473887623,394.1127410981582
Mornings,LightGBM,0.07152698544570127,394.1127410981582
Mornings,LightGBM,0.0735138461525263,394.1127410981582
Mornings,LightGBM,0.07550070685935134,394.1127410981582
Mornings,LightGBM,0.07748756756617638,394.1127410981582
Mornings,LightGBM,0.07947442827300141,394.1127410981582
Mornings,LightGBM,0.08146128897982644,394.1127410981582
Mornings,LightGBM,0.08344814968665147,394.1127410981582
Mornings,LightGBM,0.08543501039347651,394.1127410981582
