Dataset,Model,Building count,Predicted Value
Mornings Special,XGBoost,84.72727272727273,293.9364318847656
Mornings Special,XGBoost,85.60606060606061,293.9364318847656
Mornings Special,XGBoost,86.48484848484848,293.9364318847656
Mornings Special,XGBoost,87.36363636363636,293.9364318847656
Mornings Special,XGBoost,88.24242424242424,293.9364318847656
Mornings Special,XGBoost,89.12121212121212,293.9364318847656
Mornings Special,XGBoost,90.0,294.5740966796875
Afternoons Special,LightGBM,3.0,1504.5895114230314
Afternoons Special,LightGBM,3.878787878787879,1504.5895114230314
Afternoons Special,LightGBM,4.757575757575758,923.3575137786286
Afternoons Special,LightGBM,5.636363636363637,912.9999801032922
Afternoons Special,LightGBM,6.515151515151516,912.7886255218971
Afternoons Special,LightGBM,7.393939393939394,912.7886255218971
Afternoons Special,LightGBM,8.272727272727273,904.7808513299022
Afternoons Special,LightGBM,9.151515151515152,904.4817008855099
Afternoons Special,LightGBM,10.030303030303031,904.4817008855099
Afternoons Special,LightGBM,10.90909090909091,904.4817008855099
Afternoons Special,LightGBM,11.787878787878787,904.4817008855099
Afternoons Special,LightGBM,12.666666666666666,903.8465664701695
Afternoons Special,LightGBM,13.545454545454545,903.8465664701695
Afternoons Special,LightGBM,14.424242424242424,903.8465664701695
Afternoons Special,LightGBM,15.303030303030303,903.8465664701695
Afternoons Special,LightGBM,16.18181818181818,903.8827120122461
Afternoons Special,LightGBM,17.060606060606062,903.6779727344287
Afternoons Special,LightGBM,17.939393939393938,903.6779727344287
Afternoons Special,LightGBM,18.81818181818182,903.416305600122
Afternoons Special,LightGBM,19.696969696969695,903.416305600122
Afternoons Special,LightGBM,20.575757575757574,903.416305600122
Afternoons Special,LightGBM,21.454545454545453,902.4226593720066
Afternoons Special,LightGBM,22.333333333333332,902.4226593720066
Afternoons Special,LightGBM,23.21212121212121,902.4226593720066
Afternoons Special,LightGBM,24.09090909090909,902.4226593720066
Afternoons Special,LightGBM,24.96969696969697,893.0090073664825
Afternoons Special,LightGBM,25.848484848484848,893.0090073664825
Afternoons Special,LightGBM,26.727272727272727,893.0090073664825
Afternoons Special,LightGBM,27.606060606060606,891.971723988867
Afternoons Special,LightGBM,28.484848484848484,891.971723988867
Afternoons Special,LightGBM,29.363636363636363,892.5975665054702
Afternoons Special,LightGBM,30.242424242424242,892.6999413410126
Afternoons Special,LightGBM,31.12121212121212,892.6039414877463
Afternoons Special,LightGBM,32.0,892.6039414877463
Afternoons Special,LightGBM,32.878787878787875,892.6039414877463
Afternoons Special,LightGBM,33.75757575757576,885.89903302423
Afternoons Special,LightGBM,34.63636363636364,885.89903302423
Afternoons Special,LightGBM,35.515151515151516,885.89903302423
Afternoons Special,LightGBM,36.39393939393939,885.89903302423
Afternoons Special,LightGBM,37.27272727272727,884.4258395040761
Afternoons Special,LightGBM,38.15151515151515,884.4258395040761
Afternoons Special,LightGBM,39.03030303030303,897.8489209534498
Afternoons Special,LightGBM,39.90909090909091,897.8489209534498
Afternoons Special,LightGBM,40.78787878787879,896.7177960026519
Afternoons Special,LightGBM,41.666666666666664,896.7177960026519
Afternoons Special,LightGBM,42.54545454545455,904.1194841438105
Afternoons Special,LightGBM,43.42424242424242,904.1194841438105
Afternoons Special,LightGBM,44.303030303030305,913.4098456808488
Afternoons Special,LightGBM,45.18181818181818,913.4098456808488
Afternoons Special,LightGBM,46.06060606060606,910.0689994564951
Afternoons Special,LightGBM,46.93939393939394,910.0689994564951
Afternoons Special,LightGBM,47.81818181818182,912.181344042934
Afternoons Special,LightGBM,48.696969696969695,912.181344042934
Afternoons Special,LightGBM,49.57575757575758,912.181344042934
Afternoons Special,LightGBM,50.45454545454545,912.181344042934
Afternoons Special,LightGBM,51.333333333333336,912.181344042934
Afternoons Special,LightGBM,52.21212121212121,912.181344042934
Afternoons Special,LightGBM,53.09090909090909,926.8358644362651
Afternoons Special,LightGBM,53.96969696969697,926.8358644362651
Afternoons Special,LightGBM,54.84848484848485,926.8358644362651
Afternoons Special,LightGBM,55.72727272727273,926.8358644362651
Afternoons Special,LightGBM,56.60606060606061,926.8358644362651
Afternoons Special,LightGBM,57.484848484848484,926.8358644362651
Afternoons Special,LightGBM,58.36363636363637,926.8358644362651
Afternoons Special,LightGBM,59.24242424242424,926.8358644362651
Afternoons Special,LightGBM,60.12121212121212,926.8358644362651
Afternoons Special,LightGBM,61.0,926.8358644362651
Afternoons Special,LightGBM,61.878787878787875,932.8035802469647
Afternoons Special,LightGBM,62.75757575757576,932.8035802469647
Afternoons Special,LightGBM,63.63636363636363,932.8035802469647
Afternoons Special,LightGBM,64.51515151515152,932.8035802469647
Afternoons Special,LightGBM,65.39393939393939,932.8035802469647
Afternoons Special,LightGBM,66.27272727272728,932.8035802469647
Afternoons Special,LightGBM,67.15151515151516,932.8035802469647
Afternoons Special,LightGBM,68.03030303030303,932.8035802469647
Afternoons Special,LightGBM,68.9090909090909,932.8035802469647
Afternoons Special,LightGBM,69.78787878787878,932.8035802469647
Afternoons Special,LightGBM,70.66666666666667,932.8035802469647
Afternoons Special,LightGBM,71.54545454545455,932.8035802469647
Afternoons Special,LightGBM,72.42424242424242,932.8035802469647
Afternoons Special,LightGBM,73.3030303030303,932.8035802469647
Afternoons Special,LightGBM,74.18181818181819,932.8035802469647
Afternoons Special,LightGBM,75.06060606060606,932.8035802469647
Afternoons Special,LightGBM,75.93939393939394,932.8035802469647
Afternoons Special,LightGBM,76.81818181818181,932.8035802469647
Afternoons Special,LightGBM,77.6969696969697,932.8035802469647
Afternoons Special,LightGBM,78.57575757575758,932.8035802469647
Afternoons Special,LightGBM,79.45454545454545,932.8035802469647
Afternoons Special,LightGBM,80.33333333333333,932.8035802469647
Afternoons Special,LightGBM,81.21212121212122,932.8035802469647
Afternoons Special,LightGBM,82.0909090909091,932.8035802469647
Afternoons Special,LightGBM,82.96969696969697,932.8035802469647
Afternoons Special,LightGBM,83.84848484848484,932.8035802469647
Afternoons Special,LightGBM,84.72727272727273,950.7345387013168
Afternoons Special,LightGBM,85.60606060606061,950.7345387013168
Afternoons Special,LightGBM,86.48484848484848,950.7345387013168
Afternoons Special,LightGBM,87.36363636363636,950.7345387013168
Afternoons Special,LightGBM,88.24242424242424,950.7345387013168
Afternoons Special,LightGBM,89.12121212121212,950.7345387013168
Afternoons Special,LightGBM,90.0,950.7345387013168
Afternoons Special,XGBoost,3.0,1631.207763671875
Afternoons Special,XGBoost,3.878787878787879,1631.207763671875
Afternoons Special,XGBoost,4.757575757575758,1631.207763671875
Afternoons Special,XGBoost,5.636363636363637,895.6229858398438
Afternoons Special,XGBoost,6.515151515151516,888.0335083007812
Afternoons Special,XGBoost,7.393939393939394,887.9805297851562
Afternoons Special,XGBoost,8.272727272727273,908.3728637695312
Afternoons Special,XGBoost,9.151515151515152,908.4146728515625
Afternoons Special,XGBoost,10.030303030303031,908.4146728515625
Afternoons Special,XGBoost,10.90909090909091,908.4146728515625
Afternoons Special,XGBoost,11.787878787878787,908.4146728515625
Afternoons Special,XGBoost,12.666666666666666,908.4146728515625
Afternoons Special,XGBoost,13.545454545454545,908.4146728515625
Afternoons Special,XGBoost,14.424242424242424,908.4146728515625
Afternoons Special,XGBoost,15.303030303030303,908.021240234375
Afternoons Special,XGBoost,16.18181818181818,908.095947265625
Afternoons Special,XGBoost,17.060606060606062,908.095947265625
Afternoons Special,XGBoost,17.939393939393938,908.095947265625
Afternoons Special,XGBoost,18.81818181818182,908.095947265625
Afternoons Special,XGBoost,19.696969696969695,908.2308959960938
Afternoons Special,XGBoost,20.575757575757574,908.2308959960938
Afternoons Special,XGBoost,21.454545454545453,908.2308959960938
Afternoons Special,XGBoost,22.333333333333332,908.2308959960938
Afternoons Special,XGBoost,23.21212121212121,908.16552734375
Afternoons Special,XGBoost,24.09090909090909,908.16552734375
Afternoons Special,XGBoost,24.96969696969697,908.16552734375
Afternoons Special,XGBoost,25.848484848484848,908.16552734375
Afternoons Special,XGBoost,26.727272727272727,909.5670776367188
Afternoons Special,XGBoost,27.606060606060606,909.5670776367188
Afternoons Special,XGBoost,28.484848484848484,894.9400024414062
Afternoons Special,XGBoost,29.363636363636363,901.9283447265625
Afternoons Special,XGBoost,30.242424242424242,901.8800048828125
Afternoons Special,XGBoost,31.12121212121212,901.8800048828125
Afternoons Special,XGBoost,32.0,901.9205322265625
Afternoons Special,XGBoost,32.878787878787875,901.9205322265625
Afternoons Special,XGBoost,33.75757575757576,901.9205322265625
Afternoons Special,XGBoost,34.63636363636364,901.9205322265625
Afternoons Special,XGBoost,35.515151515151516,901.5264282226562
Afternoons Special,XGBoost,36.39393939393939,901.5264282226562
Afternoons Special,XGBoost,37.27272727272727,901.5264282226562
Afternoons Special,XGBoost,38.15151515151515,899.44384765625
Afternoons Special,XGBoost,39.03030303030303,900.1652221679688
Afternoons Special,XGBoost,39.90909090909091,900.1652221679688
Afternoons Special,XGBoost,40.78787878787879,900.1652221679688
Afternoons Special,XGBoost,41.666666666666664,902.6127319335938
Afternoons Special,XGBoost,42.54545454545455,902.6127319335938
Afternoons Special,XGBoost,43.42424242424242,901.8890991210938
Afternoons Special,XGBoost,44.303030303030305,902.55908203125
Afternoons Special,XGBoost,45.18181818181818,902.55908203125
Afternoons Special,XGBoost,46.06060606060606,902.55908203125
Afternoons Special,XGBoost,46.93939393939394,902.55908203125
Afternoons Special,XGBoost,47.81818181818182,911.8114624023438
Afternoons Special,XGBoost,48.696969696969695,912.7833251953125
Afternoons Special,XGBoost,49.57575757575758,912.7833251953125
Afternoons Special,XGBoost,50.45454545454545,912.7833251953125
Afternoons Special,XGBoost,51.333333333333336,912.7833251953125
Afternoons Special,XGBoost,52.21212121212121,912.7833251953125
Afternoons Special,XGBoost,53.09090909090909,912.7833251953125
Afternoons Special,XGBoost,53.96969696969697,912.7833251953125
Afternoons Special,XGBoost,54.84848484848485,912.7833251953125
Afternoons Special,XGBoost,55.72727272727273,912.7833251953125
Afternoons Special,XGBoost,56.60606060606061,912.7833251953125
Afternoons Special,XGBoost,57.484848484848484,949.1544799804688
Afternoons Special,XGBoost,58.36363636363637,949.1544799804688
Afternoons Special,XGBoost,59.24242424242424,949.1544799804688
Afternoons Special,XGBoost,60.12121212121212,949.1544799804688
Afternoons Special,XGBoost,61.0,949.1544799804688
Afternoons Special,XGBoost,61.878787878787875,949.1544799804688
Afternoons Special,XGBoost,62.75757575757576,949.1544799804688
Afternoons Special,XGBoost,63.63636363636363,949.1544799804688
Afternoons Special,XGBoost,64.51515151515152,949.1544799804688
Afternoons Special,XGBoost,65.39393939393939,949.477783203125
Afternoons Special,XGBoost,66.27272727272728,947.5186157226562
Afternoons Special,XGBoost,67.15151515151516,947.5186157226562
Afternoons Special,XGBoost,68.03030303030303,947.5186157226562
Afternoons Special,XGBoost,68.9090909090909,947.5186157226562
Afternoons Special,XGBoost,69.78787878787878,947.5186157226562
Afternoons Special,XGBoost,70.66666666666667,947.5186157226562
Afternoons Special,XGBoost,71.54545454545455,947.5186157226562
Afternoons Special,XGBoost,72.42424242424242,947.5186157226562
Afternoons Special,XGBoost,73.3030303030303,947.5186157226562
Afternoons Special,XGBoost,74.18181818181819,947.5186157226562
Afternoons Special,XGBoost,75.06060606060606,947.5186157226562
Afternoons Special,XGBoost,75.93939393939394,947.5186157226562
Afternoons Special,XGBoost,76.81818181818181,947.5186157226562
Afternoons Special,XGBoost,77.6969696969697,947.5186157226562
Afternoons Special,XGBoost,78.57575757575758,947.5186157226562
Afternoons Special,XGBoost,79.45454545454545,947.5186157226562
Afternoons Special,XGBoost,80.33333333333333,947.5186157226562
Afternoons Special,XGBoost,81.21212121212122,947.5186157226562
Afternoons Special,XGBoost,82.0909090909091,947.5186157226562
Afternoons Special,XGBoost,82.96969696969697,947.5186157226562
Afternoons Special,XGBoost,83.84848484848484,947.5186157226562
Afternoons Special,XGBoost,84.72727272727273,947.5186157226562
Afternoons Special,XGBoost,85.60606060606061,947.5186157226562
Afternoons Special,XGBoost,86.48484848484848,947.5186157226562
Afternoons Special,XGBoost,87.36363636363636,947.5186157226562
Afternoons Special,XGBoost,88.24242424242424,947.5186157226562
Afternoons Special,XGBoost,89.12121212121212,947.5186157226562
Afternoons Special,XGBoost,90.0,958.3145141601562
