Dataset,Model,5 Intersection density,Predicted Value
All,XGBoost,0.001423531207499688,573.8682861328125
All,XGBoost,0.001436163917850483,573.8682861328125
All,XGBoost,0.001448796628201278,573.8682861328125
All,XGBoost,0.0014614293385520729,573.8682861328125
All,XGBoost,0.0014740620489028678,575.4725341796875
All,XGBoost,0.0014866947592536628,566.1906127929688
All,XGBoost,0.0014993274696044577,566.1514892578125
All,XGBoost,0.0015119601799552526,567.5016479492188
All,XGBoost,0.0015245928903060476,566.6151733398438
All,XGBoost,0.0015372256006568425,567.0647583007812
All,XGBoost,0.0015498583110076375,568.7534790039062
All,XGBoost,0.0015624910213584324,568.5658569335938
All,XGBoost,0.0015751237317092274,568.5658569335938
All,XGBoost,0.0015877564420600223,574.5029296875
All,XGBoost,0.0016003891524108173,574.5029296875
All,XGBoost,0.0016130218627616122,574.5029296875
All,XGBoost,0.0016256545731124072,576.5612182617188
All,XGBoost,0.0016382872834632021,577.0303344726562
All,XGBoost,0.001650919993813997,581.1718139648438
All,XGBoost,0.001663552704164792,581.1718139648438
All,XGBoost,0.001676185414515587,586.2701416015625
All,XGBoost,0.001688818124866382,586.2701416015625
All,XGBoost,0.0017014508352171769,586.2701416015625
All,XGBoost,0.0017140835455679718,586.2701416015625
All,XGBoost,0.0017267162559187667,586.2701416015625
All,XGBoost,0.0017393489662695617,586.2701416015625
All,XGBoost,0.0017519816766203566,586.152099609375
All,XGBoost,0.0017646143869711516,586.152099609375
All,XGBoost,0.0017772470973219465,586.152099609375
All,XGBoost,0.0017898798076727415,586.152099609375
All,XGBoost,0.0018025125180235364,586.152099609375
All,XGBoost,0.0018151452283743314,586.152099609375
All,XGBoost,0.0018277779387251263,586.152099609375
All,XGBoost,0.0018404106490759213,586.152099609375
All,XGBoost,0.0018530433594267162,586.152099609375
All,XGBoost,0.0018656760697775112,584.3616943359375
All,XGBoost,0.0018783087801283061,584.3616943359375
All,XGBoost,0.001890941490479101,585.5288696289062
All,XGBoost,0.001903574200829896,585.5288696289062
All,XGBoost,0.001916206911180691,585.5288696289062
All,XGBoost,0.001928839621531486,585.5288696289062
All,XGBoost,0.0019414723318822808,585.5288696289062
All,XGBoost,0.001954105042233076,585.5288696289062
All,XGBoost,0.0019667377525838707,585.5288696289062
All,XGBoost,0.0019793704629346657,585.5288696289062
All,XGBoost,0.0019920031732854606,585.5288696289062
All,XGBoost,0.0020046358836362556,585.5288696289062
All,XGBoost,0.0020172685939870505,585.5288696289062
All,XGBoost,0.0020299013043378455,585.5288696289062
All,XGBoost,0.0020425340146886404,592.78955078125
All,XGBoost,0.0020551667250394354,592.78955078125
All,XGBoost,0.0020677994353902303,592.78955078125
All,XGBoost,0.0020804321457410253,592.78955078125
All,XGBoost,0.00209306485609182,592.78955078125
All,XGBoost,0.002105697566442615,592.78955078125
All,XGBoost,0.00211833027679341,592.78955078125
All,XGBoost,0.002130962987144205,605.9226684570312
All,XGBoost,0.002143595697495,605.9226684570312
Mornings,LightGBM,0.0008929573727663,732.8781959737651
Mornings,LightGBM,0.000905590083117095,732.8781959737651
Mornings,LightGBM,0.0009182227934678899,732.8781959737651
Mornings,LightGBM,0.0009308555038186849,732.8781959737651
Mornings,LightGBM,0.0009434882141694798,732.7926406345445
Mornings,LightGBM,0.0009561209245202748,732.7926406345445
Mornings,LightGBM,0.0009687536348710697,732.6640702574849
Mornings,LightGBM,0.0009813863452218647,732.9101574439577
Mornings,LightGBM,0.0009940190555726596,732.9101574439577
Mornings,LightGBM,0.0010066517659234546,732.5225028242551
Mornings,LightGBM,0.0010192844762742495,732.5225028242551
Mornings,LightGBM,0.0010319171866250444,732.5225028242551
Mornings,LightGBM,0.0010445498969758394,732.5225028242551
Mornings,LightGBM,0.0010571826073266343,733.2475996198375
Mornings,LightGBM,0.0010698153176774293,733.2475996198375
Mornings,LightGBM,0.0010824480280282242,733.2475996198375
Mornings,LightGBM,0.0010950807383790192,733.2475996198375
Mornings,LightGBM,0.0011077134487298141,733.3077373351156
Mornings,LightGBM,0.001120346159080609,733.2422118587061
Mornings,LightGBM,0.001132978869431404,733.2287602406748
Mornings,LightGBM,0.001145611579782199,733.2287602406748
Mornings,LightGBM,0.001158244290132994,733.2287602406748
Mornings,LightGBM,0.0011708770004837889,733.2287602406748
Mornings,LightGBM,0.0011835097108345838,733.2287602406748
Mornings,LightGBM,0.0011961424211853788,733.2287602406748
Mornings,LightGBM,0.0012087751315361737,733.2287602406748
Mornings,LightGBM,0.0012214078418869687,733.2287602406748
Mornings,LightGBM,0.0012340405522377636,733.2287602406748
Mornings,LightGBM,0.0012466732625885585,733.2287602406748
Mornings,LightGBM,0.0012593059729393535,733.2287602406748
Mornings,LightGBM,0.0012719386832901484,733.2287602406748
Mornings,LightGBM,0.0012845713936409434,733.2341141377435
Mornings,LightGBM,0.0012972041039917383,733.2341141377435
Mornings,LightGBM,0.0013098368143425333,733.2341141377435
Mornings,LightGBM,0.0013224695246933282,733.2341141377435
Mornings,LightGBM,0.0013351022350441232,733.2341141377435
Mornings,LightGBM,0.0013477349453949181,735.0428220546495
Mornings,LightGBM,0.001360367655745713,735.0428220546495
Mornings,LightGBM,0.001373000366096508,735.0428220546495
Mornings,LightGBM,0.0013856330764473032,735.2136155008332
Mornings,LightGBM,0.0013982657867980981,735.2136155008332
Mornings,LightGBM,0.001410898497148893,734.3744454505745
Mornings,LightGBM,0.001423531207499688,734.3744454505745
Mornings,LightGBM,0.001436163917850483,734.3744454505745
Mornings,LightGBM,0.001448796628201278,734.0971858677692
Mornings,LightGBM,0.0014614293385520729,734.0971858677692
Mornings,LightGBM,0.0014740620489028678,725.1973430457759
Mornings,LightGBM,0.0014866947592536628,714.7199165155781
Mornings,LightGBM,0.0014993274696044577,715.2460848447648
Mornings,LightGBM,0.0015119601799552526,715.3557314596679
Mornings,LightGBM,0.0015245928903060476,715.3633935857604
Mornings,LightGBM,0.0015372256006568425,715.1185305202223
Mornings,LightGBM,0.0015498583110076375,715.1185305202223
Mornings,LightGBM,0.0015624910213584324,715.1185305202223
Mornings,LightGBM,0.0015751237317092274,715.1084072758362
Mornings,LightGBM,0.0015877564420600223,715.1084072758362
Mornings,LightGBM,0.0016003891524108173,715.1084072758362
Mornings,LightGBM,0.0016130218627616122,715.122499781367
Mornings,LightGBM,0.0016256545731124072,715.122499781367
Mornings,LightGBM,0.0016382872834632021,715.122499781367
Mornings,LightGBM,0.001650919993813997,720.2479860223696
Mornings,LightGBM,0.001663552704164792,720.5499538274734
Mornings,LightGBM,0.001676185414515587,720.7958750984468
Mornings,LightGBM,0.001688818124866382,720.7958750984468
Mornings,LightGBM,0.0017014508352171769,720.7958750984468
Mornings,LightGBM,0.0017140835455679718,720.8040709693493
Mornings,LightGBM,0.0017267162559187667,720.8040709693493
Mornings,LightGBM,0.0017393489662695617,723.3085132360776
Mornings,LightGBM,0.0017519816766203566,723.3085132360776
Mornings,LightGBM,0.0017646143869711516,723.3085132360776
Mornings,LightGBM,0.0017772470973219465,723.3085132360776
Mornings,LightGBM,0.0017898798076727415,723.3085132360776
Mornings,LightGBM,0.0018025125180235364,723.25989701495
Mornings,LightGBM,0.0018151452283743314,723.25989701495
Mornings,LightGBM,0.0018277779387251263,723.25989701495
Mornings,LightGBM,0.0018404106490759213,723.25989701495
Mornings,LightGBM,0.0018530433594267162,723.25989701495
Mornings,LightGBM,0.0018656760697775112,723.25989701495
Mornings,LightGBM,0.0018783087801283061,725.2565328994202
Mornings,LightGBM,0.001890941490479101,725.2565328994202
Mornings,LightGBM,0.001903574200829896,725.2565328994202
Mornings,LightGBM,0.001916206911180691,725.2565328994202
Mornings,LightGBM,0.001928839621531486,725.2565328994202
Mornings,LightGBM,0.0019414723318822808,725.2565328994202
Mornings,LightGBM,0.001954105042233076,725.2565328994202
Mornings,LightGBM,0.0019667377525838707,725.2565328994202
Mornings,LightGBM,0.0019793704629346657,725.2565328994202
Mornings,LightGBM,0.0019920031732854606,726.1732376571254
Mornings,LightGBM,0.0020046358836362556,726.1732376571254
Mornings,LightGBM,0.0020172685939870505,726.1732376571254
Mornings,LightGBM,0.0020299013043378455,726.1732376571254
Mornings,LightGBM,0.0020425340146886404,726.1732376571254
Mornings,LightGBM,0.0020551667250394354,726.1732376571254
Mornings,LightGBM,0.0020677994353902303,726.1732376571254
Mornings,LightGBM,0.0020804321457410253,726.1732376571254
Mornings,LightGBM,0.00209306485609182,732.0032492106785
Mornings,LightGBM,0.002105697566442615,732.0032492106785
Mornings,LightGBM,0.00211833027679341,732.0032492106785
Mornings,LightGBM,0.002130962987144205,732.0032492106785
Mornings,LightGBM,0.002143595697495,730.5705640994099
Mornings,XGBoost,0.0008929573727663,646.7313232421875
Mornings,XGBoost,0.000905590083117095,646.7313232421875
Mornings,XGBoost,0.0009182227934678899,646.7313232421875
Mornings,XGBoost,0.0009308555038186849,646.7313232421875
Mornings,XGBoost,0.0009434882141694798,646.7313232421875
Mornings,XGBoost,0.0009561209245202748,646.7313232421875
Mornings,XGBoost,0.0009687536348710697,738.6251220703125
Mornings,XGBoost,0.0009813863452218647,738.6251220703125
Mornings,XGBoost,0.0009940190555726596,738.7128295898438
Mornings,XGBoost,0.0010066517659234546,738.7128295898438
Mornings,XGBoost,0.0010192844762742495,738.7128295898438
Mornings,XGBoost,0.0010319171866250444,738.7128295898438
Mornings,XGBoost,0.0010445498969758394,738.7128295898438
Mornings,XGBoost,0.0010571826073266343,738.7128295898438
Mornings,XGBoost,0.0010698153176774293,738.7128295898438
Mornings,XGBoost,0.0010824480280282242,738.7128295898438
Mornings,XGBoost,0.0010950807383790192,738.7128295898438
Mornings,XGBoost,0.0011077134487298141,738.7128295898438
Mornings,XGBoost,0.001120346159080609,738.5443115234375
Mornings,XGBoost,0.001132978869431404,738.5443115234375
Mornings,XGBoost,0.001145611579782199,738.5443115234375
Mornings,XGBoost,0.001158244290132994,738.5443115234375
Mornings,XGBoost,0.0011708770004837889,738.5443115234375
Mornings,XGBoost,0.0011835097108345838,738.5443115234375
Mornings,XGBoost,0.0011961424211853788,738.5443115234375
Mornings,XGBoost,0.0012087751315361737,738.5443115234375
Mornings,XGBoost,0.0012214078418869687,738.5443115234375
Mornings,XGBoost,0.0012340405522377636,738.5443115234375
Mornings,XGBoost,0.0012466732625885585,738.5443115234375
Mornings,XGBoost,0.0012593059729393535,738.5443115234375
Mornings,XGBoost,0.0012719386832901484,738.5443115234375
Mornings,XGBoost,0.0012845713936409434,738.5443115234375
Mornings,XGBoost,0.0012972041039917383,738.5443115234375
Mornings,XGBoost,0.0013098368143425333,738.4486083984375
Mornings,XGBoost,0.0013224695246933282,738.4486083984375
Mornings,XGBoost,0.0013351022350441232,738.4486083984375
Mornings,XGBoost,0.0013477349453949181,738.4486083984375
Mornings,XGBoost,0.001360367655745713,738.4486083984375
Mornings,XGBoost,0.001373000366096508,738.4486083984375
Mornings,XGBoost,0.0013856330764473032,737.8126831054688
Mornings,XGBoost,0.0013982657867980981,737.8126831054688
Mornings,XGBoost,0.001410898497148893,737.64501953125
Mornings,XGBoost,0.001423531207499688,702.3237915039062
Mornings,XGBoost,0.001436163917850483,702.3237915039062
Mornings,XGBoost,0.001448796628201278,702.3237915039062
Mornings,XGBoost,0.0014614293385520729,702.3237915039062
Mornings,XGBoost,0.0014740620489028678,702.1636962890625
Mornings,XGBoost,0.0014866947592536628,702.1534423828125
Mornings,XGBoost,0.0014993274696044577,702.7708129882812
Mornings,XGBoost,0.0015119601799552526,702.7708129882812
Mornings,XGBoost,0.0015245928903060476,702.530517578125
Mornings,XGBoost,0.0015372256006568425,702.530517578125
Mornings,XGBoost,0.0015498583110076375,702.52294921875
Mornings,XGBoost,0.0015624910213584324,736.0170288085938
Mornings,XGBoost,0.0015751237317092274,737.0033569335938
Mornings,XGBoost,0.0015877564420600223,736.9537353515625
Mornings,XGBoost,0.0016003891524108173,736.9537353515625
Mornings,XGBoost,0.0016130218627616122,736.9537353515625
Mornings,XGBoost,0.0016256545731124072,737.1312255859375
Mornings,XGBoost,0.0016382872834632021,737.4052734375
Mornings,XGBoost,0.001650919993813997,737.4052734375
Mornings,XGBoost,0.001663552704164792,737.4052734375
Mornings,XGBoost,0.001676185414515587,737.33154296875
Mornings,XGBoost,0.001688818124866382,737.33154296875
Mornings,XGBoost,0.0017014508352171769,737.33154296875
Mornings,XGBoost,0.0017140835455679718,737.33154296875
Mornings,XGBoost,0.0017267162559187667,737.33154296875
Mornings,XGBoost,0.0017393489662695617,737.33154296875
Mornings,XGBoost,0.0017519816766203566,738.7694702148438
Mornings,XGBoost,0.0017646143869711516,738.7694702148438
Mornings,XGBoost,0.0017772470973219465,738.7694702148438
Mornings,XGBoost,0.0017898798076727415,738.7694702148438
Mornings,XGBoost,0.0018025125180235364,738.7694702148438
Mornings,XGBoost,0.0018151452283743314,738.7694702148438
Mornings,XGBoost,0.0018277779387251263,738.7694702148438
Mornings,XGBoost,0.0018404106490759213,738.7694702148438
Mornings,XGBoost,0.0018530433594267162,738.7694702148438
Mornings,XGBoost,0.0018656760697775112,738.8504638671875
Mornings,XGBoost,0.0018783087801283061,738.8504638671875
Mornings,XGBoost,0.001890941490479101,738.9781494140625
Mornings,XGBoost,0.001903574200829896,738.9781494140625
Mornings,XGBoost,0.001916206911180691,738.9781494140625
Mornings,XGBoost,0.001928839621531486,738.9781494140625
Mornings,XGBoost,0.0019414723318822808,738.9781494140625
Mornings,XGBoost,0.001954105042233076,738.9781494140625
Mornings,XGBoost,0.0019667377525838707,738.9781494140625
Mornings,XGBoost,0.0019793704629346657,738.9781494140625
Mornings,XGBoost,0.0019920031732854606,738.9781494140625
Mornings,XGBoost,0.0020046358836362556,738.9781494140625
Mornings,XGBoost,0.0020172685939870505,738.9781494140625
Mornings,XGBoost,0.0020299013043378455,738.9781494140625
Mornings,XGBoost,0.0020425340146886404,739.0460815429688
Mornings,XGBoost,0.0020551667250394354,739.0460815429688
Mornings,XGBoost,0.0020677994353902303,739.0460815429688
Mornings,XGBoost,0.0020804321457410253,739.0460815429688
Mornings,XGBoost,0.00209306485609182,739.0460815429688
Mornings,XGBoost,0.002105697566442615,739.0460815429688
Mornings,XGBoost,0.00211833027679341,739.0460815429688
Mornings,XGBoost,0.002130962987144205,778.4711303710938
Mornings,XGBoost,0.002143595697495,779.5411987304688
Lunches,LightGBM,0.0008929573727663,996.5002136586553
Lunches,LightGBM,0.000905590083117095,996.5002136586553
Lunches,LightGBM,0.0009182227934678899,996.5002136586553
Lunches,LightGBM,0.0009308555038186849,996.5002136586553
Lunches,LightGBM,0.0009434882141694798,996.5002136586553
Lunches,LightGBM,0.0009561209245202748,996.5002136586553
Lunches,LightGBM,0.0009687536348710697,996.3183041180886
Lunches,LightGBM,0.0009813863452218647,997.9159727042711
Lunches,LightGBM,0.0009940190555726596,997.9159727042711
Lunches,LightGBM,0.0010066517659234546,994.9463697985389
Lunches,LightGBM,0.0010192844762742495,994.9463697985389
Lunches,LightGBM,0.0010319171866250444,994.9463697985389
Lunches,LightGBM,0.0010445498969758394,994.9463697985389
Lunches,LightGBM,0.0010571826073266343,995.0131839130562
Lunches,LightGBM,0.0010698153176774293,995.0131839130562
Lunches,LightGBM,0.0010824480280282242,995.0131839130562
Lunches,LightGBM,0.0010950807383790192,995.0131839130562
Lunches,LightGBM,0.0011077134487298141,994.9880476880342
Lunches,LightGBM,0.001120346159080609,994.9057959659558
Lunches,LightGBM,0.001132978869431404,994.523230015009
Lunches,LightGBM,0.001145611579782199,994.523230015009
Lunches,LightGBM,0.001158244290132994,994.523230015009
Lunches,LightGBM,0.0011708770004837889,994.523230015009
Lunches,LightGBM,0.0011835097108345838,994.523230015009
Lunches,LightGBM,0.0011961424211853788,994.523230015009
Lunches,LightGBM,0.0012087751315361737,994.523230015009
Lunches,LightGBM,0.0012214078418869687,994.523230015009
Lunches,LightGBM,0.0012340405522377636,994.523230015009
Lunches,LightGBM,0.0012466732625885585,994.523230015009
Lunches,LightGBM,0.0012593059729393535,994.523230015009
Lunches,LightGBM,0.0012719386832901484,994.523230015009
Lunches,LightGBM,0.0012845713936409434,994.523230015009
Lunches,LightGBM,0.0012972041039917383,994.523230015009
Lunches,LightGBM,0.0013098368143425333,987.8843290459336
Lunches,LightGBM,0.0013224695246933282,987.8843290459336
Lunches,LightGBM,0.0013351022350441232,987.8843290459336
Lunches,LightGBM,0.0013477349453949181,988.1040871492623
Lunches,LightGBM,0.001360367655745713,988.1040871492623
Lunches,LightGBM,0.001373000366096508,988.1040871492623
Lunches,LightGBM,0.0013856330764473032,988.1193711886531
Lunches,LightGBM,0.0013982657867980981,988.1193711886531
Lunches,LightGBM,0.001410898497148893,988.1220884835302
Lunches,LightGBM,0.001423531207499688,988.1220884835302
Lunches,LightGBM,0.001436163917850483,988.1220884835302
Lunches,LightGBM,0.001448796628201278,987.2869787110756
Lunches,LightGBM,0.0014614293385520729,987.2869787110756
Lunches,LightGBM,0.0014740620489028678,987.2979029503151
Lunches,LightGBM,0.0014866947592536628,1107.8071974870586
Lunches,LightGBM,0.0014993274696044577,1107.592958770412
Lunches,LightGBM,0.0015119601799552526,1107.7228706560122
Lunches,LightGBM,0.0015245928903060476,1107.8427290101902
Lunches,LightGBM,0.0015372256006568425,1107.732570609691
Lunches,LightGBM,0.0015498583110076375,1108.3187354265706
Lunches,LightGBM,0.0015624910213584324,1108.3187354265706
Lunches,LightGBM,0.0015751237317092274,1108.3187354265706
Lunches,LightGBM,0.0015877564420600223,1108.3187354265706
Lunches,LightGBM,0.0016003891524108173,1108.3187354265706
Lunches,LightGBM,0.0016130218627616122,1109.1954114684313
Lunches,LightGBM,0.0016256545731124072,1109.223803944081
Lunches,LightGBM,0.0016382872834632021,1109.223803944081
Lunches,LightGBM,0.001650919993813997,1110.3372547606687
Lunches,LightGBM,0.001663552704164792,1110.6396430784291
Lunches,LightGBM,0.001676185414515587,1111.2131475908814
Lunches,LightGBM,0.001688818124866382,1111.2131475908814
Lunches,LightGBM,0.0017014508352171769,1111.2131475908814
Lunches,LightGBM,0.0017140835455679718,1111.2131475908814
Lunches,LightGBM,0.0017267162559187667,1111.2131475908814
Lunches,LightGBM,0.0017393489662695617,1110.7151203419523
Lunches,LightGBM,0.0017519816766203566,1110.7151203419523
Lunches,LightGBM,0.0017646143869711516,1110.7151203419523
Lunches,LightGBM,0.0017772470973219465,1110.7151203419523
Lunches,LightGBM,0.0017898798076727415,1110.7151203419523
Lunches,LightGBM,0.0018025125180235364,1110.7151203419523
Lunches,LightGBM,0.0018151452283743314,1110.7151203419523
Lunches,LightGBM,0.0018277779387251263,1110.7151203419523
Lunches,LightGBM,0.0018404106490759213,1110.7151203419523
Lunches,LightGBM,0.0018530433594267162,1110.7151203419523
Lunches,LightGBM,0.0018656760697775112,1110.7151203419523
Lunches,LightGBM,0.0018783087801283061,1110.6034162911585
Lunches,LightGBM,0.001890941490479101,1110.6034162911585
Lunches,LightGBM,0.001903574200829896,1110.6034162911585
Lunches,LightGBM,0.001916206911180691,1110.6034162911585
Lunches,LightGBM,0.001928839621531486,1110.6034162911585
Lunches,LightGBM,0.0019414723318822808,1110.6034162911585
Lunches,LightGBM,0.001954105042233076,1110.6034162911585
Lunches,LightGBM,0.0019667377525838707,1110.6034162911585
Lunches,LightGBM,0.0019793704629346657,1110.6034162911585
Lunches,LightGBM,0.0019920031732854606,1131.9915792938145
Lunches,LightGBM,0.0020046358836362556,1131.9915792938145
Lunches,LightGBM,0.0020172685939870505,1131.9915792938145
Lunches,LightGBM,0.0020299013043378455,1131.9915792938145
Lunches,LightGBM,0.0020425340146886404,1131.9915792938145
Lunches,LightGBM,0.0020551667250394354,1131.9915792938145
Lunches,LightGBM,0.0020677994353902303,1131.9915792938145
Lunches,LightGBM,0.0020804321457410253,1131.9915792938145
Lunches,LightGBM,0.00209306485609182,1179.3181852141145
Lunches,LightGBM,0.002105697566442615,1179.3181852141145
Lunches,LightGBM,0.00211833027679341,1179.3181852141145
Lunches,LightGBM,0.002130962987144205,1179.3181852141145
Lunches,LightGBM,0.002143595697495,1179.4257726609183
Lunches,XGBoost,0.0008929573727663,974.3991088867188
Lunches,XGBoost,0.000905590083117095,974.3991088867188
Lunches,XGBoost,0.0009182227934678899,974.3991088867188
Lunches,XGBoost,0.0009308555038186849,974.2333984375
Lunches,XGBoost,0.0009434882141694798,974.2333984375
Lunches,XGBoost,0.0009561209245202748,974.2333984375
Lunches,XGBoost,0.0009687536348710697,979.6351318359375
Lunches,XGBoost,0.0009813863452218647,979.6351318359375
Lunches,XGBoost,0.0009940190555726596,980.48974609375
Lunches,XGBoost,0.0010066517659234546,980.48974609375
Lunches,XGBoost,0.0010192844762742495,980.4841918945312
Lunches,XGBoost,0.0010319171866250444,980.4841918945312
Lunches,XGBoost,0.0010445498969758394,980.4841918945312
Lunches,XGBoost,0.0010571826073266343,980.4841918945312
Lunches,XGBoost,0.0010698153176774293,980.4841918945312
Lunches,XGBoost,0.0010824480280282242,980.4841918945312
Lunches,XGBoost,0.0010950807383790192,980.495361328125
Lunches,XGBoost,0.0011077134487298141,980.495361328125
Lunches,XGBoost,0.001120346159080609,977.8109741210938
Lunches,XGBoost,0.001132978869431404,977.8109741210938
Lunches,XGBoost,0.001145611579782199,977.8109741210938
Lunches,XGBoost,0.001158244290132994,977.8324584960938
Lunches,XGBoost,0.0011708770004837889,977.8324584960938
Lunches,XGBoost,0.0011835097108345838,977.8324584960938
Lunches,XGBoost,0.0011961424211853788,977.8324584960938
Lunches,XGBoost,0.0012087751315361737,977.8324584960938
Lunches,XGBoost,0.0012214078418869687,977.8324584960938
Lunches,XGBoost,0.0012340405522377636,977.8324584960938
Lunches,XGBoost,0.0012466732625885585,977.8324584960938
Lunches,XGBoost,0.0012593059729393535,977.8324584960938
Lunches,XGBoost,0.0012719386832901484,978.92041015625
Lunches,XGBoost,0.0012845713936409434,978.92041015625
Lunches,XGBoost,0.0012972041039917383,978.7044677734375
Lunches,XGBoost,0.0013098368143425333,978.9523315429688
Lunches,XGBoost,0.0013224695246933282,978.9523315429688
Lunches,XGBoost,0.0013351022350441232,978.9523315429688
Lunches,XGBoost,0.0013477349453949181,978.9523315429688
Lunches,XGBoost,0.001360367655745713,978.9523315429688
Lunches,XGBoost,0.001373000366096508,978.9523315429688
Lunches,XGBoost,0.0013856330764473032,975.118408203125
Lunches,XGBoost,0.0013982657867980981,973.2033081054688
Lunches,XGBoost,0.001410898497148893,973.1260986328125
Lunches,XGBoost,0.001423531207499688,968.9354248046875
Lunches,XGBoost,0.001436163917850483,968.9354248046875
Lunches,XGBoost,0.001448796628201278,968.9354248046875
Lunches,XGBoost,0.0014614293385520729,968.9354248046875
Lunches,XGBoost,0.0014740620489028678,968.3021850585938
Lunches,XGBoost,0.0014866947592536628,1105.5347900390625
Lunches,XGBoost,0.0014993274696044577,1108.5616455078125
Lunches,XGBoost,0.0015119601799552526,1108.448486328125
Lunches,XGBoost,0.0015245928903060476,1108.8328857421875
Lunches,XGBoost,0.0015372256006568425,1109.1707763671875
Lunches,XGBoost,0.0015498583110076375,1110.52734375
Lunches,XGBoost,0.0015624910213584324,1110.5301513671875
Lunches,XGBoost,0.0015751237317092274,1110.516845703125
Lunches,XGBoost,0.0015877564420600223,1110.701416015625
Lunches,XGBoost,0.0016003891524108173,1110.701416015625
Lunches,XGBoost,0.0016130218627616122,1110.701416015625
Lunches,XGBoost,0.0016256545731124072,1110.74853515625
Lunches,XGBoost,0.0016382872834632021,1110.747802734375
Lunches,XGBoost,0.001650919993813997,1111.159423828125
Lunches,XGBoost,0.001663552704164792,1111.159423828125
Lunches,XGBoost,0.001676185414515587,1115.55029296875
Lunches,XGBoost,0.001688818124866382,1115.55029296875
Lunches,XGBoost,0.0017014508352171769,1115.55029296875
Lunches,XGBoost,0.0017140835455679718,1115.55029296875
Lunches,XGBoost,0.0017267162559187667,1115.55029296875
Lunches,XGBoost,0.0017393489662695617,1115.6627197265625
Lunches,XGBoost,0.0017519816766203566,1116.0872802734375
Lunches,XGBoost,0.0017646143869711516,1116.0872802734375
Lunches,XGBoost,0.0017772470973219465,1116.0872802734375
Lunches,XGBoost,0.0017898798076727415,1116.0872802734375
Lunches,XGBoost,0.0018025125180235364,1116.0872802734375
Lunches,XGBoost,0.0018151452283743314,1116.0872802734375
Lunches,XGBoost,0.0018277779387251263,1116.0872802734375
Lunches,XGBoost,0.0018404106490759213,1116.0872802734375
Lunches,XGBoost,0.0018530433594267162,1116.0872802734375
Lunches,XGBoost,0.0018656760697775112,1116.078369140625
Lunches,XGBoost,0.0018783087801283061,1116.078369140625
Lunches,XGBoost,0.001890941490479101,1116.6968994140625
Lunches,XGBoost,0.001903574200829896,1116.6968994140625
Lunches,XGBoost,0.001916206911180691,1116.6968994140625
Lunches,XGBoost,0.001928839621531486,1116.6968994140625
Lunches,XGBoost,0.0019414723318822808,1116.69580078125
Lunches,XGBoost,0.001954105042233076,1116.69580078125
Lunches,XGBoost,0.0019667377525838707,1116.69580078125
Lunches,XGBoost,0.0019793704629346657,1116.69580078125
Lunches,XGBoost,0.0019920031732854606,1116.69580078125
Lunches,XGBoost,0.0020046358836362556,1116.69580078125
Lunches,XGBoost,0.0020172685939870505,1116.69580078125
Lunches,XGBoost,0.0020299013043378455,1116.69580078125
Lunches,XGBoost,0.0020425340146886404,1131.703369140625
Lunches,XGBoost,0.0020551667250394354,1131.703369140625
Lunches,XGBoost,0.0020677994353902303,1131.703369140625
Lunches,XGBoost,0.0020804321457410253,1131.703369140625
Lunches,XGBoost,0.00209306485609182,1131.703369140625
