Dataset,Model,Month,Predicted Value
Afternoons,XGBoost,1.2222222222222223,1162.241455078125
Afternoons,XGBoost,1.3333333333333333,1162.241455078125
Afternoons,XGBoost,1.4444444444444444,1162.241455078125
Afternoons,XGBoost,1.5555555555555556,1162.241455078125
Afternoons,XGBoost,1.6666666666666665,1162.241455078125
Afternoons,XGBoost,1.7777777777777777,1162.241455078125
Afternoons,XGBoost,1.8888888888888888,1162.241455078125
Afternoons,XGBoost,2.0,1222.693115234375
Afternoons,XGBoost,2.111111111111111,1222.693115234375
Afternoons,XGBoost,2.2222222222222223,1222.693115234375
Afternoons,XGBoost,2.333333333333333,1222.693115234375
Afternoons,XGBoost,2.4444444444444446,1222.693115234375
Afternoons,XGBoost,2.5555555555555554,1222.693115234375
Afternoons,XGBoost,2.6666666666666665,1222.693115234375
Afternoons,XGBoost,2.7777777777777777,1222.693115234375
Afternoons,XGBoost,2.888888888888889,1222.693115234375
Afternoons,XGBoost,3.0,1265.75927734375
Afternoons,XGBoost,3.111111111111111,1265.75927734375
Afternoons,XGBoost,3.2222222222222223,1265.75927734375
Afternoons,XGBoost,3.333333333333333,1265.75927734375
Afternoons,XGBoost,3.444444444444444,1265.75927734375
Afternoons,XGBoost,3.5555555555555554,1265.75927734375
Afternoons,XGBoost,3.6666666666666665,1265.75927734375
Afternoons,XGBoost,3.7777777777777777,1265.75927734375
Afternoons,XGBoost,3.888888888888889,1265.75927734375
Afternoons,XGBoost,4.0,1262.5604248046875
Afternoons,XGBoost,4.111111111111111,1262.5604248046875
Afternoons,XGBoost,4.222222222222221,1262.5604248046875
Afternoons,XGBoost,4.333333333333333,1262.5604248046875
Afternoons,XGBoost,4.444444444444445,1262.5604248046875
Afternoons,XGBoost,4.555555555555555,1262.5604248046875
Afternoons,XGBoost,4.666666666666666,1262.5604248046875
Afternoons,XGBoost,4.777777777777778,1262.5604248046875
Afternoons,XGBoost,4.888888888888889,1262.5604248046875
Afternoons,XGBoost,5.0,1202.5958251953125
Afternoons,XGBoost,5.111111111111111,1202.5958251953125
Afternoons,XGBoost,5.222222222222222,1202.5958251953125
Afternoons,XGBoost,5.333333333333333,1202.5958251953125
Afternoons,XGBoost,5.444444444444445,1202.5958251953125
Afternoons,XGBoost,5.555555555555555,1202.5958251953125
Afternoons,XGBoost,5.666666666666666,1202.5958251953125
Afternoons,XGBoost,5.777777777777778,1202.5958251953125
Afternoons,XGBoost,5.888888888888888,1202.5958251953125
Afternoons,XGBoost,6.0,1181.9129638671875
Afternoons,XGBoost,6.111111111111111,1181.9129638671875
Afternoons,XGBoost,6.222222222222222,1181.9129638671875
Afternoons,XGBoost,6.333333333333333,1181.9129638671875
Afternoons,XGBoost,6.444444444444444,1181.9129638671875
Afternoons,XGBoost,6.555555555555555,1181.9129638671875
Afternoons,XGBoost,6.666666666666666,1181.9129638671875
Afternoons,XGBoost,6.777777777777778,1181.9129638671875
Afternoons,XGBoost,6.888888888888888,1181.9129638671875
Afternoons,XGBoost,7.0,1240.7637939453125
Afternoons,XGBoost,7.111111111111111,1240.7637939453125
Afternoons,XGBoost,7.222222222222221,1240.7637939453125
Afternoons,XGBoost,7.333333333333333,1240.7637939453125
Afternoons,XGBoost,7.444444444444444,1240.7637939453125
Afternoons,XGBoost,7.555555555555555,1240.7637939453125
Afternoons,XGBoost,7.666666666666666,1240.7637939453125
Afternoons,XGBoost,7.777777777777778,1240.7637939453125
Afternoons,XGBoost,7.888888888888888,1240.7637939453125
Afternoons,XGBoost,8.0,1229.0308837890625
Afternoons,XGBoost,8.11111111111111,1229.0308837890625
Afternoons,XGBoost,8.222222222222221,1229.0308837890625
Afternoons,XGBoost,8.333333333333332,1229.0308837890625
Afternoons,XGBoost,8.444444444444443,1229.0308837890625
Afternoons,XGBoost,8.555555555555555,1229.0308837890625
Afternoons,XGBoost,8.666666666666666,1229.0308837890625
Afternoons,XGBoost,8.777777777777779,1229.0308837890625
Afternoons,XGBoost,8.88888888888889,1229.0308837890625
Afternoons,XGBoost,9.0,1218.5966796875
Afternoons,XGBoost,9.11111111111111,1218.5966796875
Afternoons,XGBoost,9.222222222222221,1218.5966796875
Afternoons,XGBoost,9.333333333333332,1218.5966796875
Afternoons,XGBoost,9.444444444444445,1218.5966796875
Afternoons,XGBoost,9.555555555555555,1218.5966796875
Afternoons,XGBoost,9.666666666666666,1218.5966796875
Afternoons,XGBoost,9.777777777777777,1218.5966796875
Afternoons,XGBoost,9.88888888888889,1218.5966796875
Afternoons,XGBoost,10.0,1220.3905029296875
Afternoons,XGBoost,10.11111111111111,1220.3905029296875
Afternoons,XGBoost,10.222222222222221,1220.3905029296875
Afternoons,XGBoost,10.333333333333332,1220.3905029296875
Afternoons,XGBoost,10.444444444444445,1220.3905029296875
Afternoons,XGBoost,10.555555555555555,1220.3905029296875
Afternoons,XGBoost,10.666666666666666,1220.3905029296875
Afternoons,XGBoost,10.777777777777777,1220.3905029296875
Afternoons,XGBoost,10.888888888888888,1220.3905029296875
Afternoons,XGBoost,11.0,1237.243896484375
Afternoons,XGBoost,11.11111111111111,1237.243896484375
Afternoons,XGBoost,11.222222222222221,1237.243896484375
Afternoons,XGBoost,11.333333333333332,1237.243896484375
Afternoons,XGBoost,11.444444444444445,1237.243896484375
Afternoons,XGBoost,11.555555555555555,1237.243896484375
Afternoons,XGBoost,11.666666666666666,1237.243896484375
Afternoons,XGBoost,11.777777777777777,1237.243896484375
Afternoons,XGBoost,11.888888888888888,1237.243896484375
Afternoons,XGBoost,12.0,1245.1243896484375
Evenings,CatBoost,1.0,514.3049525175119
Evenings,CatBoost,1.1111111111111112,514.3049525175119
Evenings,CatBoost,1.2222222222222223,514.3049525175119
Evenings,CatBoost,1.3333333333333333,514.3049525175119
Evenings,CatBoost,1.4444444444444444,514.3049525175119
Evenings,CatBoost,1.5555555555555556,533.6383438505784
Evenings,CatBoost,1.6666666666666665,533.6383438505784
Evenings,CatBoost,1.7777777777777777,533.6383438505784
Evenings,CatBoost,1.8888888888888888,533.6383438505784
Evenings,CatBoost,2.0,533.6383438505784
Evenings,CatBoost,2.111111111111111,533.6383438505784
Evenings,CatBoost,2.2222222222222223,533.6383438505784
Evenings,CatBoost,2.333333333333333,533.6383438505784
Evenings,CatBoost,2.4444444444444446,533.6383438505784
Evenings,CatBoost,2.5555555555555554,560.9384448520058
Evenings,CatBoost,2.6666666666666665,560.9384448520058
Evenings,CatBoost,2.7777777777777777,560.9384448520058
Evenings,CatBoost,2.888888888888889,560.9384448520058
Evenings,CatBoost,3.0,560.9384448520058
Evenings,CatBoost,3.111111111111111,560.9384448520058
Evenings,CatBoost,3.2222222222222223,560.9384448520058
Evenings,CatBoost,3.333333333333333,560.9384448520058
Evenings,CatBoost,3.444444444444444,560.9384448520058
Evenings,CatBoost,3.5555555555555554,556.6576228209146
Evenings,CatBoost,3.6666666666666665,556.6576228209146
Evenings,CatBoost,3.7777777777777777,556.6576228209146
Evenings,CatBoost,3.888888888888889,556.6576228209146
Evenings,CatBoost,4.0,556.6576228209146
Evenings,CatBoost,4.111111111111111,556.6576228209146
Evenings,CatBoost,4.222222222222221,556.6576228209146
Evenings,CatBoost,4.333333333333333,556.6576228209146
Evenings,CatBoost,4.444444444444445,556.6576228209146
Evenings,CatBoost,4.555555555555555,507.62151699847925
Evenings,CatBoost,4.666666666666666,507.62151699847925
Evenings,CatBoost,4.777777777777778,507.62151699847925
Evenings,CatBoost,4.888888888888889,507.62151699847925
Evenings,CatBoost,5.0,507.62151699847925
Evenings,CatBoost,5.111111111111111,507.62151699847925
Evenings,CatBoost,5.222222222222222,507.62151699847925
Evenings,CatBoost,5.333333333333333,507.62151699847925
Evenings,CatBoost,5.444444444444445,507.62151699847925
Evenings,CatBoost,5.555555555555555,508.71985204523736
Evenings,CatBoost,5.666666666666666,508.71985204523736
Evenings,CatBoost,5.777777777777778,508.71985204523736
Evenings,CatBoost,5.888888888888888,508.71985204523736
Evenings,CatBoost,6.0,508.71985204523736
Evenings,CatBoost,6.111111111111111,508.71985204523736
Evenings,CatBoost,6.222222222222222,508.71985204523736
Evenings,CatBoost,6.333333333333333,508.71985204523736
Evenings,CatBoost,6.444444444444444,508.71985204523736
Evenings,CatBoost,6.555555555555555,514.1487704994564
Evenings,CatBoost,6.666666666666666,514.1487704994564
Evenings,CatBoost,6.777777777777778,514.1487704994564
Evenings,CatBoost,6.888888888888888,514.1487704994564
Evenings,CatBoost,7.0,514.1487704994564
Evenings,CatBoost,7.111111111111111,514.1487704994564
Evenings,CatBoost,7.222222222222221,514.1487704994564
Evenings,CatBoost,7.333333333333333,514.1487704994564
Evenings,CatBoost,7.444444444444444,514.1487704994564
Evenings,CatBoost,7.555555555555555,517.0335751713435
Evenings,CatBoost,7.666666666666666,517.0335751713435
Evenings,CatBoost,7.777777777777778,517.0335751713435
Evenings,CatBoost,7.888888888888888,517.0335751713435
Evenings,CatBoost,8.0,517.0335751713435
Evenings,CatBoost,8.11111111111111,517.0335751713435
Evenings,CatBoost,8.222222222222221,517.0335751713435
Evenings,CatBoost,8.333333333333332,517.0335751713435
Evenings,CatBoost,8.444444444444443,517.0335751713435
Evenings,CatBoost,8.555555555555555,517.0297766730024
Evenings,CatBoost,8.666666666666666,517.0297766730024
Evenings,CatBoost,8.777777777777779,517.0297766730024
Evenings,CatBoost,8.88888888888889,517.0297766730024
Evenings,CatBoost,9.0,517.0297766730024
Evenings,CatBoost,9.11111111111111,517.0297766730024
Evenings,CatBoost,9.222222222222221,517.0297766730024
Evenings,CatBoost,9.333333333333332,517.0297766730024
Evenings,CatBoost,9.444444444444445,517.0297766730024
Evenings,CatBoost,9.555555555555555,528.9197259313166
Evenings,CatBoost,9.666666666666666,528.9197259313166
Evenings,CatBoost,9.777777777777777,528.9197259313166
Evenings,CatBoost,9.88888888888889,528.9197259313166
Evenings,CatBoost,10.0,528.9197259313166
Evenings,CatBoost,10.11111111111111,528.9197259313166
Evenings,CatBoost,10.222222222222221,528.9197259313166
Evenings,CatBoost,10.333333333333332,528.9197259313166
Evenings,CatBoost,10.444444444444445,528.9197259313166
Evenings,CatBoost,10.555555555555555,574.4280687472724
Evenings,CatBoost,10.666666666666666,574.4280687472724
Evenings,CatBoost,10.777777777777777,574.4280687472724
Evenings,CatBoost,10.888888888888888,574.4280687472724
Evenings,CatBoost,11.0,574.4280687472724
Evenings,CatBoost,11.11111111111111,574.4280687472724
Evenings,CatBoost,11.222222222222221,574.4280687472724
Evenings,CatBoost,11.333333333333332,574.4280687472724
Evenings,CatBoost,11.444444444444445,574.4280687472724
Evenings,CatBoost,11.555555555555555,641.0300092392906
Evenings,CatBoost,11.666666666666666,641.0300092392906
Evenings,CatBoost,11.777777777777777,641.0300092392906
Evenings,CatBoost,11.888888888888888,641.0300092392906
Evenings,CatBoost,12.0,641.0300092392906
Evenings,LightGBM,1.0,523.9598039126196
Evenings,LightGBM,1.1111111111111112,523.9598039126196
Evenings,LightGBM,1.2222222222222223,523.9598039126196
Evenings,LightGBM,1.3333333333333333,523.9598039126196
Evenings,LightGBM,1.4444444444444444,523.9598039126196
Evenings,LightGBM,1.5555555555555556,533.3214090144436
Evenings,LightGBM,1.6666666666666665,533.3214090144436
Evenings,LightGBM,1.7777777777777777,533.3214090144436
Evenings,LightGBM,1.8888888888888888,533.3214090144436
Evenings,LightGBM,2.0,533.3214090144436
Evenings,LightGBM,2.111111111111111,533.3214090144436
Evenings,LightGBM,2.2222222222222223,533.3214090144436
Evenings,LightGBM,2.333333333333333,533.3214090144436
Evenings,LightGBM,2.4444444444444446,533.3214090144436
Evenings,LightGBM,2.5555555555555554,554.5835745884968
Evenings,LightGBM,2.6666666666666665,554.5835745884968
Evenings,LightGBM,2.7777777777777777,554.5835745884968
Evenings,LightGBM,2.888888888888889,554.5835745884968
Evenings,LightGBM,3.0,554.5835745884968
Evenings,LightGBM,3.111111111111111,554.5835745884968
Evenings,LightGBM,3.2222222222222223,554.5835745884968
Evenings,LightGBM,3.333333333333333,554.5835745884968
Evenings,LightGBM,3.444444444444444,554.5835745884968
Evenings,LightGBM,3.5555555555555554,554.9842859724477
Evenings,LightGBM,3.6666666666666665,554.9842859724477
Evenings,LightGBM,3.7777777777777777,554.9842859724477
Evenings,LightGBM,3.888888888888889,554.9842859724477
Evenings,LightGBM,4.0,554.9842859724477
Evenings,LightGBM,4.111111111111111,554.9842859724477
Evenings,LightGBM,4.222222222222221,554.9842859724477
Evenings,LightGBM,4.333333333333333,554.9842859724477
Evenings,LightGBM,4.444444444444445,554.9842859724477
Evenings,LightGBM,4.555555555555555,511.2133394452226
Evenings,LightGBM,4.666666666666666,511.2133394452226
Evenings,LightGBM,4.777777777777778,511.2133394452226
Evenings,LightGBM,4.888888888888889,511.2133394452226
Evenings,LightGBM,5.0,511.2133394452226
Evenings,LightGBM,5.111111111111111,511.2133394452226
Evenings,LightGBM,5.222222222222222,511.2133394452226
Evenings,LightGBM,5.333333333333333,511.2133394452226
Evenings,LightGBM,5.444444444444445,511.2133394452226
Evenings,LightGBM,5.555555555555555,510.8053969566155
Evenings,LightGBM,5.666666666666666,510.8053969566155
Evenings,LightGBM,5.777777777777778,510.8053969566155
Evenings,LightGBM,5.888888888888888,510.8053969566155
Evenings,LightGBM,6.0,510.8053969566155
Evenings,LightGBM,6.111111111111111,510.8053969566155
Evenings,LightGBM,6.222222222222222,510.8053969566155
Evenings,LightGBM,6.333333333333333,510.8053969566155
Evenings,LightGBM,6.444444444444444,510.8053969566155
Evenings,LightGBM,6.555555555555555,514.4999319838095
Evenings,LightGBM,6.666666666666666,514.4999319838095
Evenings,LightGBM,6.777777777777778,514.4999319838095
Evenings,LightGBM,6.888888888888888,514.4999319838095
Evenings,LightGBM,7.0,514.4999319838095
Evenings,LightGBM,7.111111111111111,514.4999319838095
Evenings,LightGBM,7.222222222222221,514.4999319838095
Evenings,LightGBM,7.333333333333333,514.4999319838095
Evenings,LightGBM,7.444444444444444,514.4999319838095
Evenings,LightGBM,7.555555555555555,517.5285520060205
Evenings,LightGBM,7.666666666666666,517.5285520060205
Evenings,LightGBM,7.777777777777778,517.5285520060205
Evenings,LightGBM,7.888888888888888,517.5285520060205
Evenings,LightGBM,8.0,517.5285520060205
Evenings,LightGBM,8.11111111111111,517.5285520060205
Evenings,LightGBM,8.222222222222221,517.5285520060205
Evenings,LightGBM,8.333333333333332,517.5285520060205
Evenings,LightGBM,8.444444444444443,517.5285520060205
Evenings,LightGBM,8.555555555555555,518.3098780620834
Evenings,LightGBM,8.666666666666666,518.3098780620834
Evenings,LightGBM,8.777777777777779,518.3098780620834
Evenings,LightGBM,8.88888888888889,518.3098780620834
Evenings,LightGBM,9.0,518.3098780620834
Evenings,LightGBM,9.11111111111111,518.3098780620834
Evenings,LightGBM,9.222222222222221,518.3098780620834
Evenings,LightGBM,9.333333333333332,518.3098780620834
Evenings,LightGBM,9.444444444444445,518.3098780620834
Evenings,LightGBM,9.555555555555555,531.7549918337262
Evenings,LightGBM,9.666666666666666,531.7549918337262
Evenings,LightGBM,9.777777777777777,531.7549918337262
Evenings,LightGBM,9.88888888888889,531.7549918337262
Evenings,LightGBM,10.0,531.7549918337262
Evenings,LightGBM,10.11111111111111,531.7549918337262
Evenings,LightGBM,10.222222222222221,531.7549918337262
Evenings,LightGBM,10.333333333333332,531.7549918337262
Evenings,LightGBM,10.444444444444445,531.7549918337262
Evenings,LightGBM,10.555555555555555,584.7215107276581
Evenings,LightGBM,10.666666666666666,584.7215107276581
Evenings,LightGBM,10.777777777777777,584.7215107276581
Evenings,LightGBM,10.888888888888888,584.7215107276581
Evenings,LightGBM,11.0,584.7215107276581
Evenings,LightGBM,11.11111111111111,584.7215107276581
Evenings,LightGBM,11.222222222222221,584.7215107276581
Evenings,LightGBM,11.333333333333332,584.7215107276581
Evenings,LightGBM,11.444444444444445,584.7215107276581
Evenings,LightGBM,11.555555555555555,640.1679815575887
Evenings,LightGBM,11.666666666666666,640.1679815575887
Evenings,LightGBM,11.777777777777777,640.1679815575887
Evenings,LightGBM,11.888888888888888,640.1679815575887
Evenings,LightGBM,12.0,640.1679815575887
Evenings,XGBoost,1.0,533.1148071289062
Evenings,XGBoost,1.1111111111111112,533.1148071289062
Evenings,XGBoost,1.2222222222222223,533.1148071289062
Evenings,XGBoost,1.3333333333333333,533.1148071289062
Evenings,XGBoost,1.4444444444444444,533.1148071289062
Evenings,XGBoost,1.5555555555555556,533.1148071289062
Evenings,XGBoost,1.6666666666666665,533.1148071289062
Evenings,XGBoost,1.7777777777777777,533.1148071289062
Evenings,XGBoost,1.8888888888888888,533.1148071289062
Evenings,XGBoost,2.0,545.0260009765625
Evenings,XGBoost,2.111111111111111,545.0260009765625
Evenings,XGBoost,2.2222222222222223,545.0260009765625
Evenings,XGBoost,2.333333333333333,545.0260009765625
Evenings,XGBoost,2.4444444444444446,545.0260009765625
Evenings,XGBoost,2.5555555555555554,545.0260009765625
Evenings,XGBoost,2.6666666666666665,545.0260009765625
Evenings,XGBoost,2.7777777777777777,545.0260009765625
Evenings,XGBoost,2.888888888888889,545.0260009765625
Evenings,XGBoost,3.0,562.178466796875
Evenings,XGBoost,3.111111111111111,562.178466796875
Evenings,XGBoost,3.2222222222222223,562.178466796875
Evenings,XGBoost,3.333333333333333,562.178466796875
Evenings,XGBoost,3.444444444444444,562.178466796875
Evenings,XGBoost,3.5555555555555554,562.178466796875
Evenings,XGBoost,3.6666666666666665,562.178466796875
Evenings,XGBoost,3.7777777777777777,562.178466796875
Evenings,XGBoost,3.888888888888889,562.178466796875
Evenings,XGBoost,4.0,559.197509765625
Evenings,XGBoost,4.111111111111111,559.197509765625
Evenings,XGBoost,4.222222222222221,559.197509765625
Evenings,XGBoost,4.333333333333333,559.197509765625
Evenings,XGBoost,4.444444444444445,559.197509765625
Evenings,XGBoost,4.555555555555555,559.197509765625
Evenings,XGBoost,4.666666666666666,559.197509765625
Evenings,XGBoost,4.777777777777778,559.197509765625
Evenings,XGBoost,4.888888888888889,559.197509765625
Evenings,XGBoost,5.0,513.378173828125
Evenings,XGBoost,5.111111111111111,513.378173828125
Evenings,XGBoost,5.222222222222222,513.378173828125
Evenings,XGBoost,5.333333333333333,513.378173828125
Evenings,XGBoost,5.444444444444445,513.378173828125
Evenings,XGBoost,5.555555555555555,513.378173828125
Evenings,XGBoost,5.666666666666666,513.378173828125
Evenings,XGBoost,5.777777777777778,513.378173828125
Evenings,XGBoost,5.888888888888888,513.378173828125
Evenings,XGBoost,6.0,507.03985595703125
Evenings,XGBoost,6.111111111111111,507.03985595703125
Evenings,XGBoost,6.222222222222222,507.03985595703125
Evenings,XGBoost,6.333333333333333,507.03985595703125
Evenings,XGBoost,6.444444444444444,507.03985595703125
Evenings,XGBoost,6.555555555555555,507.03985595703125
Evenings,XGBoost,6.666666666666666,507.03985595703125
Evenings,XGBoost,6.777777777777778,507.03985595703125
Evenings,XGBoost,6.888888888888888,507.03985595703125
Evenings,XGBoost,7.0,513.33544921875
Evenings,XGBoost,7.111111111111111,513.33544921875
Evenings,XGBoost,7.222222222222221,513.33544921875
Evenings,XGBoost,7.333333333333333,513.33544921875
Evenings,XGBoost,7.444444444444444,513.33544921875
Evenings,XGBoost,7.555555555555555,513.33544921875
Evenings,XGBoost,7.666666666666666,513.33544921875
Evenings,XGBoost,7.777777777777778,513.33544921875
Evenings,XGBoost,7.888888888888888,513.33544921875
Evenings,XGBoost,8.0,518.9171142578125
Evenings,XGBoost,8.11111111111111,518.9171142578125
Evenings,XGBoost,8.222222222222221,518.9171142578125
Evenings,XGBoost,8.333333333333332,518.9171142578125
Evenings,XGBoost,8.444444444444443,518.9171142578125
Evenings,XGBoost,8.555555555555555,518.9171142578125
Evenings,XGBoost,8.666666666666666,518.9171142578125
Evenings,XGBoost,8.777777777777779,518.9171142578125
Evenings,XGBoost,8.88888888888889,518.9171142578125
Evenings,XGBoost,9.0,521.2218017578125
Evenings,XGBoost,9.11111111111111,521.2218017578125
Evenings,XGBoost,9.222222222222221,521.2218017578125
Evenings,XGBoost,9.333333333333332,521.2218017578125
Evenings,XGBoost,9.444444444444445,521.2218017578125
Evenings,XGBoost,9.555555555555555,521.2218017578125
Evenings,XGBoost,9.666666666666666,521.2218017578125
Evenings,XGBoost,9.777777777777777,521.2218017578125
Evenings,XGBoost,9.88888888888889,521.2218017578125
Evenings,XGBoost,10.0,533.169921875
Evenings,XGBoost,10.11111111111111,533.169921875
Evenings,XGBoost,10.222222222222221,533.169921875
Evenings,XGBoost,10.333333333333332,533.169921875
Evenings,XGBoost,10.444444444444445,533.169921875
Evenings,XGBoost,10.555555555555555,533.169921875
Evenings,XGBoost,10.666666666666666,533.169921875
Evenings,XGBoost,10.777777777777777,533.169921875
Evenings,XGBoost,10.888888888888888,533.169921875
Evenings,XGBoost,11.0,580.4259033203125
Evenings,XGBoost,11.11111111111111,580.4259033203125
Evenings,XGBoost,11.222222222222221,580.4259033203125
Evenings,XGBoost,11.333333333333332,580.4259033203125
Evenings,XGBoost,11.444444444444445,580.4259033203125
Evenings,XGBoost,11.555555555555555,580.4259033203125
Evenings,XGBoost,11.666666666666666,580.4259033203125
Evenings,XGBoost,11.777777777777777,580.4259033203125
Evenings,XGBoost,11.888888888888888,580.4259033203125
Evenings,XGBoost,12.0,643.3182373046875
Mornings Special,CatBoost,1.0,254.39227711209566
Mornings Special,CatBoost,1.1111111111111112,254.39227711209566
Mornings Special,CatBoost,1.2222222222222223,254.39227711209566
Mornings Special,CatBoost,1.3333333333333333,254.39227711209566
Mornings Special,CatBoost,1.4444444444444444,254.39227711209566
Mornings Special,CatBoost,1.5555555555555556,271.0183349406735
Mornings Special,CatBoost,1.6666666666666665,271.0183349406735
Mornings Special,CatBoost,1.7777777777777777,271.0183349406735
Mornings Special,CatBoost,1.8888888888888888,271.0183349406735
Mornings Special,CatBoost,2.0,271.0183349406735
Mornings Special,CatBoost,2.111111111111111,271.0183349406735
Mornings Special,CatBoost,2.2222222222222223,271.0183349406735
Mornings Special,CatBoost,2.333333333333333,271.0183349406735
Mornings Special,CatBoost,2.4444444444444446,271.0183349406735
Mornings Special,CatBoost,2.5555555555555554,302.24578328195764
Mornings Special,CatBoost,2.6666666666666665,302.24578328195764
Mornings Special,CatBoost,2.7777777777777777,302.24578328195764
Mornings Special,CatBoost,2.888888888888889,302.24578328195764
Mornings Special,CatBoost,3.0,302.24578328195764
Mornings Special,CatBoost,3.111111111111111,302.24578328195764
Mornings Special,CatBoost,3.2222222222222223,302.24578328195764
Mornings Special,CatBoost,3.333333333333333,302.24578328195764
Mornings Special,CatBoost,3.444444444444444,302.24578328195764
Mornings Special,CatBoost,3.5555555555555554,312.49335457313873
Mornings Special,CatBoost,3.6666666666666665,312.49335457313873
Mornings Special,CatBoost,3.7777777777777777,312.49335457313873
Mornings Special,CatBoost,3.888888888888889,312.49335457313873
Mornings Special,CatBoost,4.0,312.49335457313873
Mornings Special,CatBoost,4.111111111111111,312.49335457313873
Mornings Special,CatBoost,4.222222222222221,312.49335457313873
Mornings Special,CatBoost,4.333333333333333,312.49335457313873
Mornings Special,CatBoost,4.444444444444445,312.49335457313873
Mornings Special,CatBoost,4.555555555555555,298.761980278518
Mornings Special,CatBoost,4.666666666666666,298.761980278518
Mornings Special,CatBoost,4.777777777777778,298.761980278518
Mornings Special,CatBoost,4.888888888888889,298.761980278518
Mornings Special,CatBoost,5.0,298.761980278518
Mornings Special,CatBoost,5.111111111111111,298.761980278518
Mornings Special,CatBoost,5.222222222222222,298.761980278518
Mornings Special,CatBoost,5.333333333333333,298.761980278518
Mornings Special,CatBoost,5.444444444444445,298.761980278518
Mornings Special,CatBoost,5.555555555555555,297.01680956852186
Mornings Special,CatBoost,5.666666666666666,297.01680956852186
Mornings Special,CatBoost,5.777777777777778,297.01680956852186
Mornings Special,CatBoost,5.888888888888888,297.01680956852186
Mornings Special,CatBoost,6.0,297.01680956852186
Mornings Special,CatBoost,6.111111111111111,297.01680956852186
Mornings Special,CatBoost,6.222222222222222,297.01680956852186
Mornings Special,CatBoost,6.333333333333333,297.01680956852186
Mornings Special,CatBoost,6.444444444444444,297.01680956852186
Mornings Special,CatBoost,6.555555555555555,311.88451278083187
Mornings Special,CatBoost,6.666666666666666,311.88451278083187
Mornings Special,CatBoost,6.777777777777778,311.88451278083187
Mornings Special,CatBoost,6.888888888888888,311.88451278083187
Mornings Special,CatBoost,7.0,311.88451278083187
Mornings Special,CatBoost,7.111111111111111,311.88451278083187
Mornings Special,CatBoost,7.222222222222221,311.88451278083187
Mornings Special,CatBoost,7.333333333333333,311.88451278083187
Mornings Special,CatBoost,7.444444444444444,311.88451278083187
Mornings Special,CatBoost,7.555555555555555,314.65218297768155
Mornings Special,CatBoost,7.666666666666666,314.65218297768155
Mornings Special,CatBoost,7.777777777777778,314.65218297768155
Mornings Special,CatBoost,7.888888888888888,314.65218297768155
Mornings Special,CatBoost,8.0,314.65218297768155
Mornings Special,CatBoost,8.11111111111111,314.65218297768155
Mornings Special,CatBoost,8.222222222222221,314.65218297768155
Mornings Special,CatBoost,8.333333333333332,314.65218297768155
Mornings Special,CatBoost,8.444444444444443,314.65218297768155
Mornings Special,CatBoost,8.555555555555555,315.4446797113596
Mornings Special,CatBoost,8.666666666666666,315.4446797113596
Mornings Special,CatBoost,8.777777777777779,315.4446797113596
Mornings Special,CatBoost,8.88888888888889,315.4446797113596
Mornings Special,CatBoost,9.0,315.4446797113596
Mornings Special,CatBoost,9.11111111111111,315.4446797113596
Mornings Special,CatBoost,9.222222222222221,315.4446797113596
Mornings Special,CatBoost,9.333333333333332,315.4446797113596
Mornings Special,CatBoost,9.444444444444445,315.4446797113596
Mornings Special,CatBoost,9.555555555555555,319.6971180308975
Mornings Special,CatBoost,9.666666666666666,319.6971180308975
Mornings Special,CatBoost,9.777777777777777,319.6971180308975
Mornings Special,CatBoost,9.88888888888889,319.6971180308975
Mornings Special,CatBoost,10.0,319.6971180308975
Mornings Special,CatBoost,10.11111111111111,319.6971180308975
Mornings Special,CatBoost,10.222222222222221,319.6971180308975
Mornings Special,CatBoost,10.333333333333332,319.6971180308975
Mornings Special,CatBoost,10.444444444444445,319.6971180308975
Mornings Special,CatBoost,10.555555555555555,303.7904593540439
Mornings Special,CatBoost,10.666666666666666,303.7904593540439
Mornings Special,CatBoost,10.777777777777777,303.7904593540439
Mornings Special,CatBoost,10.888888888888888,303.7904593540439
Mornings Special,CatBoost,11.0,303.7904593540439
Mornings Special,CatBoost,11.11111111111111,303.7904593540439
Mornings Special,CatBoost,11.222222222222221,303.7904593540439
Mornings Special,CatBoost,11.333333333333332,303.7904593540439
Mornings Special,CatBoost,11.444444444444445,303.7904593540439
Mornings Special,CatBoost,11.555555555555555,296.7885616981257
Mornings Special,CatBoost,11.666666666666666,296.7885616981257
Mornings Special,CatBoost,11.777777777777777,296.7885616981257
Mornings Special,CatBoost,11.888888888888888,296.7885616981257
Mornings Special,CatBoost,12.0,296.7885616981257
Mornings Special,LightGBM,1.0,256.65575430262635
Mornings Special,LightGBM,1.1111111111111112,256.65575430262635
Mornings Special,LightGBM,1.2222222222222223,256.65575430262635
Mornings Special,LightGBM,1.3333333333333333,256.65575430262635
Mornings Special,LightGBM,1.4444444444444444,256.65575430262635
Mornings Special,LightGBM,1.5555555555555556,282.38510089388217
Mornings Special,LightGBM,1.6666666666666665,282.38510089388217
Mornings Special,LightGBM,1.7777777777777777,282.38510089388217
Mornings Special,LightGBM,1.8888888888888888,282.38510089388217
Mornings Special,LightGBM,2.0,282.38510089388217
Mornings Special,LightGBM,2.111111111111111,282.38510089388217
Mornings Special,LightGBM,2.2222222222222223,282.38510089388217
Mornings Special,LightGBM,2.333333333333333,282.38510089388217
