Dataset,Model,15 Job count,Predicted Value
Mornings,XGBoost,147294.37373737374,747.9500122070312
Mornings,XGBoost,149924.42424242423,748.206298828125
Mornings,XGBoost,152554.47474747474,750.6189575195312
Mornings,XGBoost,155184.52525252523,751.7308349609375
Mornings,XGBoost,157814.57575757575,748.390380859375
Mornings,XGBoost,160444.62626262626,744.12841796875
Mornings,XGBoost,163074.67676767675,691.8597412109375
Mornings,XGBoost,165704.72727272726,691.8597412109375
Mornings,XGBoost,168334.77777777778,694.0177612304688
Mornings,XGBoost,170964.82828282827,692.7369995117188
Mornings,XGBoost,173594.87878787878,692.8680419921875
Mornings,XGBoost,176224.92929292927,692.4432983398438
Mornings,XGBoost,178854.9797979798,692.0513305664062
Mornings,XGBoost,181485.0303030303,692.060546875
Mornings,XGBoost,184115.0808080808,693.0839233398438
Mornings,XGBoost,186745.1313131313,689.0274658203125
Mornings,XGBoost,189375.1818181818,704.5997314453125
Mornings,XGBoost,192005.2323232323,704.8694458007812
Mornings,XGBoost,194635.28282828283,703.4830322265625
Mornings,XGBoost,197265.3333333333,702.4126586914062
Mornings,XGBoost,199895.38383838383,702.4126586914062
Mornings,XGBoost,202525.43434343432,702.3419799804688
Mornings,XGBoost,205155.48484848483,702.1643676757812
Mornings,XGBoost,207785.53535353535,702.88818359375
Mornings,XGBoost,210415.58585858584,703.4229736328125
Mornings,XGBoost,213045.63636363635,705.4609985351562
Mornings,XGBoost,215675.68686868684,711.8305053710938
Mornings,XGBoost,218305.73737373736,712.023193359375
Mornings,XGBoost,220935.78787878787,712.6701049804688
Mornings,XGBoost,223565.83838383836,711.9888916015625
Mornings,XGBoost,226195.88888888888,708.5512084960938
Mornings,XGBoost,228825.9393939394,709.540283203125
Mornings,XGBoost,231455.98989898988,709.650390625
Mornings,XGBoost,234086.0404040404,708.0408935546875
Mornings,XGBoost,236716.09090909088,708.0765991210938
Mornings,XGBoost,239346.1414141414,705.55615234375
Mornings,XGBoost,241976.19191919192,705.8184204101562
Mornings,XGBoost,244606.2424242424,712.544189453125
Mornings,XGBoost,247236.29292929292,712.4619140625
Mornings,XGBoost,249866.3434343434,713.4406127929688
Mornings,XGBoost,252496.39393939392,722.4827270507812
Mornings,XGBoost,255126.44444444444,718.0153198242188
Mornings,XGBoost,257756.49494949493,716.9177856445312
Mornings,XGBoost,260386.54545454544,719.236328125
Mornings,XGBoost,263016.5959595959,721.0579833984375
Mornings,XGBoost,265646.64646464644,721.0579833984375
Mornings,XGBoost,268276.69696969696,719.7820434570312
Mornings,XGBoost,270906.7474747475,719.7820434570312
Mornings,XGBoost,273536.79797979794,719.7820434570312
Mornings,XGBoost,276166.84848484845,719.4447021484375
Mornings,XGBoost,278796.89898989897,719.4447021484375
Mornings,XGBoost,281426.9494949495,719.4447021484375
Mornings,XGBoost,284057.0,719.4447021484375
Lunches,CatBoost,23682.0,1065.8207524663142
Lunches,CatBoost,26312.050505050505,1071.4227686512663
Lunches,CatBoost,28942.10101010101,1077.7335454370157
Lunches,CatBoost,31572.151515151512,1077.7335454370157
Lunches,CatBoost,34202.20202020202,1077.7335454370157
Lunches,CatBoost,36832.25252525252,1077.7335454370157
Lunches,CatBoost,39462.303030303025,1077.1248504586704
Lunches,CatBoost,42092.35353535353,1076.2037489695833
Lunches,CatBoost,44722.40404040404,1078.908488826659
Lunches,CatBoost,47352.454545454544,1078.908488826659
Lunches,CatBoost,49982.505050505046,1078.908488826659
Lunches,CatBoost,52612.555555555555,1080.3262865067786
Lunches,CatBoost,55242.60606060606,1080.3262865067786
Lunches,CatBoost,57872.656565656565,1078.5616538045965
Lunches,CatBoost,60502.70707070707,1078.5616538045965
Lunches,CatBoost,63132.757575757576,1078.5616538045965
Lunches,CatBoost,65762.80808080808,1078.5616538045965
Lunches,CatBoost,68392.85858585857,1078.5616538045965
Lunches,CatBoost,71022.90909090909,1078.5616538045965
Lunches,CatBoost,73652.95959595959,1078.5616538045965
Lunches,CatBoost,76283.01010101009,1078.5616538045965
Lunches,CatBoost,78913.06060606061,1078.5616538045965
Lunches,CatBoost,81543.11111111111,1078.5616538045965
Lunches,CatBoost,84173.16161616161,1078.5616538045965
Lunches,CatBoost,86803.21212121211,1078.5616538045965
Lunches,CatBoost,89433.26262626261,1078.5616538045965
Lunches,CatBoost,92063.31313131313,1078.5616538045965
Lunches,CatBoost,94693.36363636363,1078.5616538045965
Lunches,CatBoost,97323.41414141413,1078.5616538045965
Lunches,CatBoost,99953.46464646464,1078.5616538045965
Lunches,CatBoost,102583.51515151515,1078.5616538045965
Lunches,CatBoost,105213.56565656565,1078.5616538045965
Lunches,CatBoost,107843.61616161616,1078.5616538045965
Lunches,CatBoost,110473.66666666666,1078.207294985166
Lunches,CatBoost,113103.71717171716,1078.207294985166
Lunches,CatBoost,115733.76767676767,1110.6743485867833
Lunches,CatBoost,118363.81818181818,1110.6743485867833
Lunches,CatBoost,120993.86868686868,1110.6743485867833
Lunches,CatBoost,123623.91919191918,1110.6743485867833
Lunches,CatBoost,126253.9696969697,1110.6743485867833
Lunches,CatBoost,128884.0202020202,1110.6743485867833
Lunches,CatBoost,131514.0707070707,1110.6743485867833
Lunches,CatBoost,134144.12121212122,1106.6827452250884
Lunches,CatBoost,136774.1717171717,1106.6827452250884
Lunches,CatBoost,139404.22222222222,1106.6827452250884
Lunches,CatBoost,142034.2727272727,1111.17321368246
Lunches,CatBoost,144664.32323232322,1111.2214524536228
Lunches,CatBoost,147294.37373737374,1112.844591440811
Lunches,CatBoost,149924.42424242423,1112.844591440811
Lunches,CatBoost,152554.47474747474,1112.844591440811
Lunches,CatBoost,155184.52525252523,1112.844591440811
Lunches,CatBoost,157814.57575757575,1112.458077388597
Lunches,CatBoost,160444.62626262626,1112.589617332041
Lunches,CatBoost,163074.67676767675,1111.144977488396
Lunches,CatBoost,165704.72727272726,1111.2237299122783
Lunches,CatBoost,168334.77777777778,1111.2237299122783
Lunches,CatBoost,170964.82828282827,1115.063633064812
Lunches,CatBoost,173594.87878787878,1114.265803734427
Lunches,CatBoost,176224.92929292927,1113.4766402412017
Lunches,CatBoost,178854.9797979798,1113.0386340700072
Lunches,CatBoost,181485.0303030303,1113.0386340700072
Lunches,CatBoost,184115.0808080808,1109.9156835446545
Lunches,CatBoost,186745.1313131313,1108.1984369812224
Lunches,CatBoost,189375.1818181818,1107.769944811025
Lunches,CatBoost,192005.2323232323,1107.8304373166623
Lunches,CatBoost,194635.28282828283,1109.2872536381751
Lunches,CatBoost,197265.3333333333,1106.9396909798445
Lunches,CatBoost,199895.38383838383,1107.6078707807178
Lunches,CatBoost,202525.43434343432,1107.6688028586764
Lunches,CatBoost,205155.48484848483,1116.7877158125132
Lunches,CatBoost,207785.53535353535,1104.9489531802774
Lunches,CatBoost,210415.58585858584,1102.538505414369
Lunches,CatBoost,213045.63636363635,1102.7815344003689
Lunches,CatBoost,215675.68686868684,1152.9540683882944
Lunches,CatBoost,218305.73737373736,1152.9540683882944
Lunches,CatBoost,220935.78787878787,1154.9725906105261
Lunches,CatBoost,223565.83838383836,1154.4040254150277
Lunches,CatBoost,226195.88888888888,1140.2336510533517
Lunches,CatBoost,228825.9393939394,1141.4769782374733
Lunches,CatBoost,231455.98989898988,1133.5205666659867
Lunches,CatBoost,234086.0404040404,1132.7948531874474
Lunches,CatBoost,236716.09090909088,1139.8640510996283
Lunches,CatBoost,239346.1414141414,1139.8640510996283
Lunches,CatBoost,241976.19191919192,1140.9269385214614
Lunches,CatBoost,244606.2424242424,1159.450230549706
Lunches,CatBoost,247236.29292929292,1157.0275572370492
Lunches,CatBoost,249866.3434343434,1185.3831052840114
Lunches,CatBoost,252496.39393939392,1185.4360728835147
Lunches,CatBoost,255126.44444444444,1175.648158035598
Lunches,CatBoost,257756.49494949493,1188.2946046266668
Lunches,CatBoost,260386.54545454544,1187.8096261373876
Lunches,CatBoost,263016.5959595959,1185.1402528965684
Lunches,CatBoost,265646.64646464644,1185.1402528965684
Lunches,CatBoost,268276.69696969696,1185.1402528965684
Lunches,CatBoost,270906.7474747475,1184.8828066810695
Lunches,CatBoost,273536.79797979794,1184.8828066810695
Lunches,CatBoost,276166.84848484845,1183.798138730534
Lunches,CatBoost,278796.89898989897,1191.945202402551
Lunches,CatBoost,281426.9494949495,1191.945202402551
Lunches,CatBoost,284057.0,1191.945202402551
Lunches,LightGBM,23682.0,897.7493603405461
Lunches,LightGBM,26312.050505050505,897.7493603405461
Lunches,LightGBM,28942.10101010101,909.4821551879866
Lunches,LightGBM,31572.151515151512,909.4821551879866
Lunches,LightGBM,34202.20202020202,909.4821551879866
Lunches,LightGBM,36832.25252525252,909.4821551879866
Lunches,LightGBM,39462.303030303025,909.4821551879866
Lunches,LightGBM,42092.35353535353,909.4972474004924
Lunches,LightGBM,44722.40404040404,909.4972474004924
Lunches,LightGBM,47352.454545454544,909.4972474004924
Lunches,LightGBM,49982.505050505046,912.2156898049991
Lunches,LightGBM,52612.555555555555,919.7768253543876
Lunches,LightGBM,55242.60606060606,919.7768253543876
Lunches,LightGBM,57872.656565656565,919.7999599697363
Lunches,LightGBM,60502.70707070707,919.7999599697363
Lunches,LightGBM,63132.757575757576,919.7999599697363
Lunches,LightGBM,65762.80808080808,919.7999599697363
Lunches,LightGBM,68392.85858585857,919.7999599697363
Lunches,LightGBM,71022.90909090909,919.7999599697363
Lunches,LightGBM,73652.95959595959,919.7945766555946
Lunches,LightGBM,76283.01010101009,919.7945766555946
Lunches,LightGBM,78913.06060606061,919.808523282896
Lunches,LightGBM,81543.11111111111,919.808523282896
Lunches,LightGBM,84173.16161616161,919.6083942828916
Lunches,LightGBM,86803.21212121211,919.6083942828916
Lunches,LightGBM,89433.26262626261,919.6083942828916
Lunches,LightGBM,92063.31313131313,919.6083942828916
Lunches,LightGBM,94693.36363636363,919.6083942828916
Lunches,LightGBM,97323.41414141413,919.6083942828916
Lunches,LightGBM,99953.46464646464,919.6083942828916
Lunches,LightGBM,102583.51515151515,919.6083942828916
Lunches,LightGBM,105213.56565656565,919.6083942828916
Lunches,LightGBM,107843.61616161616,919.4302310742138
Lunches,LightGBM,110473.66666666666,919.4423507533287
Lunches,LightGBM,113103.71717171716,919.4423507533287
Lunches,LightGBM,115733.76767676767,918.3979061380334
Lunches,LightGBM,118363.81818181818,918.3928751253812
Lunches,LightGBM,120993.86868686868,918.3928751253812
Lunches,LightGBM,123623.91919191918,941.6635697025406
Lunches,LightGBM,126253.9696969697,941.6635697025406
Lunches,LightGBM,128884.0202020202,1159.3583967421255
Lunches,LightGBM,131514.0707070707,1159.3583967421255
Lunches,LightGBM,134144.12121212122,1159.3583967421255
Lunches,LightGBM,136774.1717171717,1159.3583967421255
Lunches,LightGBM,139404.22222222222,1159.0078911043386
Lunches,LightGBM,142034.2727272727,1170.19133630971
Lunches,LightGBM,144664.32323232322,1169.2448967912846
Lunches,LightGBM,147294.37373737374,1170.9827885277105
Lunches,LightGBM,149924.42424242423,1171.0683376044324
Lunches,LightGBM,152554.47474747474,1173.5216473074304
Lunches,LightGBM,155184.52525252523,1173.7613790435755
Lunches,LightGBM,157814.57575757575,1173.8413708186774
Lunches,LightGBM,160444.62626262626,1173.3930276074423
Lunches,LightGBM,163074.67676767675,1172.2035756835269
Lunches,LightGBM,165704.72727272726,1178.1603886959797
Lunches,LightGBM,168334.77777777778,1178.435476019558
Lunches,LightGBM,170964.82828282827,1177.0180683372803
Lunches,LightGBM,173594.87878787878,1176.528069302977
Lunches,LightGBM,176224.92929292927,1176.5327769867977
Lunches,LightGBM,178854.9797979798,1175.9246653516368
Lunches,LightGBM,181485.0303030303,1175.9044181213387
Lunches,LightGBM,184115.0808080808,1175.9108015532124
Lunches,LightGBM,186745.1313131313,1176.1709212678986
Lunches,LightGBM,189375.1818181818,1192.0208992003136
Lunches,LightGBM,192005.2323232323,1192.1470697794641
Lunches,LightGBM,194635.28282828283,1192.7325540874904
Lunches,LightGBM,197265.3333333333,1192.444960702514
Lunches,LightGBM,199895.38383838383,1192.451830800432
Lunches,LightGBM,202525.43434343432,1203.1360249819536
Lunches,LightGBM,205155.48484848483,1199.9981073740983
Lunches,LightGBM,207785.53535353535,1201.3262087614708
Lunches,LightGBM,210415.58585858584,1201.0402329334663
Lunches,LightGBM,213045.63636363635,1207.0013345289146
Lunches,LightGBM,215675.68686868684,1240.6110301262659
Lunches,LightGBM,218305.73737373736,1240.5070252025178
Lunches,LightGBM,220935.78787878787,1247.666020764038
Lunches,LightGBM,223565.83838383836,1246.8067202312125
Lunches,LightGBM,226195.88888888888,1245.5535682061145
Lunches,LightGBM,228825.9393939394,1244.43357362988
Lunches,LightGBM,231455.98989898988,1244.0669851058735
Lunches,LightGBM,234086.0404040404,1242.7697486171799
Lunches,LightGBM,236716.09090909088,1241.2227205985419
Lunches,LightGBM,239346.1414141414,1241.232246343738
Lunches,LightGBM,241976.19191919192,1242.855659520545
Lunches,LightGBM,244606.2424242424,1265.7349281565903
Lunches,LightGBM,247236.29292929292,1265.5667372193757
Lunches,LightGBM,249866.3434343434,1264.2694463023922
Lunches,LightGBM,252496.39393939392,1252.9637381909927
Lunches,LightGBM,255126.44444444444,1250.5574180040876
Lunches,LightGBM,257756.49494949493,1250.8518237840685
Lunches,LightGBM,260386.54545454544,1250.0407535359345
Lunches,LightGBM,263016.5959595959,1248.3610146577198
Lunches,LightGBM,265646.64646464644,1247.071444876136
Lunches,LightGBM,268276.69696969696,1247.071444876136
Lunches,LightGBM,270906.7474747475,1250.0884310545694
Lunches,LightGBM,273536.79797979794,1250.0884310545694
Lunches,LightGBM,276166.84848484845,1250.0884310545694
Lunches,LightGBM,278796.89898989897,1250.0884310545694
Lunches,LightGBM,281426.9494949495,1250.0884310545694
Lunches,LightGBM,284057.0,1250.0884310545694
Lunches,XGBoost,23682.0,904.6639404296875
Lunches,XGBoost,26312.050505050505,904.6639404296875
Lunches,XGBoost,28942.10101010101,914.35205078125
Lunches,XGBoost,31572.151515151512,914.35205078125
Lunches,XGBoost,34202.20202020202,914.35205078125
Lunches,XGBoost,36832.25252525252,914.35205078125
Lunches,XGBoost,39462.303030303025,914.041259765625
Lunches,XGBoost,42092.35353535353,914.1394653320312
Lunches,XGBoost,44722.40404040404,914.1300048828125
Lunches,XGBoost,47352.454545454544,914.6320190429688
Lunches,XGBoost,49982.505050505046,914.6320190429688
Lunches,XGBoost,52612.555555555555,917.48876953125
Lunches,XGBoost,55242.60606060606,917.5322265625
Lunches,XGBoost,57872.656565656565,917.191162109375
Lunches,XGBoost,60502.70707070707,917.191162109375
Lunches,XGBoost,63132.757575757576,917.191162109375
Lunches,XGBoost,65762.80808080808,917.191162109375
Lunches,XGBoost,68392.85858585857,917.191162109375
Lunches,XGBoost,71022.90909090909,917.191162109375
Lunches,XGBoost,73652.95959595959,917.54150390625
Lunches,XGBoost,76283.01010101009,917.5519409179688
Lunches,XGBoost,78913.06060606061,917.5519409179688
Lunches,XGBoost,81543.11111111111,917.5519409179688
Lunches,XGBoost,84173.16161616161,917.5519409179688
Lunches,XGBoost,86803.21212121211,917.5519409179688
Lunches,XGBoost,89433.26262626261,917.5519409179688
Lunches,XGBoost,92063.31313131313,917.5519409179688
Lunches,XGBoost,94693.36363636363,917.5519409179688
Lunches,XGBoost,97323.41414141413,917.5519409179688
Lunches,XGBoost,99953.46464646464,917.5519409179688
Lunches,XGBoost,102583.51515151515,917.5519409179688
Lunches,XGBoost,105213.56565656565,917.5519409179688
Lunches,XGBoost,107843.61616161616,914.5790405273438
Lunches,XGBoost,110473.66666666666,914.5137329101562
Lunches,XGBoost,113103.71717171716,914.5137329101562
Lunches,XGBoost,115733.76767676767,914.5208740234375
Lunches,XGBoost,118363.81818181818,914.5208740234375
Lunches,XGBoost,120993.86868686868,936.5902709960938
Lunches,XGBoost,123623.91919191918,936.5448608398438
Lunches,XGBoost,126253.9696969697,954.213134765625
Lunches,XGBoost,128884.0202020202,954.213134765625
Lunches,XGBoost,131514.0707070707,954.213134765625
Lunches,XGBoost,134144.12121212122,954.213134765625
Lunches,XGBoost,136774.1717171717,954.213134765625
Lunches,XGBoost,139404.22222222222,1172.761962890625
Lunches,XGBoost,142034.2727272727,1172.6883544921875
Lunches,XGBoost,144664.32323232322,1174.6341552734375
Lunches,XGBoost,147294.37373737374,1181.1282958984375
Lunches,XGBoost,149924.42424242423,1178.0699462890625
Lunches,XGBoost,152554.47474747474,1184.93701171875
Lunches,XGBoost,155184.52525252523,1182.0172119140625
Lunches,XGBoost,157814.57575757575,1178.62451171875
Lunches,XGBoost,160444.62626262626,1188.6483154296875
Lunches,XGBoost,163074.67676767675,1182.764892578125
Lunches,XGBoost,165704.72727272726,1182.764892578125
Lunches,XGBoost,168334.77777777778,1190.7823486328125
Lunches,XGBoost,170964.82828282827,1188.7718505859375
Lunches,XGBoost,173594.87878787878,1188.7718505859375
Lunches,XGBoost,176224.92929292927,1188.9072265625
Lunches,XGBoost,178854.9797979798,1188.8265380859375
Lunches,XGBoost,181485.0303030303,1189.3834228515625
Lunches,XGBoost,184115.0808080808,1189.37890625
Lunches,XGBoost,186745.1313131313,1189.37890625
Lunches,XGBoost,189375.1818181818,1199.7823486328125
Lunches,XGBoost,192005.2323232323,1199.5579833984375
Lunches,XGBoost,194635.28282828283,1196.4437255859375
Lunches,XGBoost,197265.3333333333,1198.291015625
Lunches,XGBoost,199895.38383838383,1198.291015625
Lunches,XGBoost,202525.43434343432,1199.11181640625
Lunches,XGBoost,205155.48484848483,1200.0760498046875
Lunches,XGBoost,207785.53535353535,1198.248291015625
Lunches,XGBoost,210415.58585858584,1200.41162109375
Lunches,XGBoost,213045.63636363635,1201.06396484375
Lunches,XGBoost,215675.68686868684,1202.6788330078125
Lunches,XGBoost,218305.73737373736,1201.2618408203125
Lunches,XGBoost,220935.78787878787,1203.4610595703125
Lunches,XGBoost,223565.83838383836,1200.43212890625
Lunches,XGBoost,226195.88888888888,1198.1690673828125
Lunches,XGBoost,228825.9393939394,1191.9296875
Lunches,XGBoost,231455.98989898988,1190.4884033203125
Lunches,XGBoost,234086.0404040404,1188.615234375
Lunches,XGBoost,236716.09090909088,1189.4193115234375
Lunches,XGBoost,239346.1414141414,1188.375
Lunches,XGBoost,241976.19191919192,1188.0142822265625
Lunches,XGBoost,244606.2424242424,1196.2587890625
Lunches,XGBoost,247236.29292929292,1195.7315673828125
Lunches,XGBoost,249866.3434343434,1189.1864013671875
Lunches,XGBoost,252496.39393939392,1191.1995849609375
Lunches,XGBoost,255126.44444444444,1186.8548583984375
Lunches,XGBoost,257756.49494949493,1188.3568115234375
Lunches,XGBoost,260386.54545454544,1183.839111328125
Lunches,XGBoost,263016.5959595959,1183.035888671875
Lunches,XGBoost,265646.64646464644,1183.035888671875
Lunches,XGBoost,268276.69696969696,1184.378662109375
Lunches,XGBoost,270906.7474747475,1184.378662109375
Lunches,XGBoost,273536.79797979794,1184.378662109375
Lunches,XGBoost,276166.84848484845,1190.159423828125
Lunches,XGBoost,278796.89898989897,1190.159423828125
Lunches,XGBoost,281426.9494949495,1190.159423828125
Lunches,XGBoost,284057.0,1190.159423828125
Afternoons,CatBoost,23682.0,1113.300584054804
Afternoons,CatBoost,26312.050505050505,1113.300584054804
Afternoons,CatBoost,28942.10101010101,1114.3435407832496
Afternoons,CatBoost,31572.151515151512,1114.3345429425685
Afternoons,CatBoost,34202.20202020202,1114.3345429425685
Afternoons,CatBoost,36832.25252525252,1114.3345429425685
Afternoons,CatBoost,39462.303030303025,1112.6874492929426
Afternoons,CatBoost,42092.35353535353,1107.9289509220207
Afternoons,CatBoost,44722.40404040404,1108.722569855675
Afternoons,CatBoost,47352.454545454544,1108.722569855675
Afternoons,CatBoost,49982.505050505046,1113.7598583514464
Afternoons,CatBoost,52612.555555555555,1113.7598583514464
Afternoons,CatBoost,55242.60606060606,1118.7199192047663
Afternoons,CatBoost,57872.656565656565,1114.6261772835935
Afternoons,CatBoost,60502.70707070707,1114.6261772835935
Afternoons,CatBoost,63132.757575757576,1114.6261772835935
Afternoons,CatBoost,65762.80808080808,1114.6261772835935
Afternoons,CatBoost,68392.85858585857,1114.6261772835935
Afternoons,CatBoost,71022.90909090909,1114.6261772835935
Afternoons,CatBoost,73652.95959595959,1114.6261772835935
Afternoons,CatBoost,76283.01010101009,1114.6261772835935
Afternoons,CatBoost,78913.06060606061,1114.6261772835935
Afternoons,CatBoost,81543.11111111111,1114.6261772835935
Afternoons,CatBoost,84173.16161616161,1114.6261772835935
Afternoons,CatBoost,86803.21212121211,1114.6261772835935
Afternoons,CatBoost,89433.26262626261,1114.6261772835935
Afternoons,CatBoost,92063.31313131313,1114.6261772835935
Afternoons,CatBoost,94693.36363636363,1114.6261772835935
Afternoons,CatBoost,97323.41414141413,1114.6261772835935
Afternoons,CatBoost,99953.46464646464,1114.6261772835935
Afternoons,CatBoost,102583.51515151515,1114.6261772835935
Afternoons,CatBoost,105213.56565656565,1114.6261772835935
Afternoons,CatBoost,107843.61616161616,1110.0146253270882
Afternoons,CatBoost,110473.66666666666,1110.313753663395
Afternoons,CatBoost,113103.71717171716,1107.4548361735356
Afternoons,CatBoost,115733.76767676767,1109.1741347057803
Afternoons,CatBoost,118363.81818181818,1109.3357465809088
Afternoons,CatBoost,120993.86868686868,1109.3357465809088
Afternoons,CatBoost,123623.91919191918,1109.3357465809088
Afternoons,CatBoost,126253.9696969697,1109.3357465809088
Afternoons,CatBoost,128884.0202020202,1109.3357465809088
Afternoons,CatBoost,131514.0707070707,1109.3357465809088
Afternoons,CatBoost,134144.12121212122,1109.3357465809088
Afternoons,CatBoost,136774.1717171717,1109.3357465809088
Afternoons,CatBoost,139404.22222222222,1109.3357465809088
Afternoons,CatBoost,142034.2727272727,1109.3357465809088
Afternoons,CatBoost,144664.32323232322,1109.3357465809088
Afternoons,CatBoost,147294.37373737374,1145.9692421912282
Afternoons,CatBoost,149924.42424242423,1145.9692421912282
Afternoons,CatBoost,152554.47474747474,1158.2328670763293
Afternoons,CatBoost,155184.52525252523,1158.2328670763293
Afternoons,CatBoost,157814.57575757575,1158.2328670763293
Afternoons,CatBoost,160444.62626262626,1158.2328670763293
Afternoons,CatBoost,163074.67676767675,1186.3145831698514
Afternoons,CatBoost,165704.72727272726,1186.3145831698514
Afternoons,CatBoost,168334.77777777778,1186.3145831698514
Afternoons,CatBoost,170964.82828282827,1189.6576277185288
Afternoons,CatBoost,173594.87878787878,1189.6576277185288
Afternoons,CatBoost,176224.92929292927,1189.6671439673123
Afternoons,CatBoost,178854.9797979798,1188.1010566773805
Afternoons,CatBoost,181485.0303030303,1185.9686388648815
Afternoons,CatBoost,184115.0808080808,1183.884308597702
Afternoons,CatBoost,186745.1313131313,1183.884308597702
Afternoons,CatBoost,189375.1818181818,1240.2341423018813
Afternoons,CatBoost,192005.2323232323,1240.1220968102098
Afternoons,CatBoost,194635.28282828283,1238.2399981911126
Afternoons,CatBoost,197265.3333333333,1247.7249404920253
Afternoons,CatBoost,199895.38383838383,1247.7249404920253
Afternoons,CatBoost,202525.43434343432,1267.2499771253445
Afternoons,CatBoost,205155.48484848483,1277.0311259363082
Afternoons,CatBoost,207785.53535353535,1275.0996009670498
Afternoons,CatBoost,210415.58585858584,1272.0384728294423
Afternoons,CatBoost,213045.63636363635,1262.6113575201048
Afternoons,CatBoost,215675.68686868684,1322.5022209213405
Afternoons,CatBoost,218305.73737373736,1322.1989487746034
Afternoons,CatBoost,220935.78787878787,1362.4830159305295
Afternoons,CatBoost,223565.83838383836,1364.4077574626306
Afternoons,CatBoost,226195.88888888888,1348.8065106845036
Afternoons,CatBoost,228825.9393939394,1348.8269343455895
Afternoons,CatBoost,231455.98989898988,1342.4854677121612
Afternoons,CatBoost,234086.0404040404,1351.654886348953
Afternoons,CatBoost,236716.09090909088,1356.6035943611475
Afternoons,CatBoost,239346.1414141414,1357.5341085477553
Afternoons,CatBoost,241976.19191919192,1358.5973204239353
Afternoons,CatBoost,244606.2424242424,1366.7053031678417
Afternoons,CatBoost,247236.29292929292,1366.889845372483
Afternoons,CatBoost,249866.3434343434,1373.151560451488
Afternoons,CatBoost,252496.39393939392,1382.1466571679116
Afternoons,CatBoost,255126.44444444444,1381.0412049339686
Afternoons,CatBoost,257756.49494949493,1381.731253403041
Afternoons,CatBoost,260386.54545454544,1382.2948114480728
Afternoons,CatBoost,263016.5959595959,1381.3707169684233
Afternoons,CatBoost,265646.64646464644,1381.9830189448537
Afternoons,CatBoost,268276.69696969696,1385.145424439204
Afternoons,CatBoost,270906.7474747475,1385.145424439204
Afternoons,CatBoost,273536.79797979794,1385.145424439204
Afternoons,CatBoost,276166.84848484845,1385.145424439204
Afternoons,CatBoost,278796.89898989897,1385.145424439204
Afternoons,CatBoost,281426.9494949495,1385.145424439204
Afternoons,CatBoost,284057.0,1385.145424439204
Afternoons,LightGBM,23682.0,1025.1083334044813
Afternoons,LightGBM,26312.050505050505,1025.1083334044813
Afternoons,LightGBM,28942.10101010101,1036.4807021199517
Afternoons,LightGBM,31572.151515151512,1036.4807021199517
Afternoons,LightGBM,34202.20202020202,1036.4807021199517
Afternoons,LightGBM,36832.25252525252,1036.4807021199517
Afternoons,LightGBM,39462.303030303025,1036.4807021199517
Afternoons,LightGBM,42092.35353535353,1042.9919454211752
Afternoons,LightGBM,44722.40404040404,1042.9919454211752
Afternoons,LightGBM,47352.454545454544,1042.9919454211752
Afternoons,LightGBM,49982.505050505046,1056.2748976427883
Afternoons,LightGBM,52612.555555555555,1060.2149458877568
Afternoons,LightGBM,55242.60606060606,1060.2149458877568
Afternoons,LightGBM,57872.656565656565,1057.1302220799898
Afternoons,LightGBM,60502.70707070707,1057.1302220799898
Afternoons,LightGBM,63132.757575757576,1057.1302220799898
Afternoons,LightGBM,65762.80808080808,1057.1302220799898
Afternoons,LightGBM,68392.85858585857,1057.1302220799898
Afternoons,LightGBM,71022.90909090909,1057.1302220799898
Afternoons,LightGBM,73652.95959595959,1056.5077543139937
Afternoons,LightGBM,76283.01010101009,1056.5621742624337
Afternoons,LightGBM,78913.06060606061,1056.5801488747495
Afternoons,LightGBM,81543.11111111111,1056.5801488747495
Afternoons,LightGBM,84173.16161616161,1056.5801488747495
Afternoons,LightGBM,86803.21212121211,1056.5801488747495
Afternoons,LightGBM,89433.26262626261,1056.5801488747495
Afternoons,LightGBM,92063.31313131313,1056.5801488747495
Afternoons,LightGBM,94693.36363636363,1056.5801488747495
Afternoons,LightGBM,97323.41414141413,1056.5801488747495
Afternoons,LightGBM,99953.46464646464,1056.5801488747495
Afternoons,LightGBM,102583.51515151515,1056.5801488747495
Afternoons,LightGBM,105213.56565656565,1056.5801488747495
Afternoons,LightGBM,107843.61616161616,1055.1969935509485
Afternoons,LightGBM,110473.66666666666,1055.3015880477208
Afternoons,LightGBM,113103.71717171716,1055.3300738917221
Afternoons,LightGBM,115733.76767676767,1045.6329848841483
Afternoons,LightGBM,118363.81818181818,1045.6329848841483
Afternoons,LightGBM,120993.86868686868,1045.6329848841483
Afternoons,LightGBM,123623.91919191918,1109.334323341646
Afternoons,LightGBM,126253.9696969697,1109.334323341646
Afternoons,LightGBM,128884.0202020202,1287.065516601354
Afternoons,LightGBM,131514.0707070707,1287.065516601354
Afternoons,LightGBM,134144.12121212122,1287.065516601354
Afternoons,LightGBM,136774.1717171717,1287.065516601354
Afternoons,LightGBM,139404.22222222222,1286.7725402841231
Afternoons,LightGBM,142034.2727272727,1288.0053513911482
Afternoons,LightGBM,144664.32323232322,1288.390080009933
Afternoons,LightGBM,147294.37373737374,1288.6862485272022
Afternoons,LightGBM,149924.42424242423,1288.6862485272022
Afternoons,LightGBM,152554.47474747474,1298.515343449218
Afternoons,LightGBM,155184.52525252523,1298.4848662024965
