Dataset,Model,Visual complexity mean,Predicted Value
All,LightGBM,1.6474987271642891,587.6020248305252
All,LightGBM,1.6534154707271629,587.6020248305252
All,LightGBM,1.6593322142900369,587.6020248305252
All,LightGBM,1.6652489578529106,587.6020248305252
All,LightGBM,1.6711657014157846,587.6550035847278
All,LightGBM,1.6770824449786583,587.6550035847278
All,LightGBM,1.6829991885415323,587.14703419772
All,LightGBM,1.688915932104406,587.14703419772
All,LightGBM,1.6948326756672798,567.6696960745877
All,LightGBM,1.7007494192301538,561.438973248436
All,LightGBM,1.7066661627930275,561.438973248436
All,LightGBM,1.7125829063559013,561.3670656393836
All,LightGBM,1.7184996499187752,561.3670656393836
All,LightGBM,1.724416393481649,561.644109031965
All,LightGBM,1.730333137044523,561.644109031965
All,LightGBM,1.7362498806073967,561.6679265878872
All,LightGBM,1.7421666241702705,561.6679265878872
All,LightGBM,1.7480833677331444,561.5378154243332
All,LightGBM,1.7540001112960182,561.5378154243332
All,LightGBM,1.7599168548588922,561.4824691109867
All,LightGBM,1.765833598421766,561.2952614278715
All,LightGBM,1.7717503419846397,561.9960275338792
All,LightGBM,1.7776670855475136,561.9960275338792
All,LightGBM,1.7835838291103874,562.4946276038944
All,LightGBM,1.7895005726732613,561.712531910268
All,LightGBM,1.795417316236135,561.2650277354988
All,LightGBM,1.8013340597990088,560.413659445048
All,LightGBM,1.8072508033618828,584.8447711543237
All,LightGBM,1.8131675469247566,584.9158139331395
All,LightGBM,1.8190842904876305,584.4490510522648
All,LightGBM,1.8250010340505043,590.6002904019155
All,LightGBM,1.830917777613378,599.1694358147923
All,LightGBM,1.836834521176252,599.1694358147923
All,LightGBM,1.8427512647391258,599.7206805969147
All,LightGBM,1.8486680083019995,602.8892991091168
All,LightGBM,1.8545847518648735,616.5860475663685
All,LightGBM,1.8605014954277472,616.5860475663685
All,LightGBM,1.8664182389906212,616.448119708666
All,LightGBM,1.872334982553495,616.448119708666
All,LightGBM,1.878251726116369,616.448119708666
All,LightGBM,1.8841684696792427,616.448119708666
All,LightGBM,1.8900852132421164,616.448119708666
All,LightGBM,1.8960019568049904,616.448119708666
All,LightGBM,1.9019187003678641,614.3606431590879
All,LightGBM,1.907835443930738,614.3606431590879
All,LightGBM,1.9137521874936119,617.9462364689923
All,LightGBM,1.9196689310564856,618.0135422575079
All,LightGBM,1.9255856746193596,618.0135422575079
All,LightGBM,1.9315024181822333,618.0135422575079
All,LightGBM,1.9374191617451073,645.2606413935721
All,LightGBM,1.943335905307981,645.2606413935721
All,LightGBM,1.9492526488708548,644.6891970665711
All,LightGBM,1.9551693924337288,644.7681352164432
All,LightGBM,1.9610861359966025,644.7681352164432
All,LightGBM,1.9670028795594763,644.7681352164432
All,LightGBM,1.9729196231223503,644.7681352164432
All,LightGBM,1.978836366685224,644.7681352164432
All,LightGBM,1.9847531102480978,644.7681352164432
All,LightGBM,1.9906698538109717,644.7681352164432
All,LightGBM,1.9965865973738457,644.7681352164432
All,LightGBM,2.0025033409367192,644.7681352164432
All,LightGBM,2.008420084499593,644.7681352164432
All,LightGBM,2.014336828062467,644.7681352164432
All,LightGBM,2.020253571625341,644.7985375643252
All,LightGBM,2.0261703151882147,644.7985375643252
All,LightGBM,2.0320870587510886,644.7985375643252
All,LightGBM,2.0380038023139626,644.7985375643252
All,LightGBM,2.043920545876836,644.7985375643252
All,LightGBM,2.04983728943971,644.7985375643252
All,LightGBM,2.055754033002584,644.7985375643252
All,LightGBM,2.0616707765654576,644.7985375643252
All,LightGBM,2.0675875201283316,644.7985375643252
All,LightGBM,2.0735042636912056,644.7985375643252
All,LightGBM,2.079421007254079,644.7985375643252
All,LightGBM,2.085337750816953,656.0796529852987
All,LightGBM,2.091254494379827,656.0796529852987
All,LightGBM,2.0971712379427006,656.0796529852987
All,LightGBM,2.1030879815055745,656.0796529852987
All,LightGBM,2.1090047250684485,656.0796529852987
All,LightGBM,2.1149214686313225,656.0796529852987
All,LightGBM,2.120838212194196,656.0796529852987
All,LightGBM,2.12675495575707,656.0796529852987
All,XGBoost,1.54099734303256,609.021240234375
All,XGBoost,1.5469140865954338,609.021240234375
All,XGBoost,1.5528308301583078,609.021240234375
All,XGBoost,1.5587475737211816,610.115478515625
All,XGBoost,1.5646643172840555,610.115478515625
All,XGBoost,1.5705810608469293,610.115478515625
All,XGBoost,1.576497804409803,610.115478515625
All,XGBoost,1.582414547972677,610.115478515625
