Dataset,Model,Visual complexity mean,Predicted Value
All,LightGBM,1.576497804409803,579.2653292787811
All,LightGBM,1.582414547972677,583.222478735094
All,LightGBM,1.5883312915355507,583.222478735094
All,LightGBM,1.5942480350984247,583.222478735094
All,LightGBM,1.6001647786612985,583.222478735094
All,LightGBM,1.6060815222241722,583.222478735094
All,LightGBM,1.6119982657870462,583.222478735094
All,LightGBM,1.61791500934992,583.222478735094
All,LightGBM,1.623831752912794,583.222478735094
All,LightGBM,1.6297484964756677,583.222478735094
All,LightGBM,1.6356652400385414,587.6020248305252
All,LightGBM,1.6415819836014154,587.6020248305252
