Dataset,Model,Road view mean,Predicted Value
Lunches Special,CatBoost,0.13174747474747478,913.2410441561001
Lunches Special,CatBoost,0.1360841750841751,911.7692642320274
Lunches Special,CatBoost,0.14042087542087545,911.7692642320274
Lunches Special,CatBoost,0.1447575757575758,911.7692642320274
Lunches Special,CatBoost,0.1490942760942761,911.7692642320274
Lunches Special,CatBoost,0.15343097643097647,911.7692642320274
Lunches Special,CatBoost,0.1577676767676768,901.206221718368
Lunches Special,CatBoost,0.16210437710437714,906.314121885191
Lunches Special,CatBoost,0.16644107744107747,910.5301132193501
Lunches Special,CatBoost,0.1707777777777778,911.0307607722458
Lunches Special,CatBoost,0.17511447811447814,913.0730163785039
Lunches Special,CatBoost,0.17945117845117847,920.2224484980437
Lunches Special,CatBoost,0.1837878787878788,919.4667631505259
Lunches Special,CatBoost,0.18812457912457917,931.4992227515787
Lunches Special,CatBoost,0.1924612794612795,933.9689880723487
Lunches Special,CatBoost,0.19679797979797983,933.9689880723487
Lunches Special,CatBoost,0.20113468013468017,933.9689880723487
Lunches Special,CatBoost,0.2054713804713805,1002.2129930735148
Lunches Special,CatBoost,0.20980808080808083,1002.2129930735148
Lunches Special,CatBoost,0.21414478114478117,1000.518840457937
Lunches Special,CatBoost,0.21848148148148153,1000.518840457937
Lunches Special,CatBoost,0.22281818181818186,1000.518840457937
Lunches Special,CatBoost,0.2271548821548822,991.5555545145165
Lunches Special,CatBoost,0.23149158249158253,991.5555545145165
Lunches Special,CatBoost,0.23582828282828286,994.7890481160912
Lunches Special,CatBoost,0.2401649831649832,994.5211009505704
Lunches Special,CatBoost,0.24450168350168353,993.5346000383757
Lunches Special,CatBoost,0.24883838383838386,992.4534737485602
Lunches Special,CatBoost,0.25317508417508416,992.4534737485602
Lunches Special,CatBoost,0.2575117845117846,992.4534737485602
Lunches Special,CatBoost,0.2618484848484849,992.4534737485602
Lunches Special,CatBoost,0.2661851851851852,993.1466080259906
Lunches Special,CatBoost,0.27052188552188555,993.1466080259906
Lunches Special,CatBoost,0.2748585858585859,993.1466080259906
Lunches Special,CatBoost,0.2791952861952862,993.1466080259906
Lunches Special,CatBoost,0.2835319865319865,993.1466080259906
Lunches Special,CatBoost,0.28786868686868694,993.1466080259906
Lunches Special,CatBoost,0.29220538720538725,989.5210537082345
Lunches Special,CatBoost,0.29654208754208755,989.5210537082345
Lunches Special,CatBoost,0.30087878787878786,989.5210537082345
Lunches Special,CatBoost,0.3052154882154883,989.5210537082345
Lunches Special,CatBoost,0.3095521885521886,989.5210537082345
Lunches Special,CatBoost,0.3138888888888889,989.5210537082345
Lunches Special,CatBoost,0.3182255892255893,989.5210537082345
Lunches Special,CatBoost,0.3225622895622896,989.5210537082345
Lunches Special,CatBoost,0.3268989898989899,989.5210537082345
Lunches Special,CatBoost,0.3312356902356902,989.5210537082345
Lunches Special,CatBoost,0.33557239057239063,989.5210537082345
Lunches Special,CatBoost,0.33990909090909094,989.5210537082345
Lunches Special,CatBoost,0.34424579124579124,989.5210537082345
Lunches Special,CatBoost,0.34858249158249166,989.5210537082345
Lunches Special,CatBoost,0.35291919191919197,989.5210537082345
Lunches Special,CatBoost,0.35725589225589227,989.5210537082345
Lunches Special,CatBoost,0.3615925925925926,989.5210537082345
Lunches Special,CatBoost,0.365929292929293,989.5210537082345
Lunches Special,CatBoost,0.3702659932659933,989.5210537082345
Lunches Special,CatBoost,0.3746026936026936,989.5210537082345
Lunches Special,CatBoost,0.378939393939394,989.5210537082345
Lunches Special,CatBoost,0.3832760942760943,989.5210537082345
Lunches Special,CatBoost,0.38761279461279463,989.5210537082345
Lunches Special,CatBoost,0.39194949494949494,989.5210537082345
Lunches Special,CatBoost,0.39628619528619535,989.5210537082345
Lunches Special,CatBoost,0.40062289562289566,989.5210537082345
Lunches Special,CatBoost,0.40495959595959596,983.9984651348941
Lunches Special,CatBoost,0.4092962962962964,983.9984651348941
Lunches Special,CatBoost,0.4136329966329967,983.9984651348941
Lunches Special,CatBoost,0.417969696969697,983.9984651348941
Lunches Special,CatBoost,0.4223063973063973,983.9984651348941
Lunches Special,CatBoost,0.4266430976430977,983.9984651348941
Lunches Special,CatBoost,0.430979797979798,982.0150035851728
Lunches Special,CatBoost,0.4353164983164983,982.0150035851728
Lunches Special,CatBoost,0.43965319865319863,982.0150035851728
Lunches Special,CatBoost,0.44398989898989905,982.0150035851728
Lunches Special,CatBoost,0.44832659932659935,982.0150035851728
Lunches Special,CatBoost,0.45266329966329966,982.0150035851728
Lunches Special,CatBoost,0.457,982.0150035851728
Afternoons Special,CatBoost,0.0276666666666667,836.667378070006
