Dataset,Model,Closeness centrality,Predicted Value
Afternoons,LightGBM,0.01203030303030303,1169.378466068392
Afternoons,LightGBM,0.012151515151515153,1169.378466068392
Afternoons,LightGBM,0.012272727272727272,1169.378466068392
Afternoons,LightGBM,0.012393939393939395,1169.378466068392
Afternoons,LightGBM,0.012515151515151514,1169.378466068392
Afternoons,LightGBM,0.012636363636363637,1169.378466068392
Afternoons,LightGBM,0.012757575757575757,1169.378466068392
Afternoons,LightGBM,0.012878787878787878,1169.378466068392
Afternoons,LightGBM,0.013000000000000001,1169.378466068392
Afternoons,LightGBM,0.01312121212121212,1167.346943219542
Afternoons,LightGBM,0.013242424242424243,1167.346943219542
Afternoons,LightGBM,0.013363636363636362,1167.346943219542
Afternoons,LightGBM,0.013484848484848485,1167.346943219542
Afternoons,LightGBM,0.013606060606060608,1167.346943219542
Afternoons,LightGBM,0.013727272727272727,1167.346943219542
Afternoons,LightGBM,0.01384848484848485,1167.346943219542
Afternoons,LightGBM,0.013969696969696969,1167.346943219542
Afternoons,LightGBM,0.014090909090909091,1167.346943219542
Afternoons,LightGBM,0.01421212121212121,1167.346943219542
Afternoons,LightGBM,0.014333333333333333,1167.346943219542
Afternoons,LightGBM,0.014454545454545456,1167.346943219542
Afternoons,LightGBM,0.014575757575757575,1167.346943219542
Afternoons,LightGBM,0.014696969696969698,1167.346943219542
Afternoons,LightGBM,0.014818181818181817,1167.346943219542
Afternoons,LightGBM,0.01493939393939394,1167.346943219542
Afternoons,LightGBM,0.015060606060606059,1167.346943219542
Afternoons,LightGBM,0.015181818181818182,1167.346943219542
Afternoons,LightGBM,0.015303030303030304,1167.346943219542
Afternoons,LightGBM,0.015424242424242424,1167.346943219542
Afternoons,LightGBM,0.015545454545454546,1167.346943219542
Afternoons,LightGBM,0.015666666666666666,1167.346943219542
Afternoons,LightGBM,0.015787878787878788,1167.346943219542
Afternoons,LightGBM,0.015909090909090907,1167.346943219542
Afternoons,LightGBM,0.01603030303030303,1209.9205302171838
Afternoons,LightGBM,0.016151515151515153,1209.9205302171838
Afternoons,LightGBM,0.016272727272727272,1209.9205302171838
Afternoons,LightGBM,0.016393939393939395,1209.9205302171838
Afternoons,LightGBM,0.016515151515151514,1209.9205302171838
Afternoons,LightGBM,0.016636363636363637,1209.9205302171838
Afternoons,LightGBM,0.016757575757575756,1209.9205302171838
