Dataset,Model,15 Bus count,Predicted Value
Mornings Special,LightGBM,31.666666666666668,299.95817819281837
Mornings Special,LightGBM,32.27272727272727,299.95817819281837
Mornings Special,LightGBM,32.878787878787875,299.67972139672247
Mornings Special,LightGBM,33.484848484848484,299.67972139672247
Mornings Special,LightGBM,34.09090909090909,299.0340847323255
Mornings Special,LightGBM,34.6969696969697,299.0340847323255
Mornings Special,LightGBM,35.303030303030305,299.0340847323255
Mornings Special,LightGBM,35.90909090909091,298.33922504584973
Mornings Special,LightGBM,36.515151515151516,298.33922504584973
Mornings Special,LightGBM,37.121212121212125,298.33922504584973
Mornings Special,LightGBM,37.72727272727273,298.33922504584973
Mornings Special,LightGBM,38.333333333333336,296.48480273212454
Mornings Special,LightGBM,38.93939393939394,296.48480273212454
Mornings Special,LightGBM,39.54545454545455,296.48480273212454
Mornings Special,LightGBM,40.151515151515156,296.48480273212454
Mornings Special,LightGBM,40.75757575757576,294.5661735365695
Mornings Special,LightGBM,41.36363636363637,294.5661735365695
Mornings Special,LightGBM,41.96969696969697,294.5661735365695
Mornings Special,LightGBM,42.57575757575758,294.64929708599243
Mornings Special,LightGBM,43.18181818181818,294.64929708599243
Mornings Special,LightGBM,43.78787878787879,294.64929708599243
Mornings Special,LightGBM,44.3939393939394,294.68789506115934
Mornings Special,LightGBM,45.0,294.68789506115934
Mornings Special,LightGBM,45.60606060606061,294.55975629453064
Mornings Special,LightGBM,46.21212121212121,294.55975629453064
Mornings Special,LightGBM,46.81818181818182,293.98541789615354
Mornings Special,LightGBM,47.42424242424242,293.98541789615354
Mornings Special,LightGBM,48.03030303030303,293.78503486764646
Mornings Special,LightGBM,48.63636363636364,295.03674856876313
Mornings Special,LightGBM,49.24242424242424,295.03674856876313
Mornings Special,LightGBM,49.84848484848485,295.03674856876313
Mornings Special,LightGBM,50.45454545454545,294.97844666795675
Mornings Special,LightGBM,51.06060606060606,294.97844666795675
Mornings Special,LightGBM,51.66666666666667,293.46130080884814
Mornings Special,LightGBM,52.27272727272727,293.46130080884814
Mornings Special,LightGBM,52.87878787878788,293.46130080884814
Mornings Special,LightGBM,53.484848484848484,293.46130080884814
Mornings Special,LightGBM,54.09090909090909,293.46130080884814
Mornings Special,LightGBM,54.696969696969695,294.99240545158096
Mornings Special,LightGBM,55.303030303030305,294.99240545158096
Mornings Special,LightGBM,55.909090909090914,294.99240545158096
Mornings Special,LightGBM,56.515151515151516,293.3014780952285
Mornings Special,LightGBM,57.121212121212125,293.3014780952285
Mornings Special,LightGBM,57.72727272727273,317.94900619813
Mornings Special,LightGBM,58.333333333333336,317.94900619813
Mornings Special,LightGBM,58.93939393939394,317.94900619813
Mornings Special,LightGBM,59.54545454545455,317.94900619813
Mornings Special,LightGBM,60.151515151515156,317.94900619813
Mornings Special,LightGBM,60.75757575757576,317.94900619813
Mornings Special,LightGBM,61.36363636363637,317.94900619813
Mornings Special,LightGBM,61.96969696969697,319.1424870752124
Mornings Special,LightGBM,62.57575757575758,319.1424870752124
Mornings Special,LightGBM,63.18181818181819,319.1424870752124
Mornings Special,LightGBM,63.78787878787879,319.1424870752124
Mornings Special,LightGBM,64.3939393939394,319.1424870752124
Mornings Special,LightGBM,65.0,319.1424870752124
Mornings Special,XGBoost,5.0,305.16180419921875
Mornings Special,XGBoost,5.606060606060606,305.16180419921875
Mornings Special,XGBoost,6.212121212121212,305.16180419921875
Mornings Special,XGBoost,6.818181818181818,305.16180419921875
Mornings Special,XGBoost,7.424242424242424,305.16180419921875
Mornings Special,XGBoost,8.030303030303031,299.4222412109375
Mornings Special,XGBoost,8.636363636363637,299.4222412109375
Mornings Special,XGBoost,9.242424242424242,299.4222412109375
Mornings Special,XGBoost,9.848484848484848,299.4222412109375
Mornings Special,XGBoost,10.454545454545455,299.4222412109375
Mornings Special,XGBoost,11.06060606060606,299.29730224609375
Mornings Special,XGBoost,11.666666666666668,299.29730224609375
Mornings Special,XGBoost,12.272727272727273,299.29730224609375
Mornings Special,XGBoost,12.878787878787879,299.29730224609375
Mornings Special,XGBoost,13.484848484848484,299.2615966796875
Mornings Special,XGBoost,14.090909090909092,299.2615966796875
Mornings Special,XGBoost,14.696969696969697,299.2615966796875
Mornings Special,XGBoost,15.303030303030303,299.2615966796875
Mornings Special,XGBoost,15.90909090909091,299.2615966796875
Mornings Special,XGBoost,16.515151515151516,299.2615966796875
Mornings Special,XGBoost,17.12121212121212,299.2615966796875
Mornings Special,XGBoost,17.727272727272727,299.2615966796875
Mornings Special,XGBoost,18.333333333333336,299.5442199707031
Mornings Special,XGBoost,18.939393939393938,299.5442199707031
Mornings Special,XGBoost,19.545454545454547,299.37677001953125
Mornings Special,XGBoost,20.151515151515152,299.56231689453125
Mornings Special,XGBoost,20.757575757575758,299.56231689453125
Mornings Special,XGBoost,21.363636363636363,299.56231689453125
Mornings Special,XGBoost,21.96969696969697,299.56231689453125
Mornings Special,XGBoost,22.575757575757578,299.56231689453125
Mornings Special,XGBoost,23.181818181818183,299.50958251953125
Mornings Special,XGBoost,23.78787878787879,299.50958251953125
Mornings Special,XGBoost,24.393939393939394,299.50958251953125
Mornings Special,XGBoost,25.0,299.50958251953125
Mornings Special,XGBoost,25.606060606060606,299.50958251953125
Mornings Special,XGBoost,26.21212121212121,299.50958251953125
Mornings Special,XGBoost,26.81818181818182,299.50958251953125
Mornings Special,XGBoost,27.424242424242426,299.5786437988281
Mornings Special,XGBoost,28.03030303030303,299.5786437988281
Mornings Special,XGBoost,28.636363636363637,299.5786437988281
Mornings Special,XGBoost,29.242424242424242,299.4850769042969
Mornings Special,XGBoost,29.848484848484848,299.4850769042969
Mornings Special,XGBoost,30.454545454545457,299.4850769042969
Mornings Special,XGBoost,31.060606060606062,299.4850769042969
Mornings Special,XGBoost,31.666666666666668,299.4850769042969
Mornings Special,XGBoost,32.27272727272727,299.45330810546875
Mornings Special,XGBoost,32.878787878787875,299.45330810546875
Mornings Special,XGBoost,33.484848484848484,299.5269775390625
Mornings Special,XGBoost,34.09090909090909,299.5269775390625
Mornings Special,XGBoost,34.6969696969697,299.5269775390625
Mornings Special,XGBoost,35.303030303030305,300.3238830566406
Mornings Special,XGBoost,35.90909090909091,300.3238830566406
Mornings Special,XGBoost,36.515151515151516,300.60333251953125
Mornings Special,XGBoost,37.121212121212125,300.60333251953125
Mornings Special,XGBoost,37.72727272727273,300.60333251953125
Mornings Special,XGBoost,38.333333333333336,300.60333251953125
Mornings Special,XGBoost,38.93939393939394,300.60333251953125
Mornings Special,XGBoost,39.54545454545455,300.60333251953125
Mornings Special,XGBoost,40.151515151515156,295.6126403808594
Mornings Special,XGBoost,40.75757575757576,295.6126403808594
Mornings Special,XGBoost,41.36363636363637,295.5509033203125
Mornings Special,XGBoost,41.96969696969697,295.5509033203125
Mornings Special,XGBoost,42.57575757575758,295.5509033203125
Mornings Special,XGBoost,43.18181818181818,298.9671936035156
Mornings Special,XGBoost,43.78787878787879,298.9671936035156
Mornings Special,XGBoost,44.3939393939394,298.9671936035156
Mornings Special,XGBoost,45.0,298.9087829589844
Mornings Special,XGBoost,45.60606060606061,298.9087829589844
Mornings Special,XGBoost,46.21212121212121,298.9087829589844
Mornings Special,XGBoost,46.81818181818182,298.9087829589844
Mornings Special,XGBoost,47.42424242424242,299.4450988769531
Mornings Special,XGBoost,48.03030303030303,299.473876953125
Mornings Special,XGBoost,48.63636363636364,299.473876953125
Mornings Special,XGBoost,49.24242424242424,303.749267578125
Mornings Special,XGBoost,49.84848484848485,303.749267578125
Mornings Special,XGBoost,50.45454545454545,303.749267578125
Mornings Special,XGBoost,51.06060606060606,303.749267578125
Mornings Special,XGBoost,51.66666666666667,303.749267578125
Mornings Special,XGBoost,52.27272727272727,303.7104187011719
Mornings Special,XGBoost,52.87878787878788,303.7104187011719
Mornings Special,XGBoost,53.484848484848484,304.2447204589844
Mornings Special,XGBoost,54.09090909090909,304.6248474121094
Mornings Special,XGBoost,54.696969696969695,304.6248474121094
Mornings Special,XGBoost,55.303030303030305,313.0865478515625
Mornings Special,XGBoost,55.909090909090914,313.0865478515625
Mornings Special,XGBoost,56.515151515151516,305.4986877441406
Mornings Special,XGBoost,57.121212121212125,306.0343322753906
Mornings Special,XGBoost,57.72727272727273,306.0343322753906
Mornings Special,XGBoost,58.333333333333336,313.8497009277344
Mornings Special,XGBoost,58.93939393939394,313.8497009277344
Mornings Special,XGBoost,59.54545454545455,313.8497009277344
Mornings Special,XGBoost,60.151515151515156,313.8497009277344
Mornings Special,XGBoost,60.75757575757576,313.8497009277344
Mornings Special,XGBoost,61.36363636363637,313.8497009277344
Mornings Special,XGBoost,61.96969696969697,313.8497009277344
Mornings Special,XGBoost,62.57575757575758,313.8497009277344
Mornings Special,XGBoost,63.18181818181819,313.8497009277344
Mornings Special,XGBoost,63.78787878787879,313.8497009277344
Mornings Special,XGBoost,64.3939393939394,313.8497009277344
Mornings Special,XGBoost,65.0,313.8497009277344
